rank	node_id	tx_hash	output_id	harmonic
144	72195850	1f0d0c1a0429c238259569e9ef4a3a5773f4490d86ebe986a71efdceffb5cfac	0	0.04069741170816326
145	77954835	6737461039b8ce37d30ad2f7af060ef4615d93fc2416c6396d6899b32cd41473	0	0.04069317376822933
146	81041136	d2c95b932249a4b1b17304be98f3152e2b72f06cd86269893ca38249ab48eef7	0	0.04069291552083952
147	81104637	5376dabf5b5df913ce517c98d2fe2ff4fabf2714fc6b9f8255c070f0b5b5b81a	1	0.04069291552083952
148	81163798	a18804da9eb4c50187209989067af1678bdd06dcfc953c0685a96f9f362df762	0	0.04069291552083952
149	81564947	96ae1f50b4fa77f0746c632478ed22a0262ba33ff6337ec9b96ed071eedaacca	1	0.04069291552083952
150	81650065	89f64865b72de58d8389c8fc298710cbcf18c0c9374414659fc9f8b13fc28212	0	0.04069291552083952
151	71888273	059a5576a242dc6036a98bd1e65bb8787847b4e96edb6592e4090f712e6601d6	0	0.04069172052312656
152	72734357	dd24735e831fdb91458c64b7fa991bc6beb04b8052a7f60ea52b9a7e818987f0	1	0.04069172052312656
153	72849771	0505901fc494698fcef33d9cbc486eb4bd70246d57c9cf5095e7edf03d649027	1	0.04069172052312656
154	73027021	6d06e3a1101c2eeab6f1c7e6fa08e5176f1e31594738455dc4f01057890e7014	1	0.04069172052312656
155	77030245	ebc4db672070684f058c6230581d952417b389497a35c3d05236a71a16e75312	2	0.04068981414495559
156	78436050	f8875e705a60cde45c6a5f6eeb8e2c1edb8817075d18cdd35cc96e12b4edb956	1	0.040681163901677427
157	78494237	6877df8603e4add1bc42870f1433cdfc866754c3f64efb1db81bb26dbf1a9662	0	0.040681163901677427
158	78538491	6b85108e126ec81620c5c45801ba2a72666fd56b21a4dbf7d4106745a2011884	2201	0.040681163901677427
159	38179434	3d027285ce1dae6dc348d74c2bd5c3fe1551551e85564584083b85427300fa65	2007	0.04068090961006377
160	37023064	d090b4c571f3f6fe7e54119d9bd13ffaef1b1db7313e0ce604d000079306e8d5	2394	0.04066968608051101
161	80355036	00289bb5474c7a21ec916964a5373f49a9a9b217299bf404f40ddf916b4ab297	0	0.040664692926037714
162	80407234	5a2e7d45e84efb1a978547c3a137c806b9ab8c1c1dcc601a1c97be9cdd8c84b6	0	0.040664692926037714
163	80836538	bedf43e5607db9da78c4ea04ae7e6c53856685d93d520af050f4ab5b424485a4	0	0.040664692926037714
164	80938533	4f5d1cda1c30ad2396b85ef19ca41c1251f6ed930e517bd53adb690e55f2ca70	0	0.040664692926037714
165	80961980	7019d60dc8a9acf6253d82ca2ed80f4bda97988e46e2f159eacd0ab1b948a4fd	865	0.040664692926037714
166	80962476	910d8fc366beaaa845ffb556704c6e73bc86c09171094ce4841a9d104bc386ae	154	0.040664692926037714
167	80977551	fe770546251333856c1f2837fdfd1033d81d974730b15c59187e7b3d0c6c5b0e	0	0.040664692926037714
168	76060958	7e5f16c55b75cff16181e15fea04a8252f949fee4dbbfbcc0795c053d9dcdd6d	3	0.040656212403206785
169	76603145	65bdca2ebdb6a317aa477077b2de14fb6f056430276a384a7ab80c21bbea6f56	0	0.040656212403206785
170	34047280	9f18773c33183be9980ab61c9f17659bcd34dbe6f21d7eeba9faafbdc5b5b3b2	70	0.04064668435282888
171	35561432	3bdcbd4468f3676132371bb025aaca28b00703bffff2130996b7d277e0d301d8	550	0.04063938155789619
172	38186932	775476029cc6a34a9fde12278b5a6160a06659125da5c99069bd0cb166443f82	685	0.040630224885118076
173	77491691	dc2f8a7c811100b6abd52ad9d7adf7a9a99823979d815703d8d7ad812a4363c1	1116	0.0406297317574158
174	77519242	e6a78622d1a10c3a4e2db6edeba0d7e9b6f5684378c5927eda60465571282d9f	0	0.0406297317574158
175	80338782	2ac29dfc233e7f2a92a361e646742a58f21dda3fde86bb1c1e61e3054c46a8f0	0	0.04062186767990279
176	80531895	8abfee0a108896d768a5079c8f36bbbde2e99bce7ed96dbc8b5d5a9ba330c1a7	0	0.04062186767990279
177	80556040	5b55118dc01969f97e9a533a67ae578e8a1e573ebb224e26d01a2979db2c16c9	1	0.04062186767990279
178	80741658	310811acce529a4aff86eff619d6a0d54a23085b83413e36f8cb678509f8e01e	0	0.04062186767990279
179	79255187	bdceb65b16bb2f67e5be9eb4dab5499a3fcc603e11a5f2a7dbba747f4489bbe2	341	0.040618446889110676
180	79501332	4ed89db1f2bdd12a59e363b2991747cb532be948773b9d30eba72b612d308538	0	0.040618446889110676
181	73369960	9baa6fd765ed9867ecf3ad0994f7cf042949f08e8f98d11f47aef043c5a8c562	0	0.04061618438354118
182	73869736	2bafd8d6bde096d2814a9376e476f37f4a5c9dfee0fac7d59de1a1996b0b994d	1	0.04061618438354118
183	73896915	4a39c0d3356feba6a264281e3a6b59826a77a3e337840a9f08a5643b0e357993	1	0.04061618438354118
184	37188926	e34833a037fb43006624ef33d96f1b30e853b755311f2f08a3e06d3213dc22a9	1591	0.04061371769909488
185	34598864	22c316d9e57828b11bad8d2afaf3c4bde7326385d8b340e9ed13d1d82b1bd026	0	0.040603658005166014
186	86109611	28481b538b5f49550dc77270a188573b19b5636ce53d0f7d2098cd6491e9bad0	0	0.04060346970067861
187	80048850	33c9421de1e409e886867def9f0aea6d35ce22cf3ff290e3cf9a26384c7e4345	0	0.04059883343231224
