rank	node_id	node_type	entity	label	harmonic
106	387774022	TX	bf0c60f057395670ed7bae24f8ea2803731adedadf1b861478616cd8760cb683	null	0.0918965135948126
107	385703793	TX	1b18cab6e4de2809ee316b7a3cd7eb78f6893aa8603cb479ab933e44c63c8d1c	null	0.09189541509927612
108	403132461	TX	fd60a6dbea9afc1ac3851004c952b8b32e6b1565eaca28aad41213f0e8ba3b92	null	0.09189296129685053
109	375015949	TX	9a7730ee36f51fddde8f1713c682bfdd28f3b2661bc52870b4c1e55219593fa2	null	0.09188878004886789
110	387386665	TX	4fe09c3d760a44697e87f9fade5ce5b70d5f6028353b336933e944eb17eeb4cf	null	0.09187463486859204
111	387528878	TX	e855870fa1c8e3b2cb9d1d142204d2806468db71a7fc5f4fafa5f81148982f91	null	0.09187463486859204
112	395428711	TX	f03c788ffe482507f4ef0e65b40d1dc4c16a9c149f93424dfe0a5a023bdd719e	null	0.091870944467515
113	66179516	ADDRESS	39XoQbLUvm9gb9fZ1MrtW8gRzkRZhSiFGP	Xapo.com	0.09186604592362832
114	388234566	TX	5bad632605c1840df565075765bff8f7e2cedace63a9b4d4c66e2e7810629281	null	0.09186355876344289
115	536814587	TX	d8505b78a4cddbd058372443bbce9ea74a313c27c586b7bbe8bc3825b7c7cbd7	null	0.09186183211262079
116	383599274	TX	40e56d976284946fa3cce4605948edf95a632f5760e3e547e477baf7ccfdd1fb	null	0.09185804507721836
117	385341528	TX	e5775c04933a2aadd0451dc8ea99adfba718a9f2a8764701f5190ac6236b9315	null	0.09184703327970202
118	385550462	TX	a28bae2b0f8bcd1dc81384612d27c25f1fdad7219e7524d10854a1e50ea61e4c	null	0.09184703327970202
119	385797554	TX	e00a36ca1c51aae9cd2eda2ec8cfda6d9b95ff165c071e18cfa05e2986639c38	null	0.0918445124319363
120	388466072	TX	a2aae4d10def45818125785436f50f5a2e7d489764e1f0d4510adff5db37a09f	null	0.09184304745761113
121	375378590	TX	6834fa80d1591a555f0ed5c8e2c89b13870b081b72026e65a40d3ca7d5f6401b	null	0.09184192798993872
122	404543821	TX	7cf462cf40a8567a64035ba7442d8014baeeae6b2c28d6459c9f2c17e54d2496	null	0.09183074756677827
123	379850936	TX	90a80d00fa02857d6fa7e1d4fbd64a2b0121b1d11b725670d1bb43618ace0abd	null	0.09182488531447297
124	381042792	TX	1f882435e66b7d44b22b9075be3ba85abe4bb3ff8bf7e53f94d9ff163c1be605	null	0.09181414524119169
125	380966326	TX	1fb1b29cd89174a9ecb654498dd57b098547fc98bb1e20459d278ba956b9737f	null	0.09180935926983096
126	380373111	TX	47755128845bd7462c871129e912fbe65b7546cfdd8c2e0405073520320c75ad	null	0.09180900618767425
127	403876772	TX	b37f30599f002718191e0c8c760070e7553a36201bd1a5d32bacb9112a48b66a	null	0.09180809958613242
128	386484091	TX	3431b3b12ac6672776c472327884d3492bf27eba6792156b6c5f5610a15b0527	null	0.09180575763439446
129	380599852	TX	374c4c4c6852dbaed5c2b2ce686b27cb3e1d0ba93ec974cb82b12b024a64f5be	null	0.0918055876367023
130	386613399	TX	41ffad20b18fc09c9cf624976a0b30c61f30eeaadd9d68edd7abd3048e3cb18b	null	0.09180377630918776
131	386745539	TX	411f91066e9dbbd53cce653b28ec2804d4a03b590ab69e14bbbb77df6853c48d	null	0.09180377630918776
132	380508607	TX	54bc768c84736a85859457455e9c399fdfb49e0889a5b238ccd01126082e8e3b	null	0.09180080166534155
133	386032668	TX	2c7e1663367273f7c5af3ea284798885d9cb2119e7d9935f6f70196979ef510b	null	0.09179576532943315
134	403327007	TX	2dbf079e03966affa63bf63df3ab7be86bc776b1cc8e707e088627c8ae33a9d7	null	0.09179289131918489
135	386192830	TX	bda3c1e168e8f520c040888b01d65fa63a500c19690e41f6e6479b9aa1cb6963	null	0.09179228997792196
136	386278007	TX	8957cd460e109ebaaa296834c092318ed507a130a0c1facf1ee9106498b2beef	null	0.09179228997792196
137	48402754	ADDRESS	1BSmartoUnHz32AAdPKcc7cGGC3DiA4RSh	null	0.09179079683169664
138	381360380	TX	38c864b0775dd0f67a2c74df6edd8f8e548f94d6fe0b0865a5e21129a1b39426	null	0.09178258842982785
139	374890956	TX	293306da049e36904a8051bac881c124fe498047729b5be248ab03b308c3d523	null	0.09177609348627383
140	378858612	TX	7b0e293c1d15cb732b044476960b72b43c9686829f0b78e24ee7d66badb380f6	null	0.09176942962436307
141	381157230	TX	e3202a49f0a12d1ee11ddaca2f645295ecc3e99cee5461c75cdea64a17e08b51	null	0.09176866560405114
142	381291492	TX	88664a2862449564f97608dbca22c05722b15c6e56d87f1bfa37d241162dbbc6	null	0.09176866560405114
143	383394607	TX	fcca82701843378971c21ab92acadb733b372b2575b8c3c52d3f53b79adc86ef	null	0.09176564953341002
144	380147225	TX	a2eee51a996b589cb7485c8cb0a597c483fa29387b6264f14d346822cf9e771b	null	0.09176331713440423
145	380261562	TX	5474fd4ade59f1c04effeb6cfe4f1fb0b7b5b0be4697a087b4ca2a0510b02aff	null	0.09176331713440423
146	383252763	TX	998835be6886f345fab7edbc2c95541af841f57bdac4d8e9275cc715b50a4886	null	0.09175927525067461
147	403700545	TX	f288b2cccafc40ff61860076fc5102e8258fc572216e84817f3b4f44cab5f0f0	null	0.09175606485367617
148	427519079	TX	b6810d441f6a468f18b6c591db0fa9f93a3c6b32e47e12b2f15c427d2e927e12	null	0.09175203051535653
149	382518731	TX	833e38097ebee1c7be928e1eb921b3a94a0db099d5013eff620043f64f12bea1	null	0.09174941320617368
150	378967694	TX	00539111d4eb8d831e3dd0b1599f67ca2d22499655d955de1b70fa3702804466	null	0.0917483044137134
151	426652688	TX	da6c5745b4d5a3f8c5441f556c3deb94cf2dd0e4db98b8e2ce92bc8330d55024	null	0.09174617551907113
152	404080903	TX	4773c6fa8230a2eaf91954200127f80e41e31168f876e6f553d20d05740ea202	null	0.09174344461940517
153	379965774	TX	65423c68b783467c7819101e81b996e8040d13bed06a452b137115604980be5b	null	0.0917393311783025
154	378521867	TX	cf0aee81030c2992779a942ee2ad02c4cd4e5da02d75f7fe18f69b222091ae98	null	0.09173907576044614
155	378653968	TX	54788682c7e8a35d4ae6f7cbbc40e82d838822ce21d080b1caa0474277d4260b	null	0.09173907576044614
156	378740273	TX	dc0baeb2f4d5210ff982af048d09001ded79a8903e3892436a8356a833967055	null	0.09173907576044614
157	402519134	TX	2b6e30aef519cc97aa05c653fef3efe17df9d92ab4f8350db17eb9ac47cbccd3	null	0.09173074455936191
158	382833279	TX	ce7516c30eea4009348d836664ff563b1afe8d0c2ca2969b2482e84015841dca	null	0.09172968792482272
159	412623296	TX	b6da02b401308ba8384a6e4198cac84d75b7919ba99cf4ea30a80592762d07c7	null	0.09172698677633152
160	395281651	TX	142166c9a5f9d60b012dfeaee01ccb4dc29f2f0ac67d35fc9515f2eb76686a75	null	0.09172050093319827
161	383176160	TX	2b92fc649650d81b71ca87f0e58d0a0bae1d526b7a7571e47238336aca95f68f	null	0.09171617245644856
162	404085696	TX	51da91e0f3c0936f7667ed1b24c207b4292e6b5024ff6068743e85e05ca5b8f3	null	0.09171301330734966
163	403076658	TX	609b7ea61f4f97434c0a14c326f4e98a0a06ed5f1a94d4e279d76296e4ca4c4c	null	0.09170540387216027
164	377592605	TX	0ee31b2378207de9fc14174dabbf9fb0ad3394311a5052d047d7fd6f7aac1883	null	0.09170169447485146
165	403514452	TX	c5882e0b96935ebaa27129d557d02e7c79282bd95f0b46a2d97f53fd086ed902	null	0.09167951034914094
166	382360231	TX	f16d87d15725ac8aceac1930f0feb32597654315cd1e534082f628d228c4ece4	null	0.09167738105327171
167	382712114	TX	107bf5a60ca324d07d354c69ead25a84349e945a877dc65070034559b9e818b4	null	0.09167539004884442
168	376116365	TX	4da9d1ddcfc2f62d2b1435becef40d0a706961d300722389fc173e32bd9c5f56	null	0.09167367865637421
169	377472087	TX	21d52d2d120faef2270188956027d473c026ad7995e4228042890b2d26e2ecfd	null	0.09167297864668697
170	377820783	TX	1b220318623f0a7c65d03610b001a154b1becb4ac37399f5cd86fe0dd7808bb0	null	0.09167297864668697
171	378141292	TX	8f84078cdb84dad15dff578dc3b4c7d83927682c947c2a8813d602b2fed7082d	null	0.09167036477264352
172	402395344	TX	5e3e78434601fe2440250e10d910578b894b3cdfda59cc17a118852fc03538c2	null	0.09167023792916103
173	402517629	TX	67436024c8ce83492f12e0739e9073f0fe0e73c0da8478fa9f5ea5c175235cd3	null	0.09167023792916103
174	402775189	TX	dc239ec25c1f184bbe36415146bcd8e91fd122c81df9f5184e396ff0154a826d	null	0.09166941166395588
175	382967422	TX	a5b6e030dbecc0f6ad28cc16ded0b6e145cd3fc7071287ef62ac25aac00d62e7	null	0.0916681788695163
176	376014060	TX	f0be356cfc98d1989202993ff83072c96eded35488075373f02f34314657ddc2	null	0.09166432768157728
177	375975194	TX	703034d1fd67063f60ee3bde45ce3f4ec6007a8155180286194e3636958cf0f5	null	0.09166227941970821
178	427838656	TX	755113858ca4a4c8a3079344d2672d7d6ffdf1a243ab892fb17da15b9d62b473	null	0.0916566703889175
179	405250824	TX	2673bc0d60fc0f8a2711166efd783bff5b48c71423345d47d09c080cc759e5e4	null	0.09165657187661198
180	358772860	ADDRESS	32umPRFK1YVRBgXuHoP7PdVFDuv8qEZb99	null	0.09165648646791416
181	358772860	TX	055501053c0ef23297e9ca878e1575cdd9f9b765de5d9b694d1df1eb0ab995b5	null	0.09165648646791416
182	66179535	ADDRESS	3AkcNwhD2RVDwxQ63mywLmQVqRGSSKZsCS	Xapo.com	0.09165313210364592
183	377291177	TX	b0b4c4c67e490ef471ba4875d145bdbc35f68e83e4beecb4b40a683b412d7a20	null	0.09165027946823313
184	376717531	TX	57d123a43f89418f345c5147ac22ef81baf24b37677eacab0806ecfd3d468c29	null	0.091649203477447
185	374190753	TX	001e9d80444b3a3b942f2fb046844c4987c644133cede656258330704da0d734	null	0.09164707360674632
186	374328345	TX	f0e6559bfbe0dae5697962e8257b6848e088831fa70f1e9f8aca0ea7c3e25215	null	0.09164707360674632
187	379096488	TX	67a8103f385f55cf840e2c066d14f5f23aebfa99ea6ead9f14da5e2b19497e63	null	0.09164672705869921
188	66179001	ADDRESS	3BTN4ZPKZnGJEGSVe9zPe4bTn8Qh39jkbd	Xapo.com	0.09164409876377844
189	403311113	TX	a9b88f7f58b183353a2bbd8894485f3264f45777dbfa780596bfe5c6042aa197	null	0.09164341045087702
190	402875073	TX	c4bead90c709d553530453f02cabb2620f8a3d5d0e5cccec8323a243445117fc	null	0.09163766538229781
191	409163159	TX	b4fe3f82d7a4627d5f1833d3f709d43cb45f4c947505107f3fb8f613cfbb69dd	null	0.09163589895642027
192	382235145	TX	687a60938abe1f73b3539a25fce9a7d60f428171b15d3f7fa6622943f1696252	null	0.09163499102121939
193	377151413	TX	8362010f9b9f3b8f236809b9dbbc5d8e80d9fafe1c0a7dd7e7cb04a256f338f9	null	0.09163134691139568
194	404976448	TX	551eaa074028bc425eede7f296a2e4b6a69f62ca4a2e5264bc21177d245d259e	null	0.09163118055548758
195	395155269	TX	a4a38b4bb540f541fbd7e0654449723a2dc928a18ba180021a777e93d144fafe	null	0.09162669589452761
196	398137956	TX	b40b7cdd6cb00178d732392ed0157fe5a4938bc501350cd866a9266cf30678c5	null	0.091625773721734
197	381962450	TX	0e5fd0d4ffb8e1db53596637386066a8940719e21fcd9f562e8fcb1e05bff31a	null	0.09162077013211183
198	418547371	TX	39beea588e1b4297b8407dcddc3815ec09ea09d7ba039ccb4b1094988939ffe6	null	0.09161825152071577
199	376862510	TX	ebe3e633576c1924f1a07a6b44c54098dd8e7828da6cf9d8025852854dec6ff5	null	0.09161271821525531
200	376578900	TX	505c872f6d53b19431ec3bf48bd7be9c28db712f44788108bc4c97db92e7eb37	null	0.09161168862813908
201	374066744	TX	577f3b286a3ce473fd0234c5420687a455062d3b774b29ce06d44a4b0ec3ef8c	null	0.09160769189954932
202	361295530	ADDRESS	3HYT8Li79LJEidrzKm9hZwanpPdcFTXcyc	null	0.09160706308165797
203	361295530	TX	f2c55c19f3e7e4d2a911a0cb2300e63dae3cda2e255c47aa1113702f736cd3c1	null	0.09160706308165797
204	405035253	TX	c9daddde3379f16e11a547b34e9723c7b5ca71c82bf1213fc93bf13d81cd601f	null	0.09160285711752161
205	383724234	TX	d95b31eca6db5a356f46c09ea555f245584aeabcb1965ead735ca31da0e701e3	null	0.09160229188778327
206	384080327	TX	70dde00f63c17b19056692904cf5426328490c6b25e06a65ea8e7364209d7d67	null	0.0916021047670985
207	384181743	TX	9b386bb0f5bfcdc12384c877698ad1c75e86aa1c1446dc9a84d00ccce8ed3a68	null	0.0916021047670985
208	384414022	TX	25ae87d6e60e4935a9bf6fa3d2db3958c566d77dac0f68192890c222f7712874	null	0.0916021047670985
209	397777528	TX	c1078c2b8cf1175881e0c04a25dc517086c6cce4aa17a7e69c7bc7632d9bc529	null	0.09160192206074609
210	383794083	TX	08cbe08fadb873c6bda68695d0e66784324c1e13c7e3f2538db2da6cf83bf3d3	null	0.09160128431486524
211	376344141	TX	159945a7b914a215d6b02ba2ded3f109a807d75b7ca8cbfdd78f6ee578171e6f	null	0.09159593492922034
212	376456163	TX	1c8db4b6bf95e1247ed15440b02843bc61b96eb85291072540ca68eddaa30117	null	0.09159593492922034
213	377033328	TX	13af222eadff73f2bffab5a1c32d5c87a88a6843272f83b0777f2a60769d2acb	null	0.0915955453593984
214	374625688	TX	d52eaf7a5dc0f8a1332a6f10a3aa6019e8052614138acd0a539e5fb2933972a1	null	0.09159209959920765
215	438810971	TX	52f48f9726bb9de7301c1b0eedf42257710c53a62ccb166cdcffe53c186ead56	null	0.09159193734315034
216	376224006	TX	379ba43e24003bebf44ac3bdff4c5ec892e8c745cd84cdf485efa65b1188f8d4	null	0.09158886641767215
217	382104673	TX	e4d0876f40c01fd451adb8395aeb963366352b8be62aca48d64fdc838963c07c	null	0.09158548716959293
218	397932008	TX	5ed30f43bfc1b6d5f6b05436938507803b6e11831020ea459147e9fbf4838cba	null	0.09158320487316927
219	439054717	TX	40c621aa61a43338b479485d4c1850b87a155f5f181750be2d0328da583e30f9	null	0.09158274418626727
220	374663097	TX	89e95d4b21b0927eb0dff18f5d6ea75c3130e66f376de75ab22fea2a5f3b13d0	null	0.09158246071982376
221	381860853	TX	d840e4ad4f9e50829a6dd2ba2debef82ad9ce973fc79bc6a8f890d9690fbb029	null	0.09157450924849742
222	397725859	TX	ea6ee4b1f9c099a7671ba09b7c72d32244a92c70704793a139ffbf65fa3c3082	null	0.09157138640902192
223	412287580	TX	a4eaa3171e321fee7645d7644df79f9cca4014b88445881498f514fa2f3bc99b	null	0.09156473396287773
