rank	node_id	tx_hash	in_degree
1922	107275512	70dc4c729e2007afd45ece2077ea0f1d464cb5f68bce0bbf0900c2ef33d63e86	652
1923	107508878	20e61c846328d115450672a2ccf73e6f876dc5fc99ccc47f58d595c6cfe10206	652
1924	107610137	e55619927db677c13139ad3f5f50b8a7a58476df134b597d7430ef61a7ed1849	652
1925	107721468	3d594ace10f7b5b6c5e5722452b14e9aeb1334afdc51383cbb1bbfc7b35daaba	652
1926	115235522	eff65877d737133d1fad913150b84ae8dab28c684876e55dde4302aea482bb97	652
1927	115292021	a702a12a4f4b7e74dafbe25dfb0ff71b949a12d7a310655bfd13617d39125035	652
1928	115293830	3ac69c53c7ebc56d2ffc9d8bbf490dd51e9a36c5ddb131641131fdec2bb5be4c	652
1929	116849824	f26e8029bb1633a14b869eb2e7aca0b8a457e7a2c8ede1dc713a13561ded1db2	652
1930	118520207	95e4194365768345209cdecfd4689ae6a40ccf6e23eb2448f04890b7fff2eb34	652
1931	118536725	704db2ae9f4ac88334a6ac6ab68d2e7b5cdcd2510cf143ee6409084c9a2e7b42	652
1932	119007803	e62c39012569b0100199a466d10b349d2c66872ea11d3ba826f11eb2bf785540	652
1933	119010852	171b793cac7bb3dcd04692230b3b335565ab46a62a775e8e3f9bec5f2c21a38d	652
1934	120271326	d7b84da319f391bda7ce21cc802a7b534099725540e0691b3dbc390e5fac0656	652
1935	126699296	1fc268e03054d9951d43b087fdd4f755e235b1146a216c3dbbe492651d51d432	652
1936	127660982	115c48e507f67b6d67a6983b7fb57d3e2d11bc60843ccfc77721964df1a57263	652
1937	128838708	4c6a8c09bae0e194d55ad7c235f818fbeaaf3d2976d9954af68c369a4eef7c16	652
1938	128842016	04570ec31fb2ad15626c7de9f4b1ddaab34e35948512c13df076d18bc47679c6	652
1939	132350854	65702ea67547866ef70a3c7b8d7fc7d6d1cc3886eb37b96115b9301916b10ec8	652
1940	134928020	416252ecb468bc280fdd801d7fdeb99560039b638729a2b7c0895d9bcd3952bd	652
1941	135612402	b00dd46fd3e1843ea7816495b5683bd3a9fb8d3cf73c665c92cfbed4b7568218	652
1942	139264373	138396ba67a0f216a3b2c685883dc35011363f54179e387e6dd97ea2135d4dd1	652
1943	145679777	541c90352b24d00bee7bb2c1f279d9b1c4e2fb1f85ee12db5734439a1c636064	652
1944	149486065	f104f288d1c0f90e2d27a7292460d7ad67a777fee6483b4b628798de6d221600	652
1945	149486138	ebe277f4d79d1b9e115f252823295e04c5df9216e387fbc11ee067ed00e5b675	652
1946	149487031	17c73fb76a873293b565fca524a895364d4b47560a3e5e60b94945681f65c754	652
1947	149487754	b5ab1e0261dbd11596150a31d7382660a6e03fb986f650e0e33ea89ddbd21753	652
1948	149487908	f89ac819814b5179db955296c407805ad29288f22408bad0691d2a4e3d61b55b	652
1949	152484838	825c127e6749a874521ff6e437fd6d1a111e6b7de288a60da0aaacc64a19b903	652
1950	153070938	1f0aee7237eb6ff4f682d5876272af984cfdbe593cfb38d00c3d0657db997b0b	652
1951	154494926	c7668e058f428ec07fd27871315afbbbb407863dc41eb3d480d51c9424ca07db	652
1952	155032371	f96b01826e4e55417327c372fa3350ce36a646635a6d44a84970856826460f60	652
1953	155037007	d782967a2786d9352859621313a36ae18e8897629c961c0973e998c7d04aa4d9	652
1954	157179158	b3a1ddf42c0ef8389d3861c3056acb88d832642f3b733bb12bcd894546640dfd	652
1955	158900508	d7ea0410853c005d90d4ca6bd0376aa42826a0e1df117002d49f77900700d34d	652
1956	160023343	86e81dca568505c64b79a18b1a578d7b9a72cfd4aac40d4b5dfca6d9f096a4f4	652
1957	160392469	8fd9545367e30a853943d08f6ceebfa233754021e94c61a145b9a9b21f07ffbd	652
1958	162411042	6eda859b90967b4b60e290c99f47c613615ca01678e1bee3e9ba810c53596e28	652
1959	162416145	5a77e33616717564282dc6eb11cd266e2a51df9c46bf5f10bc82c4b45bc40d5a	652
1960	164746445	5b820062ee6808966944e1e41f9174287a25bb569153e921ff9a11b0b9a13630	652
1961	166298851	4191d0c1ec45405feaaecdb9115e3948f4ca951145c4a234250cc3b74dbff70c	652
1962	167338904	56aaf7bcbc1199d9d2f3d8cfe1160725ecead678dc6fabb3f3a70d32284df25f	652
1963	167342304	8f2631a2cbe77631caa320adb161df92cde509f3dd86cd8622f32a28979c1c0b	652
1964	167342549	d5430a126d9267f350c098a73686a07e745bb418bf0f5e58b24def6262ecc9ab	652
1965	171757269	b946408c0ad4110266749419b2f4c7b207cd2ff756129136903f76b5c422ad3a	652
1966	172386371	7b4cf7512c92b77bed16cf8db8e66f26a9e4b4e289fb792fb38a3147f09040ad	652
1967	174479468	890b43002dcd583d0bce6b19f29a345e4fc3654d9c5c903824a42ff92f2c7a34	652
1968	177193293	65003f0f5f8b417f9be629f5b13d61732dc255910b0b0fdc79f5552ebe73a6ef	652
1969	177984896	59e6f0abd1fcc7803b41aadc49c552c36c6d7323a6473b9ec2914253dcf2a54c	652
1970	179610248	36386a0e4f57c3e850d65f46f950d062f270ad7af5b186042f9955bb75b16f4f	652
1971	180375059	e3148dc5ddb9f184ed0fd948229071f380c54388339d095513c6f09c0ddc2ab0	652
1972	180375060	74ae9ecc9fd91ff11c344bb443ff2ff6d385d918041cc14bb60994cfec15ecf2	652
1973	180375062	1fa5359a413f68fd7c1c39174e6752334a7c301a72f2590a37fba2f5bdc4b4c5	652
1974	182195278	ba352927ae5a465721e136cf739adfad4a2e2fd6e7e0a835ce20025ae46dd909	652
1975	182260701	0d532dd45398743088ae50ca120d51e8f0e70ac60f21c31ee2f338252e72e957	652
1976	184710194	6bf2ebb5a7dd38c4dda132525981e2200adb6d2483dda70ae8e036ab4ae34620	652
1977	184716615	96de350fdeee067d8d26bd7baea1506c3656fc0f70170fffe33c142a938647db	652
1978	188184382	b779c1fae36f51d7524898955c58e86316fe15f1f75a600f9949e9bab45c33cf	652
1979	194812207	81d56c782c3ca7798ed1a3f7e98056c7db13d629f63b1330c4b09165cae98883	652
1980	200467049	b0ef82260fb41bf4c3fc5459408f69f2fbb1c6e8b4aa9f836448522f3e7dd99d	652
1981	208852271	3a787a583e645007197084bf936913bb0666f4774b85b0bc52f63dd24a4aaa68	652
1982	212162331	d3e705794ef31bc69d0b9a3fdfbe487a02c50bef5719b8d339464a7608bb0d2c	652
1983	213181589	2e8f9d7936647c79a3e8f99a3b39186a41ebcac01045b2b2d7971938c30cef25	652
1984	215868518	bad7a3dd0b5e1b35f2d495bc14786ebd479f4c763974e1f3ea8e71c803bcc8cb	652
1985	218074031	f645be48f3b3603d594ccbbf8e02d30a00c71853c388f010079994735f756c62	652
1986	218238671	5ef8decaef74d17f931172f38ea233a7b65695744aaccb8a69ba09afdb07c2c4	652
1987	218286215	685a21063b72a7435fe5b8a12a6af40353358993c5f14e7f7f68a8639529ceca	652
1988	221167650	0179e53df25be693db6522c9b68e2cd42b9cac82d28ec4a4b86cc976c255cc1c	652
1989	230309251	2196af2c27c63d2dfd71092a9653408e61cc51195df453270242c5109083b67d	652
1990	235522334	14f41c10746d9c9ccd73f11ecc48bfa377a901cedf5d27f96bf6ea2ee03b26fa	652
1991	235544880	b39b8a3ce2cda28e2f241649af6fe93e2c3a9dae177f8672458538bff3180cba	652
1992	235939070	58441f5d9320df76c094dffa4536ad8a59281c22a4c0a5b43aaf93a2c8abe3e7	652
1993	237538973	2dd3c61c35ad59955cfacef6a960205904b3a91b6bcd195d05076e41682f49cf	652
1994	240947458	52109b9d5ed60dd64a60c60b1c4651bdb24bc63516cf16fe046024bea59c4fb8	652
1995	241586865	175af26f4c808088c2942457ab4c5539fcf9a07dd2c5a79401ff20ed71885e4d	652
1996	243692311	69c0c54e0c1eb842618870926813482a6a2dc1ce7518fd86d5cb69d9f128f12e	652
1997	244214039	153479c15142874158511c6f478768ab353f81ae0e066b00c59dc2989f8f60c1	652
1998	244904398	71b1d0759b4bbc97514036bad5da4f49db80b755a9b422c8c2b9ae17b2c9fa6b	652
1999	8116416	0a8a665f8d051ff5d61a017c4ba4570f4a1aa4db6fd433b66717b691d8caee38	651
2000	8116509	3d35c0869c6ed2ac5a52e1d822d884772fafcace937d10c1ffdd9c93a49f189f	651
2001	8116510	f6bfd5792357165b448353f74285305d4f91ab3b78f80b2638bba2641bcda415	651
2002	8116580	57aa169cbe2a9be71bf89ab0a60235a104bc67aafd72258280e735d00aef3db9	651
2003	8117056	be46be2901d1fa622005307a3dbf4959d48ee5d06b59ecad04abd9943fb6ce8a	651
2004	8117178	fd12384cc78b3ef1dde68ecd9aab926d3953d3c0fcfb2f55591480861dae93e1	651
2005	31691495	0e9d841d762aa43edcc7407745cbe01760bbf1710c68e8c772e9e6a9ffb2a413	651
2006	32750361	6c5d47ea9c463fec301c0baca2634b02caa57829eb274201b4329388b27062a6	651
2007	35507626	b30b3fddf5f52278a9e3000c02e6f80258a14c477d5ec4ef103474e0f6fe143d	651
2008	39436763	ab8db0d5d2a9c454535c4fd4125ff9db7a90fe2a9f45d44087d6e25ec49badaf	651
2009	51658556	566383b60f5dba9a91228cdfdf3343ddfbc69d8fea864bc4ec7321b766291e07	651
2010	60225279	39f7e1cb8fc24985ac87ef30b235a6a3f1e6380f2ffbabc521c0a64c827fa257	651
2011	63940208	d1ee1fd28362f235f38af7301194fbd05f90b3684d0b0abf398fdcc068b82508	651
2012	77160924	9f14a4931ed30524f94c0fac81461fafe27085a50f4979aa258c11ee56114fa7	651
2013	78832646	fe5a96972b30e67d54c75fddadd7ad447921cf36dc46772d8aab2165261f8ba5	651
2014	81721643	9c9031dfbffc8ac1258d1e59c29d60c72d4f85af80e6d82a982363438489781b	651
2015	83702179	53485101c5122cc45ce45bd7b607bbd722d39be01f4b7287a59aa7a9c7e82c31	651
2016	85326108	96e15fdfc35fe84b9942452930bed542cbe20f64977d68c0fe7fd6ac4a143dea	651
2017	85696534	9b20c495497235fb2b78d67ad5d942b845f4e5adf4ae638ae1db34e06d212a9d	651
2018	89460664	6182e99c8d6785d582591834f5e5678e3824254dbd879399bbb4df2b0d112665	651
2019	107273825	ca66bc69a70382a887a72c51e7c298efdbd7c9307b3887bbce8fffccb66b4e19	651
2020	107275510	8925872f60f9ec02d005c7f66e802a36c131e56bb348c2b8a9ffe86157114214	651
2021	107484349	db434a943bc2c515b9426d68c317e6287cfd102fef658c7f5bb7d0a0e158cddb	651
2022	108808780	e9dad685460aaf17b1340abc2ba4bdcaa9e12e7d90003843d415addc04d99e2b	651
2023	110264742	f4365986f04d30fd9d4afbf25eb44016cb612cab1fc9c00e1412ee540b48658f	651
2024	112465147	6381c0e3351216f0816acdcaf339cede379bd5f16c8855358df7cb4cdd1233f4	651
2025	117384242	acb24bcd72828895a8dd5447b2aca51335cd432390a7abfac84b6bfc305f3cfa	651
2026	118528640	5e4c0a7d879e706ad977c78bc816b21414704ee7a794e15dd4eb3d251c1af8d6	651
2027	118989302	a3d0c31615bcacc74b6d5b5b456d5f6dd1530a33d7e8ca085da22171873955f9	651
2028	120270352	cf5b79b0b12942754615e73c766cb2f2d796452d0218acbe581092f326d184a6	651
2029	121913692	5d1a7e82e1c6e7e1154aaeb40f82e93f254bc924597715b5ddd139d43dd123b9	651
2030	124125037	8d97fb08f0c949af71c9d78c5a990571ee19e5ae8d9691aa6b755a0330c1cc22	651
2031	126264803	3056693f5b29f7e4af2c790d93d35fa21e1dd7f1e5e0be478ef456c5f940a3e3	651
2032	126309488	cb54020f4a65bc745923074088aa87d3d5091f57f24645fe0702953e7c77c08b	651
2033	130069015	05e3ec18776ba204dbc5654ef498f81847ca7bedd88657452e72d7f20ab05364	651
2034	132351579	a26601048b112fe918271e08a97e2e46b3a928ab0b9c1eb942278237b9a4d59b	651
2035	132465735	5b0c2f35508e078491062dcbb3ca5fd3487f0044903931584ad797694ca9dec0	651
2036	134468247	54a6c2e572aad7b67f2a470e016dad1340e692ec5ff53d9a7f761f86b131d5bd	651
2037	135155360	735976a8a02573b04f6e25fa98dbec160956b94f000c7a3d4c360c6c86fced58	651
2038	135613045	13489234e28f364a55dcf09111958c2523dc5d515b28be948e63a754f7240ef6	651
2039	136306051	ae12afb4d5d5c744656dba6a5386780e070f499dc520493fa0b5915d78b42f39	651
2040	138500997	9eab163d072b43611219cb6cc724a86be2dc1022e7c99183e032d33607e99ddf	651
2041	139402857	8244bca158749cbad1aa1d314b2c27c05ca7a9099bb1e1998615a96241fde512	651
2042	140931681	67205744f8bb8526822ecb5dbfe628140f619ee148f554829eda5f9e4027c6c9	651
2043	142387831	7b94a471fa68a96cca9a6d0e569a5a4dce3027b6814f62bae9a2822409b40fa6	651
2044	148908677	b747adba20fbcee664a94182a7affe9713fd1b85cab60b37a1b325105c41d413	651
2045	149486064	d11b700f124f99d84f3ff8e4b6a726f87395f23f3bb73fc69a4bc3a9f17a81e6	651
2046	149487901	7c9fa1c1b71b44da3a9eba70633dcadb5d1794ca92952794204b563348ea1a76	651
2047	150746047	33923166cb1ca073e55198925489b1f86c71f65daf380dfed802f59666b7f95c	651
2048	151309778	4f2424adebc8eabbfd1e531ca3ca8d161596676593f31e9b56f55d4bb8461618	651
2049	157230651	d2bd253bc749fcc3bf6ac1f4f4f7ee03e0a6a55ab3c05bfb3dce4cd691e55419	651
2050	165506398	93e71f0170c990d55b772b15bc11f90198c3e902604ec9145b35e64c79cf95c9	651
2051	167224459	29aabc105118a2aa35bfa0f82b6dbcec848485c884782d7852531c09d2eedc2c	651
2052	167224763	2e2654ee697e820c7f9448734c89d1b2c4085acc93345eab2ed6f89d9ac126c9	651
2053	171539058	8f41178f0e2dc7c2fc121f264d706b25937358c5b98f0d689b3384c3cc79ebad	651
2054	178641227	8276a30ccdef8b0fcc895db852a4f15afb2de84ca5d587221279a5ac28349e23	651
2055	181621584	d5886cde27c059a88d53dab2b845c490cd428d3cc81f8c7260ff79170628f57b	651
2056	183960493	c218a92e088d27cec002a6ef52ad6cb330048ecfce34d61dde090ec69469449f	651
2057	184717147	5779a36be52a2ab702b872b2d341bbbe0d96cf9a0ee4cd4821f0ac4eae289cee	651
2058	185586676	f94e25d88429a1d3729a0ae4b85ac07120a5004f515a6f6be48c4d25ac50d7dc	651
2059	188185439	d72861d75f123ea7e43060dc1e1e8b85e10427c77794be27959c008141abbe2f	651
2060	188185449	a0eeb7af71b760489f30341c5fa92cf485369d7cee6e25adaba1c0ea69ba1d8e	651
2061	190161390	2fc65546d1dcb7cdf632bf52cf9d329d36bd28341bcf159e3ee25d3be8612ae5	651
2062	190378265	22ec140f18aafab905679fa8f950ee4f045eeb70a416afafaa55b0cd2b0b11fb	651
2063	191926858	add81f37dfd99ad005a2f7acd66dbb105f29eb0e19aa698e1b0289a730a912ff	651
2064	192087944	8fbf6e30ae8bb63caf1241f8569238e1b02bfa5b51e3237727400bf23dad4b33	651
2065	194134489	ba72f2ec4d678fe9e4cd43ec30d7844487e4b6df2bb943d41e512748937766b4	651
2066	196155245	4cf18f3fbbcc52be5e165b90e8efe1bd171ad8e230f03e8ed91e46f33b220ed4	651
2067	198187077	c0065d10f643a7e4ec7e0ba4dd2e165875e506b30d1ce23e035e6763c0c6e879	651
2068	198191850	4c5990ba38bfcb6d2067a88ee27162d0a46664ab071ed4603447a9e0396d6a4c	651
2069	208485976	d4f3785a8f1715fc17ac8fc4bfe845ac464a4db2c994ac4fdfbb368bb413f064	651
2070	208485983	d88da63f8f898446724d5d445b6d3f0a0901e3ad426051187c3fed918b2c1fda	651
2071	209004063	ed8af0c0f10a58e541a4d1aa1ac115f847a7783143b22ee93b8f765dda79dc5b	651
2072	211828615	20293fbe600ee230d81f3a1ea3acb597b8242f38b622f8a91de02ef5bdaef1fe	651
2073	212818363	d24d16ff06394963253927036798a2c33c2c24b9dcf58e7da2b34213f7bae624	651
2074	215048583	7c44223f8620029c6fe2aadaaa1826435575043e053473a0f9bfa4ef3a66cb2e	651
2075	217981610	b6382c451c4cfe811c034d2b40e5a287b0452325d73d08c1520e2b56358e61dd	651
2076	218036674	a1a289aa1eecc51bd9543d5b32ec8f0cc0dfb9a622cc958a78619c57f9102a49	651
2077	218074038	fca40f83ecb69a26bd2bffc7ada2a74915041758eb67ed08245caa6e1d3fd2b6	651
2078	218286214	e50c1597f96059c4243c589d59cf256745bcde63ac065b80a8c387fe8fa89568	651
2079	218286216	ce2dfa459ce7b00de2b579f4afb4180d7c80a03abcb1cd8e13210744b2845f60	651
2080	221939132	08dbfbcaf110a9019623a8754827de3e925f4e6f16333614db622ce858dd4b23	651
2081	226944345	f4a08a10cd85142fa01485c4c8382054cc3bfd173f3ea82dd9e146ab9b1a51a6	651
2082	229947260	c3fcdd0086e7a041b2fd3d3ca74dac2df576f596c42601731ff4db0f5cdc5f21	651
2083	231561583	134ea1709a101b49cb3300c2119b4976c4773d886010e97d7079f443e7045ba3	651
2084	231605408	d56e5e8b0339b9d1b780e1c34ea103194aa8f4bd097e583808749b41826ba773	651
2085	232021693	0925e527d26c7da8a2a7e1fbb12393c6cb49405034cf6ab888960b4ca2217a1c	651
2086	232026498	0b8e393679acbfe5bf818e542947c32055376d7370b90d803cc5203f248aa90d	651
2087	234049714	f7cf8d68c401bd2b8a27b638dde051b9953f32708289c6606ca609521e1a621e	651
2088	234405777	8d6bb396667a0f268e11e6a6060aa078554760c2e291c9fa598dd9f275f7ff19	651
2089	235659622	7a0794b1902cea0478f2bebcfe927897da55f69c74849e9d3746e93ae9335ab4	651
2090	236873046	66f539a4e43968fe17e96990a8c54f347149c76f65bd5bf90ca8ddc21502d02a	651
2091	236926709	fe046da100915b37b5720183872affb9c255d9c2e09c8c814f758a5aad401cc3	651
2092	238823324	08f7269364821469612805b1cb312a0e3e412982206744dbefeab2de5820452c	651
2093	240292387	f5f8c0998a794188c5395864d2f498a7cc259fa921cf725cdd24bc3b8905736b	651
2094	241208771	7c01ade64c7f19b5f96626d1d59d80825854dede0a7f29523c2f348e64f3b6f0	651
2095	242333593	f348296a664827648b8e573efc43cf912df9c84202b5b2b3b56cd2fbd0b773ea	651
2096	243095862	0c3d0145b94dfa7a89b6d702b6443df2ea75765d03063ff70359963170bedbda	651
2097	243347634	18707dc2182fa11dcadb9f6f6bfd879c7bc74abb83587f50e413106212e35d9c	651
2098	243410715	2ee71b6491144699c013a3183ffca4ddd018f3a2c3a9b8f55fe1b55d8b91282f	651
2099	244904149	51fa2cef85d8c209ca5cf24b309b5a3d6f3ffce3ed29f65f20fc3d1e83163290	651
2100	5502221	090e8f482b241cbc54264f75586d2730d1e68f887a2c794a8d2592d2e1eebe79	650
2101	10082084	6e2239b5bf036808e4428d3bd68271135b373ead66bd54cf5e3998415860d207	650
2102	17885773	83f681334da3a61e3610625e39e4f3ca49d5b21515e4f873fde70290df679a18	650
2103	26852193	f9966a1ca4718957907f6f5ef70b41ccbf73c139abb310561c6194cabae66565	650
2104	27743326	83336caafdcc7d394dc571e0362e9cef65cb64ca1fcc8679f8bcc353fac32be1	650
2105	29820552	37dd6be6e4762b1993768ce82ad6e292cbe918d5c95e516c165f60ffb3635a42	650
2106	42432202	8f5909f70ca689b8886d6ed0e3a235957dfbcf465a7fed4445b0eee6f48d3d49	650
2107	43937505	451f4b4a474b62e86efe368e511dc4ceff95af5fcf876e70f152baa709bbdc93	650
2108	51960689	1f960901bc3d5218a58641adf60f19b9720eb056a013f2ec5c1f93b7b86a7c73	650
2109	54782367	a400203613217ecc22e58b4970612513195431dedd37fb185715d90c030f0b99	650
2110	66042230	b655e3bd032a231e2ae908d120e43ae9280b0193e2eed8870ab92966d6cb9bb2	650
2111	66438415	c7b3332c93f49bb1c66d4b2958d3b61cc1016ae8691f537a462f68beec464761	650
2112	76852077	2ea3d3f903b4136203909e0edf779c07a0248aaa78a7c9e4e00e811ade782813	650
2113	76852078	741892780b8bd738a67c73d2454098f17164fc3bc0c1515d0568fcfb3d063843	650
2114	76852079	097b1353083fbed1cbd2ed2a01a98cf36e7353291a239c4b38b72838a2bf2585	650
2115	76852080	ca8919da5b39a40b8406f54a47144282290b35d7761735adae16325ff9872f92	650
2116	76853096	40dc2f28e94323f773b93937fde9192d27057e6d0d1a606a031f856ba60f8322	650
2117	76853097	578b300c649bbd1022da7d2cf17f87424798a4c96f19f90f0955128d251a4357	650
2118	76853098	88de0457b2ce6a18b6b3485ab3501289f73762f0d05d8e3b25e6ebdac55f1bb3	650
2119	76853099	f86a9ecc8c75b142ce15a77aaedc03a6d5d4cdccfa812d5f3889504922fa4023	650
2120	76853100	af2b19ab220975a8bff0ec4820e1832ba7e413122073ff7eb8b6515516b5ad8b	650
2121	76853244	e9f84193f8f5928021d2f896390a8442b6b3eddb5af7b5819e08aa494000ecef	650
2122	76853647	df78bde6b56344ca79c6c1a4fd7d2553a2bcdbb9d7914d16694e2e3e52d64767	650
2123	76854941	ba4b7822d820dd71d5da99519d76a5ee8a6aaeeb5feb6f0bcc3c9053666f0b8b	650
2124	76854942	3d344521cf7d7e547a61ba46ef0e071fb4423e7ef735130e7e5f31e96f749a5e	650
2125	76854943	fb43b38510d5aa131c0c750856d74c30d181ac86b5d76333650b4e2668602015	650
2126	76854944	d6616a7a7468a16fbbece7f37734f3cbb7c14febca88ebfa60953fa79a2bedaa	650
2127	76854945	5457732ea09371267a81ac69e1821e72dc3e9a1b9180720e88dbaebc2cc12dd4	650
2128	76854946	2d74bed758c2a142e216b5258f04de3566ec923b2fb80f65d95bd645fba59f2c	650
2129	76854947	b8dd96bce311ae922055edcb94ba98bb20d5642ed52bb3b4c095578c29eee5b9	650
2130	76855487	bede70df342d9d2a2c2a611f13e91c78f19e5e6e2fc0fbc392da0a665adfd31e	650
2131	76855488	7d53bf806bdf70f75ce018224860270e14da14855534d894457cf89deb346792	650
2132	76855489	feab1d57983901ecefa21536fb35a90cfcb7a2836fc0c24a6b4f5d84970ecd61	650
2133	76855490	2905cf81cc598d27349ecee25825d23b6079a8981c9cb030e2ad8d3d6c02616c	650
2134	76856870	8f3baca43405a0a6ab1489a39b34625979552d602cc16c30d97192fb7b53e7a8	650
2135	76857461	a54a3a443ba3126740c9480fc4d3111c840a7d98877ad239397b225ed589bd37	650
2136	76857462	d4cfbb6ae3630bef98d94b87a5a85096b1594636451c8c38e47eceaa58b456ca	650
2137	76857463	f44db1bcbe68b38d6dd6e5ebf90dcf67b658607769714c8a779c74655660d90b	650
2138	76857464	b1d07129a821b41fdd321041084e89f9799434026b7500989d779cf26359d92a	650
2139	76857465	7dc60b1bdc0edd66f2a10743f8329fd046dc3b1eae8d4a6e24ba36bc2cc4524f	650
2140	76857466	297e6442b750e0d4bc374d659777f93d365e25d0e2a1e4dcf19d361e002d95e4	650
2141	76857467	b38ee43a7029d2c73435dfc9c27c641358da5add4417a9dc3621b457630bbecb	650
2142	76857468	bc1e3d353571ca59de3e6b4a06ac09ebfc02ff44183eee54a94ee4bf7a4d1c85	650
2143	76858781	d608369b260de3991c32aa3c01a18eabb105298568acd83cc143ae83ffd3c190	650
2144	76858782	813fbbd713d35f0c72547bd640ec961c1219491b6cb14af49aa4c945e402e8bc	650
2145	76858783	799a7be9ef6f36270198cb294ab3c69567371b4983369b1042180d536499463e	650
2146	76858784	83d5084b43d86ef4396ed58a836041ff2d06e3a778c0784f574f8593497380e5	650
2147	76858785	a891612d1ecf3440353b2a079a112a42586c36939f4607f02b41501169af5e03	650
2148	76858786	ca90fb5181dddf453d1dd18f4160c5993e8aadb423e278e45ef3bdc62ed05305	650
2149	76858787	3a92b68a69fa389b5224189e73ed28b9ec02afeed44b976ce901b63e624f7320	650
2150	76859193	aa6f38e883da5939677b9aad06c18180dc45e9ce4683e175804787a1beb8e8b0	650
2151	76859194	f03eef6d30d8b0e096297aaec2e65178e9999d16bd1d6a4232c3b4bced96c542	650
2152	76863606	386b81fbfb8cde91f4c4d1b37cf556405fa247afc10ec4e5922ea8c1b9d3c552	650
2153	76863607	38806b70f6bf15a867f8ec8529518cc6f98ae483491dbca7ed407f27daebd2d9	650
2154	76863608	0956b9083ef41c1e1909227dcdfa8eb1cb66f510e1503c01a366d1e6a233d345	650
2155	76863900	4ed9007f14444805cabb3e1940001bb6c42316c0c36e4ddcb122eab9369c43a8	650
2156	76863901	6ba4aeb0ca9004c77ac48ecc7406514a28b16894157b2d6af767fc07dcfc28eb	650
2157	76863902	55863886e7135f619deed78c2734974a6467d4a3cd984a48aa4d36964a49811c	650
2158	80702824	324811d15e610335141444dd231e154c5aacb272c0a96d83932b13846330ec4d	650
2159	88214293	327d5bf4ab6f6e1f89b2f2da96432c81404697731b077d1b5251c5e9477308c6	650
2160	96266225	51990ff43a9a3bcd6bd92af7464d899757797fd3d50bbb5360883e66b242522c	650
2161	100928369	34c5658f25f90975d663e9812b11525e581b65172d206c67d98ee5cc7738cd4a	650
2162	101893753	132fcf30772849d0ac30f9d0615576641690aff67e23a4b6e3fa2353f8951713	650
2163	106695623	bf117ac7c6a18f57a877649e30c7e924216d26a72d5b321fe1f6212e30ae8fda	650
2164	107228069	65e2136a4d3819e2ecc695d4d47e7ce110aa8da6393d9020c745e87e28812f18	650
2165	115291046	99be8d8cfdb84859e357b65bfc1e30aae952028b67789d7f91980f9b7f813a25	650
2166	118197314	eed2953c398fb7a529e34b1173e04edc4a9d3b2e29642828e5dee097f3d26201	650
2167	118199586	40be5e1ac8a22b9fd9699f1935624722e2be07faba816d682e45254a31892874	650
2168	118269938	5accf218da0afaa4e2c6bf13f4bdec36021d00f290cef86967e45b1b264bd1c0	650
2169	118471562	0b10dd56199c5f88fc9e18a4de0d076d5b681f32246b5a29c0555eada3fd0e8d	650
2170	120165366	353af69d27629b3bea79319d8842b90c9eb08cd0d40ce6a406bcb612d58cec52	650
2171	121914532	a535320adb761a030286c2c10025c3419bff66219eb1b10d4b1f9186c0235bd6	650
2172	121917930	ae7325430e6342b67849e2007e25c70bdd08055a45ba58ec8812ae598455b00c	650
2173	123905391	7aa0442411520ddb1504dc87915e95f85ad1f9da4aae3826c87336e64addf2d7	650
2174	124125039	88b6b90edd770e4256eb1e3da5916df2ff14e0e7d7c865c8d289702679ab7575	650
2175	126698943	47c69ec65fff4970b060f674a906b4afae78958b4baca5490939e00904ba110c	650
2176	127036672	59f15a0974173fb416ba46b4d822d3b20b3f482daeadea99a04d56bd09f20a10	650
2177	135043265	411e2d978132c627b85151f6c25338fc74f31756a8eb4af51f6ff98c0fa7129a	650
2178	136006957	f5fcb0cb22dfb06fbee52820a914ab0339555a0cca817de3656e92f56427a9ca	650
2179	137272698	1c769b4fcfae578ee188707f4fb85ff75bba312e09c77981c409c5fa027a1337	650
2180	137274881	f7365d5e42b094bb28da47d2873ae44faceca66730dadedf9435a5d2765a2b39	650
2181	140934048	33fdb49744ec2244a3b8513fe6120e8721067bdac49cb7cee00a411d7d8e2af8	650
2182	142321985	2d414caf4de5f61c468f879657f78476e278268c9e96924e58c9a62b41406e35	650
2183	145679774	9f6b98dc858c34444dc8c4047ac7b51bb8f40e1059ce7b2f4f43cd5f3b4b16ed	650
2184	145683112	7c94fcff42a730b8af3962a5c9488d48b8406e0a66720f2b5531d88e49bb9709	650
2185	147586205	d86fb9de76824db02eea5c00995e1398b73fad6184e5416ecc438028757e375f	650
2186	150055972	0c4e3e6a9595228d7eb7ff9313be4b5f7a27e16a72d300298df1483faa6f3ce8	650
2187	151203226	7dba3023a5342eca0a3fc22364af6dd386be8794cfc425b3401b090b455b7264	650
2188	152488600	b3766a43375830444ce0d760ed2ebb228f561ae7238fba019666994e64aad98d	650
2189	153604113	a90658ed37fe2bf8854ae19994742e83fd44ecc74eeb8894cbaae1e7d478c3a6	650
2190	160395560	f8187c24e4b671ac63c2a4cb3ee3ad1d6309457489ac7cc648afadcf093cd82e	650
2191	163659252	da840cdf02c30e369d40012aa49c67c7a073c478b8275a7f1c31027a3efc41fc	650
