rank	node_id	tx_hash	output_id	clustering
64	1100	885629b7bac00f1319324b2e6e8ff7e05079c8fd3d20a000d8a7859c999cadb1	0	0.000000000000000
65	1107	b85a30be9b65f3e4b37e8b1f00a01419828ea8f4b52eb011f5cb52c770ef93fb	0	0.000000000000000
66	1120	f57229e992f566bfd00c9ac2ca6b6c243d5b07cd58f3b4f0891497fdd2d4e96d	0	0.000000000000000
67	1123	2a48d9d94411d7de3cdb35eef55df5a700da994f8ad15676051b415a1b55593e	0	0.000000000000000
68	1126	2b3ee0b8737b9f7872c5d061b33fad3b4b9b23b286f9e4ae50d91d5b8cf0282f	0	0.000000000000000
69	1134	c488edc0ce1ed59d9b9c931db13989bb59d92bb1bc07c3ed392a1342b9383465	0	0.000000000000000
70	1139	f0cecaea6c2946d1eeb791ef11784f074952ba6addac20411bf92647beb92552	0	0.000000000000000
71	1145	69ceb440612bada4c165f664ab0718c4fd84f8231213c1632f824c10863a4a8b	0	0.000000000000000
72	1155	ca96c2286c582f45c6b00cb7239fcae7f9255653fb99a2f55ed8459f20817220	0	0.000000000000000
73	1175	28975351ae0bd7008272c452b194adc8123e74f8421f9567bf804b7436fa021e	0	0.000000000000000
74	1182	8b84cf7ea6d7b78b2d9a324106fafce0af90b90848e386cc8c104cdf6ae52009	0	0.000000000000000
75	1210	8b1fa644a6a0954f0b0a4aeb170122d80b236563c6ab7890513a1f6eb3530912	0	0.000000000000000
76	1217	c445fc181b4570fa107006f31c68132df2df84160f6dc783a21e10f4497e3589	0	0.000000000000000
77	1247	7f1f0cbd84a06c073c3164b463eda189fe3f98a9744e553380c23e41d6125c60	0	0.000000000000000
78	1248	82979c75188dbc31b585866d0628790d40cf074e5aa68133c0cd8cbc6cbc512f	0	0.000000000000000
79	1251	5e5132502977d6e232a54de653479fe926ba8a676d280b36a4ff910d3ca73a01	0	0.000000000000000
80	1252	5f60b5eaf404fc48b9900a4c05a6cb6e9ee1dbeb3fe7e34b079121050011e7b7	0	0.000000000000000
81	1253	d88c431a2c612b92a3c5ae0368a04daf7ae03017d60393ac00d46f20b0cd0e88	0	0.000000000000000
82	1261	f0f7d77d1a4ffe7d77c4b475d2a066bd3b921bd59d9c7b4c22745d6421a8c0e2	0	0.000000000000000
83	1276	a7ab86eacc3412b482f064241d055d044fef4a842e92cbe493a2b473c8ff9d32	0	0.000000000000000
84	1282	4612337740d44606c68d9bc5303c54f05310b7b618c8cb150613382aa2129cb0	0	0.000000000000000
85	1288	f1504038c24246ea81d90aacabf1cc77c44ee6a9c4141b1bccf353b5905f99e3	0	0.000000000000000
86	1294	e03ddf14fc341f153b3b1c4f0099733f20d76eb02bd500bbbad761bebf04f0be	0	0.000000000000000
87	1301	c6cb3606d2572afb1c84363be7eab9c219ec768bb578b65bdd1628bc29d66895	0	0.000000000000000
88	1304	1489ff50da03eb49665eb99fd72e13e021c7fd4ffb6f5ceb1ac1a7ce86c711d3	0	0.000000000000000
89	1310	fca52ba368177e762e499bf0d929569d579f26e6f5eacda056dfd549771e6269	0	0.000000000000000
90	1318	9ef7223cbf16b956755dc2282e6acf25a0a0e001d8cb317794268f47b66d34a9	0	0.000000000000000
91	1319	0346da4634e1d9a66f9cd107f05f828285455c3bfba72b223f808ef01ecaabb3	0	0.000000000000000
92	1323	6ec5a3d7ccb977864fca0aae5e3f47edc14536bce43ecce41ca09bd16d68b7d5	0	0.000000000000000
93	1331	59bf8acbc9d60dfae841abecc3882b4181f2bdd8ac6c1d94001165ab3aef50b0	0	0.000000000000000
94	1333	e0449b8c1ee2fd514dad99031ebff2600bc698a40a85783944bf8d33e429615d	0	0.000000000000000
95	1344	589db05d2cee98572714a5ab32c415499d2102f19ff89f3f5a4ecf9c85f1003f	0	0.000000000000000
96	1387	6cc8062f5256d80d000ca83fd158015c7d1565ee2add0228851f0a1b993034e8	0	0.000000000000000
97	1413	5f827eb1600c233275fd5df6b6ed61d7ba520170fca057cca957ce4499e55aa4	0	0.000000000000000
98	1423	152575c186a1cd932f49d9e058b6963d74ebab188cb53c059b945bc5f78849e8	0	0.000000000000000
99	1424	146baf9c9a6a968fd5323eef0ecc1b16afa96b6399d480b25533a23b99b812d5	0	0.000000000000000
100	1425	1eb6633edc85119d120bce6d484557571ab00b5e538de09fe2e21b58e9986528	0	0.000000000000000
101	1427	669b0be88920f326506fff8ebb51b27c4ed91f536bba348a494485b0a090c49f	0	0.000000000000000
102	1428	38e9bf379f2833222673315d4dd385011ce1e933e7322ac510bf8ac1cc5eaf41	0	0.000000000000000
103	1429	9985f46f105c806e4cfbf290e5a6faf097dc4d6fa2dde2efbb7d25fad46b54b5	0	0.000000000000000
104	1430	430d1cce55a9851710fd1c479c6e4c16ada7a1bdf93e29c8c7a01bfdf7bdd3e4	0	0.000000000000000
105	1444	915fa436e7ac5657cbf34bad743331475c7c94a91923f99887a5f83cdd5a01d7	0	0.000000000000000
106	1448	a2963f3bf8d476af8f1b655c804e10c2c0dfab6174e323bb45e9590ec9693b1e	0	0.000000000000000
107	1453	552f958771859a95794a7db9aa8298881f7185c10b43eb418db24fd5e7207638	0	0.000000000000000
108	1461	78a27889b621a44e09ab4607dc49431584846650a928f282bc6b8204504a2c3c	0	0.000000000000000
109	1476	96dc958b4f4cbca4065d921fa551f0fac932feb46fe2daba2c1d670c88524999	0	0.000000000000000
110	1491	8ed5a0af151cdbc8c0c546cde29334f15b4472bba105394a1221a7f088246846	0	0.000000000000000
111	1516	69edab34a6a258348dd4c37d4f4b13e0d85aee06dc347ba249996db54824f95e	0	0.000000000000000
112	1523	9af517c8a8b231e674915e394a1a200b08deadf923405dc6ba6ab89c2df647e9	0	0.000000000000000
113	1524	71b1c0ddf19e6566e14d9d90d31d461dbe7a635113fe1c99f346489b55e647b7	0	0.000000000000000
114	1544	49da0f27aa3e38106f626ec830c3fe6bdeadd5b11a1c8dda239f873208eb5b99	0	0.000000000000000
115	1558	b08eb2bc8d9092eb262283e3168f9825c6eba2490677725c9d5eaebeb69b86bd	0	0.000000000000000
116	1584	72339e62f7ec3fee25c088783a30366e9cac8d7dc612fb20a128e1ce369addad	0	0.000000000000000
117	1605	a5f156506f1237b5b27bcf6eef955279787d81de8edb94ef223886ae6f104b71	0	0.000000000000000
118	1608	cd589d17807229512a6b141a6e2141ee67385aac9b8d8b9b441b55afde8a70fd	0	0.000000000000000
119	1624	3a5c037f79eda4d61925529dd68951b92c11642b224f0ff3230c4a79f117e8f6	0	0.000000000000000
120	1645	82803537f16a6ba72c32c21bd14faf373dae7d3c7c6e7b9f7508bfe186ff92b4	0	0.000000000000000
121	1690	16f3c8897ff3b203aa3760734752c084baadeecc95caeed72441200babef9b0e	0	0.000000000000000
122	1739	2753f54af3c7cb1dd2a141f246082bb72fd2346843189649175b5eee8d954132	0	0.000000000000000
123	1806	1c6861aa429c0c8b3a5be978160a2b5671c5cbb1d8194bc8d54fa2da154f3d8c	0	0.000000000000000
124	1859	e205eb704d2f23bc8e05da3c7a36ce190433a255cf9fff27ad8b60669dbfa178	0	0.000000000000000
125	1861	39c42a8e6fa857a303eff95576efae844988b0cdc25663591641c278eebb64a8	0	0.000000000000000
126	1903	e6299a65f8d35761bdc7b9cb15ef1a16e774cfa99a2225d8e16cb217d526d284	0	0.000000000000000
127	1948	9fd2608f02b450830f1025ee3bbbecad5f4d2fdc02e488ee800858cf794f4f79	0	0.000000000000000
128	1951	5b928995542996c13e56fd80402a9258b082e1c82cadda52662b5f236d436c33	0	0.000000000000000
129	1956	c8e2d3554b20f157cd8b0dc6197cf803e38165fdb90de99af17843a77b79047f	0	0.000000000000000
130	1957	8a67da47f7644a932f9da6024372619ce0ad9071d3b55db1181c91842065116d	0	0.000000000000000
131	1959	211b5483830685986cbcd2ff737cf884ea2811de65b4b0e3919d6401ee016867	0	0.000000000000000
132	1975	df78963bd27d59e40c3a5091f12f49a6164096c2c1088206e905c440966f77c7	0	0.000000000000000
133	1985	5559270f3e12c0b9136cb6caf147322669394d2c9b90fd7a363f3e685e7c2407	0	0.000000000000000
134	2004	ee75ee09ef57d047e5b80fbf587b555510d9833e79582b06c379a9079b90e2a0	0	0.000000000000000
135	2008	a4318436c7edba2aa3db89614f2a5f32880e3883b91593707e1d089b42ae1fb7	0	0.000000000000000
136	2010	1d4a235e7c7aba10a03971f95a49b3d8ead56849154d0b60d2e6668411627072	0	0.000000000000000
137	2044	16b7dddd29436cc94164afa05ecb742980e1bd2407999f62667cae15092681f5	0	0.000000000000000
138	2066	063a1cf52736ad06125fbde45aa4d4266e0e1f060f7ef0823350b776373d6bab	0	0.000000000000000
139	2111	e856c3050b18bf37c029a89a6081469c64bae4c318cba47b3c9a60bc0a4aaf5c	0	0.000000000000000
140	2128	5867911f48148f05a3c1064085ca9168f4c70699fcb0d88bf9e41c33deaa62ae	0	0.000000000000000
141	2130	879de1abc00f2adc3a5522d16861c07cb0a10b15b5685122a13a650f269e1e90	0	0.000000000000000
142	2140	a74dc5b1326691b88ebd1cc5322f915bdd2a0ec2ebddd4bf180539cb9528cfef	0	0.000000000000000
143	2143	db35fd078d476f8ee9a774998dfd46a7ea0f629c21ff3d4983d5119785c25e71	0	0.000000000000000
144	2145	e4dc50eac4542c3b3d0c39913e73408834fa89ceb3f31f1cc8d2caaa4402511c	0	0.000000000000000
145	2155	ff6ea183540a93dc0f55052f55b5d0a31dd464745d7e1e33bc6d4a45de4d06aa	0	0.000000000000000
146	2158	1dcb3087804e1e229d7eaeb52aa7a5e45f63f4afbb7b2c33169638a0996aa569	0	0.000000000000000
147	2160	647425ba999001ff810aee18b34f3c3302da17c24e5c8afb5e023df992c6698b	0	0.000000000000000
148	2171	a5a5ba0c3227386cea02e38197c19303c9a191ffdb1dbe569c95a1a3e4f338b0	0	0.000000000000000
149	2188	fa6f174d91bbe061f7ed3a826e4ce7872e7a880a43fbbf797ae44ee998363e73	0	0.000000000000000
150	2193	4089d2da062c535e6d8ce040518c34fd46a62c471b77a7b6a4170e597a993609	0	0.000000000000000
151	2199	8549853fc2506e56ee2967d1c0fea53ec039bc5288e27bdc622126921d4ebc6a	0	0.000000000000000
152	2202	edcdf1e04e6011934d4c14496b2f3998e946b777bccafd14d68d2f4b5acad417	0	0.000000000000000
153	2204	0f65859fe700ac357f1594315c1dc84ac8f6d6431be73ce88e275826ca67a9c6	0	0.000000000000000
154	2206	303f93597b481b40d344bde8a18178169149a5b9434dcbdbb90722fce717fe25	0	0.000000000000000
155	2217	6307dfe6627d1a2fda8c6ca609f4d9f2bc2bfda1e5e87474671e55dcdc893309	0	0.000000000000000
156	2219	ee3ef9b759c5367a9154a368f93939187df4de1c6e561a3f626641d68945a1d7	0	0.000000000000000
157	2225	6330626fdd84f5604551014e90d7c6fcce33c1304d61c8cbd86a3c283dcecc42	0	0.000000000000000
158	2227	b92ce88587c5b60c348196d1c565bfc1570f5f1754a0c82201f69d865ea21c2d	0	0.000000000000000
159	2231	dfc614e513c41eaa8caf9379ce630ef083ebf6d6698790e451e386e523b292ed	0	0.000000000000000
160	2238	4e31cb3e295a249aefe5aaf4e7b6fb6b9f9546c074470612250c983e5406cb98	0	0.000000000000000
161	2246	5e3102c462101fa9a22ab4dec6947c516a02b3a568b73f85bba3980a208e5767	0	0.000000000000000
162	2252	fa3c40fa91697715c979c08207bd876e3156cf09e2f32719e3b097b0d23f0941	0	0.000000000000000
163	2255	5f800cd360096585a4559c7cca6ceb59f0f64158ced77bf61ec4eea19cb65333	0	0.000000000000000
164	2265	3a6168e6da09dcc8be5ad8f366d433573c99605da38dd468213eb03900e9a045	0	0.000000000000000
165	2275	08a9fea0f0c1efec78a0fdac6f1d337e4fe53cf1d3c70a4ee1ff0c70ad427485	0	0.000000000000000
166	2284	68fe8185c4a2f3e01e3eaca4fbbd77e3ed227e83d6cf0ab7d3c32a775377de7f	0	0.000000000000000
167	2286	38b603452c5c1145a7aaa4705d86a99678ee9aa6102408b62e9648ed39596e09	0	0.000000000000000
168	2291	8967ff0dc9c5dc495fc92b839cb894a2fbbde3607c2ea7feebdb84e3cfcb7062	0	0.000000000000000
169	2293	21db86421acbd170940183dc9bccd1df6339d55ada53e936119df3bfe24b22d5	0	0.000000000000000
170	2300	a20cc54c4ac1e96752baa09ed4fb0686cfdefc4ba8f7c91ab08799125d542ffd	0	0.000000000000000
171	2310	78e7ea6bd86b3829a82c95d8050faa669bb57bc0fd0568e9e7f4a3f265777947	0	0.000000000000000
172	2311	e47a182f0de38dfa3672e4dab7be63b57f2ef9b69704d05b43a35a429f48feab	0	0.000000000000000
173	2319	0da3014156ed70f8274a968a2000840c5740254d98835d0690c65efa5f10912e	0	0.000000000000000
174	2321	ceca85428ddfe20444d5016e1e63e41b5579084f07e208849b179802b96f9c5f	0	0.000000000000000
175	2334	e4b588a07e533c78b8bb16d373124d3f687fe98847dd9eb81b3a8d1b3f316c97	0	0.000000000000000
176	2342	2c8e87226737f9a782e568bf744cf6757cd0f593184df80a61ab0e08c6d86733	0	0.000000000000000
177	2346	5c28708ea893a361e9c2f76c7510fd230e2fe527c52a1a1eb86c54ca18d13ff6	0	0.000000000000000
178	2361	97383f2a543eebede1b68db359a8a2c494679b39bed770587a592e334e0c06cf	0	0.000000000000000
179	2369	47e8e623788ef854f0600bf94baf0afe35d8248e806c3e11be460df5733e234a	0	0.000000000000000
180	2372	4b77fdfc4daaa4c6a0994b3d478975e788ec7cada281dd7bea035a9769bec784	0	0.000000000000000
181	2376	b328f86b89af7e55abe167cfa52f2e8f6cc7c105d98299513b747b3419b0edf2	0	0.000000000000000
182	2381	2c3b7c29930c6cee0df3a0db514de5efe9b2e9cc7bfb44c12d4cc26426a7595f	0	0.000000000000000
183	2385	c7f9d9bd26fada39748cb9250027c974c501f0e44ef248767be5362f33cb877d	0	0.000000000000000
184	2393	55f11eb504302ffc7a189571180a08b06e1e34684f91668cbc461d285f93d297	0	0.000000000000000
185	2397	63e71567a02ecdd562d0500cb6e107fa8e1746c6381d1afc9cdf7f9e82502ff0	0	0.000000000000000
186	2404	49413cc94a7639d099a218bad2733ffc0cb6a8329b9334c48722f8cdbdbeaf70	0	0.000000000000000
187	2409	3e4956bcd97290938a362f45902efab402079a8909dcda6d7d67fcc2b045565a	0	0.000000000000000
188	2432	d534566f97a190edaebf437958a852b33ae606240f5fc0ba2839254da46b5f27	0	0.000000000000000
189	2442	d1e102607f0305757b0bb086ec925a008df992af453d07950d8e685fbcec0fc0	0	0.000000000000000
190	2463	d67a2d9c9edeb99bf44daa7b4615dcaa85ca47e71bbfb86af8b802bea574fcde	0	0.000000000000000
191	2464	b9bcac5028e3ef2fd0ec2969e926b1aabc10b542107503a11594a6459043a927	0	0.000000000000000
192	2467	d3cf97a9a0cf9428dd488ce3915a4e1426e7794a59ae5cb82e041127ddc22f0d	0	0.000000000000000
193	2477	f86bbd5212f638bc78767b1bc52ba3bcc36a00fa7cfb68c7737a0bd940e2ca42	0	0.000000000000000
194	2494	749386e78c5656d3eaff1c10e99a3c35d51ec21c5b80cd582f0e210ba7e2cc69	0	0.000000000000000
195	2499	7b56b287f412e1af294bd5327c1c6e432386c11dbb035d5696909d7eb20e3263	0	0.000000000000000
196	2506	3778efa6ed74c0127e0f1b4cffb8abc9b5a1edf0f04516f32aa50c654cd9ad40	0	0.000000000000000
197	2508	e3e9de1a9eac312ad995522e37a627f13388ed2ce674b9194730262cfc09c2a0	0	0.000000000000000
198	2510	e60e44f1cb55a49b8c8d25c3240f0a298c775357bc09c5e4d678ab7cadc9228a	0	0.000000000000000
199	2513	30723e9ff920e4f56f95a59cacf4da1cc71980edfd3e36b96b50adef5b3b9727	0	0.000000000000000
200	2517	2a9b6e4e05b6da26dffb26f887036d36fde12db94090bedac674a4ece200ff15	0	0.000000000000000
201	2522	9a71036bb92d5628d1ba46e96a659b975e73ecd1bf9906e3313a52d9065a5568	0	0.000000000000000
202	2524	5b26beddf39dd95eca0af5a39d4405cbc5d6b0ef99b7e038c85629abc811f890	0	0.000000000000000
203	2530	54a2a7b899c2e65c3dfe248c861a5f30d80e32df5e13b79cd90473756fa40cac	0	0.000000000000000
204	2535	50117d93bc3a0d9fbdaaa161d27ad4be8a4d979359d7ab2edd51b0c49deba291	0	0.000000000000000
205	2540	5cf1079ac6883b88a1d8541436e9a5f270fafb5262720ddc70e18a042e443097	0	0.000000000000000
206	2542	c0ba5ba1c5ba02fb02c4ea93ec16cae7ea1994b5b3f9ef0e293b841081eb3003	0	0.000000000000000
207	2543	69a14e6b050d10d6621faee3dac6682809feb0ffa76320b33c5c09f1059f06c7	0	0.000000000000000
208	2551	19cd9eeb87978f46824352510ab2d7243d53c1de5ebc29c16e5eb8a86b622cea	0	0.000000000000000
209	2555	7dd16c9f1ba72faa83f0b82df530d901abe45a578bfe6b88d8d5803da86888cd	0	0.000000000000000
210	2561	2ccc3f59d28c709770a8bc478b112e10feda4bf55197c2e48deaa0eb6bca0311	0	0.000000000000000
211	2568	3e1a7ed50b2d0c600cbd04de58de1942f8b7ecebb7a40d13c8a18f2eb508c2be	0	0.000000000000000
212	2583	1e3081a2053144d1f19ea19dd7294a183b34fa334f09a649c30bd77bc50dcc0b	0	0.000000000000000
213	2599	d2e45d4874817747172761b851eed6e458ba02b4ab4e9cb2b226701f32fd1815	0	0.000000000000000
214	2600	94ec69f36740d415de368dbeb54921639370138c0a51b92baec670014dc51c9e	0	0.000000000000000
215	2608	899e2b41c238837de261fc1a17afc969ace79c88fd482b2b8c34ab51db40e53c	0	0.000000000000000
216	2611	d9a1f15019a84e1cb89815246a496fae75033448f4dbcc4a5ddaab267eaacaf6	0	0.000000000000000
217	2618	e581704417739696e6f3a25268f94be136dcfbb9143fa52d7e80bd99d4a9661f	0	0.000000000000000
218	2619	e408cf633be715c9ef2360172e2f247cc64081bf55998cfb6f562378afcca6b0	0	0.000000000000000
219	2620	ef0afb7a2e66283f3e4275696b78659d816407c603405ab3c57929c4e6aa375a	0	0.000000000000000
220	2624	41edd5318a02b091c81a216c45be2346988072c35be60ffc30e0fef5c6a6b965	0	0.000000000000000
221	2634	0caa8cff626f4251e37ab1ddb982450cc0ccefefae5dbd384c5b0818ea37d67a	0	0.000000000000000
222	2635	f4020e0a68c5a8f84944c6448a26b341a90ff4af1726248df90cd199d325ab9e	0	0.000000000000000
223	2640	878e503017a0594195ede3a203d56b215d6201a17ac94bc232b4a1248078fa3b	0	0.000000000000000
224	2642	9fd373aa0f955ae36a5d2800c54a5bf7f14788139fd8c2ac587e3c03a02fa946	0	0.000000000000000
225	2643	070406d6120becc423ed0d079dd03f4294be03f908cb0fa08d6b26cc7c3575c3	0	0.000000000000000
226	2645	f2346b8411619512bdc196330f09cb0e90b97702cb845e8e3e7ba5c69c8f1ed1	0	0.000000000000000
227	2650	1ec6700f458b7fca980ba3e2710c5d403dc20457bb3d795ac8c20216efca6c9d	0	0.000000000000000
228	2655	355b34ba85e98dc71a9a9a96976e5ede9f6dda00f2385370bcb0b960e95c8a1c	0	0.000000000000000
229	2660	7d73200eac9b66ea105fe63378c69f5d68663f925297117ed178deaddb6fc3d5	0	0.000000000000000
230	2664	af35096d83eeba76aeb283d20cbcc7bb0e1a30a134ce300f895a90b9dd419d83	0	0.000000000000000
231	2672	421dcb79598f9bb700898af4aebe94db4151c73148b60cafedfef97c3a118c18	0	0.000000000000000
232	2674	ae383747a1b2827286fe7cfee73d5e95f71bf30aa2cadcd6f4a0da77e6a5a435	0	0.000000000000000
233	2676	13accb81a8827b627774b6451eef43c5ca1d3b7c3b174a53c937b40f69600cde	0	0.000000000000000
234	2678	05bb97ea447aacaf6e44c68ffa8dd11ef2bce6826eb99d567b9968c8b971b9eb	0	0.000000000000000
235	2680	291000e94bdcb65db39f0faf3a359e4de28d09ac5aa725a0a0ae729220f03df4	0	0.000000000000000
236	2695	89e50b37b67d4037b5ee59265e9f8dfac6a9cbcbb5b72d21a8e08ff5090ff374	0	0.000000000000000
237	2698	084e2775866f82485d01fad5f9dcdff9a2e88dae1b9ea55148ae617d6a00127e	0	0.000000000000000
238	2702	46f8f10880bc0de961c5ee25d2f0e5d295556178c1729a981fd090dea7c6fbfa	0	0.000000000000000
239	2706	201c547b43c1f097a5583762413223a29032951a4b0a9dbe7bc8dca10abbc01a	0	0.000000000000000
240	2713	f02cae17a2ed8c0dd48b696f99dd29b8a0cd1218a960587c81d376458c42659a	0	0.000000000000000
