rank	node_id	label	harmonic
172	52438521	null	0.1582735998660829
173	31841223	null	0.15827139882194338
174	6829919	Vircurex.com	0.15822735885040864
175	2972646	GHash.io	0.15820788604021901
176	86078162	null	0.15819233370229488
177	76618535	null	0.15818792334655996
178	51594164	null	0.15816942153240954
179	36767446	null	0.15816572451573707
180	10535119	null	0.15816370680308278
181	17951806	null	0.1581470840625261
182	52448319	null	0.15809417566620138
183	30095273	null	0.1580452185518491
184	133271454	null	0.15803646655373868
185	49173589	null	0.1580319477094062
186	106353143	null	0.15803103107281402
187	2481794	BitZino.com	0.15803067770517634
188	19306243	null	0.15800664949235851
189	29537289	null	0.15798955239819015
190	75020464	null	0.15797534115026535
191	55860590	null	0.157974536246128
192	6513998	Coinroll.com	0.15796948475347178
193	83895466	null	0.15796531508326117
194	11467543	null	0.15796521776178532
195	94213702	null	0.15795803396958263
196	26121477	Vaultoro.com	0.1579564360574599
197	78718021	null	0.15795046665535367
198	101386951	null	0.15793668492884427
199	20322807	BitVC.com	0.1579355526880059
200	34151939	null	0.15791848911983053
201	122586750	null	0.15791776331050475
202	16365047	MaiCoin.com	0.15791627474463174
203	15572960	null	0.1579024575900341
204	18442057	C-Cex.com	0.1578788576764729
205	19874290	null	0.15786834907903927
206	39726963	null	0.15786626829470865
207	89196701	null	0.157861124423963
208	137427818	null	0.15785567835598088
209	123651870	null	0.15785205609759684
210	54634037	null	0.1578491317627955
211	39987697	null	0.15784549823089256
212	58222883	null	0.15784300094172085
213	40522873	PrimeDice.com	0.15783268444852594
214	52699234	null	0.15783166410917499
215	117317464	null	0.1578271162460232
216	50567749	null	0.15781653988012204
217	81886595	null	0.15780926646490862
218	26029029	BlockTrades.us	0.15779068164435744
219	125224192	null	0.15778934649515258
220	31622246	null	0.15778166832849047
221	80659713	null	0.15777940530259854
222	37156716	null	0.1577587663653048
223	13221738	null	0.15775625114596678
224	29539369	null	0.15775622059846137
225	19224803	null	0.15774289579753506
226	80309658	null	0.15773147834945014
227	77869541	null	0.15772895801012846
228	26212250	BitAces.me	0.15771870647793182
229	132951927	null	0.15771731548797133
230	123532098	null	0.15771295625654952
231	48086170	null	0.15770969049632344
232	128642070	null	0.1577051127806344
233	77739732	null	0.15769917504716138
234	58674235	null	0.1576921823821979
235	35456185	null	0.15769016964679056
236	77180793	null	0.15768857789520024
237	8723130	BtcMarkets.net	0.15768569518155726
238	41352454	null	0.15767270719424575
239	47840301	null	0.15765695674948574
240	18425540	null	0.15765620256804608
241	130898955	null	0.15765487129290337
242	77869513	null	0.1576535106233667
243	26763103	null	0.15764261015804157
244	60132127	null	0.157619740244967
245	49746886	null	0.15760495456146234
246	119559242	null	0.15760459929701684
247	39692838	null	0.15759934766891606
248	65048872	null	0.15758166071929564
249	65047583	null	0.1575780695219598
250	1244271	null	0.15757113079952076
251	44119279	null	0.15756614023238705
252	88382115	null	0.15756568146339558
253	47026493	null	0.1575611161810926
254	82192447	null	0.1575610976453151
255	95719323	null	0.15755751086389105
256	110587387	Cryptonator.com	0.15754600673444571
257	98331139	null	0.15754537799863771
258	132982945	null	0.15753529430317015
259	112011813	null	0.15752373732401773
260	73634753	null	0.1575215188337992
261	24611953	null	0.1575127655637093
262	96954222	null	0.15749943621874846
263	82701044	null	0.15749868584092802
264	92543219	null	0.1574954238221239
265	68221879	null	0.15749500265645677
266	43135117	null	0.15749474830998242
267	66703673	null	0.1574898160336013
268	56586055	null	0.15748146940655988
269	64822850	null	0.1574732578484928
270	65268943	null	0.15746948570525143
271	65256782	null	0.15746641076966095
272	36747083	null	0.1574532745319471
273	132595500	null	0.15744656313537705
274	47275445	null	0.15744108928279657
275	86600281	null	0.15743943483116055
276	65963933	null	0.15743228096416229
277	80648079	null	0.15743192485554705
278	28175658	null	0.15743093507453648
279	120301779	null	0.15741317013658906
280	15536404	null	0.15741053374352507
281	54230536	null	0.1574043109781276
282	36901584	null	0.15740302916275395
283	95545866	null	0.1573971260505696
284	53345031	null	0.15739625555794073
285	65256777	null	0.1573958506756402
286	20502895	null	0.1573940139633173
287	116261875	null	0.1573853253195598
288	88004420	null	0.15738234841459697
289	29436194	null	0.15737579089243267
290	34512429	null	0.1573675519166388
291	126614481	null	0.1573581007707571
292	125819357	null	0.15735809909311343
293	126053668	null	0.15735809909311343
294	18000144	null	0.15733247813189585
295	40294151	null	0.15731458272480348
296	112956313	null	0.1573116245420447
297	11024643	AgoraMarket	0.15731073680912872
298	119805117	null	0.15730328633802895
299	17922664	null	0.15728773978974508
300	127061833	null	0.15727753141396913
301	111050832	null	0.15726844482340038
302	123151525	null	0.15726592548145346
303	113441433	null	0.1572607382207675
304	65255908	null	0.15725177314450198
305	17104064	null	0.15725093532326598
306	113350207	null	0.15724932816525647
307	15835572	MeXBT.com	0.15724217495775805
308	91561180	null	0.15723639478344
309	124831158	null	0.1572360316923278
310	102924935	null	0.15723234386358984
311	44021533	null	0.15722604846136476
312	27346815	null	0.15721941964484892
313	120730882	null	0.15721700123868804
314	70352159	null	0.157215052676699
315	110539336	null	0.15721164459998951
316	123726080	null	0.1572114132777537
317	124241614	null	0.15721138363099552
318	31373274	null	0.1571988225451864
319	15219091	CoinCafe.com	0.15719880526215507
320	130276000	null	0.15719736391829606
321	104708062	null	0.1571939514710103
322	66703675	null	0.15719375796659146
323	67705299	null	0.15719371068724597
324	106929873	null	0.15719165503781637
325	119243392	null	0.15718867878750742
326	95333397	null	0.1571868348881042
327	120883887	null	0.15718637475865238
328	110924848	null	0.15718034004146422
329	117826906	null	0.15717267229898427
330	111344795	null	0.15717005439961051
331	122028853	null	0.1571648247299788
332	28914554	null	0.15716040767507472
333	127383247	null	0.15715879441926217
334	127545977	null	0.15715711803701743
335	3488941	null	0.15715508838620237
336	20010945	null	0.15715246560429616
337	118881479	null	0.15715175116564625
338	95218629	null	0.15714990726624306
339	122499732	null	0.157146326439476
340	94992879	null	0.157145172955748
341	36751743	null	0.1571391292750302
342	122699945	null	0.15713851995087186
343	107505479	null	0.15713800361784294
344	88356657	null	0.1571378210181859
345	96414740	null	0.1571369343271905
346	90835810	null	0.1571207647441145
347	121913681	null	0.15711969096992626
348	120813662	null	0.15711955334766556
349	91285075	null	0.1571154893695629
350	91431203	null	0.1571154893695629
351	91843965	null	0.1571154893695629
352	41110096	null	0.15711016921003604
353	94092705	null	0.15710401805121904
354	137711380	null	0.15709717479519483
355	122128373	null	0.15709708961032778
356	108676674	null	0.15709122627650102
357	88629730	null	0.15708924554126355
358	111153983	null	0.15708649284248954
359	96508491	null	0.15708242212349072
360	96674820	null	0.15708242212349072
361	96914150	null	0.15708242212349072
362	124796936	null	0.15708200538864592
363	94796736	null	0.15707961475090754
364	94098047	null	0.15707939963664494
365	123791246	null	0.15707842279680456
366	87247175	null	0.15707759898705823
367	132819935	null	0.15707759206118216
368	24535208	null	0.1570744211415708
369	108074514	null	0.1570719227794925
370	86964733	null	0.15706734131431904
371	121937602	null	0.15706517876622647
372	121578955	null	0.15706429953713455
373	133194006	null	0.15706323131934727
374	106637812	null	0.15706223793782836
375	122518244	null	0.1570590021628472
376	126256794	null	0.15705565947983086
377	95750903	null	0.15705535532391726
378	31423709	null	0.15705349439411298
379	117433948	null	0.15705165449566313
380	24862028	null	0.1570484233709892
381	2654760	null	0.15704497821864039
382	5496718	null	0.1570445182589624
383	67338864	null	0.15704375693907352
384	88238459	null	0.15704282531560856
385	130004125	null	0.15704270594504705
386	56337596	null	0.1570419017919605
387	124287222	null	0.15704111846303834
388	133891434	null	0.15703982083759876
389	28078035	null	0.15703768037369617
390	116342742	null	0.15703528730795177
391	116912483	null	0.15703528730795177
392	115552543	null	0.1570311842388561
393	39589510	null	0.1570305740584779
394	86352301	null	0.1570302692946898
395	86321940	null	0.15703026761704608
396	84262189	null	0.1570270211411652
397	89077164	null	0.15702682027573636
398	120627243	null	0.1570210954081189
399	67338862	null	0.15701935078494078
400	132278445	null	0.15701710743951247
401	7465022	null	0.15701460380008672
402	133316735	null	0.15701456842891456
403	127063436	null	0.1570141919471608
404	3333671	HappyCoins.com	0.15701346230393845
405	83587886	null	0.15701223410643725
406	108706156	null	0.15700792204745298
407	126617567	null	0.15700715811442534
408	109144052	null	0.157006323449104
409	97527636	null	0.1570057871415125
410	99380662	null	0.15700137928116112
411	115959136	null	0.15700129044973038
412	112263625	null	0.15699820543877033
413	89644524	null	0.15699799286085067
414	94393598	null	0.156995208758082
415	85972587	null	0.15699422090192058
416	90475060	null	0.15699388979175496
417	82244152	null	0.15699274620587642
418	118149056	null	0.1569914496066858
419	136999529	null	0.15699104358099522
420	131126388	null	0.15698938707366825
421	126262255	null	0.15698934465671965
422	34901592	null	0.1569887735135359
423	99249312	null	0.15698819084478213
424	99845824	null	0.15698819084478213
425	136889171	null	0.1569847428008436
426	36719161	null	0.1569804950770861
427	48158085	null	0.1569788525596478
428	72074931	null	0.156977705658939
429	118501517	null	0.15697503733030305
430	118899652	null	0.15697503733030305
431	47196962	null	0.15697432700931063
432	132816069	null	0.15697327268725758
433	55740628	null	0.15697142525375365
434	109958068	null	0.15697099442559181
435	110340997	null	0.15697099442559181
436	81266191	null	0.15697065890535486
437	81618716	null	0.15697065890535486
438	81936813	null	0.15697065890535486
439	109490844	null	0.15696939582724284
440	83437894	null	0.15696591679455543
441	114853607	null	0.1569647278087986
442	9576609	LuckyB.it	0.15696449625082634
443	19171601	null	0.15696427581727168
444	116797156	null	0.15696321629148569
445	111467686	null	0.15696159753657898
446	65039981	null	0.156959638166698
447	84392212	null	0.15695900486576644
448	94577560	null	0.15695828113622087
449	82247047	null	0.15695798515137158
450	113459798	null	0.15695534936515135
451	111904042	null	0.15695440384400863
452	65258252	null	0.15695378538604438
453	124241619	null	0.15695315798059634
454	99768981	null	0.15695126322292097
455	89861819	null	0.15694875603170244
456	65689412	null	0.15694565616605577
457	95735588	null	0.1569445724583338
458	84910362	null	0.15694336283854624
459	106313771	null	0.15693638394332007
460	67758864	null	0.15693495029601084
461	65653118	null	0.15693494295450697
462	7321972	null	0.15693482947308743
463	82947962	null	0.15693248750770553
464	7611821	BitKonan.com	0.15693078053002565
465	119404832	null	0.15692990357025052
466	115212823	null	0.15692666395241864
467	81116810	null	0.15692433991582933
468	2313022	BTCGuild.com	0.15692427783781127
469	67627354	null	0.15692370595317712
470	84262326	null	0.15692305812832655
471	95454759	null	0.15691972750504066
472	65733320	null	0.15691630533407483
473	121938698	null	0.1569158449225139
474	88098465	null	0.1569112180202395
475	88327269	null	0.1569112180202395
476	89592905	null	0.1569068218747798
477	63048016	null	0.15690610240681993
478	137671670	null	0.1569046776676141
479	50225537	null	0.15690422479096516
480	82105028	null	0.15690310229227025
481	121024050	null	0.15690210640434407
482	84971274	null	0.15690058567414025
483	12575954	null	0.15690032097811882
484	82714335	null	0.1569001211508425
485	83076458	null	0.1569001211508425
486	83436352	null	0.1568991034455179
487	122037717	null	0.15689876419795634
488	12373599	EvolutionMarket	0.15689737991029357
489	79532807	null	0.15689336935622258
490	63840577	null	0.15689295117656363
491	82367733	null	0.15689191501265112
492	83605131	null	0.1568861305064654
493	128110410	null	0.1568844504385488
494	128743301	null	0.15688366356224723
495	86946708	null	0.1568825588072452
496	86128406	null	0.15688211900992183
497	1703726	null	0.15687944200837706
498	102109947	null	0.15687739440329995
499	113720016	null	0.15687655967140254
500	99079896	null	0.15687032245727614
501	123771977	null	0.15686991228523972
502	60366770	null	0.15686718158442628
503	83256333	null	0.15686217582365677
504	83864503	null	0.15686151209189128
505	89259237	null	0.15686101968120197
506	95453856	null	0.1568603536106564
507	84233769	null	0.15685879003080216
508	88837500	null	0.15685670581653968
509	85526582	null	0.156853294448324
510	85692206	null	0.156853294448324
511	83602059	null	0.15684920288460424
512	114206370	null	0.15684866956866356
513	48086717	null	0.15684785465463139
514	94994836	null	0.1568471109169011
515	98721298	null	0.15684687634815794
516	98918552	null	0.15684687634815794
517	94983066	null	0.1568466207660754
518	82516674	null	0.15684632305669619
519	86534936	null	0.15684562950774034
520	81445260	null	0.1568444870194748
521	112677858	null	0.15684393525816856
522	95985637	null	0.15684386581544188
523	121013204	null	0.15684266466622734
524	116463628	null	0.15684243024849726
525	29470712	null	0.15684180374563053
526	6826195	null	0.15683863870207929
527	70900381	null	0.1568376555565916
528	87690099	null	0.1568373627765172
529	121915340	null	0.15683554034679914
530	89994657	null	0.15683501816560536
531	99262010	null	0.15683422496767505
532	68672533	null	0.15683378914133994
533	119243374	null	0.1568327690289966
534	87234833	null	0.15683060671178367
535	83864504	null	0.15682850111607388
536	89842128	null	0.15682767376769613
537	119860815	null	0.15682737193152982
538	107102778	null	0.15682649903191934
539	11835477	null	0.15682572277136977
540	132420359	null	0.15682478442023165
541	127368346	null	0.15682256576025094
542	122524395	null	0.15682220979705586
543	79727750	null	0.15682036322464732
544	42935188	null	0.15681992309627135
545	97494928	null	0.15681949225878694
546	137807300	null	0.1568179225235522
547	84719027	null	0.15681636682646283
548	85149620	null	0.15681636682646283
549	85527232	null	0.15681636682646283
550	68701091	null	0.15681606251300936
551	120730874	null	0.15681599639474908
552	84110918	null	0.15681480637679562
553	125954973	null	0.15681427366079811
554	139236393	null	0.1568140012751179
555	84581325	null	0.15681296974642675
556	98359933	null	0.15681266399261012
557	98535177	null	0.15681266399261012
558	95994066	null	0.1568104530497427
559	85803692	null	0.1568095827926148
560	95742763	null	0.1568069381935807
561	96134070	null	0.1568069381935807
562	79046846	null	0.15680656520803818
563	20937808	null	0.15680564337687075
564	69988883	null	0.15680522264683014
565	85523976	null	0.1568047636082354
566	81278502	null	0.15680323442926455
567	84469586	null	0.15680317839008384
568	113859168	null	0.15679975245918518
569	125854093	null	0.15679585276855137
570	98917681	null	0.1567945863981141
571	99072522	null	0.1567945863981141
572	99240922	null	0.1567945863981141
573	89538587	null	0.1567934597345046
574	99554594	null	0.1567918711318008
575	114848362	null	0.15678940612173253
576	139222410	null	0.15678876308578504
577	138897563	null	0.15678840105027658
578	90332115	null	0.15677962673281365
579	90827273	null	0.15677962673281365
580	84938026	null	0.15677943920460166
581	79196225	null	0.15677896406144232
582	89062312	null	0.1567775560318123
583	93922234	null	0.15677753677377124
584	137423665	null	0.1567766846229357
585	40564986	null	0.15677249143880584
586	100886082	null	0.15677078071586717
587	132612810	null	0.1567679726942914
588	65421698	null	0.1567676777430054
589	84596310	null	0.1567662332794129
590	75812297	null	0.15676565554176006
591	96419445	null	0.15676473519716796
592	96426718	null	0.15676473519716796
593	96929708	null	0.15676473519716796
594	11250004	SatoshiBet.com	0.1567633007747013
595	69212008	null	0.15676272340687805
596	63425633	null	0.15676128531499714
597	81939572	null	0.1567600731903829
598	97966293	null	0.1567585870534993
599	63396330	null	0.1567575017406114
600	14555254	null	0.15675558659761168
601	97321489	null	0.1567555326522954
602	64855902	null	0.15675050680523853
603	134646148	null	0.15675013470154273
604	134763155	null	0.15675013470154273
605	132106643	null	0.15674797253727293
606	97798161	null	0.15674791965855275
607	79737963	null	0.1567470552914534
608	75213334	null	0.1567462561666928
609	75352098	null	0.1567462561666928
610	75523693	null	0.1567462561666928
611	81801575	null	0.15674513413208643
612	83118854	null	0.15674488415518778
613	122592503	null	0.156742979612281
614	90223543	null	0.1567426816221427
615	65039988	null	0.1567413703060398
616	86528261	null	0.15674086003687124
617	98568557	null	0.15674007419441432
618	12884666	null	0.15673784180237252
619	120714601	null	0.15673608028038438
620	21939283	null	0.15673562259771742
621	125051037	null	0.15673321603191734
622	98242657	null	0.15673213193105504
623	95220451	null	0.15673186294671348
624	77602477	null	0.15673177641955655
625	75933363	null	0.15672872791989892
626	76055083	null	0.15672872791989892
627	76191235	null	0.15672872791989892
628	102065679	null	0.1567282331727558
629	116401325	null	0.1567276852556308
630	138459415	null	0.15672685501384134
631	27052312	null	0.15672394651779742
632	133390362	null	0.1567231628936867
633	68411655	null	0.15672068223876587
634	137717313	null	0.1567199573662465
635	120285388	null	0.15671940608554225
636	91282868	null	0.1567189599254703
637	98563186	null	0.15671877593361838
638	9413136	Peerbet.org	0.15671674809898903
639	94429757	null	0.15671457824752102
640	129222232	null	0.1567137966856269
641	137420673	null	0.15671246473633946
642	138464738	null	0.1567123805010554
643	20452814	null	0.15671226880748107
644	113769159	null	0.1567109922213104
645	135634085	null	0.15671068818302955
646	133553338	null	0.1567098436485498
647	81011171	null	0.15670726483244665
648	82073658	null	0.1567061810235967
649	62107510	null	0.15670566295072166
650	94412641	null	0.1567043205747818
651	88272849	null	0.15669809785760222
652	88474838	null	0.15669809785760222
653	119858089	null	0.1566978849424225
654	122265930	null	0.15669530684163055
655	109488891	null	0.15669340579571
656	70519475	null	0.15669301141127306
657	77868229	null	0.15669192928042902
658	49082782	null	0.15669026785682202
659	49204358	null	0.15669026785682202
660	49813751	null	0.15669026785682202
661	49919874	null	0.15669026785682202
662	50114381	null	0.15669026785682202
663	118282440	null	0.15668883704874395
664	24293421	null	0.15668797526541514
665	103220550	null	0.15668783372319828
666	134297043	null	0.15668568501471042
667	135374780	null	0.15668548283903688
668	96425747	null	0.15668467254681492
669	125912368	null	0.15668191888360203
670	130429580	null	0.15668097738608375
671	97129691	null	0.15668051634949057
672	132619847	null	0.15667974984116634
673	75680687	null	0.1566792724673066
674	80192320	null	0.15667854334877687
675	109788055	null	0.15667854286184796
676	135375359	null	0.15667707431131953
677	91411293	null	0.15667673944024776
678	97127185	null	0.1566740202102882
679	110676743	null	0.156673341326608
680	118492948	null	0.15666874955819196
681	68690461	null	0.15666833307959854
682	93316119	null	0.15666781230793322
683	121936449	null	0.15666374409273215
684	90664805	null	0.1566635510038688
685	90963185	null	0.1566635510038688
686	36187386	null	0.1566616326243892
687	87761801	null	0.15666117023574108
688	87456006	null	0.15666117023574105
689	98378790	null	0.15666105155164295
690	125003687	null	0.15665861149220917
691	103638684	null	0.1566561557619035
692	97794925	null	0.15665345820948534
693	98231265	null	0.15665345820948534
694	80717064	null	0.1566490977644525
695	79958773	null	0.15664633159204516
696	69239125	null	0.15664453147675134
697	78325926	null	0.15664036483113145
698	81014116	null	0.1566379034939927
699	68788517	null	0.1566375600613809
700	97262056	null	0.15663654690543055
701	92769861	null	0.1566340509351278
702	92786755	null	0.1566340509351278
703	92961940	null	0.1566340509351278
704	80729435	null	0.1566340343124052
705	82369137	null	0.15663322206051236
706	23121250	null	0.1566326026272466
707	80718029	null	0.15663253784879003
708	20600709	null	0.15663149576305077
709	79035638	null	0.15663037434490576
710	93492537	null	0.1566303593998436
711	86972681	null	0.15662979575643343
712	130526961	null	0.15662803285422877
713	68195297	null	0.15662724173149212
714	96893332	null	0.15662596734617595
715	81015287	null	0.15662433171059864
716	99408078	null	0.15662386757093655
717	93796209	null	0.1566201017271044
718	93953134	null	0.1566201017271044
719	94097235	null	0.1566201017271044
720	94201667	null	0.1566201017271044
721	80884872	null	0.15661861159964277
722	48979115	null	0.1566184741392751
723	115071066	null	0.15661822291132893
724	77766803	null	0.1566171948076148
725	97958104	null	0.1566165305876242
726	122718279	null	0.1566127084682219
727	109139983	null	0.1566103186465224
728	91611562	null	0.15660880213868866
729	69356557	null	0.15660849839234414
730	97169438	null	0.15660797050656936
731	97364574	null	0.15660797050656936
732	67168579	null	0.15660584983090384
733	17492968	null	0.15660581234854765
734	94876450	null	0.1566049911760457
735	50378292	null	0.15660410340581268
736	50472266	null	0.15660410340581268
737	117097301	null	0.15660405120743137
738	70015518	null	0.15660276982521515
739	28810161	null	0.1566024445737472
740	68449143	null	0.15660098832449443
741	78749421	null	0.15659970484024885
742	78869705	null	0.15659970484024885
743	122073133	null	0.15659966379719217
744	82956641	null	0.15659255043086528
745	132837434	null	0.15659013105127048
746	63439265	null	0.15658841333169066
747	57946543	null	0.15658840519716824
748	18461034	null	0.15658828671919883
749	82114708	null	0.15658686505927222
750	12596152	null	0.15658659971673033
751	124839601	null	0.1565847612961108
752	82512078	null	0.1565843442926739
753	88304784	null	0.15658404031167023
754	95334065	null	0.15658300604366343
755	97795184	null	0.15658260483891087
756	75524305	null	0.15658134161094883
757	99792843	null	0.15658120678608878
758	74877657	BitPay.com	0.15658099448521648
759	115717140	null	0.1565799747681862
760	19352826	null	0.15657909545522863
761	40877383	null	0.15657562903661473
762	68565715	null	0.15657480585350114
763	86330547	null	0.15657348714555386
764	67766024	null	0.15657342610160585
765	97809119	null	0.15657234716617166
766	80344461	null	0.156571943823288
767	26658657	null	0.15657141741430747
768	70519401	null	0.15657099689220366
769	87492140	null	0.15657089454694942
770	73538773	null	0.15656787627232677
771	73696481	null	0.15656787411054116
772	86773894	null	0.15656616023645442
773	87130389	null	0.15656616023645442
774	72487649	null	0.15656612578890872
775	39494727	null	0.15656590290179495
776	128729685	null	0.1565624607420541
777	83334661	null	0.15656067986216562
778	70291780	null	0.1565605668288024
779	83001988	null	0.15655953934308883
780	72061075	null	0.15655912475125616
781	48766622	null	0.15655692810283986
782	83261226	null	0.15655562280900415
783	97632991	null	0.15655423729810458
784	139808476	null	0.156553601415625
785	132837408	null	0.15655328256812465
786	68863584	null	0.15655193058874892
787	79733198	null	0.15654993540281978
788	69061892	null	0.1565493896339612
789	74094905	null	0.15654914656170063
790	74311810	null	0.15654914656170063
791	74474083	null	0.15654914656170063
792	98190874	null	0.15654567721704973
