rank	node_id	label	in_degree
4637	6513180	null	1351
4638	8246922	null	1351
4639	18549278	null	1351
4640	50174421	null	1351
4641	63227316	null	1351
4642	16116474	null	1350
4643	17967326	null	1350
4644	18999461	null	1350
4645	26571242	null	1350
4646	55998137	null	1350
4647	61951719	null	1350
4648	921720	null	1349
4649	14096433	null	1349
4650	50937263	null	1349
4651	62422740	null	1349
4652	81991582	null	1349
4653	126113728	null	1349
4654	64172630	null	1348
4655	25915680	null	1347
4656	78915770	null	1347
4657	135395317	null	1347
4658	36985103	null	1346
4659	7656422	null	1345
4660	15758837	null	1345
4661	21228118	null	1345
4662	91345283	null	1345
4663	126963401	null	1345
4664	87271017	null	1344
4665	122882582	null	1344
4666	7348626	null	1343
4667	37440227	null	1343
4668	101936850	null	1343
4669	133839543	null	1343
4670	6299112	null	1342
4671	7152285	null	1342
4672	10410194	null	1342
4673	46613909	null	1342
4674	57911888	null	1342
4675	66321834	null	1342
4676	73470121	null	1342
4677	2427546	null	1341
4678	4132056	null	1341
4679	12171312	null	1341
4680	44525900	null	1340
4681	58582687	null	1340
4682	69759961	null	1340
4683	7731698	null	1339
4684	60500942	null	1339
4685	1319658	null	1338
4686	2534894	null	1338
4687	14977525	null	1338
4688	27032921	null	1338
4689	34198068	null	1338
4690	87185669	null	1338
4691	7265410	null	1337
4692	7858986	null	1337
4693	9341417	null	1337
4694	11669314	null	1337
4695	30190096	null	1337
4696	11359667	null	1336
4697	48087573	null	1336
4698	53422389	null	1336
4699	55011538	null	1336
4700	96632355	null	1336
4701	63583038	null	1335
4702	86699257	null	1335
4703	130598673	null	1335
4704	7321462	null	1334
4705	58780563	null	1334
4706	86066093	null	1334
4707	8471872	null	1333
4708	21971970	null	1333
4709	57500175	null	1333
4710	65091404	null	1333
4711	88164466	null	1333
4712	19664648	null	1332
4713	46088428	null	1332
4714	56266305	null	1332
4715	7086847	null	1331
4716	30917798	null	1331
4717	40700382	null	1331
4718	56321314	null	1330
4719	63182973	null	1330
4720	126145236	null	1330
4721	2347964	null	1329
4722	35747256	null	1329
4723	90413324	null	1329
4724	16589579	null	1328
4725	18717008	null	1328
4726	52719060	null	1328
4727	73254641	null	1328
4728	109546302	null	1328
4729	26243322	null	1327
4730	40464867	null	1327
4731	58441254	null	1327
4732	61945239	null	1327
4733	5098319	null	1326
4734	45420617	null	1326
4735	54578735	null	1326
4736	34692937	null	1325
4737	6352846	null	1324
4738	18807615	null	1324
4739	32713829	null	1324
4740	37451306	null	1324
4741	627520	null	1323
4742	4949885	null	1323
4743	12519042	null	1323
4744	34480545	null	1323
4745	39512584	null	1323
4746	61605696	null	1323
4747	7371802	null	1322
4748	8370036	null	1322
4749	109143744	null	1322
4750	3763563	null	1321
4751	27932532	null	1321
4752	84453878	null	1321
4753	4010573	null	1320
4754	9556705	null	1320
4755	20082450	null	1320
4756	84009973	null	1320
4757	504551	null	1319
4758	2248437	null	1319
4759	36352208	null	1319
4760	68109117	null	1319
4761	4311316	null	1318
4762	17054761	null	1318
4763	29178737	null	1318
4764	32034969	null	1318
4765	91209785	null	1318
4766	103131052	null	1318
4767	4959287	null	1317
4768	16199217	null	1317
4769	26595402	null	1317
4770	61670244	null	1317
4771	94264600	null	1317
4772	130710554	null	1317
4773	6332051	null	1316
4774	12005419	null	1316
4775	53858349	null	1316
4776	611914	null	1315
4777	12715826	null	1315
4778	33089436	null	1315
4779	75190572	null	1315
4780	96449698	null	1315
4781	106006255	null	1315
4782	3739526	null	1314
4783	14726051	null	1314
4784	74056900	null	1314
4785	103929709	null	1314
4786	127447243	null	1314
4787	27944975	null	1313
4788	9079697	null	1312
4789	16417263	null	1312
4790	89799282	null	1312
4791	26158255	null	1311
4792	46463291	null	1311
4793	48161178	null	1311
4794	54384144	null	1311
4795	35321193	null	1310
4796	35730663	null	1310
4797	39302913	null	1310
4798	74203498	null	1310
4799	12413105	null	1309
4800	2033163	null	1308
4801	2763711	null	1308
4802	15714287	null	1308
4803	25960019	null	1308
4804	113697807	null	1308
4805	352362	null	1307
4806	9432568	null	1307
4807	19382402	null	1307
4808	97971457	null	1307
4809	24832419	null	1306
4810	42838367	null	1306
4811	104198895	null	1306
4812	225256	null	1305
4813	1169400	null	1305
4814	4255976	null	1305
4815	7237860	null	1305
4816	40497243	null	1305
4817	47400142	null	1305
4818	60889094	null	1305
4819	76053191	null	1305
4820	2259328	null	1304
4821	14681091	null	1304
4822	17798625	null	1304
4823	21894743	null	1304
4824	77729891	null	1304
4825	90551106	null	1304
4826	6169431	null	1303
4827	13226363	null	1303
4828	48923138	null	1303
4829	55015021	null	1303
4830	3639020	null	1302
4831	5691683	null	1302
4832	18320427	null	1302
4833	43819893	null	1302
4834	75524305	null	1302
4835	15572737	null	1301
4836	95618205	null	1301
4837	24798014	null	1300
4838	42649917	null	1300
4839	89725945	null	1300
4840	108495485	null	1300
4841	25869568	null	1299
4842	91797725	null	1299
4843	41900455	null	1298
4844	82373088	null	1298
4845	105157281	null	1298
4846	107776775	null	1298
4847	2590970	null	1297
4848	14672860	null	1297
4849	25535651	null	1297
4850	34798886	null	1297
4851	47261542	null	1297
4852	7116992	null	1296
4853	29458627	null	1296
4854	9774203	null	1295
4855	28418289	null	1295
4856	28593839	null	1295
4857	58427872	null	1295
4858	131291104	null	1295
4859	13129305	null	1294
4860	15637853	Dispenser.tf	1294
4861	62383646	null	1294
4862	68425516	null	1294
4863	108613051	null	1294
4864	3701173	null	1293
4865	4388355	null	1293
4866	39879319	null	1293
4867	65355880	null	1293
4868	70622642	null	1293
4869	85733465	null	1293
4870	89360708	null	1293
4871	100881829	null	1293
4872	4962860	null	1292
4873	13246058	null	1292
4874	18177308	null	1292
4875	18992043	null	1292
4876	57786935	null	1292
4877	98651259	null	1292
4878	108257974	null	1292
4879	2458780	null	1291
4880	4021814	null	1291
4881	18471938	null	1291
4882	80521270	null	1291
4883	1030381	null	1290
4884	5557147	null	1290
4885	9593109	null	1290
4886	12152417	null	1290
4887	12165521	null	1290
4888	13357760	null	1290
4889	61751962	null	1289
4890	96524725	null	1289
4891	1794311	null	1288
4892	11002815	null	1288
4893	12260418	null	1288
4894	14617386	null	1288
4895	25228751	null	1288
4896	118796149	null	1288
4897	58453038	null	1287
4898	96165159	null	1287
4899	123408221	null	1287
4900	15012911	null	1286
4901	83334661	null	1286
4902	84527548	null	1286
4903	479910	null	1285
4904	12195064	null	1285
4905	19527432	null	1285
4906	55096358	null	1285
4907	79448186	null	1285
4908	13357806	null	1284
4909	14914032	null	1284
4910	31837137	null	1284
4911	44049545	null	1284
4912	98039840	null	1284
4913	128090360	null	1284
4914	158072	null	1283
4915	2261802	null	1283
4916	2797618	null	1283
4917	4054101	null	1283
4918	10108649	null	1283
4919	43584146	null	1283
4920	47143397	null	1283
4921	102606726	null	1283
4922	40419	null	1282
4923	1239495	null	1282
4924	11609289	null	1282
4925	24468546	null	1282
4926	7997501	null	1281
4927	11083171	null	1281
4928	36096858	null	1281
4929	46890331	null	1281
4930	51543964	HelixMixer	1281
4931	56046653	null	1281
4932	84131744	null	1281
4933	108327336	null	1281
4934	30263739	null	1280
4935	54829216	null	1280
4936	1790967	null	1279
4937	4194610	null	1279
4938	13213248	null	1279
4939	23846121	null	1279
4940	99813806	null	1279
4941	100216247	null	1279
4942	1894528	null	1278
4943	4420016	null	1278
4944	7587607	null	1278
4945	130929694	null	1278
4946	11126377	null	1277
4947	22074155	null	1277
4948	54449366	null	1277
4949	77572290	null	1277
4950	9603627	null	1276
4951	18641400	null	1276
4952	32172920	null	1276
4953	41261939	null	1276
4954	52347431	null	1276
4955	58482374	null	1276
4956	4037700	null	1275
4957	8854630	null	1275
4958	25246207	null	1275
4959	27880351	null	1275
4960	57951058	null	1275
4961	12200907	null	1274
4962	20098834	null	1274
4963	49070615	null	1274
4964	50516760	null	1274
4965	55016746	null	1274
4966	57246740	null	1274
4967	17810815	null	1273
4968	19152163	null	1273
4969	55716865	null	1273
4970	122098	null	1272
4971	36314919	null	1272
4972	379669	null	1271
4973	23376351	null	1271
4974	43445585	null	1271
4975	52298711	null	1271
4976	81306236	null	1271
4977	82827954	null	1271
4978	23043172	null	1270
4979	61545850	null	1270
4980	76770430	null	1270
4981	1010162	null	1269
4982	17654860	null	1269
4983	35534326	null	1269
4984	8827221	null	1268
4985	28441486	null	1268
4986	39402841	null	1268
4987	108952421	null	1268
4988	16406612	null	1267
4989	66226967	null	1267
4990	52955245	null	1266
4991	6766574	null	1265
4992	26750053	null	1265
4993	57267635	null	1265
4994	77627031	null	1265
4995	5907521	null	1264
4996	8288874	null	1264
4997	8599648	null	1264
4998	34978857	null	1264
4999	67331654	null	1264
5000	132691776	null	1264
5001	2351973	null	1263
5002	3868050	null	1263
5003	5028016	null	1263
5004	19745953	null	1263
5005	98249961	null	1263
5006	42547722	null	1262
5007	72411660	null	1262
5008	10375601	null	1261
5009	82911504	null	1261
5010	32891706	null	1260
5011	89215802	null	1260
5012	103912507	null	1260
5013	30365873	null	1259
5014	45347810	null	1259
5015	2859237	null	1258
5016	31284414	null	1258
5017	108240	Eligius.st	1256
5018	17199906	null	1256
5019	38697661	null	1256
5020	56705673	null	1256
5021	58427232	null	1256
5022	75110817	null	1256
5023	7219875	null	1255
5024	41797586	null	1255
5025	69171914	null	1255
5026	255775	null	1254
5027	2579001	null	1254
5028	14663273	null	1254
5029	29751807	null	1254
5030	39230023	null	1254
5031	48229488	null	1254
5032	49480450	null	1254
5033	95660914	null	1254
5034	4057462	null	1253
5035	21376812	null	1253
5036	95277039	null	1253
5037	136356600	null	1253
5038	1835257	null	1252
5039	21868789	null	1252
5040	48206807	null	1252
5041	54855313	null	1252
5042	83764267	null	1252
5043	5907923	null	1251
5044	7465462	null	1251
5045	11184405	null	1251
5046	17827295	null	1251
5047	54521487	null	1251
5048	65300	null	1250
5049	1088334	null	1250
5050	9801272	null	1250
5051	86163010	null	1250
5052	738317	null	1249
5053	28740180	null	1249
5054	45021582	null	1249
5055	48764503	null	1249
5056	57391512	null	1249
5057	61033986	null	1249
5058	109249982	null	1249
5059	137765	null	1248
5060	7907890	null	1248
5061	52274619	null	1248
5062	83037835	null	1248
5063	10196402	null	1247
5064	41548331	null	1247
5065	47822511	null	1247
5066	60700393	null	1247
5067	61218607	null	1247
5068	84585318	null	1247
5069	96607613	null	1247
5070	5360542	null	1246
5071	11606883	null	1246
5072	36498579	null	1246
5073	45450343	null	1246
5074	51686720	null	1246
5075	65351321	null	1246
5076	69365173	null	1246
5077	103046009	null	1246
5078	11371537	null	1245
5079	37214797	null	1245
5080	39912331	null	1245
5081	78671269	null	1245
5082	114978071	null	1245
5083	6776801	null	1244
5084	51051479	null	1244
5085	107494879	null	1244
5086	780597	null	1243
5087	46773445	null	1243
5088	106628279	null	1243
5089	5508876	null	1242
5090	43998143	null	1242
5091	56581690	null	1242
5092	57564351	null	1242
5093	63885694	null	1242
5094	101936162	null	1242
5095	5494032	null	1241
5096	43805811	null	1241
5097	72908664	null	1241
5098	74992371	null	1241
5099	1747194	null	1240
5100	4511422	null	1240
5101	6397396	null	1240
5102	11247550	null	1240
5103	14052778	null	1240
5104	85902979	null	1239
5105	87870902	null	1239
5106	101348595	null	1239
5107	53041	null	1238
5108	499626	null	1238
5109	2120500	null	1238
5110	8167478	null	1238
5111	49248599	null	1238
5112	76876676	null	1238
5113	125989548	null	1238
5114	16824033	null	1237
5115	114436678	null	1237
5116	1120815	null	1236
5117	6617124	null	1236
5118	37719151	null	1236
5119	40512796	null	1236
5120	60556618	null	1236
5121	99930974	null	1236
5122	2864387	null	1235
5123	4280138	null	1235
5124	9877023	null	1235
5125	12709728	null	1235
5126	22798318	null	1235
5127	28800404	null	1235
5128	44187056	null	1235
5129	107667036	null	1235
5130	5553114	null	1234
5131	9649899	null	1234
5132	63568689	null	1234
5133	4058363	CoinVault	1233
5134	19246428	CoinWorker.com	1233
5135	20408912	null	1233
5136	21371626	null	1233
5137	27651010	null	1233
5138	14439874	null	1232
5139	85567554	null	1232
5140	13041960	null	1231
5141	19155263	null	1231
5142	21819767	null	1231
5143	35016011	null	1231
5144	50332639	null	1231
5145	52087631	null	1231
5146	59557048	null	1231
5147	63248477	null	1231
5148	75095031	null	1231
5149	115648759	null	1231
5150	6548654	null	1230
5151	11840695	null	1230
5152	60084884	null	1230
5153	4483246	null	1229
5154	12891744	null	1229
5155	25296255	null	1229
5156	57945315	null	1229
5157	81778195	null	1229
5158	97960660	null	1229
5159	62648599	null	1228
5160	100676406	null	1228
5161	26051653	null	1227
5162	42416346	null	1227
5163	48048578	null	1227
5164	85290034	null	1227
5165	3334625	null	1226
5166	3680987	null	1226
5167	7742991	null	1226
5168	9161042	null	1226
5169	11180560	null	1226
5170	45490116	null	1226
5171	72132710	null	1226
5172	3393134	null	1225
5173	18568076	null	1225
5174	22015197	null	1225
5175	31740043	null	1225
5176	54737516	null	1225
5177	70073868	null	1225
5178	118449929	null	1225
5179	41770	null	1224
5180	49503900	null	1224
5181	68004111	null	1224
5182	102482133	null	1224
5183	2002482	null	1223
5184	12040589	null	1223
5185	25173275	null	1223
5186	32887490	null	1223
5187	39236236	null	1223
5188	40327944	null	1223
5189	1622891	null	1222
5190	6625262	null	1222
5191	6781217	null	1222
5192	37523098	null	1222
5193	37616941	null	1222
5194	65800934	null	1222
5195	66666354	null	1222
5196	70815638	null	1222
5197	76185452	null	1222
5198	4521432	null	1221
5199	15540318	null	1221
5200	23792210	null	1221
5201	53230588	null	1221
5202	57537782	null	1221
5203	86778165	null	1221
5204	89809345	null	1221
5205	87869568	null	1220
5206	29490327	null	1219
5207	70592774	null	1219
5208	86778161	null	1219
5209	19686914	null	1218
5210	73400672	null	1218
5211	3234073	null	1217
5212	11518061	null	1217
5213	19240982	null	1217
5214	34901295	null	1217
5215	43409992	null	1217
5216	80503730	null	1217
5217	8483253	null	1216
5218	21925514	null	1216
5219	24431635	null	1216
5220	88073730	null	1216
5221	6933447	null	1215
5222	40486682	null	1215
5223	79912455	null	1215
5224	112766282	null	1215
5225	19332205	null	1214
5226	23568751	null	1214
5227	36360024	null	1214
5228	83001988	null	1214
5229	11732728	null	1213
5230	23072035	null	1213
5231	27790270	null	1213
5232	31185132	null	1213
5233	46288392	null	1213
5234	53198830	null	1213
5235	59194922	null	1213
5236	113216451	null	1213
5237	559709	null	1212
5238	14195270	null	1212
5239	19355800	null	1212
5240	30128198	null	1212
5241	50476216	null	1212
5242	77721284	null	1212
5243	84659784	null	1212
5244	88448146	null	1212
5245	2521115	null	1211
5246	3761060	null	1211
5247	10368711	null	1211
5248	27650605	null	1211
5249	45306221	null	1211
5250	47425121	null	1211
5251	62123639	null	1211
5252	86778162	null	1211
5253	106472405	null	1211
5254	18593266	null	1210
5255	47774710	null	1210
5256	53241565	null	1210
5257	106368811	null	1210
5258	48268930	null	1209
5259	95169651	null	1209
5260	10493747	null	1208
5261	17927276	null	1208
5262	48644964	null	1208
5263	63059056	null	1208
5264	107403916	null	1208
5265	108231531	null	1208
5266	112829648	null	1208
5267	2118354	null	1207
5268	8770270	null	1207
5269	16948124	null	1207
5270	29688703	null	1207
5271	60096087	null	1207
5272	60835025	null	1207
5273	61575922	null	1207
5274	5657769	null	1206
5275	9871368	null	1206
5276	17048216	null	1206
5277	34152529	null	1206
5278	41648626	null	1206
5279	48456108	null	1206
5280	54063821	null	1206
5281	54539223	null	1206
5282	134836597	null	1206
5283	3015885	null	1205
5284	6245169	null	1205
5285	13949833	null	1205
5286	54836739	null	1205
5287	78583300	null	1205
5288	3523895	null	1204
5289	26992778	null	1204
5290	52908666	null	1204
5291	59916492	null	1204
5292	9740178	null	1203
5293	37393480	null	1203
5294	38293322	null	1203
5295	69363765	null	1203
5296	96201537	null	1203
5297	98665307	null	1203
5298	14087162	null	1202
5299	16947501	null	1202
5300	17434320	null	1202
5301	51055798	null	1202
5302	52770574	null	1202
5303	61296267	null	1202
5304	67981427	null	1202
5305	92233576	null	1202
5306	2204499	null	1201
5307	4499315	null	1201
5308	11763552	null	1201
5309	12018519	null	1201
5310	19238352	null	1201
5311	45209231	null	1201
5312	71215131	null	1201
5313	5492368	null	1200
5314	6274926	null	1200
5315	27635148	null	1200
5316	43460545	null	1200
5317	94482028	null	1200
5318	2202512	null	1199
5319	3546235	null	1199
5320	18660138	null	1199
5321	23151817	null	1199
5322	32402839	null	1199
5323	76486839	null	1199
5324	79412382	null	1199
5325	124168950	null	1199
5326	7040736	null	1198
5327	29996520	null	1198
5328	67928393	null	1198
5329	87869566	null	1198
5330	95698843	null	1198
5331	15098111	null	1197
5332	20287927	null	1197
5333	28526484	null	1197
5334	76727789	null	1197
5335	87869562	null	1197
5336	118843194	null	1197
5337	36574762	null	1196
5338	39525436	null	1196
5339	44282496	null	1196
5340	55317104	null	1196
5341	76287157	null	1196
5342	109056883	null	1196
5343	228727	null	1195
5344	8331862	null	1195
5345	11578481	null	1195
5346	18845335	null	1195
5347	40786419	null	1195
5348	69593535	null	1195
5349	7502912	null	1194
5350	10376128	null	1194
5351	11260829	null	1194
5352	12675678	null	1194
5353	21210374	null	1194
5354	29112281	null	1194
5355	30103893	null	1194
5356	41511165	null	1194
5357	71250024	null	1194
5358	97208919	null	1194
5359	10000402	null	1193
5360	32860298	null	1193
5361	35141392	null	1193
5362	60677881	null	1193
5363	61026513	null	1193
5364	77447104	null	1193
5365	122091934	null	1193
5366	129652706	null	1193
5367	131015738	null	1193
5368	9549138	null	1192
5369	9934969	null	1192
5370	60284112	null	1192
5371	60871354	null	1192
5372	74052971	null	1192
5373	6670789	null	1191
5374	9182961	null	1191
5375	58885980	null	1191
5376	81003346	null	1191
5377	17682269	null	1190
5378	85525379	null	1190
5379	110939234	null	1190
5380	138683433	null	1190
5381	4059686	null	1189
5382	16674204	null	1189
5383	42072408	null	1189
5384	42462953	null	1189
5385	112127088	null	1189
5386	116810132	null	1189
5387	117371954	null	1189
5388	6649359	null	1188
5389	13516750	null	1188
5390	27046419	null	1188
5391	44224831	null	1188
5392	86902409	null	1188
5393	87878162	null	1188
5394	89893381	null	1188
5395	101295475	null	1188
5396	102623002	null	1188
5397	81792760	null	1187
5398	2304617	null	1186
5399	39947575	null	1186
5400	43517003	null	1186
5401	58450341	null	1186
5402	18380505	null	1185
5403	30997913	null	1185
5404	41252534	null	1185
5405	56301761	null	1185
5406	67949167	null	1185
5407	77347901	null	1185
5408	4264477	null	1184
5409	16331536	null	1184
5410	23357950	null	1184
5411	36309378	null	1184
5412	50798351	null	1184
5413	60361249	null	1184
5414	72267525	null	1184
5415	85945371	null	1184
5416	6171850	null	1183
5417	29945058	null	1183
5418	34954035	null	1183
5419	70991347	null	1183
5420	76119016	null	1183
5421	102067661	null	1183
5422	110603911	null	1183
5423	3513982	null	1182
5424	4675530	null	1182
5425	11625237	null	1181
5426	38404738	null	1181
5427	78202111	null	1181
5428	98546503	null	1181
5429	1788991	null	1180
5430	21518999	null	1180
5431	28598099	null	1180
5432	40390753	null	1180
5433	116850471	null	1180
5434	2423337	null	1179
5435	11256107	null	1179
5436	19105042	null	1179
5437	23872053	null	1179
5438	26773918	null	1179
5439	118532163	null	1179
5440	1110498	null	1178
5441	7173180	null	1178
5442	8810109	null	1178
5443	30637484	null	1178
5444	46458111	null	1178
5445	67799800	null	1178
5446	124866276	null	1178
5447	6112321	null	1177
5448	10440569	null	1177
5449	16106540	null	1177
5450	23068662	null	1177
5451	5354063	null	1176
5452	26780656	null	1176
5453	40081464	null	1176
5454	101725163	null	1176
5455	112362929	null	1176
5456	13792830	null	1175
5457	17198130	null	1175
5458	24400894	null	1175
5459	58519538	null	1175
5460	125941833	null	1175
5461	122903	null	1174
5462	3891709	null	1174
5463	5388048	null	1174
5464	15324198	null	1174
5465	102311	null	1173
5466	413247	null	1173
5467	30679621	null	1173
5468	34343492	null	1173
5469	122401923	null	1173
5470	2911598	null	1172
5471	3801075	null	1172
5472	5816408	null	1172
5473	23046844	null	1172
5474	25488374	null	1172
5475	34557897	null	1172
5476	66068380	null	1172
5477	69398944	null	1172
5478	76817526	null	1172
5479	15174244	null	1171
5480	21226034	null	1171
5481	25682118	null	1171
5482	32916568	null	1171
5483	55215840	null	1171
5484	18143601	null	1170
5485	50417628	null	1170
5486	63087482	null	1170
5487	69384225	null	1170
5488	95361598	null	1170
5489	109786359	null	1170
5490	116803961	null	1170
5491	136979146	null	1170
5492	2951838	null	1169
5493	29343182	null	1169
5494	80933270	null	1169
5495	104043604	null	1169
5496	12873606	null	1168
5497	22828270	null	1168
5498	27642398	null	1168
5499	60526048	null	1168
5500	106464670	null	1168
5501	112614283	null	1168
5502	119339708	null	1168
5503	2961022	null	1167
5504	4948855	null	1167
5505	57216804	null	1167
5506	62251021	null	1167
5507	66379630	null	1167
5508	104340062	null	1167
5509	109023006	null	1167
5510	2304985	null	1166
5511	5639392	null	1166
5512	14715608	null	1166
5513	25497770	null	1166
5514	59492484	null	1166
5515	102911792	null	1166
5516	7347267	null	1165
5517	34169191	null	1165
5518	38037856	null	1165
5519	39944526	null	1165
5520	48820514	null	1165
5521	852419	null	1164
5522	16584060	null	1164
5523	21306493	null	1164
5524	40296123	null	1164
5525	45707611	null	1164
5526	65365344	null	1164
5527	58312377	null	1163
5528	9535941	null	1162
5529	39252745	null	1162
5530	66931747	null	1162
5531	901584	null	1161
5532	2684061	null	1161
5533	4504064	null	1161
5534	7536385	null	1161
5535	29116183	null	1161
5536	108689936	null	1161
5537	392809	null	1160
5538	5698289	null	1160
5539	7354473	null	1160
5540	10828829	null	1160
5541	21480049	null	1160
5542	36921019	null	1160
5543	99623004	null	1160
5544	112400073	null	1160
5545	12129724	null	1159
5546	19291120	null	1159
5547	54231596	null	1159
5548	72363384	null	1159
5549	73453719	null	1159
5550	78333055	null	1159
5551	93742418	null	1159
5552	109060150	null	1159
5553	111547466	null	1159
5554	9544571	null	1158
5555	12819837	null	1158
5556	22298841	null	1158
5557	34863471	null	1158
5558	61170436	null	1158
5559	83122761	null	1158
5560	93452873	null	1158
5561	110921975	null	1158
5562	51293634	null	1157
5563	63303136	null	1157
5564	64579826	null	1157
5565	110605462	null	1157
5566	6901076	null	1156
5567	9889963	DiceNow.com	1156
5568	22496137	null	1156
5569	53464053	null	1156
5570	59220397	null	1156
5571	72432772	null	1156
5572	112239613	null	1156
5573	607750	null	1155
5574	11700668	null	1155
5575	15053308	null	1155
5576	36476951	null	1155
5577	41460099	null	1155
5578	107476922	null	1155
5579	114845999	null	1155
5580	955546	null	1154
5581	2827752	null	1154
5582	29111395	null	1154
5583	42604946	null	1154
5584	67543393	null	1154
5585	82607836	null	1154
5586	82915533	null	1154
5587	4713545	null	1153
5588	5761578	null	1153
5589	15651088	null	1153
5590	6494897	null	1152
5591	10100107	null	1152
5592	20081607	null	1152
5593	55323984	null	1152
5594	80987142	null	1152
5595	22907898	null	1151
5596	37080434	null	1151
5597	38660845	null	1151
5598	47360996	null	1151
5599	3647173	null	1150
5600	8804859	null	1150
5601	9222493	null	1150
5602	38472940	null	1150
5603	39174366	null	1150
5604	53875492	null	1150
5605	61619424	null	1150
5606	10760394	null	1149
5607	20917480	FoxBit.com.br	1149
5608	34865126	null	1149
5609	35029411	null	1149
5610	38244134	null	1149
5611	39850610	null	1149
5612	63499525	null	1149
5613	64855288	null	1149
5614	85808691	null	1149
5615	8395467	null	1148
5616	11831040	null	1148
5617	12509919	null	1148
5618	113350879	null	1148
5619	517483	null	1147
5620	2360189	null	1147
5621	4781513	null	1147
5622	17837072	null	1147
5623	44363775	null	1147
5624	65465946	null	1147
5625	66240276	null	1147
5626	3065467	null	1146
5627	10403632	null	1146
5628	11759748	null	1146
5629	26265723	null	1146
5630	33387885	null	1146
5631	45948762	null	1146
5632	69361363	null	1146
5633	113069794	null	1146
5634	4534827	null	1145
5635	7886643	null	1145
5636	13195543	null	1145
5637	16177921	null	1145
5638	92237159	null	1145
5639	9511357	null	1144
5640	14101134	null	1144
5641	14654846	null	1144
5642	16077961	null	1144
5643	28339600	null	1144
5644	28707310	null	1144
5645	58440986	null	1144
5646	13814679	null	1143
5647	14547885	null	1143
5648	15863472	null	1143
5649	18662748	null	1143
5650	33882252	null	1143
5651	40082445	null	1143
5652	52633452	null	1143
5653	60367498	null	1143
5654	65591912	null	1143
5655	84123626	null	1143
5656	118697999	null	1143
5657	120068242	null	1143
5658	305976	null	1142
5659	12898158	null	1142
5660	18673190	null	1142
5661	20295962	null	1142
5662	40536838	null	1142
5663	77423448	null	1142
5664	90853298	null	1142
5665	95722886	null	1142
5666	124867313	null	1142
5667	367870	null	1141
5668	2199515	null	1141
5669	5455127	null	1141
5670	16875409	null	1141
5671	40797700	null	1141
5672	2025241	null	1140
5673	26729554	null	1140
5674	51253948	null	1140
5675	79467104	null	1140
5676	120543566	null	1140
5677	849489	null	1139
5678	4298230	null	1139
5679	27408622	null	1139
5680	36382211	null	1139
5681	41185936	null	1139
5682	50828183	null	1139
5683	67873318	null	1139
5684	62091740	null	1138
5685	68670940	null	1138
5686	74336223	null	1138
5687	130713695	null	1138
5688	3800606	null	1137
5689	7642938	null	1137
5690	21331825	null	1137
5691	24031581	null	1137
5692	28501190	null	1137
5693	55678069	null	1137
5694	6535133	null	1136
5695	6660430	null	1136
5696	9332775	null	1136
5697	10557326	null	1136
5698	11798944	null	1136
5699	16445702	null	1136
5700	34863505	null	1136
5701	43106813	null	1136
5702	72960101	null	1136
5703	108618147	null	1136
5704	2831658	null	1135
5705	10992530	null	1135
5706	130221333	null	1135
5707	2293892	null	1134
5708	15378549	null	1134
5709	23187082	null	1134
5710	33923095	null	1134
5711	50267297	null	1134
5712	93716052	null	1134
5713	2250360	null	1133
5714	5852147	null	1133
5715	5990941	null	1133
5716	22121951	null	1133
5717	43746977	null	1133
5718	61085896	null	1133
5719	71015699	null	1133
5720	82494012	null	1133
5721	82796700	null	1133
5722	129151501	null	1133
5723	5698649	null	1132
5724	6974175	null	1132
5725	10422732	null	1132
5726	30832221	null	1132
5727	34863660	null	1132
5728	85118936	null	1132
5729	18649183	null	1131
5730	41582285	null	1131
5731	94977899	null	1131
5732	98268799	null	1131
5733	129015999	null	1131
5734	2356576	null	1130
5735	18162415	null	1130
5736	18498557	null	1130
5737	19083384	null	1130
5738	32039575	null	1130
5739	636526	null	1129
5740	2504663	null	1129
5741	4937178	null	1129
5742	47351258	null	1129
5743	62434702	null	1129
5744	88403841	null	1129
5745	100925966	null	1129
5746	152245	null	1128
5747	3958550	null	1128
5748	15742713	null	1128
5749	21776006	null	1128
5750	34095404	null	1128
5751	63133102	null	1128
5752	90850085	null	1128
5753	32816592	null	1127
5754	45207516	null	1127
5755	47273139	null	1127
5756	72310969	null	1127
5757	14921610	null	1126
5758	58702536	null	1126
5759	70988792	null	1126
5760	75870408	null	1126
5761	82621280	null	1126
5762	2484495	null	1125
5763	6086457	null	1125
5764	18585100	null	1125
5765	2527851	null	1124
5766	19444285	null	1124
5767	43673388	null	1124
5768	72048412	null	1124
5769	138619600	null	1124
5770	5444682	null	1123
5771	12131188	null	1123
5772	22214089	null	1123
5773	51749246	null	1123
5774	60338183	null	1123
5775	75689108	null	1123
5776	27862286	null	1122
5777	34863700	null	1122
5778	46924904	null	1122
5779	64038071	null	1122
5780	83476724	null	1122
5781	113675369	null	1122
5782	679718	null	1121
5783	3317214	null	1121
5784	6350739	null	1121
5785	23427292	null	1121
5786	77540510	null	1121
5787	110608729	null	1121
5788	111000725	null	1121
5789	16805534	null	1120
5790	17955356	null	1120
5791	28534097	null	1120
5792	48105418	null	1120
5793	54899268	null	1120
5794	57033467	null	1120
5795	59288982	null	1120
5796	71620409	null	1120
5797	72120178	null	1120
5798	3111448	null	1119
5799	3272232	null	1119
5800	3371978	null	1119
5801	6291873	null	1119
