rank	node_id	label	in_degree
2582	6651070	null	2382
2583	14872281	null	2381
2584	95950779	null	2381
2585	128135095	null	2381
2586	15520468	null	2380
2587	79038482	null	2378
2588	2970419	null	2376
2589	28392408	null	2376
2590	7956570	null	2375
2591	71620027	null	2375
2592	8349130	null	2372
2593	34265581	null	2372
2594	14524852	null	2371
2595	3177597	null	2370
2596	38025771	null	2368
2597	26080385	null	2366
2598	46233221	null	2365
2599	99388181	null	2365
2600	12390068	null	2364
2601	14690964	null	2364
2602	1848894	null	2361
2603	99847633	null	2360
2604	131337473	null	2360
2605	3753294	null	2359
2606	11322916	null	2358
2607	39771784	null	2356
2608	49340112	null	2356
2609	80873557	null	2356
2610	87530621	null	2355
2611	18257243	BitcoinVietnam.com.vn	2354
2612	3189201	null	2353
2613	4134023	null	2353
2614	16521277	null	2352
2615	61382009	null	2352
2616	4128173	null	2351
2617	12957245	null	2350
2618	45171464	null	2350
2619	65459547	null	2350
2620	73667248	null	2350
2621	46401954	null	2349
2622	9389535	null	2348
2623	28812386	null	2348
2624	1531728	null	2347
2625	45046844	null	2347
2626	9080307	null	2345
2627	121161647	null	2344
2628	25659380	null	2343
2629	50283252	null	2343
2630	17002092	null	2342
2631	25242098	null	2341
2632	5386847	null	2339
2633	25304279	Satoshi-Karoshi.com	2339
2634	60814392	null	2339
2635	77282094	null	2336
2636	14671729	null	2335
2637	41449117	null	2334
2638	64053204	null	2334
2639	122374762	null	2332
2640	72925593	null	2330
2641	103192898	null	2329
2642	32601077	null	2328
2643	53835704	null	2325
2644	17172752	null	2322
2645	22655270	null	2322
2646	108417024	null	2322
2647	6309078	null	2321
2648	18194501	null	2321
2649	18691894	null	2321
2650	75255829	null	2320
2651	56572531	null	2319
2652	84787858	null	2319
2653	87329310	null	2319
2654	4788456	null	2316
2655	43677070	null	2316
2656	41811097	null	2315
2657	68346266	null	2315
2658	19986410	null	2314
2659	75413819	null	2314
2660	138373822	null	2314
2661	44769601	null	2313
2662	5774387	null	2312
2663	62900933	null	2312
2664	61372260	null	2311
2665	72385444	null	2311
2666	30046895	null	2309
2667	7399391	null	2308
2668	18599833	null	2306
2669	34352803	null	2305
2670	15756057	null	2304
2671	54650615	null	2303
2672	95960893	null	2302
2673	1136080	Bitcash.cz	2301
2674	8313310	null	2301
2675	28322822	null	2299
2676	27297868	null	2297
2677	99831374	null	2297
2678	15563050	WatchMyBit.com	2294
2679	81982634	null	2294
2680	64185437	null	2293
2681	10100661	null	2292
2682	4193154	null	2289
2683	12764066	null	2289
2684	15631115	null	2289
2685	27690994	null	2289
2686	30163163	null	2289
2687	52639602	null	2288
2688	56716313	null	2288
2689	120678524	null	2288
2690	18554370	null	2287
2691	84137327	null	2286
2692	69630001	null	2284
2693	105634358	null	2281
2694	4252914	null	2280
2695	1091517	null	2278
2696	11706673	null	2278
2697	132553982	null	2278
2698	93757843	null	2277
2699	3831383	null	2276
2700	7541161	BitcoinPokerTables.com	2276
2701	98578833	null	2276
2702	77452646	null	2275
2703	91208274	null	2275
2704	9246653	null	2274
2705	79334759	null	2274
2706	1952365	null	2273
2707	217094	null	2272
2708	21333011	null	2271
2709	24920703	null	2267
2710	47852377	null	2267
2711	39201728	null	2265
2712	79688172	null	2265
2713	19004088	null	2264
2714	30557358	null	2263
2715	34863482	null	2263
2716	78880757	null	2263
2717	37942760	null	2261
2718	23324727	null	2260
2719	55888627	null	2260
2720	40054989	null	2259
2721	89284667	null	2259
2722	17477377	null	2258
2723	47903660	null	2257
2724	56690603	null	2257
2725	52780387	null	2256
2726	55747539	null	2256
2727	1539194	null	2255
2728	47530773	null	2254
2729	68164854	null	2253
2730	3342454	null	2252
2731	24682607	null	2251
2732	427064	null	2248
2733	8139006	null	2247
2734	44203806	null	2247
2735	6468434	null	2245
2736	24979707	null	2245
2737	116653769	null	2245
2738	92550303	null	2244
2739	2883805	null	2243
2740	39709541	null	2242
2741	2404886	null	2241
2742	18615309	null	2241
2743	36350253	null	2241
2744	2730703	null	2240
2745	37429408	null	2239
2746	80518356	null	2238
2747	4284655	null	2237
2748	51733923	null	2236
2749	95545866	null	2234
2750	77491641	null	2233
2751	15767514	null	2232
2752	52010056	null	2232
2753	61630405	null	2232
2754	79879501	null	2230
2755	113741272	null	2229
2756	78408365	null	2228
2757	59208164	null	2227
2758	19930349	null	2225
2759	21304	null	2224
2760	21757405	null	2224
2761	3616216	null	2223
2762	40515303	null	2223
2763	43066544	null	2223
2764	53160800	null	2223
2765	87589933	null	2223
2766	66449521	null	2221
2767	96539484	null	2221
2768	35843379	null	2218
2769	59257336	null	2217
2770	122759011	null	2217
2771	121812	null	2216
2772	13618934	null	2216
2773	9084279	null	2214
2774	15400737	null	2212
2775	26309126	null	2212
2776	37823245	null	2211
2777	6099615	null	2209
2778	19374058	null	2208
2779	115078505	null	2208
2780	39694680	null	2206
2781	44091675	null	2206
2782	55162839	null	2206
2783	5616710	null	2205
2784	21928113	null	2205
2785	61776980	null	2203
2786	35088653	null	2202
2787	65437143	null	2202
2788	3639424	null	2201
2789	11806918	null	2198
2790	2031247	null	2194
2791	42353077	null	2194
2792	113551	Just-Dice.com	2193
2793	2466792	null	2193
2794	33876093	null	2193
2795	39452041	null	2192
2796	119586564	null	2191
2797	5789973	null	2190
2798	119311933	null	2190
2799	3531360	null	2188
2800	25016969	null	2188
2801	4452630	Dagensia.eu	2187
2802	21068912	null	2187
2803	43448378	null	2187
2804	27682912	null	2186
2805	138798650	null	2186
2806	12444658	null	2185
2807	55058950	null	2184
2808	113789054	null	2184
2809	13526436	null	2182
2810	112728844	null	2182
2811	23255482	FoxBit.com.br	2181
2812	579879	null	2179
2813	64755470	null	2179
2814	25961924	null	2178
2815	103762787	null	2178
2816	126370203	null	2178
2817	108902137	null	2177
2818	46777623	null	2174
2819	20511819	null	2172
2820	6515489	null	2169
2821	20381072	null	2169
2822	41197640	null	2169
2823	31792518	null	2168
2824	3803382	null	2167
2825	8634871	null	2167
2826	7718585	null	2165
2827	54410887	null	2165
2828	1667440	null	2164
2829	19454051	null	2163
2830	34235515	null	2163
2831	1722421	null	2162
2832	44516183	null	2162
2833	57584025	null	2162
2834	22369447	null	2161
2835	9298204	null	2160
2836	53730751	null	2159
2837	3989435	null	2158
2838	30903982	null	2158
2839	53649043	null	2158
2840	23842529	null	2157
2841	28035815	null	2156
2842	33096917	null	2156
2843	80579859	null	2156
2844	14836942	null	2155
2845	40158128	null	2154
2846	53745365	null	2154
2847	83898914	null	2154
2848	27084483	null	2152
2849	32657168	null	2152
2850	42289965	null	2152
2851	4190307	null	2151
2852	2972646	GHash.io	2150
2853	29954043	null	2146
2854	13108846	null	2144
2855	10326538	null	2143
2856	71522230	null	2142
2857	61123147	null	2141
2858	612525	null	2140
2859	101680119	null	2140
2860	2762686	null	2139
2861	98450109	null	2138
2862	15200385	null	2137
2863	4797692	null	2136
2864	7177185	null	2136
2865	7493867	null	2136
2866	54526969	null	2135
2867	80226785	null	2135
2868	1188833	null	2134
2869	88658469	null	2133
2870	28551682	null	2132
2871	26364763	null	2128
2872	3336391	null	2127
2873	9809256	null	2126
2874	80249053	null	2126
2875	3974820	null	2125
2876	22864990	AdmiralCoin.com	2125
2877	352606	null	2124
2878	9097522	null	2124
2879	13370380	null	2124
2880	14912265	null	2124
2881	71707896	null	2124
2882	35366436	null	2123
2883	40106095	null	2123
2884	57860592	null	2122
2885	20010945	null	2121
2886	31839883	null	2121
2887	72744581	null	2121
2888	39562257	null	2119
2889	21798069	null	2118
2890	101792326	null	2117
2891	2307198	null	2116
2892	35815849	null	2116
2893	5480395	null	2109
2894	17217500	null	2109
2895	18444181	null	2109
2896	86600281	null	2109
2897	122717221	null	2109
2898	20498170	null	2108
2899	122651717	null	2107
2900	1777128	null	2106
2901	12433501	null	2106
2902	55914142	null	2105
2903	96548033	null	2105
2904	2048076	null	2104
2905	99124831	null	2104
2906	12275010	BetChain.com-old	2103
2907	43617451	null	2103
2908	1884679	null	2100
2909	6396613	null	2100
2910	20543770	null	2100
2911	96166328	null	2100
2912	14912991	null	2099
2913	44920494	null	2099
2914	16529820	null	2098
2915	25468049	null	2098
2916	101062633	null	2098
2917	3713737	null	2095
2918	24491892	null	2095
2919	63051987	null	2095
2920	17534200	null	2094
2921	84854968	null	2093
2922	70716512	null	2090
2923	89042988	null	2089
2924	80155486	null	2087
2925	7791819	null	2086
2926	58542826	null	2086
2927	16712077	null	2085
2928	57468917	null	2083
2929	30779583	null	2081
2930	10523974	null	2079
2931	48067847	null	2078
2932	65992208	null	2078
2933	70557125	null	2078
2934	69684560	null	2077
2935	119720663	null	2077
2936	39631572	null	2076
2937	645874	null	2075
2938	40077963	null	2075
2939	32787876	null	2074
2940	59460913	null	2074
2941	3997068	null	2073
2942	19078930	null	2073
2943	22865249	null	2073
2944	48641745	null	2073
2945	4062670	null	2072
2946	108961268	null	2072
2947	34319933	null	2071
2948	59045496	null	2071
2949	41805752	null	2070
2950	68167789	null	2070
2951	82838540	null	2070
2952	112017134	null	2070
2953	54937643	null	2069
2954	109959945	null	2069
2955	41043050	null	2068
2956	45414085	null	2068
2957	36990068	null	2067
2958	94371657	null	2067
2959	93415479	null	2065
2960	1169246	null	2063
2961	3686896	null	2063
2962	2121900	null	2060
2963	4131119	null	2060
2964	2607541	null	2058
2965	114749314	null	2058
2966	38993862	null	2057
2967	76528610	null	2057
2968	30705605	null	2056
2969	60572350	null	2056
2970	78650638	null	2055
2971	2718977	null	2053
2972	90402162	null	2052
2973	44690181	null	2051
2974	95571051	null	2051
2975	6980400	null	2050
2976	7435226	null	2050
2977	11298395	null	2050
2978	15593436	null	2050
2979	22381290	null	2050
2980	24561865	null	2050
2981	110581926	null	2050
2982	45970788	null	2049
2983	110581925	null	2048
2984	8898123	null	2047
2985	10281216	null	2047
2986	26921231	null	2047
2987	37581866	null	2047
2988	71730964	null	2047
2989	84456857	null	2044
2990	102500416	null	2044
2991	27415047	null	2043
2992	29736953	null	2043
2993	117032530	null	2043
2994	94999598	null	2042
2995	56457950	null	2041
2996	57609273	null	2041
2997	97324800	null	2041
2998	2049960	null	2039
2999	9980303	null	2039
3000	49658374	null	2039
3001	76022825	null	2039
3002	3341993	null	2038
3003	3881541	null	2038
3004	40219227	null	2038
3005	75277587	null	2038
3006	1367675	null	2036
3007	112269917	null	2036
3008	45231758	null	2034
3009	66558167	null	2034
3010	11960799	null	2033
3011	14555254	null	2033
3012	72526589	null	2033
3013	74261620	null	2033
3014	84314348	null	2033
3015	2254568	null	2032
3016	35168258	null	2032
3017	88081292	null	2032
3018	2593439	null	2031
3019	12421161	null	2030
3020	58697157	null	2030
3021	61558845	null	2030
3022	3588254	null	2029
3023	17556002	null	2029
3024	22569821	null	2029
3025	39297892	null	2029
3026	3367079	null	2028
3027	52652547	null	2028
3028	130263921	null	2026
3029	9321593	null	2024
3030	71957006	null	2024
3031	8778663	null	2023
3032	39713246	null	2023
3033	52720376	null	2020
3034	96010948	null	2020
3035	29854591	null	2018
3036	125116905	null	2018
3037	47962927	null	2017
3038	82656956	null	2017
3039	22373279	null	2016
3040	21438374	null	2015
3041	27076385	null	2015
3042	58137090	null	2015
3043	23076620	null	2014
3044	27353735	null	2014
3045	9099941	null	2013
3046	22920279	null	2013
3047	34655215	null	2011
3048	1654209	null	2010
3049	36548717	null	2010
3050	67161503	null	2010
3051	2756844	null	2008
3052	19740098	null	2008
3053	20130077	null	2008
3054	106707818	null	2008
3055	8466937	null	2007
3056	60591445	null	2007
3057	7123251	null	2006
3058	27834370	BTCLend.org	2006
3059	455492	null	2005
3060	6944656	null	2005
3061	340345	null	2004
3062	57637993	null	2004
3063	69112250	null	2004
3064	120030049	null	2004
3065	6253016	null	2003
3066	65488612	null	2002
3067	18610285	null	2000
3068	2859235	null	1999
3069	2517113	null	1998
3070	1406611	null	1997
3071	31573161	null	1997
3072	128538657	null	1997
3073	23085882	null	1996
3074	16408057	null	1995
3075	47173210	null	1995
3076	63260094	null	1995
3077	443718	null	1994
3078	70581174	null	1994
3079	72022859	null	1994
3080	80651380	null	1994
3081	7258781	null	1992
3082	13915300	null	1992
3083	56639648	null	1992
3084	67527600	null	1991
3085	1872781	null	1990
3086	32248026	null	1990
3087	32250451	null	1990
3088	32250452	null	1990
3089	32250453	null	1990
3090	32250455	null	1990
3091	32250456	null	1990
3092	32250457	null	1990
3093	32250458	null	1990
3094	32250459	null	1990
3095	32250460	null	1990
3096	92397736	null	1990
3097	10207476	null	1989
3098	11955248	null	1989
3099	62730084	null	1989
3100	35507139	null	1988
3101	45752274	null	1987
3102	3969063	null	1986
3103	800509	null	1985
3104	4921743	null	1984
3105	59510162	null	1983
3106	15735559	null	1982
3107	107492628	null	1982
3108	11474425	null	1980
3109	45590240	null	1980
3110	47230943	null	1979
3111	59195243	null	1979
3112	75911532	null	1979
3113	86573665	null	1979
3114	106115755	null	1978
3115	995244	null	1977
3116	28190323	null	1977
3117	32827399	null	1977
3118	61166382	null	1977
3119	41422889	null	1976
3120	80222587	null	1976
3121	75368635	null	1975
3122	84517195	null	1975
3123	62174	null	1974
3124	10909299	null	1974
3125	18714457	null	1974
3126	36914478	null	1973
3127	58169016	null	1971
3128	60845529	null	1971
3129	85215104	null	1971
3130	33065511	null	1970
3131	2293682	null	1969
3132	11473209	null	1969
3133	29693894	null	1969
3134	130769645	null	1969
3135	7431008	null	1968
3136	99364619	null	1967
3137	72993846	null	1966
3138	13401066	null	1965
3139	38170303	null	1964
3140	28907615	null	1963
3141	18132557	null	1962
3142	96334682	null	1962
3143	1028934	null	1961
3144	58339910	null	1961
3145	9222943	null	1960
3146	8205912	null	1959
3147	52148509	null	1959
3148	81564725	null	1959
3149	93079928	null	1959
3150	33960918	null	1958
3151	46692034	null	1958
3152	37232984	null	1957
3153	86284983	null	1957
3154	132192964	null	1957
3155	29038202	null	1955
3156	41968685	null	1954
3157	60717547	null	1954
3158	75202400	null	1954
3159	519772	null	1952
3160	3479954	null	1951
3161	17779757	null	1950
3162	15594290	null	1949
3163	83055043	null	1947
3164	101664348	null	1947
3165	2244936	null	1946
3166	39539866	null	1946
3167	78626643	null	1946
3168	108522777	SimpleCoin.cz	1946
3169	57824033	null	1945
3170	117018282	null	1945
3171	20038659	null	1944
3172	31526585	null	1944
3173	6025863	null	1943
3174	15596311	null	1941
3175	12677906	null	1940
3176	8596846	null	1939
3177	2072059	null	1938
3178	25768984	null	1938
3179	65201201	null	1937
3180	113742584	null	1936
3181	12182524	null	1935
3182	30995038	null	1935
3183	35886006	null	1934
3184	18398244	null	1933
3185	20249829	null	1932
3186	73807794	null	1932
3187	272651	null	1931
3188	36799953	null	1929
3189	67393966	null	1929
3190	12178924	null	1928
3191	62475128	null	1928
3192	92271345	null	1928
3193	111828635	null	1928
3194	13939351	CampBX.com	1927
3195	99865473	null	1927
3196	102279524	null	1927
3197	3082318	null	1926
3198	7479648	null	1926
3199	9774923	Exchanging.ir	1926
3200	24825738	null	1926
3201	75273073	null	1926
3202	78243031	null	1926
3203	9741011	null	1925
3204	18662548	null	1925
3205	55237522	null	1923
3206	66826139	null	1923
3207	102359013	null	1923
3208	52141041	null	1922
3209	68439131	null	1922
3210	23544797	null	1921
3211	65352502	null	1921
3212	43582843	null	1920
3213	17258833	null	1919
3214	2184496	null	1917
3215	11705908	null	1915
3216	13990415	null	1915
3217	20706440	null	1915
3218	130680896	null	1915
3219	7653390	null	1914
3220	15868528	null	1914
3221	59262412	null	1913
3222	74350111	null	1913
3223	83462865	null	1913
3224	100892233	null	1913
3225	32331064	null	1912
3226	26243030	null	1909
3227	62156430	null	1909
3228	5024190	null	1908
3229	35265445	null	1907
3230	89012148	null	1907
3231	39366005	null	1906
3232	10683944	null	1905
3233	50735171	null	1905
3234	3765498	null	1903
3235	9013012	null	1902
3236	30657693	null	1900
3237	75956435	null	1900
3238	1910207	null	1898
3239	3548637	null	1896
3240	68660405	null	1896
3241	16047128	null	1895
3242	785369	null	1893
3243	34667072	null	1893
3244	105942017	null	1892
3245	107502422	null	1892
3246	48868518	null	1891
3247	24407014	null	1888
3248	25324897	null	1888
3249	35543218	null	1888
3250	63005163	null	1888
3251	28056483	null	1887
3252	44772051	null	1885
3253	30652853	null	1884
3254	36636877	null	1884
3255	4398294	null	1883
3256	109502892	null	1883
3257	4004579	null	1882
3258	18630393	null	1882
3259	20540960	null	1882
3260	21583993	null	1882
3261	8291692	null	1881
3262	57929489	null	1881
3263	71752812	null	1881
3264	8238386	null	1880
3265	9962794	null	1880
3266	10843936	null	1880
3267	82052706	null	1880
3268	10732555	null	1879
3269	40274525	null	1879
3270	115965098	null	1879
3271	1925307	null	1878
3272	27105133	null	1877
3273	68809149	null	1877
3274	6463102	null	1876
3275	15181831	null	1876
3276	104571460	null	1876
3277	3087816	null	1875
3278	1807431	null	1874
3279	4723929	null	1874
3280	12726405	null	1874
3281	30785281	null	1874
3282	72785500	null	1874
3283	61152023	null	1873
3284	114886125	null	1873
3285	65915078	null	1871
3286	81478224	null	1871
3287	90043134	null	1871
3288	43951827	null	1870
3289	4083951	null	1869
3290	15033813	null	1869
3291	72284555	null	1869
3292	61278566	null	1867
3293	80333073	null	1867
3294	2208534	null	1866
3295	44783651	null	1866
3296	63448860	null	1865
3297	107258273	null	1865
3298	58819855	null	1864
3299	36394601	null	1861
3300	43858418	null	1861
3301	100843997	null	1861
3302	62998834	null	1860
3303	4200393	null	1859
3304	5886206	null	1859
3305	42044603	null	1859
3306	63611595	null	1859
3307	106579973	null	1859
3308	473598	null	1858
3309	78820130	null	1858
3310	2271975	null	1857
3311	22922462	null	1857
3312	58312635	null	1857
3313	81850632	null	1857
3314	2319065	null	1856
3315	61332801	null	1856
3316	66973234	null	1856
3317	23163868	null	1855
3318	38510852	null	1854
3319	1651868	null	1853
3320	2070459	null	1853
3321	104028158	null	1852
3322	113215982	null	1852
3323	41448010	null	1851
3324	64205156	null	1851
3325	8685903	null	1850
3326	50992679	null	1849
3327	8900892	null	1848
3328	67041135	null	1848
3329	64225	null	1847
3330	5786449	null	1847
3331	2709294	null	1845
3332	5622521	null	1845
3333	23914380	null	1845
3334	48918763	null	1845
3335	107343046	null	1843
3336	3988473	null	1842
3337	13823365	null	1842
3338	39281993	null	1842
3339	12406567	null	1841
3340	54326753	null	1841
3341	118128260	null	1840
3342	11231700	null	1839
3343	20670405	null	1838
3344	75563853	null	1838
3345	43347222	null	1837
3346	79714213	null	1837
3347	50717090	null	1836
3348	107162809	null	1836
3349	14271915	null	1835
3350	28991445	null	1835
3351	40343978	null	1835
3352	68005600	null	1835
3353	5300919	null	1834
3354	67167213	null	1834
3355	82823471	null	1834
3356	7153613	null	1832
3357	23806864	null	1832
3358	47158424	null	1832
3359	58206199	null	1832
3360	107172158	null	1832
3361	3286486	null	1830
3362	62768103	null	1830
3363	21986168	null	1829
3364	48256358	null	1828
3365	68918647	null	1828
3366	64394125	null	1827
3367	924219	null	1826
3368	7585647	null	1826
3369	8651331	null	1826
3370	61954147	null	1826
3371	83801629	null	1826
3372	81709100	null	1825
3373	130297280	null	1825
3374	57357146	null	1823
3375	58561207	null	1823
3376	123633708	null	1823
3377	6294155	null	1822
3378	117658838	null	1822
3379	134032305	null	1822
3380	22987949	null	1821
3381	21052989	Cryptonit.net	1820
3382	33646063	null	1819
3383	34356645	null	1819
3384	66110638	null	1818
3385	2110808	Bitcoinica.com	1817
3386	15002802	null	1817
3387	40343557	null	1817
3388	66377497	null	1817
3389	10493738	null	1816
3390	15259505	null	1816
3391	71484534	null	1815
3392	127256517	null	1815
3393	776872	null	1814
3394	5558638	null	1814
3395	94893906	null	1814
3396	54929393	null	1813
3397	59954957	null	1813
3398	3354476	null	1810
3399	1376238	null	1809
3400	38020451	null	1809
3401	51359889	null	1809
3402	61464733	null	1809
3403	12645619	null	1808
3404	25838446	null	1808
3405	31899731	null	1808
3406	54581504	null	1808
3407	533748	null	1807
3408	18378902	null	1807
3409	128196222	null	1807
3410	3778033	null	1806
3411	41249828	null	1806
3412	115335474	null	1806
3413	44912713	null	1805
3414	55461433	null	1805
3415	3966872	null	1804
3416	59501318	null	1804
3417	93194308	null	1804
3418	2421142	null	1803
3419	7309096	null	1802
3420	9123362	null	1801
3421	17922664	null	1801
3422	406794	null	1800
3423	110234584	null	1800
3424	1900368	null	1799
3425	15492973	BtcExchange.ro	1799
3426	53161308	null	1799
3427	46343780	null	1798
3428	114054334	null	1798
3429	12750253	null	1797
3430	75287452	null	1796
3431	122526082	null	1796
3432	99771	null	1794
3433	53318142	null	1794
3434	74782824	null	1794
3435	21376825	null	1793
3436	49671054	null	1793
3437	135300238	null	1793
3438	630119	null	1792
3439	1871207	null	1792
3440	30029000	null	1792
3441	85109762	null	1792
3442	4596908	null	1791
3443	7819255	null	1791
3444	31270131	null	1791
3445	82948995	null	1791
3446	2285618	null	1790
3447	50869720	null	1790
3448	2923782	null	1789
3449	28975569	null	1789
3450	3165758	null	1788
3451	3508027	null	1786
3452	102258657	null	1786
3453	55008996	null	1785
3454	59463153	null	1785
3455	86257896	null	1785
3456	134894897	null	1785
3457	476740	null	1784
3458	3780623	null	1784
3459	16810351	null	1784
3460	60792190	null	1784
3461	16897717	null	1783
3462	17941366	null	1783
3463	4538518	null	1782
3464	90252007	null	1782
3465	20378318	null	1781
3466	424331	null	1780
3467	36583558	null	1779
3468	101615990	null	1778
3469	64270774	null	1777
3470	37597557	null	1776
3471	101286390	null	1776
3472	36582365	null	1775
3473	47087808	null	1775
3474	47288547	null	1775
3475	58299661	null	1775
3476	9637908	null	1773
3477	13025565	null	1773
3478	9416820	null	1771
3479	11298501	null	1770
3480	41049191	null	1770
3481	77891313	null	1769
3482	47587665	null	1768
3483	115260440	null	1768
3484	24052006	null	1766
3485	58426137	null	1766
3486	73193378	null	1766
3487	14806599	null	1765
3488	111482558	null	1764
3489	5592117	null	1763
3490	120054987	null	1763
3491	8499450	null	1761
3492	27310257	null	1761
3493	65423372	null	1761
3494	74012446	null	1761
3495	1460372	null	1760
3496	7441493	null	1760
3497	15941169	null	1760
3498	14908206	null	1759
3499	42245460	null	1759
3500	54868954	null	1759
3501	117007680	null	1759
3502	1321192	null	1758
3503	14304667	null	1758
3504	126450145	null	1758
3505	6558078	null	1757
3506	110886214	null	1756
3507	32357006	null	1755
3508	130174284	null	1755
3509	7147816	null	1754
3510	41570017	null	1754
3511	44570978	null	1754
3512	64635097	null	1754
3513	71367328	null	1753
3514	118657959	null	1753
3515	7775820	null	1752
3516	18296770	null	1752
3517	86000658	null	1752
3518	38802969	null	1751
3519	70411627	null	1751
3520	83829992	null	1750
3521	14590238	null	1749
3522	24298859	null	1748
3523	34222636	null	1748
3524	36141638	null	1748
3525	47174294	null	1748
3526	54571779	null	1748
3527	14268265	null	1747
3528	19147944	null	1747
3529	50934998	null	1746
3530	56240333	null	1746
3531	67988474	null	1745
3532	73205114	null	1744
3533	27043618	null	1743
3534	37567633	null	1743
3535	77575309	null	1743
3536	97208837	null	1743
3537	80979492	null	1741
3538	41195048	null	1740
3539	3212820	null	1739
3540	10320446	null	1739
3541	24342694	null	1737
3542	130375539	null	1737
3543	21284290	null	1736
3544	93332726	null	1736
3545	114722911	null	1735
3546	131291777	null	1735
3547	261410	null	1734
3548	7465022	null	1733
3549	12912150	null	1733
3550	99862832	null	1733
3551	110722493	null	1733
3552	9094522	null	1732
3553	90681352	null	1732
3554	133194836	null	1732
3555	28549558	null	1731
3556	6216103	null	1730
3557	87221899	null	1730
3558	1642971	null	1729
3559	44998158	null	1729
3560	93178224	null	1729
3561	20305177	SlushPool.com	1727
3562	79160773	null	1727
3563	93176834	null	1727
3564	2345957	null	1726
3565	27863902	null	1725
3566	50188954	null	1725
3567	58280474	null	1725
3568	78931967	null	1725
3569	18114341	null	1724
3570	18392553	null	1723
3571	8035474	null	1722
3572	17859027	null	1722
3573	137923182	null	1722
3574	9347295	null	1721
3575	72639058	null	1721
3576	8899463	null	1720
3577	37561682	null	1720
3578	8581262	null	1719
3579	12444384	null	1718
3580	32772575	null	1717
3581	34134307	null	1717
3582	48032491	null	1717
3583	25427730	null	1716
3584	105474533	null	1716
3585	64628748	null	1715
3586	83375810	null	1715
3587	23706374	null	1714
3588	44408233	null	1714
3589	66557525	null	1714
3590	123443735	null	1714
3591	9729040	null	1713
3592	55608534	null	1713
3593	66336727	null	1713
3594	66675287	null	1713
3595	67284546	null	1713
3596	100828	null	1712
3597	12232866	null	1712
3598	74540004	null	1712
3599	52083705	null	1711
3600	49972694	null	1710
3601	58907296	null	1710
3602	3560899	null	1709
3603	9200843	null	1709
3604	112669445	null	1709
3605	94201697	null	1708
3606	125866317	null	1708
3607	43343	null	1707
3608	40303291	null	1707
3609	50280209	null	1707
3610	15430497	null	1706
3611	86745865	null	1706
3612	7792510	null	1705
3613	92053918	null	1705
3614	19788462	null	1703
3615	32110173	null	1702
3616	46927475	null	1702
3617	41626	null	1701
3618	1662991	null	1700
3619	53716092	null	1700
3620	74719462	null	1700
3621	3230444	null	1699
3622	3597575	null	1699
3623	11375206	null	1699
3624	17470634	ePay.info	1699
3625	86083386	null	1699
3626	32785523	null	1697
3627	42126115	null	1697
3628	55172799	null	1696
3629	73033215	null	1696
3630	1936430	null	1695
3631	23821834	null	1695
3632	39012585	null	1695
3633	67267034	null	1695
3634	97443842	null	1695
3635	105445693	null	1695
3636	2947687	null	1694
3637	8707919	null	1694
3638	25658780	null	1693
3639	65051397	null	1693
3640	61600938	null	1692
3641	107018861	null	1692
3642	3592559	null	1691
3643	22867994	null	1691
3644	58495702	null	1691
3645	183560	null	1690
3646	21337911	null	1690
3647	71978485	null	1689
3648	121119091	null	1688
3649	10721498	null	1687
3650	15485442	null	1687
3651	104976700	null	1687
3652	108613039	null	1687
3653	578160	null	1686
3654	3718376	null	1686
3655	28048505	null	1686
3656	63994113	null	1686
3657	70094923	null	1686
3658	9841920	null	1685
3659	70072739	null	1685
3660	71833383	null	1685
3661	92862582	null	1685
3662	97509245	null	1685
3663	104018201	null	1685
3664	21796914	null	1684
3665	30774329	null	1684
3666	35272138	null	1684
3667	34765467	null	1683
3668	58512148	null	1683
3669	113136975	null	1683
3670	1117442	null	1681
3671	19126908	null	1681
3672	47949574	null	1681
3673	70313341	null	1681
3674	74058963	null	1681
3675	41335247	null	1680
3676	74433403	null	1680
3677	116235176	null	1680
3678	3599675	null	1679
3679	32476700	null	1679
3680	73351701	null	1679
3681	27200940	null	1678
3682	1824513	null	1677
3683	41702693	null	1677
3684	81565964	null	1677
3685	17480602	null	1676
3686	24847447	null	1676
3687	57818612	null	1676
3688	3062122	null	1675
3689	18113700	null	1675
3690	95927356	null	1675
3691	115244366	null	1675
3692	123148862	null	1675
3693	4510550	null	1673
3694	6236216	null	1673
3695	50322912	null	1673
3696	5700295	null	1671
3697	9226713	null	1671
3698	63757363	null	1671
3699	560093	null	1669
3700	19239112	Coin-Sweeper.com	1669
3701	32576319	null	1669
3702	48452140	null	1669
3703	89722197	null	1669
3704	123865262	null	1669
3705	4072933	null	1668
3706	7387114	null	1667
3707	21101952	null	1667
3708	28226710	null	1667
3709	62532487	null	1666
3710	89651504	null	1666
3711	5617915	null	1665
3712	21002891	null	1665
3713	80420654	null	1665
3714	127149551	null	1665
3715	3355441	null	1664
3716	3841120	null	1664
3717	74528602	null	1664
3718	128012339	null	1664
3719	39825256	null	1662
3720	65077381	null	1662
3721	131103476	null	1662
3722	2507547	null	1661
3723	8369341	null	1661
3724	11485027	null	1661
3725	18106528	null	1661
3726	83988604	null	1661
3727	564801	null	1660
3728	3345636	null	1660
3729	13140758	ActionCrypto.com	1660
3730	3593218	null	1659
3731	27014868	null	1659
3732	36130511	null	1659
3733	110234585	null	1659
3734	5963292	null	1658
3735	9452836	null	1658
