rank	node_id	tx_hash	clustering
59	76894	646d23863b3a603844ee27c232d075142b547706cd39913c3a6ce3ef8fe9f464	1.000000000000000
60	77078	591ac04f4d89ca8f17ef955572b160269cbcb11dfbbb404a70a6c888162186fb	1.000000000000000
61	78817	ad3dff756433a0015b1ef8cd681131bcc43304381ac6d653ce8011eeab99b3f2	1.000000000000000
62	79765	2722c32592999de0f7c994c2dfcd9cd0420aab186dc696ea04743cb17122f43d	1.000000000000000
63	79982	91755147c899d3f7a7205dfdf064ec93bdf98f2f28fb90e864bc6f98650c06ab	1.000000000000000
64	80852	bcd210eb082c7ff46c256675cdfcdbb98006eac1b47efc5c9d0df4c1f6214c01	1.000000000000000
65	83891	3feb30482cb991bed5cf90d8ac601861fce2eac9da516355befdf7860740410c	1.000000000000000
66	84198	1c918b763c6f29fb08635c034a93c93dfe3e53cdc05e9e9174ae8138c5d8e16a	1.000000000000000
67	85121	46731a90aa9a6bbdafa2169cb393d7ef79b7c4102e63af9d206c7715d2d5ff3e	1.000000000000000
68	85479	0c5fc32ff2a4a4f960628646cc1cc4b17f2d23a97df224ebe79243163ac29de3	1.000000000000000
69	86307	a50da4af7c0349e659f575998abb065c6523fb7f0ba66a1a440369d35e1b1cb8	1.000000000000000
70	86825	5c7b3b55b9b77a357a5ced33f554895ec3bc8b0cbb4faf4cc7c46e46cfa85271	1.000000000000000
71	87235	2741ab0b0410f4cac6910d54adf8d90271c652c4b84b39754b370f57f6531b18	1.000000000000000
72	87673	252e19eb916f19811c63e0f79d1a2562659c284402c1ae51bd00818d8e01900b	1.000000000000000
73	87726	ee0f87101e9f2c99280e8c4038c3b8c952135297755b6c772f159b7fde13a989	1.000000000000000
74	87794	06cced63cb77dcee9fd6cd5fd0a052a73bff32cf86135f68ecba57e003160fc2	1.000000000000000
75	88024	6cf0a9e777ff3548123ac48861543908d4412f4e7e8f3824fedb962c86dab607	1.000000000000000
76	88194	f6b1bdc830044db26559e73cc201a3ea6c6ff8b4c0c84dbcf7d635213c095440	1.000000000000000
77	88492	ca7f583487e6073b525b0ec9d36837c22fc8256241100a361b012660846867a8	1.000000000000000
78	88600	fbbe6b01867a557b82b84b6f4ad56caf178da7846d839532755a366f459817b1	1.000000000000000
79	88628	a724d2a16a6f1b98cb978f5580e56e7cb11e40dcd21434c25b06e8cfb7e6dec0	1.000000000000000
80	88663	faec51945306107f71b6e6e1c22801ba8df43562cc3c06644cfed2756782c0f9	1.000000000000000
81	88737	e83758c330dceeeb660d39713d3844554c32176703e15eb46d68f2fd21b724c1	1.000000000000000
82	89094	ecc75b0d83ab1066e50fcf5f04228a375e267661f7dac034d14d630def6e6887	1.000000000000000
83	89101	a8cbb3b92bc0d9722b4efd27e3a9d6b338f9004c8f35c6a23313241246d82f48	1.000000000000000
84	89105	4883a543620398279646b3a0f871f1f8325a3c26e45e380591eb14c2ad960f07	1.000000000000000
85	89112	5273340841c5a6a46667de6197aebc154ffeee57f15040598bbae62d7e8f5fed	1.000000000000000
86	89117	efd07588c91d15cc6b9f2221cb938a4f2bbc23670c516e4b0de5830eb29abefa	1.000000000000000
87	89121	d9ceb9d5682264cac95a8bf34fc84747ee513d245c5deb7990f7c29120409ecc	1.000000000000000
88	89166	71be7c0408e854b1b86b06de0c26f36840d1eb354a17efb38af0f17c2efce952	1.000000000000000
89	89517	3c40c695971a031998c1841c5d385e2e0a016b6a5f40d11db351a08eb82fd972	1.000000000000000
90	89746	72582830148796b05b01f734cc4fbfb8641a92c6fad031d7df05876290ec87dc	1.000000000000000
91	89985	2a55258a6bef813a6afc8d5928bb71e640160fb71c2b8cf9999dab0e3040139d	1.000000000000000
92	90803	7d8edf582cd12525410d98da2d320a90ab6ddb6235964ad1a51031ea7db2409b	1.000000000000000
93	92425	7b7e6ec46f42307834b6ea7ad709521bb65eb6302e4b5140888a69eae4146fec	1.000000000000000
94	92508	7f97dfb9a0ea09eb65aee92a7d0397effc2edd11a6e047405a7174926342cbd3	1.000000000000000
95	92542	ed8f9f989813df0fee65a17a578770e14ffb6faf9cd288a9d4fdec504d94cca9	1.000000000000000
96	92911	cedc4b3efeead9d63e9bbb41b3e3c4d188372c92b65609c807cdd406ab37419b	1.000000000000000
97	92961	7bcf5ba4016120729d44c2de51be0a97fdb9363a4594257e2b688cfbecbb5bfe	1.000000000000000
98	92986	22edb67004fa5a60674f06a2bcd4c64d50a078c0842097ea6a0f326351d23dc9	1.000000000000000
99	93194	7cda62dff9176d19f220a0f61309ca1ab44b028ff0ee09af55144894da745846	1.000000000000000
100	93203	534ae98b16bdcb30c37ee43fc16b889954f5398e2a83501eded0d04fdd971bf8	1.000000000000000
101	93414	4087ed226d3be82f30bc256051498e97171b91a9c77cb545a19c0bb245618614	1.000000000000000
102	97032	01b21e06d02f9bb4cc46bda647c530fbf509b3960b023c584ecea752d9d15bda	1.000000000000000
103	97199	6915b370975e1463901bb3a32a91b6b607b1af22c06d3160e0996bb348e3802f	1.000000000000000
104	97718	abc468904c2d632bf9bdfc1714a0868dfb4be927c088e0a4f32dc69c6acfd358	1.000000000000000
105	97891	79349a22e6eac8748399329e3bfe66ddf3551bfb0aeb494af3bbc1498986293b	1.000000000000000
106	98566	1b73279e313bb1e98a0cc3590a15730924bbff9623ad36f02d06d4c83337e018	1.000000000000000
107	98730	51633725af51131bb6373784ddb35ffd32629016b34cf6a03d2d46a1e0143017	1.000000000000000
108	99120	f45b692138ff5266d657568aeaf25cdec9ce4ac0e123d0ea60218cec3242a17e	1.000000000000000
109	99741	9565907d88f1c97b8830f8276b09b9c4a95ad2c60ec4c12995dfc6585ec76063	1.000000000000000
110	99780	0d562f5f3b098924bb6a77b0708474d50bf8173f78711127895bca7ac793f861	1.000000000000000
111	99822	a173f8296d9dec944c188879630d757c2577c07d6763db9e8c1c1466b4cdb0ff	1.000000000000000
112	99860	8baa61ad9b6946741eea8e3e9eece8c90b6806f5ab41a7b2e5c197489b7f9423	1.000000000000000
113	100299	ed4d3ce3c1caf54dabe184762dc12d396403f29f580babf878debfe9b53f40a1	1.000000000000000
114	100610	b8c0bf3b70e2c4b7f040c15b9bb0be4e1d75eefd8eb3015a1b5b4ccb712e1e5d	1.000000000000000
115	101503	35d26590a9405193dce86cca08dcc0744c11a3ad3b5fbdb35e361feedb0fac4b	1.000000000000000
116	101554	0de70e82f87342c50859dc557021f0e154338c3bebfaa97831aea1a66f234446	1.000000000000000
117	101961	09360868553dac0c3ad126d17969cdb139157d3669c6e0c83e9854bbb980e9bf	1.000000000000000
118	102040	0406c7e4ae75c443075bed9b39ff609caffd7ac063f45d85a00750eb846bb2db	1.000000000000000
119	102077	e35a9575c5b1073b57f8099ee1997fba92db415bdf0568f8291f2845867a15df	1.000000000000000
120	102666	e1b65b353d101f49f3adeb1725f54dc7029de8d24c078ddc03ad13c47776b33a	1.000000000000000
121	103080	650c59ebe42ee6fadb1c401b04531022243ef9e3de8da85544162395ba26670a	1.000000000000000
122	104185	42df4cc9d7ea978f20ba53b02e571e7b3440fd2c1286f4a1e670aa642060874c	1.000000000000000
123	104411	031dcdd86d1f1e78f7545da876399d46e89b8fd74d8d4c5354b0e62f06a0a4ee	1.000000000000000
124	105255	43745e30572717a04e0161096a48c0b0dde567e298554e523184fa0137eb257a	1.000000000000000
125	105384	d0fd971ad50afbad6a1d4033a6494d57c438954eb534172a770ad9aa1556cf31	1.000000000000000
126	105446	9efc84fb89614bb5f20394924127e61616a5aeb4bca535ef6280989e604f0f38	1.000000000000000
127	105926	efb6d16ae6aae9e7f2472efc093b3e6e6e2fb38ca1c7584367aa21cbca7c67aa	1.000000000000000
128	105942	899014e303fc52d46de6f83b7ee466bde670981c180f4b8c6dfffee5fa4db4e6	1.000000000000000
129	106149	4fceff6365675610f5618b3ccf1078a3324f01c81c2f6e3e66830e324f37b77f	1.000000000000000
130	106535	b8d29938aa27dff9982c08ccebfcd6f7df839b23695a7e987fd3cc6153f37e5f	1.000000000000000
131	106736	97dbf45497e92f5da8a0c33eb4bc354bec44e916e5568299317d31616aeb56a3	1.000000000000000
132	108624	361158adf214001fa277b15063c5c29a0839c1a5947b1a3d8063a76a267bc270	1.000000000000000
133	108643	37b465cfa0f3b9f40bc7c3b4ae37552aac855fbccc9b41181d41b233e5334617	1.000000000000000
134	108665	c1322645419f40332e85d3dce868d547725dfbe3b02cbc904b0f9a92db4fbccf	1.000000000000000
135	108699	f30cf49abe36c6b91dfa4e9bb5f177d20844fc611c305e5c688f2872cc21999d	1.000000000000000
136	108729	1d596ed6eb20d179d36ccd00d230e50e14f858455e15485ff7c9813f30378af9	1.000000000000000
137	108864	60c5cd75676e3d83f854db524196f369a67d61a06b412bbf47c9678e54e44f18	1.000000000000000
138	109337	6eb8f71fab200054268949ba16e6cfcc667e9bbc50fdf7339f9556e11b3847c2	1.000000000000000
139	109483	7af3d405cd4b96b744786a1c6824f8224514e017ee701c9cea7cb3600166ec11	1.000000000000000
140	109740	cd7698c9ef20cc74675b6fafe1b6ea29cba95b52500ffe361d00c4f9c9229b73	1.000000000000000
141	109943	aee3c3a834f77724386653a741937aff17f1abd671d58aa737dfaa0f40d8cc43	1.000000000000000
142	109960	91fd2b98c4c160874829d4cb93a8dac82699010fbb25c7c007d9eef99a402eba	1.000000000000000
143	109975	705796272e040a25a04e0846864118b29276617c42ecd0949343606ebab0c3ea	1.000000000000000
144	110016	fc3730bbfa443558c677da6898f106ee7d5516b14e21bf369def7cb6a5bf6b8b	1.000000000000000
145	110043	fa6d96b1fb56dac21f94321f74991dc614562c220a809dfa6203d8e9dad6b74a	1.000000000000000
146	110054	2af6be2eac11e61c717563b79e987373ca33381b88aa842467fcebd17493fa65	1.000000000000000
147	110104	393e173d76ce950a33a30e9b76cfe130778808a0d33753e0c4170940151954f6	1.000000000000000
148	110134	fa5c12a252ad83ab58d134f34d0d5efe45625ba79433e1d96c87a26950b13d1e	1.000000000000000
149	110174	6555fbeb972c23ee69e31efc16423fcc1676d59c50b009b0569e34b0fd6d24dd	1.000000000000000
150	110288	1f2bd9658c62619228b34a9e9d0f5718def0ebde2a240afe7ebc6574c5734543	1.000000000000000
151	110335	1cb85cd7cd79666b637536dc54977622b8e88378bc293fbdd8355cd8aa0f519f	1.000000000000000
152	110350	b496fc41487e47da079a49fb28da18737526828b8297fd1e0271bbbaf292cf08	1.000000000000000
153	110358	43514f9bf4a31852402b96d728bbc0489698f13ec9efaa437ac4ba9d22ec0b53	1.000000000000000
154	110382	4683867fd2083e86d936aee7410d8bbb36dd61a1fcb496e2fef7f117c94b83c9	1.000000000000000
155	110399	5f1956d47bd5d2ea4a16d1657925a3ee8954cb284ee351df04bd5032def4c071	1.000000000000000
156	110643	11745b568f4177392d9f61451e638da58104f4de3406d3008ccf60d6bd8e926a	1.000000000000000
157	110652	a10fd974811c943abb6522f9dcee5eb549a4d125cb2c70e7ef291cf635efc1e9	1.000000000000000
158	110688	f170fe8b207416f874359f9deee72d432cd046d2aeb81da81bbca7179e6333bb	1.000000000000000
159	110696	808e3f4251d97ba79a2459e13308e94c04e787bc2a4607b38b79bbaf8d122b51	1.000000000000000
160	110729	77e0b8731c138f8865b5adb6804b8e2a82c44085cac84cb7e61005ffcb7af1bc	1.000000000000000
161	110745	f6f1c620ccd823718506d0f5b1aa6efbf70269e9977176c37f26fec2d83834ea	1.000000000000000
162	110758	34e72aa4bbf2c3db4576c657ebafc51daeab8040526b1dbf5845b0559ff7225d	1.000000000000000
163	111244	2756e9c0b60045b3c4b10d4e8d89e0d49ea5a884804a25d4f50ca6f9e34d6c93	1.000000000000000
164	111258	2c567bf40549ae742809bd05354edf08f4b5f76ab5742285d78a04c6aa7f3c50	1.000000000000000
165	111277	c89aa35077a14f8edcaa060cebf0fd3dfd8a6420e8b9159740ed51650777aa4a	1.000000000000000
166	111311	58b5ae02ae1d686ba62e8d009639187d656d765a7103cfb78b2b64df5ba340d7	1.000000000000000
167	111325	e8268819c75c3101b2e9ed694502acf6ef7b19cafd0dede22edbd8df8e15ef6d	1.000000000000000
168	111334	4a382314f8c169c004f9caf35debffa8f71584aeb9a2a212b486796c4dd9a8ba	1.000000000000000
169	111359	ca22f564627b565a75cd1b91183a70cee64c5d9e64387f967919dc38c603f4da	1.000000000000000
170	111378	18533b14700b888517466b9796aeb9f4c37eb7fd905f8669d4cf80fd0fe317eb	1.000000000000000
171	111530	82bee44abef9809085cb589c6964783cfbb4606e46cc20376f317afe849b370a	1.000000000000000
172	111570	38a7abd0b6ba8a18e5b78edd85beb61518557184e03ff9cbabd2e3d664adb51e	1.000000000000000
173	111811	e88d7b2a606f1273b8e4a5d85bcb68ca9033e3df1a8e846b90e59ed352737050	1.000000000000000
174	111827	f53893873bf610c52af33607fe3bc1c24daa4947f52a5e6d4877aa7d393ea05e	1.000000000000000
175	111844	32308418e64ce5221ae2d35e1d8c7fb559b78cbf986616d612f7cc98f2d9889d	1.000000000000000
176	111858	ac21e081d68d16258e9b66a4dd8f945b555678ba0b89fd9d404a8c4e580fade0	1.000000000000000
177	111872	958c51be5f59385f1508edd08e77989081aa185198bbf5e3fcf4ec4733e13a1d	1.000000000000000
178	111889	7c996dcb83ffdc2bcf0f3808bfada57de860d759dc0db864c8c5e209201659df	1.000000000000000
179	111920	d52321df77b755a2c8510df269031a615d8e851f2afc648b7e0f90d5eafa1929	1.000000000000000
180	111934	af3b151269143c28b3833bf2f0eb7d12927e113517844c59eaa3ee9b36009000	1.000000000000000
181	111994	62877d6beee56d1f979049aeab408a80c7720de3667ef0c14142449c23f0da03	1.000000000000000
182	112097	c2220db300e457cfcab3c77894edabb4aa7c99f084f59ad1c7215cdad4c97aa0	1.000000000000000
183	112111	44550bd43d30816b9e19be6fb678851db0d51e20d941460fe34ca0441bfec608	1.000000000000000
184	112126	66a28d5c48b04cfc999768911e1c4a458c336bc4592f1f5b03839b492a01b431	1.000000000000000
185	112185	604cba15486681ab47557ec5da7311beb53349e7f761453980d6a12ec860614e	1.000000000000000
186	112204	d80fd2c732627825754a7fe30d62c1c1e906998b2b6b4f9a1bef45c609d58924	1.000000000000000
187	112364	409d68d583ea389b31386615bdc5294df68552f00fea5dfd2de012a57254e6da	1.000000000000000
188	112480	1a923d7db937c7fceecfc0321bb42fb1be059a7c2bc2520c1990afad2861fe86	1.000000000000000
189	112539	01b50cd5658eb727921a76490ba36a2bb2e3a99240455767c22200033ff6597b	1.000000000000000
190	112626	e03e58a434cb3893e0b792f7903b49cbc308dba091a9c0f2988f9c0f59bf49a6	1.000000000000000
191	112816	ff721c186df89c049d58ef2f90aa5bbaa99f4cb310989e98cc39769336a065e3	1.000000000000000
192	112847	e470fd57396117795ab07475ce8cb7f4f1d0153d5841679cb5277b98c86b2aca	1.000000000000000
193	112900	f675adbcdf7cfc3093ff1a26c09be79bba4751454c04999260627161af5b9174	1.000000000000000
194	112947	89ac59c3e1f8cbefb73f9564cd31355f1b4fc88bd7900b55641ecc654f1b9e2d	1.000000000000000
195	112969	f01414050d45ab135818715a712017a156afdbb2d67725d7f91102f606c57947	1.000000000000000
196	113150	2483cf72fd73967cbefdb7ac4258c7f4800ca4d35dbca2ce97bbcac6e8b1f426	1.000000000000000
197	113208	2deb00e65fd77e2b8bd8e4a2e5018c400354717683005a4379afaadd2271d8f0	1.000000000000000
198	113228	df5ffbd24655d8dd58c7fc8c873cadc8398a6b0bd0d1145394200a4e1f81a69c	1.000000000000000
199	113248	872500eeac83b1e5a2f9d49162a389a43ffc05ea4b88b69c1bf443af0b274308	1.000000000000000
200	113275	7c01b22b1b0cd687712775868ebe38f20b0e51f36a5b66ae6440eebf71396b5d	1.000000000000000
201	113402	accf9a3e17046b28206dae6f112f1439850a9ca977a0516cf24e222105e6e3ec	1.000000000000000
202	113480	b39aa9aa91ae9bd6e4346d2ec7dc21da843f866b88b9f1b1b4c693b436b84f85	1.000000000000000
203	113783	0d90acc500fb3f6cfdabb8932ed5063579ca80194954ad655ff9076d1ceba222	1.000000000000000
204	113874	6cc0042124c6e532fdf761e392e0028fb9e712b6e2cb11044ba2ad934a8c2851	1.000000000000000
205	114156	4e72bd62e927915795e7876e1057ac646350940e62628c221e6828346c92313c	1.000000000000000
206	114238	792942406e6500535783877ec5825992ff786eaa6a92c8500ac27d9ac1017fd8	1.000000000000000
207	114400	5398fe58255ada61442765ee617f169b6152cb7067ce1d3deaaf472372e359b9	1.000000000000000
208	114427	25e9d4d500fd94f4b97737bca9f21a61afa860f9fb2000b94300472bb8672e85	1.000000000000000
209	114435	c706594ad694bfba55767e5776fa934ff2b9cca02b93d802641f9d445d1984c9	1.000000000000000
210	114459	8133b8ebf4eb3dda8f9c0f665962e603e8c1a985cf9551342352d170a859c178	1.000000000000000
211	114661	d313c2c301f4cc9d467b254beefe80e5c5ee5140de9e3fc70df1225081bcfd7d	1.000000000000000
212	114763	3d42ca9b4076e7b4e84eed0315e08eb86cc5993f0afe629236a19a1fd902dcb3	1.000000000000000
213	114813	173b657ad4e02e3cec0f516bd07e49224706ccad655d56e944ad029b00767e86	1.000000000000000
214	114840	2030202745bb0119520242028a23c26c87161e79753b70dfa25e1c3772fea61a	1.000000000000000
215	115163	cf34ee565eba9a390d1f410915c67817793a44a25d1fa3bd842907b1a5a3e468	1.000000000000000
216	115183	0ddb342895a47e3c81b71b236aa2b03fc59f40e2e38301873dacec80d940cbf8	1.000000000000000
217	115432	e58322d3eca64a6f7a206cfd3f11682b5bced620d07d6d29079db82abe50d2c0	1.000000000000000
218	115546	a4165cc71c28752da08d8124067774a9e2ff8a2714515d69d988bfb0644ae003	1.000000000000000
219	115626	2455009b0fd77a8c4846d49fa7da352f475ece041dca56b4066ad0c40c179a39	1.000000000000000
220	115646	5dde9b76f44f137b3188e5828e630629d0b156df7918370a971ba84c374fc716	1.000000000000000
221	115950	ca783309ae67119f2b2602555f18c962fcb439e3dadd9d5216af5e1b2a16e0cf	1.000000000000000
222	115957	49eb83f8f47d995f124f00df5541aa75e5b49b55ebd8539a21f9647af2a33e32	1.000000000000000
223	116007	ddb56b7646a7dafff36f57b0bfc1ad7b2d412759bde3ee73847997e84c5d1537	1.000000000000000
224	116031	3618bb4580bf9c002b57e092b15490e56b4bc37821c18aeb07153cea0c309296	1.000000000000000
225	116121	97e469cb625be7b63dbdf7f0240b92bf62edbe6d2f0441d157ac21c0f7196fd7	1.000000000000000
226	116536	740b56f22075b2c076de44773ccc54056fd53f22ec607cf80e748d6a7556ff6e	1.000000000000000
227	116584	5c6e466a1cf950726e8cac4a9d59f794b58e9a46e38a9e799470e8b3cd4bbbee	1.000000000000000
228	116717	de26373c1183b4ec60ea5178cebe4dc22881a4cdc7f2da8dfbb59ff1ca49ba7b	1.000000000000000
229	116807	b4e2d741baca14b1f40efaada0e21e85c494ea84a7ac36a999afbca53d9eca42	1.000000000000000
230	116835	ac023f1be4e876339710db3a348d80070a502c981733231ca03cc9103ec71250	1.000000000000000
231	117088	188a25db6ce5b9751551b4473fa869603380f23f31cc0d1a6633f4a4857507ec	1.000000000000000
232	117267	a9f64966a6e46a37a8bdb935ef94631bf7ae11b5d98c00d06f83c186eff1c679	1.000000000000000
233	117331	45098d86b9d725a6bab15c14889e9a8e4ef8532971262aac40f8a25de65cbeff	1.000000000000000
234	117368	8cb3d58bfad244416e0177d67269ed3fd7026bc107c518779efdba5a216e283f	1.000000000000000
235	117390	2957d0441c3e3a92197e1792ef455d4d7db4690e690a9103fd244fd5f1775b5e	1.000000000000000
236	117436	57a29d6e411c672ee19e08a12f717abf56149fd1337c087fdfa0d36b0cc49d34	1.000000000000000
237	117572	25905e2a94afb1a25dd666d40b4b7c6abca91252572153f5ff42ec2ae878ca1b	1.000000000000000
238	117657	6439a982a511919bc6e99ea8098cc8ac405e184caf75c61195eb1bd736f80ab3	1.000000000000000
239	117693	8156329ea508f0f9befab8ccab395b821010d26996a77b7eff769f8609630b01	1.000000000000000
240	117716	9db75212ee5ab136aa962473b9c4f2c2e7d34bbe588213cb88b33f7e99c45eb0	1.000000000000000
241	117726	72dd18dea37587ec1c533128fab9ea8ca2edfffa9e5738a22c3eac12c5905f96	1.000000000000000
242	118378	d966e79dea697b653ac8929c6f4a3b8f6971b9e6a3602f44901651263f1ec575	1.000000000000000
243	118398	4eb62eda648d3efb930c336c03e6927a9102468f44081ecb3b2fe428ad81a1be	1.000000000000000
244	118696	19ccaef3ba3ea5c8ea96e59bda5eb3c12f3d0109e4e9b10eae878e5412b1466d	1.000000000000000
245	118733	692375b534b78a9a2c037dcbe60ecfa4d9b4fc5e33d2afdcb574582dcfbc0b77	1.000000000000000
246	118842	223ff45a8340f4e9cbca59fcce0625cd97fdf54324ecd8c93d3418aceb1e648f	1.000000000000000
247	118892	1fc6475f9a3e1b64b5963be588cb95fdfe1b2d44a6281494cde294241c7e8c88	1.000000000000000
248	118956	38844d08d28a0938e8abc364b1a1a5aad5479d3415ec2d2bd0d5f088c0a95a9b	1.000000000000000
249	119154	1132b7a42a468b1ec414f2cc1f4c5841cd04f5118dc723924699220e0ead06af	1.000000000000000
