rank	node_id	address	label	clustering
263	13958	1GgqPTaEjmaKpJocFVDfJg8UQmiNWnsois	null	1.000000000000000
264	13962	1Hj8QZwUuKEa7fs4NMqea6yxZJuG2XtK85	null	1.000000000000000
265	13963	17eBaDCVK7gZiR3fEvwDcUXgPCoSfZRp1J	null	1.000000000000000
266	13964	18Ka5ocunRhVaYf2pZckM3FBsPVzGD5ohR	null	1.000000000000000
267	13989	1Byg3hYV2xdgoN5qTyBkT2JZ4gFdaxkZCs	null	1.000000000000000
268	13995	16v85JX3Zy45BqQXwGmpQWKvhkfDP62eDy	null	1.000000000000000
269	14016	19sYCncyyEofiy8cWy6GkUfTBh9jZZFQg3	null	1.000000000000000
270	14039	1GnyqCNtMLQzaxNjVNz9hGup4YmgVML4Sy	null	1.000000000000000
271	14077	15mKKE9TXC9QHZ8CXWn114vDaoK3uFs3Z3	null	1.000000000000000
272	14180	18QbVRuvWmWiL9VAdZKiFREGgHR5VkKb51	null	1.000000000000000
273	14226	1Jsjfs73WMRQ6NtXuRikg3haYgeNxh42Cw	null	1.000000000000000
274	14233	12ReWLP81ffjpPYbHfx1L9MtFoeXFr1Ebv	null	1.000000000000000
275	14268	1A9kYzu1qBoWtripXBh7XmjSuFpwgWpzfw	null	1.000000000000000
276	14272	19xBzbUSRrLGo8RCsuwgRfM7kTmsSJHLEP	null	1.000000000000000
277	14282	1Hn4mRnc18R2zU857kkaQp3JGCnJqwGVER	null	1.000000000000000
278	14290	1FFmMNBEFssgrS3YsVEfdgGnn4P1w3Xa73	null	1.000000000000000
279	14314	1HtHo4F4zECq3p7AfYGCEaSdkokjxjavx6	null	1.000000000000000
280	14338	1Bn5Xo377HiEUBDJg5u6aG8u1wQ6teCTEg	null	1.000000000000000
281	14346	1M9LJoitvcPyTUL2Dhvjf3cYv2U42YnMV	null	1.000000000000000
282	14358	1BnyvHQ6Joh2Fsr5LDf21NmtnzLH3qTne2	null	1.000000000000000
283	14363	1MjJkkBtL8TTQDQ8TNULe99xwWhz214YhS	null	1.000000000000000
284	14374	1QF51npenBSkqULXhm6yVDeuCUEVRBNjf3	null	1.000000000000000
285	14424	1BVt5tnYS3NyFX47XB3F6twtUJC5uaXPjg	null	1.000000000000000
286	14433	1Ph3fwQzpFSFGsC4ec7yrftdaHvRSqbqB9	null	1.000000000000000
287	14443	18NhCcU8R72B2KiaAvSycUzkzayJuxCpf9	null	1.000000000000000
288	14445	1AffWs2HWBEaC8jXf2TAbPruCT4jGRnsvP	null	1.000000000000000
