rank	node_id	tx_hash	harmonic
60	32672091	4c4748eddb971a3e5f6d63207690499560108c09c7c8c356897126e53728dfca	0.04190113761925972
61	14773918	2e0151c02de80770a1dd3ee8dfb26a42c660de717fe508d3b19523d803ad20ec	0.04189139560320662
62	29369101	76756523491fa3a5e06ab28875ab3084488414d89d9ec6ca95833cc30dab3c44	0.04188513774451046
63	31078561	11b68e6572c083f910843a70177fae909622514f90f492a1868547694fddbb05	0.04187459435520261
64	32606845	2b4b0644d4ef6decb470120c5ff84ec69f18d1e4b7cb896ca418bd3021fd1b3b	0.04187115233642632
65	15147521	706cb63f6d33e8eeecfb7883b7a31ac375dc1805c417060efcc58d3755ac4364	0.041867134962088014
66	31291533	09570e799935aacae86e34ffcc56cbec696d5cbc4dbfdfb9ece67223869fbe3c	0.041862970462939915
67	13362646	255b8cf01e0b9acf1463ca36be68e2261cc0e955b7a1c3f0914e717673b35948	0.04186094554795334
68	32803753	b3af904dbfba3e320b906154b468ff85be97c234839f718f8e72ee5ef513ad01	0.04184926803597577
69	14446190	089dfbff40f9f0e960bf1db0175311148f1c188c096627e6ae2123bcb47c2b87	0.04184889313910401
70	32346859	60d4a9842a7ed2aea6455913809f46286c034e6b981fad3bd8e9b0404c64b369	0.041848167239541836
71	15796034	e34833a037fb43006624ef33d96f1b30e853b755311f2f08a3e06d3213dc22a9	0.04184462489288996
72	32740459	ce483a3f5dbbb80f1066ddf3e97f0839be9821977c532939309ac9f258a81a87	0.04184286623147338
73	31676683	7fb39ca160039d718a650b6afe7c44686c1e04b34862c41c90fb76844af64ae2	0.041840849267228766
74	15084072	12f39286f251ca30b382e669b5cbe90a5ab550c7caacc5e365b207a23257f9c8	0.041839877394906466
75	31243058	ece2a484b91a327da8947018129ebc4900970f823de112e9790a860dc04e2dc7	0.04183826724027642
76	33266431	27a0797cc5b042ba4c11e72a9555d13a67f00161550b32ede0511718b22dbc2c	0.04181678577104709
77	8787109	33ff368325cfb6fe033c44031a2cdf1e7a17ff63279dd7bfccb592e7937c296e	0.04181087560540694
78	32950932	a03efe187094ce0a6aee82ad2fa914768891f3ba036e91a57dc46d19341ceb54	0.04180675780631855
79	30959131	271e5fa5839002d07365a8dc9b29274be0b7a575e5be0999c0922bed92e6bb05	0.04179712171282092
80	28857793	dbf0da974717abffb7e3ca47a333e20292c9980f6a61c6058667a66c841cd0b2	0.041791379049695085
81	31429414	ba8608faf62bd425108f024cfb767242d89a3951a42de523f3526ca28980e4d2	0.041789883517767405
82	14709735	264d3313b330e4a6711ae9c8b146f1d6a1064bd85024bac9f9ece4570e3ec3f2	0.04178524291751183
83	14972031	4dc8618f2f407e9044105b760709c2dcb5c8dea7edc5df61fbdd80aa9d2a308b	0.04178280599747408
84	29508046	21eb0c36f71fbdc840707e2232501dec46a2bbbffb0050c21c466cc0109b31b5	0.04178003733621542
85	7551704	99bd57a2d88b62492abba40c01b021fe0571a33a2d687929b8d3a5b50b66fbad	0.04177357140799825
86	872210	f36222943ad100899acbd8300f943ee2c127babef879d8a3c0696c0d914e04ca	0.041754861151483566
87	33752060	7fcc2af42a1baf1acc2e9e062b14282221da62130c565386577eb2390109514f	0.04175104158354081
88	33007291	637552d0594075a7ae386f427687c470dba04f111b44119214115310b789a30a	0.04175059023523879
89	15681949	13e8d0cf722a6275622cb54faaa825a0a5c28cbe6abe1e8ea8b208730b077502	0.041748600090162284
90	32801782	45b5361c7949641541458783d8fc9a9b2d6c8c7e016cadb04343a1e8e6f789a2	0.041743674056689654
91	31242012	d86ef9cda6515439b2a0fffb36caa5c64ef7c17bd07e7585c886abca215b84bc	0.04174288102181661
92	30799837	f1f0eeacf1bf7cee10bf67cd85256f55396c005a8ad0366bc451a96ab17b222a	0.04174267912458612
93	31493550	52f3371029b46566a87ce34d6afdc09feb3aab13c7e50ae5a05f874918aa237b	0.04173706164397874
94	16545375	646b013d80a4af255b6c0d15a658ca4632e1b51d78cf307b01a38820d1be5fdc	0.04173267479548237
95	31789634	924f12a4a148ad5c3bb93d078c7efea34a4a20ff1feaeacea1f7cf52ea624a40	0.04173264463203142
96	15242302	a740756ccf271df820f7a4a08e73f5dca82ae001ddd1ca778c97e5d8ca06d792	0.041730153298957004
97	7560486	fda4060bb59fb6297d318c595cf0447128cd2966cb565d66e1249a26e2516ca5	0.04172826412612716
98	15926742	21bf11fcbd10e962bacd30be431a97520c16548a57ac2986e46c3f2814acf4cf	0.0417282281290596
99	7636844	e1174a0cc2e74abfd8ad8fa92826caa179f8981d85dc474bd0841f7fdef6c15a	0.04172142224671326
100	13426223	aa49c63330ff63118c2eb7e78c448bcd5d347a3a0311d16aa4ce24aa89cc50d5	0.04172034627632172
101	31921354	160613b119f9983517c4fe160d5a3827fbf5f7eba7450939456959d9a58a6faf	0.04171672988751274
102	33518157	5d81cee07b92a393df3e0873d05ce39d808b7ec90991b0bb862849c5f8bdb717	0.04171670570647494
103	30800682	0bcd230fa88e17caa5814c243ccd901927ac7566797c6697c11acab0b43e2fcf	0.041714101024367005
104	33379647	5a6ae9423be97cd3f207ea3e032f9a09edc82bc87a625c23d05173a3d0138dce	0.04170782188025616
105	15484101	fa164bab769bb29cd929b9a1ee9e8f1bb91ea61e29a96293af4c62f20380296d	0.04169889727797294
106	16916227	dd82c293e2cd138bec61b472f9f95c4978c524a7c9be5f748cc7be672e36e3fe	0.04169204459887244
107	33400673	573de9a243571bc5f4157ef39ca067c053d436fd569bf14e9792121b15836c5f	0.04168583103095893
108	31132388	0a9cfaf5d279c1253c85f1c21ff3711fa355235e1fef297d776b58c2b7db0976	0.04168245869723903
109	18207096	093435cea5d4627c3e4a154fa13153938561f80f128f5cbf51b73db63a7091df	0.041680973583316155
110	14221975	fd4fc0fc7da2f6199f101c79cdfd4c1868b72644fd6732001e559f3a9d4de500	0.04167489080480399
111	31131632	bb7020a51e2b1924dacb351d20a400f1f47a5f427a491c8febd1c9aec8dafd5e	0.041670192759038535
112	31557775	8c242be877352180c5e65aa6bc23099046c96e8a4bccb228ca2e4d496adae0ca	0.04166752341618382
113	29180131	0de2db3994ec9e150596ec41e0e7c4795db74fb054f856a0a855827f33b9ff8d	0.04166011700845415
114	32606064	cfc440d1162a81ea63a79b383e71b9a098d61ba341b3c19be2ef6e332515dc59	0.041657832844115235
115	32482827	911d3ece2eb3fb4d291470def2071504f5d22fd3c162e0396187b19e81279f93	0.04165755304638207
116	15807681	641f8252f028d91e4eaca68b47f8b850b849cf38d51dcf204edbde86a5cf48a4	0.041653234702257534
117	32098775	22c811090a50d11402ca9acd641911bc648c53e29880528625673059ed0c9f1c	0.04164968800717957
118	15513398	cd4ad643cc976fb3d70a454fd4fece6e94b662a55afb96e6a7b1fd24e159c962	0.04164693201272173
119	30117899	fbf5056bef74a95458281e3ca0016436afc0067f77d492da73e185b467a05be6	0.04164112859899823
120	32946500	c3bcadfbe9cb85b7e3f363c5a0add0e50ade382e7617f28e3d0b65298dd625ae	0.04163995433232294
121	29914133	2f50fdf7adbf58e91d738869948f4b191eb3cafa016c6df7e9182c06e4513852	0.04163742440202041
122	13969469	b94a4098f0f6301985e83f596f8aea09a93a7feed6362cd98427003b51444304	0.04162331200737518
123	31921197	192c5912967f5de9c9cb4cf74969144d34751235c6105bac1a05002302e8d05a	0.041623000764849045
124	32276536	9a29d5b133a6ecb226ea1a4a0789d98871d6bbd23e468ea16b71407243d61632	0.041621572094802495
125	30739646	607be9a8b5e8610a18a01b7d36b3473beebdc1200b54861054f8219bb4ae86c1	0.04161424583995873
126	32346848	15aebed87bed99e6b8e1adc5d19eb488ef1ac57ac7047532bee5a54c3cb33c47	0.04161344859110586
127	31292823	4d2dcaddfa86917a9a20d0a9496a16ce7bb0377470ca7f88836ab8bbd142eac7	0.04161312533769584
128	15783252	9564b68aef61fbda0af0b4e12bfa0b2e275ae9e0250150d205ad6211e5557a57	0.04161235246403164
129	14881295	d391a0b1182cd0be8b8dd47904e73881f925a5aee17af34ba19c2b590d1f16a0	0.041605467520039414
130	29233097	9f98a0007a99c873256f6d46393d1771d5cb56f35bc16e3d1974e338ca1b89a1	0.04160532304004997
131	34254417	27133c59365f991b7b63c00f0c5e48b83d72bd9926c6dcd3756530787892a93b	0.0416031474548601
132	32548691	fe53e5692edb74ecf6517d0da0022af74d6d44ad0ec21f434ad392009e2b8006	0.04159707524808119
133	32870918	2420f5b305a60ceed211fae3e2e2c7aa1e21764eb139ed2da8b0df03c7ff04e7	0.04159201179144731
134	6478818	338d838ec0d107aa1f6ecd6bc45c4bdc59f0764781e7a1e59f719d4e62f7af54	0.041578878244967976
135	15345355	07189dcd38315c08ff517c3db30f9d11a67014b00934a81243390d697b99946d	0.04157310652259424
136	28862404	94cc29f369715d11199188f95baf0ed9b32b688d532fad27af5658dad50b562f	0.04156802105252308
137	29804920	4af5e4152aeab0e2184447ce4faac73ea8f8d6e761652caa2536105aa3d91aae	0.04156670371209817
138	13847548	a7246399537caa6495f96b3b58b646eda051f5a954cbf44b6f3d885fb1c6fca6	0.04156406403462479
139	32276537	8a1dc71e97cf9298892028851bb40d33d75d00b34df1c0fb18cdec6ee5b276e4	0.04156353190192991
140	14572333	ecdfa016ba14157582025c0236bde55def315a1f50c29da615657d2e66051ba1	0.0415608184114941
141	18121311	cbbc98b438bb3d4a78068f996ff3e49e0524d55e230a93db0c1ac5da711a4f69	0.04155594205617266
142	17384313	1294e54dc69c10c6c55d651d438c6a2695cef40ad86c89dee92765e42f28ccf6	0.04155308630548156
143	30174360	bfa116018ce2285030dd7fa632fb9be80865e34c324b036787c29dd55fc6dede	0.04155275471144923
144	32740221	d0df4b64c3d33c52844bc50a16a011844d9a29602e0f670e89c97b4cd10d3998	0.041548978259133666
145	29861573	21ca947c25e48caef5a741390d4b9fdb11a995358e313c4725582a01671d3ea0	0.041546073320405066
146	31621937	4f9b3353c6f5e719bc97b00e91f0110beec57126d2dbd3cc0467180b66e9e345	0.041538703573118375
147	14039628	9188a377ee4efcd50e682708582e5b432df8fe133114044559e54bd18e1014ab	0.04152926931919298
148	14844732	53e6bd7d3812794dcdfb027b1defa6ae2429bed0afe40821bdef8e41198fa8cf	0.041528536372902616
149	16510976	a6f067d43f63686ec89d86e252b28044f983f587976c25a03968dadfee3e3dc9	0.041525970194577946
150	33599368	db2725d09ff37b8060a9252313455fe94884336638a96b58c87805abf08b7bc0	0.04152107757444519
151	15734744	7546138cc542cccd40417580f6a863705f27784d95fe26b0e0147b4f42b08f1e	0.04151660419499662
152	33063106	7d7a0c21c3dcc1c25e37de3c4bfd42884e58ce4015f34f1a63b5e3eaa7ee255f	0.041512446913808315
153	34738875	09231a910247c3061108a9b26fb46482cfdfd514c8e86db9abe1cc4aac088756	0.041509375348340295
154	33457770	5c31372b3829ee458c943ece1078ffc3847dcefe00341d54e57370ddae097652	0.041508327150012556
155	13914604	2a17416a95f234e0602e92486c37468b0e509b27654891c4b56d7b853a332305	0.04150745063982181
156	13097613	cf8174abeda5230c64eee096e740332671491e502dbdb4407afb508b77db3941	0.04150673741440616
157	34738880	860bf6b1d1a359eff353c176fde9798a72114bb1dfd0f0fe155ca4d455861b40	0.0415066266121273
158	31429415	b248d0e6a312e11340c3ccd1c787d12fa40782e981a6e0b8919c609004201673	0.041506095543669415
159	15629343	919d051f7d9528bf22b170b09dea9345a98ba311ca5ec92c7228c53a80a58373	0.04150557081475448
160	14022762	4abd60ad62757944953442c04321288e243b57eab9afe81ec1d81f8976a6916d	0.041499441590834685
161	29972399	53047ac62d742c1dced8edf0e2cb9018d9d9c0e25f8d9011af9b876c25cd489e	0.04149674170780568
162	30266000	e3432e1ec0d20e1535a124f143da242a4175cdf241d01529b02b629d4a8f570f	0.04149421557122421
163	15734864	49b73dbc287a2bb38bddec6bf51c6ea4d47c6df8c4bc754bd70a2d65dfa169d7	0.04148890436187935
164	30219130	f93fe7185ec735c0d8e19798f0686abc01acf7249e9b1ef68c119de85f32657e	0.04148738441954342
165	31492697	6e4a434fc5d066615bc645a1b0a1bbb203adddb681c58e40a7cdfd9bc2cab3b0	0.041487036745826864
166	13549194	740420edcd8031ffd3c7062c96e007cc5cc7470d74ffdea0ddaa776cefa028a7	0.041486551684731615
167	32804568	f3839ea157bf26a7f691fefc34b4d6150b6cea8185740632bf14cd9be5ed8ea6	0.04148322421623541
168	29642383	b33667b2230f59907e27114c6aa7976106e1642d6f1a8e4ec091a304fdd4ac2b	0.04148275276523523
169	29426857	59d630a15cbc93cfdcc589a7f3fd288c8509750c5160518701f7b5df82fa0387	0.041480386364894935
170	19665579	799d4b73d5657681cbd746946f47568240fa3f0f8d943e68f693b4c83ffb72bf	0.04148019074441341
171	34516875	0bb57f6e38012c86d4c5a28c904f2675082859147921a707d48961015a3e5057	0.041478009844390006
172	31677257	4c302bc1a69f087ad6d01e1f59ae6453066eeae3adb83469df806a4d889323e6	0.04147697226982174
173	31288962	967a97276d2d07055017180f08c92fc7465b2dc222bc36489de8bd35476711d5	0.04147529712489092
174	30381908	8ec2f8f4c9e8bf8a639b4bbe72d3324c1ec686650ca091e4046525d0cc161151	0.041472669680859255
175	36307786	4c2d34d5f55a5ef387fe3a608c5c16e108b3f31e5ae7951f65f883df3642732f	0.041469900733928075
176	14623450	dd30e760efd638bd5707769b7c91dcd89fcbe9e1a1fc736c1973a7300cfc6586	0.041469729102359444
177	32871438	f3683fda6b8a9f21215eba45eb71ff2e4c990ba3c641af602256cae6d840f33a	0.04146799683697171
178	30904826	fbc780beea8e26a5824197ea38bc459f672f42134958cf653bfe79c8752e7fbc	0.04146465642704978
179	29114015	66fe0ad005033cb6048888baad63c0f79a6e23a737f1e7abd976d32f5ae030cf	0.04145532559112886
180	17442346	bc3f6aca20cbef65fc700471c6443df22974014efd2fd3b3f0f6103083a7b48e	0.041451290629817936
181	30492385	ff4c959f19aa5bcee0c7b2893f72ad9cb97c35e0e73c0ff7ceb135ec1fc4672c	0.04144591770050249
182	17751531	638ca02f87716bc9054b1fe54bc2b2ec6eafb8b664cac2a5aabc91322349f00f	0.041444856297884254
183	32346512	051ef595e14cba060a5930cef5e685a59c06b51f3f7de523a71c4028bb0b92f7	0.041442108898881176
184	16320435	e8dba2bb2dfbd35be87de63799b103bc2c21860634cf5dc28070983586e849ee	0.04143922077529565
185	31078567	0a76136f47eb1dfa371baed309bd5a4ba56217d60a25e5bdc1cc59587f935529	0.041436779078134874
186	15970125	49c298c4389aef29d963f40d8b647a20928f328ebd87093fb420fc077a1e7eb2	0.041433360847543406
187	31557774	b7e407820dfa432e16bc04f32dfa2a237fc31f7b6c294f4f5b88eb3b7d6ed82c	0.041432016288617354
188	16326255	1d754d728edced1d51c04addc03d79e0a7f9b90447a18659119c9de24f102edf	0.04143188228602533
189	7904296	eaa90b7fa86355ca8787118e70a2af10d9099902dd6f15f41fe3410f335aadcf	0.04142953218633792
190	34663970	3d0afc6606ef0dd325fa521d6ef2ef838843b026e6461e7684c7cb86f0a0a254	0.041427760361261994
191	14273086	c928af2afd6d521a47590d481efbf3fbed533f9cc0ff8cc1dedcc7811a293167	0.04142702379545017
192	7847582	49d2cc04e74a6f06a226e9f771b2b9ebb719eda47ff56631fa8832c3a8c35415	0.04142467367494185
193	7610606	76ca3b5d27fc0de31343bbfee9af886cbd8e65cdfe6eda856688529c6de6bbaa	0.04142312403234257
194	16163296	220700ecfe038fad5748740438a0cbcadb78f849b9fa7a46af720460570f46d7	0.0414210598060801
195	14935249	e73a92e460a70b98183bc0dfe179dcc98f9e2df55be90b9abc78405dd1af06df	0.041417163885913676
196	15000153	0b7cc4e6eeab120548af8a9e250dd7b7d09f468ae406e191ff264302ec6893aa	0.04141156019999706
197	33266332	a4e1c28e9a60b511cf033a79044fc86f26ec28c3db9c0841756a8d2d3e5a8045	0.04140695828265899
198	31859519	6cfd8f6cf44e062ea860488c2aabbb7de0c025932522eeb7ef19a4ea3da46f37	0.04140673390550001
199	16005213	191f371ed02bb09fd11effacc4f94b4d8c01c5fc32c5e5faf885e3fc7eb0db78	0.04140579575849732
200	7879240	65746482e0e3eacb4bc6ae9346fdf5e1312947a73532c8e64a0b23aae29dbd9d	0.04140533095164976
201	7995630	7cccc443c61f192a7c4479c6349c1e9eeb6929f141b88141143eff01d01f4f7a	0.04140489844886485
202	31429317	d2257ff0069e97519fc162d529c12fff2c3f3b725cd9fe964850358451a83767	0.041403734449433766
203	32419267	a92fb44d38f6829ae85891d95068ae9da73c653533e47b0a31cc0fcb5d47a9ad	0.041402966470117375
204	15875477	8df62b0ea22a6c80ec5550974a837dedc6c404f085ad0934fe3f1def563e78a0	0.04139701316661366
205	32098302	8149dc0e9bc5581b927ac0117d32328c558df12709863aaeb3c3b2cbc71d747e	0.041396933782743395
206	30683679	3deb3e7f421e9e87a3d721d29884107b6e41d5517a5e0df49bfbfe2be25ea36b	0.0413939221311815
207	16289648	cf39a4e2bf84b0c868026faad1c9ac49f9c99a89f0082a2b0f4655d16d0ef651	0.04139107795179896
208	32040363	01c17411ff6a4278ada87c28dad74b9d1e79c799743fd2d63dac945645123ab3	0.04138802564595673
209	33753051	300cafc07578688e5a31fc0051e20696a3e29a351a2c144576920163eb44823c	0.041378284135925175
210	16545311	be3315289144f142d15c9763768c6baf0c4bcacb5eaac239546a5e71d8aa38b3	0.04137687452097263
211	16916228	3d7a98a8d0b25d7693a86cb3f01f382ae22c21daadc50ad779adc80e55720ee1	0.041371052896189336
212	15352385	21d2ee750ee167f1c5d0e2ba48ee16e3d08b6ba2c9a321d02e0ba2853000d31b	0.04136431852103341
213	33675086	5c9b64cdf141e1a6827b1214e489766067b95a99ff084ce3dd49561ca81acdfe	0.041364303455581744
214	28814360	306011be3e2998288a66d3c19fea5a5844783cd08d0baf733b98464cd2f3cb57	0.04136164119130408
215	34213469	86256ac4ee254b9e7f585e3a384b166b50e6cd2ccaf6fbfc190a2684d09a5a25	0.04135467728243336
216	32156745	d255a8c7602ab25076ff5007945581d1376e18ee4f03d24c22a8c437cbd1ec6f	0.04135372688854573
217	14989180	5efd1d1eadf06c0cc9541e5dd7045a2b8e81d152571d98e1f48c747671639beb	0.041353586279817764
218	15266564	c63d594e6fe7649537f9c9d4fcbdf3675311954c14aaa43e4721c65cd15cdf01	0.04135258278635311
219	7966329	42f3d15c926f0b98eb9bf2bd0473818e2695a2611641f202794fdfc56255feae	0.041350411062617595
220	16287107	7236b6a47d51ac0f910b674fcf0d9daeaaef8a1656069b8008c825dad752c621	0.04134478119012956
221	36127904	89648efebbd7d1ad02c94e4151fab3afd472d71bd2b82a5d9714c60011169901	0.04134101364025792
222	32549156	69f1f2fd12add1f53d3ac2aadd04c51921646dcad5f4b610188bea19e681a553	0.041337903687502196
223	33062519	b925a34a37e6fe83b635ba01279751e7cbc7633a20a377acd3191d3b8943893d	0.04133662935082277
224	30105128	e76770adb723407412a89bf10345c33da0ec83b292a93897edef95b4729ad596	0.04133375640246008
225	31982985	bdceb65b16bb2f67e5be9eb4dab5499a3fcc603e11a5f2a7dbba747f4489bbe2	0.041333289728719975
226	30623231	3948ceae20e5210c8be2e6f2188305aa17afbd6c7b7f7a8f48b9be0ef9faa276	0.041328679645900826
227	16633779	a0e99d373c311460ad237e0b2ac1c7066dad77bca3a8ab760cbfcefeaa9b3bf6	0.04132820997933917
228	16165017	9fde7500bdf1d4dac42b2c4eef5c99acc47dd90fec9a81cefd1a4320044febbf	0.04132275851573311
229	32346863	dd8ef72174fe511d47603bc8ad2ba9c84803519c1e38252a5859e0f65dc2bb35	0.04130861012220744
230	33062718	acbc71c15b3b1d70cfc370d69426b7c270c48edc4cf60024407cc0d5ffcbdbd6	0.04130426444108162
231	33678964	9ab3a37857db46b643a610b2a65aa6ffaf5c01152e27e64318a49e67c81e1c0c	0.04130302369681869
232	17148854	4baeff7e4c56d6fde66bca439fa1e849fe548d02cc02099a6d7db7396d7bd830	0.04130261982792233
233	35755183	8909dd3a5542028e003065d60f3d3f1e38e56b0c443d4ef0276d176a29ce03c9	0.041300668280813795
234	34472320	9a4d51b56cab7870f52cadb51574cf9f403e8d8c7b6771452ae9d2366fecbf2d	0.04129580835755252
235	16062171	a07b46f88325a543c3fd424304740c10d414a10e9c91afbe4df8918609268dff	0.041292851155066874
236	30853886	dcdfa4c97a99f4d757345276df77eb44b56a5ef25f9e8f724eb6bd727ae05852	0.041289676853748146
237	35004315	bef895655946ed9a16c246f08146047dc72ec288e88269342b5a9627e97e5a88	0.0412865484564063
238	34517126	dbab1c84db23abc33c2c89a650b23e2996e14e5876334d083f7281b62e3ef898	0.04128454968253049
239	8663577	3298e69f56b67771b25a36addd9ac19b97f8aad5a25393c7b6408394e2db0469	0.04127988588362783
240	16659974	f0349e9f54b89f33e94066dff88f85bb02142b0e6bf9af70c9e67d08f95f125f	0.04127594500033464
