rank	node_id	tx_hash	output_id	in_degree
2698	302774429	4450b2785bb031670b27342c6ecce06cc23ce895e295da7dc39990cdfbde296c	0	669
2699	302774430	4450b2785bb031670b27342c6ecce06cc23ce895e295da7dc39990cdfbde296c	1	669
2700	306633899	e05a78ba3ad05cb3468f64b368f0fbfd34b5acbd4a59c30eb83c433a1d8e38ab	0	669
2701	306633900	e05a78ba3ad05cb3468f64b368f0fbfd34b5acbd4a59c30eb83c433a1d8e38ab	1	669
2702	308804721	082a425a0ef516c20607650a098f6a2d908f9131784d7e0d9d2da2e6ee35739f	0	669
2703	308804722	082a425a0ef516c20607650a098f6a2d908f9131784d7e0d9d2da2e6ee35739f	1	669
2704	312354002	f53dbe1ebaef3261e729030e62618746a46482d3c5864fbae80033ef1addebb4	0	669
2705	312354003	f53dbe1ebaef3261e729030e62618746a46482d3c5864fbae80033ef1addebb4	1	669
2706	313524340	91ed0c307f7084d5c647bf42dcaaa6c424dd56bb552e0602ba440b46a00d2e87	0	669
2707	313524341	91ed0c307f7084d5c647bf42dcaaa6c424dd56bb552e0602ba440b46a00d2e87	1	669
2708	323722634	f584b12f5c63d47d537d904abaa67f529bc881a3ca90b2cf252d1a381574668e	0	669
2709	323722635	f584b12f5c63d47d537d904abaa67f529bc881a3ca90b2cf252d1a381574668e	1	669
2710	334903461	8d9742bc3de3a6f18b307d1d94415def60c3b6255bf4ef26324b83fb6657f8de	0	669
2711	339853673	2ab1e6692d532ee4557e134ee64c32c01095fe8bdbd69dc8486f728664200812	0	669
2712	339853674	2ab1e6692d532ee4557e134ee64c32c01095fe8bdbd69dc8486f728664200812	1	669
2713	348530824	434e81ee275986dcc35dd303bf86757c79236da5829f6fd4269f6749086d78b3	0	669
2714	348679534	5753dcc5f8856a19a5a16e52e8c2620500ba62ab45929d136a4cdcd1b68e1591	0	669
2715	349995556	0339743777014d1c4738b2a76034be2e634beab8372f281982598bdffccb9bde	0	669
2716	363687122	436063397693189dfd1880751a143d4bffbb90b0a386819d4046df59e982a7a2	0	669
2717	375944002	10a9d4e31f52a626f8be671008c287ea15313bea5fc61b9fb8367aac7a53533d	0	669
2718	385238574	0d6b22411f1577f3b6cd0dda68074dcdf3c7e10987a649e4836c907fe73aecec	0	669
2719	385238575	0d6b22411f1577f3b6cd0dda68074dcdf3c7e10987a649e4836c907fe73aecec	1	669
2720	390086075	dbff11db417cc0609d1d776d5f252572e27823b71a9fe4f6e503a951ca67288a	0	669
2721	390086076	dbff11db417cc0609d1d776d5f252572e27823b71a9fe4f6e503a951ca67288a	1	669
2722	394360286	b1d73ef4e132869ecd7e148522020101545ee7214b4539a58c506452ab0f9c8a	0	669
2723	394360287	b1d73ef4e132869ecd7e148522020101545ee7214b4539a58c506452ab0f9c8a	1	669
2724	394360288	5f6c7c05cc03537ba20646a7b839c7900e58075c59ed2eea019b1e5958a6594a	0	669
2725	394360289	5f6c7c05cc03537ba20646a7b839c7900e58075c59ed2eea019b1e5958a6594a	1	669
2726	398726051	eb22b69f5f62bc93457b8e3a5963d98bd21a9995b282188c39088d74a413c77a	0	669
2727	398726052	eb22b69f5f62bc93457b8e3a5963d98bd21a9995b282188c39088d74a413c77a	1	669
2728	412037320	7f8bbba38ea4f67502216a7a23572ad6b446c343aeda1227dc6426eb69913080	0	669
2729	412037321	7f8bbba38ea4f67502216a7a23572ad6b446c343aeda1227dc6426eb69913080	1	669
2730	419492325	67ee98f61cf4380ce48dc31f1486037a451c1dc0739af9f4a65410b9ce22acb0	0	669
2731	419492326	67ee98f61cf4380ce48dc31f1486037a451c1dc0739af9f4a65410b9ce22acb0	1	669
2732	420369531	5e31e0f24ce409219191fad30fe1a09f926a84d0382aeb90394d5c2d0f90d180	0	669
2733	420372246	19f87d57671645bf18a3a19f98464deaede982ffd3b8af1670abdf192cca5de7	0	669
2734	420372247	19f87d57671645bf18a3a19f98464deaede982ffd3b8af1670abdf192cca5de7	1	669
2735	428635679	e20f32ce5a93dd6515a9bc39fbf9a62685b7ef6a72ecfe1054e54e791ce456cb	0	669
2736	429147737	17a07744afb18b713219e93c0a2d4e914f55668ae07d1da446c6f11835d9e66f	0	669
2737	429949072	baf4ab7ef1aaa8405e15d279e07a5f45985208bbfd14b2c9bf4d16b68f2ece0a	0	669
2738	434461753	a431cc6e9d4c3dec2e709c09091ef5d7715faa575fffb91b1c85890295d7cd23	0	669
2739	447323620	48156c2b63a7e8001563c678e8708c7f55db0b4c84a9d1c51bb5a6b61c6e09c0	0	669
2740	448091505	dc21508ad7d8d79eb55a224673523f7c5b546bcbd5768d2688a27cf15b24698e	0	669
2741	449027811	e8b33b1dbc5006f9ec945f101624e56a13267ea4a5234b3adaf0af5bc6d96273	0	669
2742	454475782	f3151a270604dfca708a401fe6bd4c9ff69901eb0896688415163bb229b9c850	0	669
2743	454475783	f3151a270604dfca708a401fe6bd4c9ff69901eb0896688415163bb229b9c850	1	669
2744	457036598	03b0ca9c7bf6fa098ceb6a7ebddaf6726eda390b0ae8cc2823075f06644c23ac	0	669
2745	457036599	47eb63e6e512be8d3c4a2a7c053ddf81c6b9056bb9217dd38888129658e46d6a	0	669
2746	457037056	7f2741ae51de7e29c5e80a01035b5bdba27c0d34a8adcd20379e0b10d5220cb5	0	669
2747	462033784	a004db26c6c6a19323064788b6efb1cf2f6727f05a68af66fc0bbcca2c2bf2f0	0	669
2748	473794745	4fd36ba2b870e063ff50bbe40cc74b9baccdca44ee70aad6c030e9cf946fdd2d	0	669
2749	474088316	309ee4bd88c2e4ddeb70813407406a08464a8af07e421346215f4033c0224ea0	0	669
2750	481894367	be6468903ac1df99101b2eaa1e7a3a8a8cccf643097be277b0346584cfb31b1a	0	669
2751	484211527	055a3fb9cb1672c508faaacc0e568f5aaad42893c9336e4f23054203420ac871	0	669
2752	484211528	055a3fb9cb1672c508faaacc0e568f5aaad42893c9336e4f23054203420ac871	1	669
2753	484238000	a7784c74441f6665033263972da5e1eb356bbfb9a4a4beeb82d4219cedd4b833	0	669
2754	494977686	8317c51cc6ea3f8f562e10525946da8c0206cdcff28876e07d8432bff673bcf3	0	669
2755	498052089	6fbb9eeb13b7f1847b15a949e03533891a6654177325c23f5adb4e1e25fb2fb0	0	669
2756	501689437	f91d7578d1b1a396b627393477a47b9d4d933d36a47795eec93426842f2675b2	0	669
2757	526659670	c053fe6eb1081ecd542bdb49a5649d6fcc237c6c32188383573aed2733d585c9	0	669
2758	529207384	0b82a095ecb14ff8994d5dc6b6a7865e83896b065e876799972c36b14869cc5b	0	669
2759	533096566	dda55c5c6d8b92afed3bf0d626c43c2811abd5b5f22ed82453312594d7794b59	0	669
2760	533810533	f96c94c9db29b44c6ceac516e0f97c3e5f648eae838449fb4bf7b715619386e2	0	669
2761	536923270	0a627b09dc983f691dd2e73d9a8780a0d704dea4f1f3e6163dcc87267b75dc29	0	669
2762	540385269	81d56c782c3ca7798ed1a3f7e98056c7db13d629f63b1330c4b09165cae98883	0	669
2763	540385270	81d56c782c3ca7798ed1a3f7e98056c7db13d629f63b1330c4b09165cae98883	1	669
2764	541246226	161710d6a1f033a237691b1b7fe340270016be71b1fce497fb13e31a0d4ea7bf	0	669
2765	541246227	161710d6a1f033a237691b1b7fe340270016be71b1fce497fb13e31a0d4ea7bf	1	669
2766	548427572	9e6b1227ab0417b503e44e2f65c02cdfbae33126f28380e6fe72c7a7dbf47f23	0	669
2767	551472680	df73ab4d22bf2de2ba63592242a38989e811cd420289901524844aa03752814f	0	669
2768	551472681	df73ab4d22bf2de2ba63592242a38989e811cd420289901524844aa03752814f	1	669
2769	559490972	48b8346c4949a2d23af9dde549871e763742a44e4b6cb43757e7dcf7390a5e26	0	669
2770	571036440	67c2136c834a1bcbc806b2be9b6fa1216146e8fbdee4037a7c83e82fac05c3db	0	669
2771	573681682	764472236607a00eb4614618eae10f03551e415d7892261591647d9432a2998d	0	669
2772	573681683	764472236607a00eb4614618eae10f03551e415d7892261591647d9432a2998d	1	669
2773	577087218	07c4ffbcd58fc5ad0ade756ce91b8f509d469f7cb8c447a48db44d44dbd10c70	0	669
2774	578303020	f9b8e0f22f35d98440f1aec2cc52a55605181c32fbeca8eccff122b3791e238a	0	669
2775	583781640	afbf679b7832f20917686121dddd0d8295dc3e3977e10191ead6638d41ed3fcb	0	669
2776	598970527	438f042da90c59f2b20720f7f3971b275c022aa7ee7155286164e53104012e8d	0	669
2777	615283245	ed2308afaf5cfb435ec55cda19aa929e53a00e79b7cab535ea222ad422db01d1	0	669
2778	615283246	ed2308afaf5cfb435ec55cda19aa929e53a00e79b7cab535ea222ad422db01d1	1	669
2779	620256022	7234024fda5d06139eee8c4034ece263d23655a4d0d7fe5c4d5bd9ce08d9d255	0	669
2780	620256025	c2c0a49066f10dbcea19bfda2c10cc91c8a01b89d910f78182ffab34a650d732	0	669
2781	620256026	c2c0a49066f10dbcea19bfda2c10cc91c8a01b89d910f78182ffab34a650d732	1	669
2782	628938127	0f1f13a3eea1be03aa7342fff16bd2f4b80a2e4a728908bc70376109a9822ae3	0	669
2783	629600772	80be1b57442c61a74786201977e50b13c99bccc6a09002469b80ddc2daf801e3	0	669
2784	630558289	e2d7060f1da2a4e517168ce3af267ee5ae20c0b35c340c7bf4d3713b1dd06389	0	669
2785	630558290	e2d7060f1da2a4e517168ce3af267ee5ae20c0b35c340c7bf4d3713b1dd06389	1	669
2786	632581421	1815d515141f153200252430361e7ccaab212672d0205eef42992890f8fc4568	0	669
2787	633230032	793372fb3aeb92b3afec225311972d2f2091bc4740fbfa031c8f18eda59c3005	0	669
2788	633230037	3bf21d2812ef70d0c1fb4daf45454154ef237cc8c5eb3552453d3df4fb355478	0	669
2789	633233412	73f88cd73864e096277200c7fb4d106514702a1cfc21b02d6ee5ba6445ff58eb	0	669
2790	636164014	5e0f753d2fe1d3fb6050f3bf3253e71be0a349f1bde9636638d0f938178f75a0	0	669
2791	640812058	c4a51c8a77b07a7fcfbd14eac75920957602417f3f05bccde56926098e3ea996	0	669
2792	650960399	31da0d53bde2e47fd5e3656ac8f14803227d6f64525c5ea1ef9acfb8017dd7fb	0	669
2793	650960400	31da0d53bde2e47fd5e3656ac8f14803227d6f64525c5ea1ef9acfb8017dd7fb	1	669
2794	652556313	efd296b7b4d25a30b4a78d0d6df8c4a19b4aa85fd113639470fe7c43614ebc1e	0	669
2795	654554200	01e54cfe5390248fd266caedce1ccab26c49b1428905c987a1cdfc0640876f60	0	669
2796	654554201	01e54cfe5390248fd266caedce1ccab26c49b1428905c987a1cdfc0640876f60	1	669
2797	659043777	3885ddb38ac2d01b69a5655ebfd22fad4140b5ccb3cefef4d966230c0eea88fa	0	669
2798	659902028	8558f5f81053017ed8af191034cc0f9e421632e656b51ab05254ebdd230a248f	0	669
2799	662850616	1c7287cb82790e5c24f816f6cc740701c444172ac231975f889ea314c1a830f7	0	669
2800	662850617	1c7287cb82790e5c24f816f6cc740701c444172ac231975f889ea314c1a830f7	1	669
2801	664168141	df9b66a3ea32cf61162da0ba0127c3c7072169eb72dd6597449b9ad8d935d375	0	669
2802	665171116	2c7ee090b1b43ee10e8b7dab93d55e3764afaf395818e772816db4e4153903df	0	669
2803	665399292	e664b29321fdc52ba6069a3a2c8836bcd1aac38657df8409a6f65ddb57f68ed0	0	669
2804	665445974	fd3261168559dc22255dc744a174c8a3f23c00365767e15a9ba22558d07bf9db	0	669
2805	665445975	fd3261168559dc22255dc744a174c8a3f23c00365767e15a9ba22558d07bf9db	1	669
2806	665493305	fc809c8bcfeb53da8ec46e9405966a2759303f7a11a923dec3d6df21e31d8d34	0	669
2807	12387587	fb5401d6f9cf210dade86fd66d40d64c26db2a2aea8813219f3e78f00170014f	0	668
2808	12387588	fb5401d6f9cf210dade86fd66d40d64c26db2a2aea8813219f3e78f00170014f	1	668
2809	23143781	180189cda76e54fc8af601232e7557def1911e2d135c3ff978d60f80da93bb74	0	668
2810	23143782	180189cda76e54fc8af601232e7557def1911e2d135c3ff978d60f80da93bb74	1	668
2811	55222121	185c695c4f5d918a1425b414beaca663656b67d33742f7f472e993b1cb96a69c	0	668
2812	55222122	185c695c4f5d918a1425b414beaca663656b67d33742f7f472e993b1cb96a69c	1	668
2813	73703593	9714131b9aa3d976023738090668d94f5fa6a7f20e4a506d6edd839b1f08f120	0	668
2814	73703594	9714131b9aa3d976023738090668d94f5fa6a7f20e4a506d6edd839b1f08f120	1	668
2815	87943506	5fc5b5787582845c27d147bcb29d7fa6f55b128dac78dad9643ab64c513fdd9d	0	668
2816	87943507	5fc5b5787582845c27d147bcb29d7fa6f55b128dac78dad9643ab64c513fdd9d	1	668
2817	102798654	3615fa8d3863ede12d12e9d13b16dfcf86e34caa49270e1989d0f6d7cf62f8b1	0	668
2818	121473216	d2226e862744773a779ce83b57fe0737406918865d389131768027a4f52603a5	0	668
2819	121473217	d2226e862744773a779ce83b57fe0737406918865d389131768027a4f52603a5	1	668
2820	126657276	01cc2059e3a8225490f0a781b36c7697329d577dbc9d51a67b03c6b9394ea84f	0	668
2821	137819244	d095beb6ffcb7c44a7c8ae4124276f85e72a92b83e00017561f9776bf8de26bf	0	668
2822	137819245	d095beb6ffcb7c44a7c8ae4124276f85e72a92b83e00017561f9776bf8de26bf	1	668
2823	152183412	6c426927a26677431b9bfdf4120ee254b581bbf99f3145a46cdc44ef6ba3802b	0	668
2824	159077569	ec0761e5e23a5fca2f5a5fcbc3049126090f2f596a4e10c1a5dd3353db0d27eb	0	668
2825	159102406	9209da70fbee302377445a32b33b4db11504f9067949bb27c1c53f1d93b4f731	0	668
2826	175878745	8051682740891047ff7319da8a4df0fc84d1ee69c3e790a78f86867be78e05f0	0	668
2827	177096370	d6e0f05eec2ccc07cb7b1e5367c69e22159e5d50983b7c21f7ee998d23d8c7db	0	668
2828	184997514	0795c610450990e8119fa88f636316465e6d10ffb619858eab42c22b78fa508e	0	668
2829	184997515	0795c610450990e8119fa88f636316465e6d10ffb619858eab42c22b78fa508e	1	668
2830	187927861	c166f314a49cff06ff80a62440cd9202fd0d892bfc1047db57b450696450cec1	0	668
2831	193638639	d3e9c8e930ec48b0910e3699f1ecc7edad4956901a3282a412924e9f8eee8ba5	0	668
2832	193638640	d3e9c8e930ec48b0910e3699f1ecc7edad4956901a3282a412924e9f8eee8ba5	1	668
2833	196292220	b0abb19ce9de4557dff6474c12c46d4e838ccef4f50fb912af9362e1e1565fc1	0	668
2834	196292221	b0abb19ce9de4557dff6474c12c46d4e838ccef4f50fb912af9362e1e1565fc1	1	668
2835	199770085	f74b8b1d859dc3086f4b14f7568dfa6edac03dad16d5e587ebbf7cf70fb035b4	0	668
2836	199770086	f74b8b1d859dc3086f4b14f7568dfa6edac03dad16d5e587ebbf7cf70fb035b4	1	668
2837	222991047	e9785cf1c103c747397008d701ffefb602eb3e5ee3e2ff1e0264073ec1837776	0	668
2838	223344823	dd3d5ad36930803accfcc46bf0611d19bd18aaafaec6097cdda880dc4c68da17	0	668
2839	248586853	1571642a56e28afea737ddcf914695eab9a7d7e3e9d90174cd82754a8453082e	0	668
2840	249933984	6cb53b66614e6fff7aa61a7afc936a0a80abadf8c272c5b64f6951f966b996d6	0	668
2841	249933985	6cb53b66614e6fff7aa61a7afc936a0a80abadf8c272c5b64f6951f966b996d6	1	668
2842	262913963	76a716014988a186dcd9233f536b6cfb1005781d2827a31cecac64c929aca141	0	668
2843	263809529	dc54b383a8ca017091228563d26bbb5677887ecda1d4bc7779b0509a416be0dd	0	668
2844	263809530	dc54b383a8ca017091228563d26bbb5677887ecda1d4bc7779b0509a416be0dd	1	668
2845	280651387	6d72abc6413456deeac36a203a17a6636f531e4878163bc4d52edc321a3bd0eb	0	668
2846	285871650	c8ee1d86728059f7b94179c152e1929f99497d5ddc83dbc87dbe204aa36a8fab	0	668
2847	299494803	f9dda933af360c8b6ef8dd869437a26ca084f223f9aa68bdd356790a01a3f64c	0	668
2848	299494804	f9dda933af360c8b6ef8dd869437a26ca084f223f9aa68bdd356790a01a3f64c	1	668
2849	309878981	1201fc3ef77d3088379c3d0aab469bbea8183f35136ea9b4217acefd66aca98e	0	668
2850	309878982	1201fc3ef77d3088379c3d0aab469bbea8183f35136ea9b4217acefd66aca98e	1	668
2851	318525881	db434a943bc2c515b9426d68c317e6287cfd102fef658c7f5bb7d0a0e158cddb	0	668
2852	318941338	fb973717ad2a7e7354c5d393c8a58113437950998194d4e4828b51b375d87b0f	0	668
2853	332405176	be1c566cd65500da8c7067c2282037f0105da8834f8c21ae9220ca6984c97468	0	668
2854	332405177	be1c566cd65500da8c7067c2282037f0105da8834f8c21ae9220ca6984c97468	1	668
2855	345282702	85346a253eda85d32a26c44d788d1b93cc1856b82d4d95544fa72ecc451530cb	0	668
2856	345282703	85346a253eda85d32a26c44d788d1b93cc1856b82d4d95544fa72ecc451530cb	1	668
2857	345519505	9b4d6432dd25ea8cc0e7f8acbadd2ad00b70f9d6603f41272b35aa46e87bec51	0	668
2858	345519506	9b4d6432dd25ea8cc0e7f8acbadd2ad00b70f9d6603f41272b35aa46e87bec51	1	668
2859	347414025	f83b9f50ec9e4360d40983fd39e49e28f071457db56ad400048e5ad614e25691	0	668
2860	347414026	f83b9f50ec9e4360d40983fd39e49e28f071457db56ad400048e5ad614e25691	1	668
2861	347642862	b46940627b7460c00606d0be3088ab550ee154effd74579938daa1ef4bad3dd5	0	668
2862	348679538	64af6588818f71094351a0d1d158aa501f0e8888778a0d73a95e8f9518924244	0	668
2863	349991339	fe551472fd17607223bf6d73f48d2ffab70a37d314f5e7e24503d037a17ce14b	0	668
2864	350460368	4251353125531e1a86ac1bf46a2e73ebca23c310a5ac65aeb7f754844d00ff62	0	668
2865	369515648	47cbc566f1f21a7df01de08fc33e859a5015825e564525105d1d2f4c24bb9fba	0	668
2866	376073825	4e84051638b16baaaef0d9dc09f334d4c1c64bb0be442bf5d51fbce308189d6a	0	668
2867	389719680	da684459af32ea9afc2875e59c78d2ba360f291ddd5a923629dd64956eb57539	0	668
2868	389719681	da684459af32ea9afc2875e59c78d2ba360f291ddd5a923629dd64956eb57539	1	668
2869	390607868	0989fdafacc5e57ecfc6739a434fbf06efed92f3c76d861a0dbf15240c02a77b	0	668
2870	390607869	0989fdafacc5e57ecfc6739a434fbf06efed92f3c76d861a0dbf15240c02a77b	1	668
2871	394358858	02610ad24a1c94784167dff4428c29661b3544355617c00ebe4c43f601980687	0	668
2872	394358859	02610ad24a1c94784167dff4428c29661b3544355617c00ebe4c43f601980687	1	668
2873	398726041	48adbf8d0cce2de9bfee757d31ed932ee67e1ac8a2af88a5aaffaad9b1796fcc	0	668
2874	398726042	48adbf8d0cce2de9bfee757d31ed932ee67e1ac8a2af88a5aaffaad9b1796fcc	1	668
2875	400636149	ed736e8bbf0d4cba15171d5759266502e47d54eeee083517fc90133d9ea7a062	0	668
2876	400670481	ccf0f181a3766fb3aa649051a70d77bbc539e5ef47654c41f3cd7cb9849bfeee	0	668
2877	400670482	ccf0f181a3766fb3aa649051a70d77bbc539e5ef47654c41f3cd7cb9849bfeee	1	668
2878	402342139	49ec85f15e843695ef4cd3a952955a1a65cd819a70d4feda23f2fb30080ffe59	0	668
2879	404058119	38d9a8a61d2b594eb8ff96ff2381b67b2b39609d2b48941de2d0e95cf7467257	0	668
2880	408343645	2f6c658d6f1b2ef3ee08bb157cb12b99cb3c97f3cfb750c13f1cc0c83a537a99	0	668
2881	408343646	2f6c658d6f1b2ef3ee08bb157cb12b99cb3c97f3cfb750c13f1cc0c83a537a99	1	668
2882	415397179	dcc1d92bab24db586e9c552852dcb4a5fa6250d1aabaa6285e3f02a0e5057632	0	668
2883	420374909	7738dff084db256fd1b9a147d0c715f81e3afbc28fc1f9268742653af0fd0ee2	0	668
2884	420374910	7738dff084db256fd1b9a147d0c715f81e3afbc28fc1f9268742653af0fd0ee2	1	668
2885	420378463	12f9fc57d5c93e4591381b99b4b25bb2dd1c8621e997ae7468dd7f71b1588cf0	0	668
2886	429949827	ccdd4b853a545f96543a7f0924394273109619d9cd96c7b8018a462a1717f8b2	0	668
2887	429950826	0f0d902093843dccdbb3033e525a665dbf7730c58ef87e317b3561e589126ab7	0	668
2888	431320670	0eaf3b22c342086f40a3f7b5b687c3286d7d61ef248fbf9da82760fca74718a1	0	668
2889	449027818	8c5029c28b7a1d87d6a974bef96ef1c25e70d4d8399c8398e761dfe663552e23	0	668
2890	449027819	8c5029c28b7a1d87d6a974bef96ef1c25e70d4d8399c8398e761dfe663552e23	1	668
2891	457036596	25b680e285b5a167017c48581287a32af0af5c9dd7f2033af53a539638aabebe	0	668
2892	477764783	d265f35100bfbf8927917216cf51cdf90d71d480ba51f6b10f17fb960bc0dd38	0	668
2893	484231734	bafcb83b6798e2d1e5867bdf28083ec6becdf1f41ee5ac7b3315525c3704ba8d	0	668
2894	485790006	874d6126936a8e74a7e403dff129ae2719eb504272f23bf67cbb2ac8e1f1e8a3	0	668
2895	490539575	007e4408872eaa52c7056fcb660df3ddd1d3210f3861b3f89dd439b06d3b187b	0	668
2896	495199977	f9613c4783af91229e623995de7438bec50567856dc0f23a12b81eee05fd10c0	0	668
2897	495199978	f9613c4783af91229e623995de7438bec50567856dc0f23a12b81eee05fd10c0	1	668
2898	501521297	ffcc0eae80ec7644de533a31240af180db80cd55f21b2f6b212b10b51b443e40	0	668
2899	501521298	ffcc0eae80ec7644de533a31240af180db80cd55f21b2f6b212b10b51b443e40	1	668
2900	511274415	d17d484d181e94731bf760455f351b173a33e7358f939bfdf8b131012b1da03c	0	668
2901	519315830	06226fabd91c197c4af3ac318ae2fb607feabfbc4f960ce58a11f32ebf6ba9a7	0	668
2902	548416251	e15c7f5bd256e38e016c7e6bfa0763f7354823edb1410ee8ea7b5888793e638a	0	668
2903	554588435	12f01a46c51074eb088ccd15f4f94df1978f8eefb81aec093bba71a8626a3839	0	668
2904	560513086	7fe1f625702c9401e3bef1359833687e6a747a7a8ef2b7c22fc94620a2139e26	0	668
2905	569799060	cbdbd857d7800a6a063e0b08dbd2a64c7b3607075f44a7e4e69189d37d420584	0	668
2906	569799061	cbdbd857d7800a6a063e0b08dbd2a64c7b3607075f44a7e4e69189d37d420584	1	668
2907	574969645	e40dfb889b4f3096a24b1d6d3864b70b74aefeefe217ce1b567d79db7659e41c	0	668
2908	578302990	f076b6862b714c92e71d7e663ebb4e79bcb6d77fa4758049f12cc26dd9398199	0	668
2909	578302991	f076b6862b714c92e71d7e663ebb4e79bcb6d77fa4758049f12cc26dd9398199	1	668
2910	578582280	f2bbf935c62fd6f81a580b63fecb1a9261ffd48965e541b5d2ffee89de5c7298	0	668
2911	582835671	5587dd079c802bea28b45d7aa36ab36cfec51c8f65bbbcfa8c00d99c6384dd13	0	668
2912	583135138	9202b78950d4823c0760ca90f72c01ac5cf566b392d28404419c30cebecaebd8	0	668
2913	590101476	c5f53d99c838a93111bb78d398a79ca5d56484bbd13f8dce20044a7356906c32	0	668
2914	597618570	51a150a1b068a01cb973f12a0956935661c7626c6cc4cd6fec153c307c7f7e5b	0	668
2915	601815379	6c9dd7342d92108ed5a1a683dc3b6bd72700522fc7f49d310d22162904093500	0	668
2916	601815380	6c9dd7342d92108ed5a1a683dc3b6bd72700522fc7f49d310d22162904093500	1	668
2917	612876793	fddb409e8e0b3cee7dadb7355792a781839594125336bb24a613f3da6e97fb60	0	668
2918	613248709	07a8d33b7415c78d26fc2e4d5a9988e99aab9cbe266afbeb2fe1f2e736910f59	0	668
2919	613248710	07a8d33b7415c78d26fc2e4d5a9988e99aab9cbe266afbeb2fe1f2e736910f59	1	668
2920	619760565	d63de4c735287b3f4e05ecc2264a1e01fe1c5b0e7628e7af5409378b37ceeb54	0	668
2921	620255899	ae3f86758d9c9473a999090aa6dcf19c59009667eb8101c4d20f9edd214e253c	0	668
2922	621581628	122da89048305943ba9a22e0a3fb1c601e526d06349100fc7c7f0e5fcf677ac1	0	668
2923	621581629	122da89048305943ba9a22e0a3fb1c601e526d06349100fc7c7f0e5fcf677ac1	1	668
2924	623021946	ce8512cc0054dea2e8c81d0d48a12d86fa91aa3fe2d337e2c591e9c4085ba6e4	0	668
2925	623021947	ce8512cc0054dea2e8c81d0d48a12d86fa91aa3fe2d337e2c591e9c4085ba6e4	1	668
2926	623409621	532a4facf296ff20f582c3481b538aa57eb9d4140de5febc8000c104dd65166b	0	668
2927	627047903	50cd2fce2042c9d7fc2a53e5e6d4cef230786bbb7ded07795a86081b675a925c	0	668
2928	627047904	50cd2fce2042c9d7fc2a53e5e6d4cef230786bbb7ded07795a86081b675a925c	1	668
2929	634236610	22290a471f3d176d996734c22639898df9485605c9febb87c7a83e72ca78f59b	0	668
2930	636155515	7ec41fc5163d66e46ca26ce6173e74b089ed6e91f4518ab5fc59b02f316680b0	0	668
2931	638722834	3765678acf88e6748fd5c6c39e50690c443980954921374c1a18f94f1674444c	0	668
2932	642780969	bd3097767cf73293a25819d7f8a780dc765c68e6f0589b185a56a6811fba6266	0	668
2933	642780970	bd3097767cf73293a25819d7f8a780dc765c68e6f0589b185a56a6811fba6266	1	668
2934	645145113	6d9dedb6873ef8c6729fd5ca7b5cd7bcccc75276a564e64b910d444c7ea03fa1	0	668
2935	645869063	cbc2990902ed2d2e33be66eba926ba798f2410175f42b68f6ee87ca5ff443177	0	668
2936	647081704	f2555e7c8a0b74af97305ececf254afe373e437f0057c3ab2c7c5f051c3c4c32	0	668
2937	649325244	520b067e79c6fc935b1193a269d722c439a43e5bff74079d78f64b944fcbe858	0	668
2938	650181871	09ec1f789cccb39633bae8a51eb86f748ddede8f2a31f970551e90eb1d40598d	0	668
2939	650696606	1dc36a134e3e3c85d6a744a1abb30b0264fab9eccabf91287e01e431999b6e62	0	668
2940	652820806	08bb650c0298d6c17f2d85f5c2bed5831b6b060b1ad6a0a0c04b84d622c96c15	0	668
2941	652820807	08bb650c0298d6c17f2d85f5c2bed5831b6b060b1ad6a0a0c04b84d622c96c15	1	668
2942	662267465	b3df25019da1e4130debbed7f11a5ab4f72ccb74b33e65bdea8d32c32eb7565a	0	668
2943	662330540	3b79dc9ea5d95dcdfbd38a77e6447a439905688a65a70a5016e146befd3b9149	0	668
2944	662330541	1b158d6a89bd42f632874d767cfdbfb7e5eb7e533ae37099199f2c0ba5ab93af	0	668
2945	663140860	241ddc11657e5d04958f623d98553f2a9db1687a1a8da11d190caff8f59e343b	0	668
2946	663140861	241ddc11657e5d04958f623d98553f2a9db1687a1a8da11d190caff8f59e343b	1	668
2947	666107450	ee864c5cbfa3170fb98d6f2fc6f7ed72e067a96dbca0235dcd6428a79da98013	0	668
2948	666981497	e603efb6113ba00ab502ed487325a435781988fe927ba5a1f800dacfd384b9ed	0	668
2949	667882301	b9393bb7fedcbb05168022474a9d971ab1174f843794243c2b485d6615ade951	0	668
2950	19259642	c83ddb8b38d5ad1f98c0b25896fa8f07363ddcd80e97435087089ef8e1edcc43	0	667
2951	30695400	fed9f842d35d100f742cf0e075cb3159074ed5032e6f13238275980d9970d312	0	667
2952	62083781	6d9860e7d7ae143c5eb4d689953e49fea135dc77a5a36d848f80ae67516869ee	0	667
2953	62083782	6d9860e7d7ae143c5eb4d689953e49fea135dc77a5a36d848f80ae67516869ee	1	667
2954	103458849	9efc9efba51f20d7b9b59ef5193327c180e4f8c7af8b9f7e8d11d4ca5debb62b	0	667
2955	103458850	9efc9efba51f20d7b9b59ef5193327c180e4f8c7af8b9f7e8d11d4ca5debb62b	1	667
2956	107316934	bdfeaf347044b54f09fcb3bdc370b7a5e2d764c01632d7cc5db7b9cd014c00d7	0	667
2957	144889139	cd8e3a107ee7765773c08c54c2b82654af897cbd153922bdeba07feac68fa6b2	0	667
2958	169079521	d5eabb8252bf3efcfa4d402d3ef238acb48c0137a1ce529098c6d36aa2f72190	0	667
