rank	node_id	tx_hash	output_id	in_degree
157	272241135	2290263dddf8f06f099fcfb130a85f8f00b6cc1e05565a4c028d2187c8592d15	2	2508
158	213895107	1bdaeda5f2fcbf8831cbe2c0125777f2da4f6bd8e08d957615cb2cec46c95247	0	2500
159	263827123	773c0877324603aef882a2861b41feb7a454966c2f9481d3d7152fd7e1b282aa	0	2439
160	263827124	773c0877324603aef882a2861b41feb7a454966c2f9481d3d7152fd7e1b282aa	1	2439
161	263827125	773c0877324603aef882a2861b41feb7a454966c2f9481d3d7152fd7e1b282aa	2	2439
162	263827126	773c0877324603aef882a2861b41feb7a454966c2f9481d3d7152fd7e1b282aa	3	2439
163	263827127	773c0877324603aef882a2861b41feb7a454966c2f9481d3d7152fd7e1b282aa	4	2439
164	265146203	5e2a6479765d3642c9c0edf93af4671d3a2a16cf6733fa532d2bcde08697e7a6	0	2365
165	265146204	5e2a6479765d3642c9c0edf93af4671d3a2a16cf6733fa532d2bcde08697e7a6	1	2365
166	265527204	8054cd2ed2b64ac774577f528f9f878559bdc93b781ed6672544e0fe08599124	0	2325
167	265527205	8054cd2ed2b64ac774577f528f9f878559bdc93b781ed6672544e0fe08599124	1	2325
168	265527206	8054cd2ed2b64ac774577f528f9f878559bdc93b781ed6672544e0fe08599124	2	2325
169	265527207	8054cd2ed2b64ac774577f528f9f878559bdc93b781ed6672544e0fe08599124	3	2325
170	270642601	e23217de15417a468f8e8c582addc48b6edd9eab4a968ab56241bfe921dff3c8	0	2290
171	270642602	e23217de15417a468f8e8c582addc48b6edd9eab4a968ab56241bfe921dff3c8	1	2290
172	272810588	7c91a408b779648451f79094332a6d4eff071a309d5b431fe1a03a263e8d530b	0	2157
173	272810589	7c91a408b779648451f79094332a6d4eff071a309d5b431fe1a03a263e8d530b	1	2157
174	272810590	7c91a408b779648451f79094332a6d4eff071a309d5b431fe1a03a263e8d530b	2	2157
175	265527656	b19b3ce94ed0aae3c4b85eda628b0465992daf044be27302fb74210b80dc4e59	0	2075
176	36059839	1fa670aae0ad2ce06f63d6effd7bb9ee45bdaea9b01860c38b0ac0af215f3710	0	2055
177	36059840	1fa670aae0ad2ce06f63d6effd7bb9ee45bdaea9b01860c38b0ac0af215f3710	1	2055
178	274069584	c363bc561419c8a85dc4ab3bf53b2a3038b62354bd68232ae149b6e7f7fcf1e9	0	2025
179	274069585	c363bc561419c8a85dc4ab3bf53b2a3038b62354bd68232ae149b6e7f7fcf1e9	1	2025
180	271786980	b88dd56efd6e752d55e77fcf0777be406e260ab8aae2785de31a4df5a0f3a21d	0	1999
181	271786981	b88dd56efd6e752d55e77fcf0777be406e260ab8aae2785de31a4df5a0f3a21d	1	1999
182	271786982	b88dd56efd6e752d55e77fcf0777be406e260ab8aae2785de31a4df5a0f3a21d	2	1999
183	39163614	e6f4162eb11109c5fd7b1a0f0330d848d437ef817cecc3285ae275b6faed79ec	0	1984
184	39163615	e6f4162eb11109c5fd7b1a0f0330d848d437ef817cecc3285ae275b6faed79ec	1	1984
185	421875612	6649303dfd59113f4727862ef7e05624a5efdcdccdac32bf69dd5efd4485b761	0	1971
186	270774933	3706c6247f9350f2f9cbff9321ee59c6b9aa2d52f0376eadef5595194399557d	0	1905
187	270774934	3706c6247f9350f2f9cbff9321ee59c6b9aa2d52f0376eadef5595194399557d	1	1905
188	34616885	acad972a78d0d0b4a5b5c88cf55239e563c1a95c6662345cc14589798b94a839	0	1884
189	34616886	acad972a78d0d0b4a5b5c88cf55239e563c1a95c6662345cc14589798b94a839	1	1884
190	34616887	acad972a78d0d0b4a5b5c88cf55239e563c1a95c6662345cc14589798b94a839	2	1884
191	262101032	7a3a71401b22d8cd61aaff262b5957a87e0d7e5fae6a20e246c8a6c8e6e4fb88	0	1882
192	262101033	7a3a71401b22d8cd61aaff262b5957a87e0d7e5fae6a20e246c8a6c8e6e4fb88	1	1882
193	33535366	bad6bc886e1a201ba4c9ce86c4833b4d3898b484b95d5430ae6865a859b04828	0	1813
194	33535367	bad6bc886e1a201ba4c9ce86c4833b4d3898b484b95d5430ae6865a859b04828	1	1813
195	33535368	bad6bc886e1a201ba4c9ce86c4833b4d3898b484b95d5430ae6865a859b04828	2	1813
196	264420753	5e5927bcc88d68b72366bbd4e58680e0f579129f5dd5be4c2bdd90ce89700845	0	1731
197	264420754	5e5927bcc88d68b72366bbd4e58680e0f579129f5dd5be4c2bdd90ce89700845	1	1731
198	264420755	5e5927bcc88d68b72366bbd4e58680e0f579129f5dd5be4c2bdd90ce89700845	2	1731
199	32322288	e25c5d565c6c9995ac8ecdde0ea9425cb57b62c9b40a1435c9fbfad900c213ea	0	1700
200	29792358	2c4f3f2fbcf329255231fa3249683b8e1c1e895f9db174f43bf10f687bcd6f16	0	1697
201	35409187	647f53b0526911b4c77fb407aadb0ca6f9d2ba4e4df6728034dfd2c4756d6790	0	1555
202	35409188	647f53b0526911b4c77fb407aadb0ca6f9d2ba4e4df6728034dfd2c4756d6790	1	1555
203	266203183	53e26f4206a50233ac7adbd5b39d30c2173e349a8c501e8fe74e0eb1051f03e6	0	1525
204	266203184	53e26f4206a50233ac7adbd5b39d30c2173e349a8c501e8fe74e0eb1051f03e6	1	1525
205	266203185	53e26f4206a50233ac7adbd5b39d30c2173e349a8c501e8fe74e0eb1051f03e6	2	1525
206	266203186	53e26f4206a50233ac7adbd5b39d30c2173e349a8c501e8fe74e0eb1051f03e6	3	1525
207	39169247	6f79cdd01ebdd6ec5a70874baf9caac07e4432276514da30398323fc7f7830f9	0	1498
208	39169248	6f79cdd01ebdd6ec5a70874baf9caac07e4432276514da30398323fc7f7830f9	1	1498
209	35267990	90060d26a59266342520043e9a258c3fb01c7a917016eba3e4242c7b20655fb4	0	1476
210	35267991	90060d26a59266342520043e9a258c3fb01c7a917016eba3e4242c7b20655fb4	1	1476
211	35267992	90060d26a59266342520043e9a258c3fb01c7a917016eba3e4242c7b20655fb4	2	1476
212	27184570	4f32c8846b3611047ed52690680d84cadaa1ee25fc473e77ac45234ddf65a120	0	1455
213	58515447	3878254844326e5afaf807f7205503ad34e54b70fc9f91819739eac5e9f7b2eb	0	1455
214	58515448	3878254844326e5afaf807f7205503ad34e54b70fc9f91819739eac5e9f7b2eb	1	1455
215	58515449	3878254844326e5afaf807f7205503ad34e54b70fc9f91819739eac5e9f7b2eb	2	1455
216	58515450	3878254844326e5afaf807f7205503ad34e54b70fc9f91819739eac5e9f7b2eb	3	1455
217	58515451	3878254844326e5afaf807f7205503ad34e54b70fc9f91819739eac5e9f7b2eb	4	1455
218	33755677	6c7bc2501ff420d4c8dda49ccea4c1d83815522c62b4826d43672189a1e8a987	0	1431
219	33755678	6c7bc2501ff420d4c8dda49ccea4c1d83815522c62b4826d43672189a1e8a987	1	1431
220	33755679	6c7bc2501ff420d4c8dda49ccea4c1d83815522c62b4826d43672189a1e8a987	2	1431
221	421959330	4066a3ab549068cefd23b08ad35827638736f9174676b21e25e3273a911d6240	0	1399
222	34729188	a9ee0df7375396834bb9fd78adbb93a024127feddd4aa0c8f12bf03b54bde1e3	0	1313
223	34729189	a9ee0df7375396834bb9fd78adbb93a024127feddd4aa0c8f12bf03b54bde1e3	1	1313
224	17210701	9621b3c67f9bddd3de65fafc488087b8f2b40b638e3a06209a904c66c0b32982	0	1312
225	17210702	9621b3c67f9bddd3de65fafc488087b8f2b40b638e3a06209a904c66c0b32982	1	1312
226	17210703	9621b3c67f9bddd3de65fafc488087b8f2b40b638e3a06209a904c66c0b32982	2	1312
227	262829157	61513a75f4c6c06586d529123cbd392b8f3ccb4969ad0734349a6f6d3307934e	0	1274
228	262829158	61513a75f4c6c06586d529123cbd392b8f3ccb4969ad0734349a6f6d3307934e	1	1274
229	36060329	b73ef4e1967ffe32c329d3045aaa1a6b72560559cb99b4be41a45224e30cd40c	0	1197
230	36060330	b73ef4e1967ffe32c329d3045aaa1a6b72560559cb99b4be41a45224e30cd40c	1	1197
231	36060331	b73ef4e1967ffe32c329d3045aaa1a6b72560559cb99b4be41a45224e30cd40c	2	1197
232	265498347	9b093ad50c6845118f51542f2a7181a52e4723e99aba2ef2dfc340fea6cf1028	0	1120
233	265498348	9b093ad50c6845118f51542f2a7181a52e4723e99aba2ef2dfc340fea6cf1028	1	1120
234	265498349	9b093ad50c6845118f51542f2a7181a52e4723e99aba2ef2dfc340fea6cf1028	2	1120
235	265498350	9b093ad50c6845118f51542f2a7181a52e4723e99aba2ef2dfc340fea6cf1028	3	1120
236	265498351	9b093ad50c6845118f51542f2a7181a52e4723e99aba2ef2dfc340fea6cf1028	4	1120
237	215238044	ba6b09a460047cf2fbc37b3099175bff6c8747b66e978723857faf31e7f8e373	0	1083
238	213862789	4fad68da62850b2298d87b4f24894ed4dccb931d38617f49908853552c3554b8	0	1000
239	213862790	568d6b3d2fc4c804d80cb89ae6033158d693cde45bdd16737bee08f26089bcb0	0	1000
240	213884986	778f0a053dffb5f30da0add7960e2855edf6ccfa7608e53aa0eecdba734997bc	0	1000
241	213895108	1999609eaacf69a09103ba60c630dc9b9a5185bcd6ee5998ab45f0e6f2f147c8	0	1000
242	214191703	a9d65b218fb8b906b39756ea677f00db4d223fa20c0e811174408efb7e394f7d	0	1000
243	214191704	b412e82ddbbfe38f1796f372214988fcc391e0b38241bf05614c3309a84ae26f	0	1000
244	214280053	7bfeec5d04eacb5bcc4accbd4c62dec3cee0afea5fe0b4c42b0ba7dec27d2f0a	0	1000
245	214280054	b166fc765a5a5f3f200b228a965cf3417dddf1d9617b1515443a088dc29d7232	0	1000
246	214336092	c65fc2249f76dda02f3cf9015414feaca0c5e131c68567cd27cc5044352cbd3e	0	1000
247	214336093	935aa321c83249a3dae678554d3f719b31bee641628538bcdaed59caf0a2990e	0	1000
248	214570912	6646af5d61c34669f312db551439fe921f3dfbb8554370dd27b1cb209fa37187	0	1000
249	214581206	87463dcdf9e2c835acb2003f28d52ffc0d8542dbf96040be2de8ecc79d4a6bb0	0	1000
250	214581207	7d27c96ce4951d7747e1f781da1d1224e566e0915aa654ead244a73b250bc244	0	1000
251	218399246	c2f53418ccca70e52209f12626ab0f1c40b5a116cdfc3e590cd53ea2ac634dfd	0	1000
252	218467076	d54c6ab1b641337dde7e6ac87682d4ee099af7a548cfb4f7cda3ac7607d92e92	0	1000
253	218467077	ef6e679bf3f7492248b022d72551e408950fd54fd823ac0230b105f702f22e0f	0	1000
254	218467078	5a832cdfb51fe70164177921a3166892056d42520e8f0e078fc419dcdf54a75b	0	1000
255	218467079	30ebc5b197de11a9ab4e0ccb443a93e9832aae7403050f7a19efcb5b85dd65d5	0	1000
256	218517698	a446155bd4a3b0639ffde251f0c79e75396e70e7b8a4029081c0b882f70e9202	0	1000
257	218517699	0eeaa984f90b8a1c2a8d8a99c0e0290e93d43ef70df5da7330585e586da29130	0	1000
258	218517700	1756e3909182a60305fbe6096abc05933aa50e5a1a5ad46210f1572020b12095	0	1000
