rank	node_id	tx_hash	output_id	pagerank
140	395296001	2b262f46990c60b1ee702fe575c964b220a4d524f655b692cb2aa0fa81a48510	1	0.000014667524771
141	552613301	004f90d12dbd337828acbab6b46ad50d48dae4e21311a5635c9d9247cd998c97	0	0.000014541359861
142	256105892	9f05a06e5340de9b04438d0849f4ed13a1e604f450d14f0fcc2366971ba0288d	0	0.000014513005901
143	446588010	3dc572d7ab9b833011bc151a76ba7415b8a3104004ffe6b9171ced9bd2dedbde	0	0.000014465051758
144	446588011	3dc572d7ab9b833011bc151a76ba7415b8a3104004ffe6b9171ced9bd2dedbde	1	0.000014465051758
145	562696319	e30346f11ac05c69f0959cba895f597926df0260aaf4e0b1e128a4c31830e00c	0	0.000014453910783
146	562696320	e30346f11ac05c69f0959cba895f597926df0260aaf4e0b1e128a4c31830e00c	1	0.000014453910783
147	650341288	b6518da207966ca5646bd4718072b1ec983f93b445a05d3013c155ce7bba38a8	0	0.000014449869026
148	431888874	f1d0c536087a21ee2c432ee4d23095841156bdf7710808f03f75b0057bab713f	0	0.000014326147085
149	644094311	fab09374adaa8e294417ba62492f3bb013a0ec72f0c2aabd20cead7deafe5214	0	0.000014157141668
150	577288299	0a2c21f9460c109a520ff630c9098d06bfd795a10f0e59df7d8ae107802eaf04	0	0.000014149808356
151	263337954	3eaab37217c080aa5bb812dabdfb75515d16daa87d1018129097485fdc087baf	0	0.000014108254708
152	263337955	3eaab37217c080aa5bb812dabdfb75515d16daa87d1018129097485fdc087baf	1	0.000014108254708
153	471169181	9db0b322c01168e371f87f819604e8fdce55f46e0cd8382a955fae88c1a6443a	0	0.000014020408392
154	471169182	9db0b322c01168e371f87f819604e8fdce55f46e0cd8382a955fae88c1a6443a	1	0.000014020408392
155	464107098	ec3ca512889a00cad6ef8453b796ce65fefdedf9d0ed3c7281628b7640b5a338	0	0.00001399897638
156	464107099	ec3ca512889a00cad6ef8453b796ce65fefdedf9d0ed3c7281628b7640b5a338	1	0.00001399897638
157	570096181	8d257d8f8969885a410986054837be6cf63a4463e4ddc7c56f9fa4f0ebef151b	0	0.000013956198109
158	447672639	b37a08196a446827ad0c4dc7b5bf5bdc0d22b5522b87574bdf3a750edbf76024	0	0.000013944399262
159	447672640	b37a08196a446827ad0c4dc7b5bf5bdc0d22b5522b87574bdf3a750edbf76024	1	0.000013944399262
160	644581173	b65d431675f48db4b48351e2e1aeb2704cce28f01427093d5a9f3ea997bc41e3	0	0.000013850793868
161	644581174	b65d431675f48db4b48351e2e1aeb2704cce28f01427093d5a9f3ea997bc41e3	1	0.000013850793868
162	378974908	468bd6829a4220c49d53d3481f9f4ae0f40da368f8eccf9b8951423fcc5ff934	0	0.000013739166806
163	639849048	05267b1e9be95f395122679310458c104e3b41cf3a2e17107a215e8a8b37fb35	0	0.000013637401723
164	463542476	23c4d6e112f1c84fca791c059da83470f71abd7151e6189f3b55379878d6d491	0	0.000013630331297
165	463542477	23c4d6e112f1c84fca791c059da83470f71abd7151e6189f3b55379878d6d491	1	0.000013630331297
166	256103293	388291101067e881f2d2b770b0094f123b22b987cc695265de0116450f138be1	0	0.000013578505454
167	506205482	2199a9b18fcb74e3359978ab68758a72f6873207850d6c0f3b12d9d3de68feb1	0	0.000013577570449
168	506205483	2199a9b18fcb74e3359978ab68758a72f6873207850d6c0f3b12d9d3de68feb1	1	0.000013577570449
169	223028337	b2fea81f07fe2fe0412a5ecc6aeea41d8ba154a18af64154e22a73ffa42f2d0b	0	0.000013476059665
170	223028338	b2fea81f07fe2fe0412a5ecc6aeea41d8ba154a18af64154e22a73ffa42f2d0b	1	0.000013476059665
171	222970781	9f2d35ab7f6ef4dabdde1f78101398142d5dc17b37919615e3eb2eb422a46dd9	0	0.00001347511032
172	222970782	9f2d35ab7f6ef4dabdde1f78101398142d5dc17b37919615e3eb2eb422a46dd9	1	0.00001347511032
173	222835059	880cb54c4e49f82d1715e6a0c9c3819e5f25c098afce65d2dc9181a83c2a30aa	0	0.000013469173734
174	222835060	880cb54c4e49f82d1715e6a0c9c3819e5f25c098afce65d2dc9181a83c2a30aa	1	0.000013469173734
175	555804655	c0cd9bc8053c5135f41bc5fb062cb7a566d80eeeb828079f7170db5826a95aa4	0	0.000013447771957
176	555804656	c0cd9bc8053c5135f41bc5fb062cb7a566d80eeeb828079f7170db5826a95aa4	1	0.000013447771957
177	555804657	c0cd9bc8053c5135f41bc5fb062cb7a566d80eeeb828079f7170db5826a95aa4	2	0.000013447771957
178	331874958	23667ef2056949655cbe73bbaf3db9dcb459abf77bbb0bd61fc1ad291c709327	0	0.000013423763573
179	409446850	1bea578968241e233dc4e2d386e32baec3e0b89f7ed410594772e2125dc7aa90	0	0.000013257262953
180	409446851	1bea578968241e233dc4e2d386e32baec3e0b89f7ed410594772e2125dc7aa90	1	0.000013257262953
181	410864076	d2746ceb46dfd6be9ac4d18e1de33d66065e1656abfe50e9579df5a2301c242d	0	0.000013257262953
182	410864077	d2746ceb46dfd6be9ac4d18e1de33d66065e1656abfe50e9579df5a2301c242d	1	0.000013257262953
183	406263738	4c9b45d49654faceb7246e6557bffafc48630a2211d8d9b647e711f851689a23	0	0.000013092365403
184	406263739	4c9b45d49654faceb7246e6557bffafc48630a2211d8d9b647e711f851689a23	1	0.000013092365403
185	482307355	a1992dcb778423cb4dcc714fb60eb528f7e7c7a3029be4a8d6b340387bcc5076	0	0.000013091778046
186	482307356	a1992dcb778423cb4dcc714fb60eb528f7e7c7a3029be4a8d6b340387bcc5076	1	0.000013091778046
187	395665178	212f9494562b1af13207c9e66855d01ffbcbf771af3c71d4e742ecd9c4eb987a	0	0.000012889570381
188	395665179	212f9494562b1af13207c9e66855d01ffbcbf771af3c71d4e742ecd9c4eb987a	1	0.000012889570381
189	353105853	2cc019f85d5ba1d25113709f2d26ad4458d1a338bd0ace0407fa50ef4fe9c5e7	0	0.000012825671821
190	559374658	408aa6bfb562e5247b64848697133a5c3727a86e3f4374502b89a878cf1ca719	0	0.000012773519406
191	559374659	408aa6bfb562e5247b64848697133a5c3727a86e3f4374502b89a878cf1ca719	1	0.000012773519406
192	261726277	5b6ef04d269a71927a69e832d9b6ac246f7756730d3872a6de66786863f5b7ca	0	0.00001274137642
193	438368949	9a38a1048d953834d8c63a85fa2dbed2166692a11e5ec9ff0900c728045e750e	0	0.000012631706373
194	260176638	3708ce31c439a32be51b9aaacef4d0c9f8f213a2adf1a1200d421b0b4ec8d4ed	0	0.000012554900552
195	395296002	362465b1616c0becaee055d32ec1ff1190488305de834294dae4d3fca39a1001	0	0.000012467671485
196	276734098	47e60800197dfd1be28278b7d6db4b22281ab9fdebdcf42da30c4813ce25780a	0	0.000012388909598
197	357849400	05bdf6afd8e150f6a08749a5e7b1958208cd2d1c71b635b4a44ace9c0af0f510	0	0.000012233454102
198	357849401	05bdf6afd8e150f6a08749a5e7b1958208cd2d1c71b635b4a44ace9c0af0f510	1	0.000012233454102
199	357849402	05bdf6afd8e150f6a08749a5e7b1958208cd2d1c71b635b4a44ace9c0af0f510	2	0.000012233454102
200	263299338	be65c71a2ea2ae1df15ac0f55be439e618935f796674d1b2316827a60b6950c1	0	0.000012225368515
201	258388805	f792d5a616419f4816ccd1ecb8ba6a9d6384644ada50b7d35cb9f4e57376cbad	0	0.000012085600669
202	258388806	f792d5a616419f4816ccd1ecb8ba6a9d6384644ada50b7d35cb9f4e57376cbad	1	0.000012085600669
203	259067116	900b18e1c230b89e380b376aeaab86decd893394c4edc178108a13cdb0912758	0	0.000012083316349
204	259067117	900b18e1c230b89e380b376aeaab86decd893394c4edc178108a13cdb0912758	1	0.000012083316349
205	283023075	32d2056d727ec17bf120fd4141bd0259ebca120677ae7b0e39b60f1f98e47e07	0	0.000012069924486
206	283023076	32d2056d727ec17bf120fd4141bd0259ebca120677ae7b0e39b60f1f98e47e07	1	0.000012069924486
207	562696321	18c3c201634f7785246812519e33715102077daa9460cfbe402a67345186fe72	0	0.000011942279773
208	562696322	18c3c201634f7785246812519e33715102077daa9460cfbe402a67345186fe72	1	0.000011942279773
209	263728969	59c438087eb7f7341119891fd8501211545d588e9a8af2578f56f8b39dd25304	0	0.000011895049153
210	450248384	26c6d542a1c771468fb8f6c2d135c11506ebf067b477953aa11023ced1bf83e6	0	0.000011886485185
211	450248385	26c6d542a1c771468fb8f6c2d135c11506ebf067b477953aa11023ced1bf83e6	1	0.000011886485185
212	375174787	1d80663d162cf37b939bc2c1c53e62409c9e37a19d84ec8b525c5fa9af04cd42	0	0.000011879576266
213	375174788	1d80663d162cf37b939bc2c1c53e62409c9e37a19d84ec8b525c5fa9af04cd42	1	0.000011879576266
214	124424982	c4bc921493e9eda6dbf541883a681640f8c376367bcdb8011b177c4bd683eb57	0	0.000011846606847
215	124424983	c4bc921493e9eda6dbf541883a681640f8c376367bcdb8011b177c4bd683eb57	1	0.000011846606847
216	263301103	93f683f8c9dd036033a8a8b940258b9adf0aae3f2f11a427b1b100a55dcf571c	0	0.000011829035226
217	471685759	d8cd406d180a7d6fc4d98ab91dc2e5d5e69e0b9396dad24aa0555fdd60a26bdf	0	0.000011828410244
218	471685760	d8cd406d180a7d6fc4d98ab91dc2e5d5e69e0b9396dad24aa0555fdd60a26bdf	1	0.000011828410244
219	282227286	c20a8af647adfc545b8dcd9815747d1319ead07dcb4fab9e18931dcb64c34801	0	0.000011719655657
220	282227287	c20a8af647adfc545b8dcd9815747d1319ead07dcb4fab9e18931dcb64c34801	1	0.000011719655657
221	559981608	87e505e18cc9586afc5aa31acbf754872136086eb1da7261efbb2c2d7108f2b9	0	0.000011704570008
222	559981609	87e505e18cc9586afc5aa31acbf754872136086eb1da7261efbb2c2d7108f2b9	1	0.000011704570008
223	447687474	13e14bb32d3393487f6b51cfa11f627e4172c093e072609aa41079d9078ef6ba	0	0.00001160721252
224	447687475	13e14bb32d3393487f6b51cfa11f627e4172c093e072609aa41079d9078ef6ba	1	0.00001160721252
225	557311752	e001f1c82084c16b692c2b870934ce705dcf5dba789b504cdb1bf6e76b514aa9	0	0.000011596523401
226	262372196	a70f82642d2bce9cce7249061e478eababc0755d9d6437dbb32912b12a00196d	0	0.0000115740331
227	222872661	7bc7f88a4f2578915babf1ee312efb9b6632af1777ff4fe3965852e5808c609e	0	0.000011475402475
228	270952072	5c6dda865827e1843b2dd47911df87077f106d7c9f317aea934f86566a436a68	0	0.000011399648444
229	270952073	5c6dda865827e1843b2dd47911df87077f106d7c9f317aea934f86566a436a68	1	0.000011399648444
230	557200568	8bd81f91013e0f9ffe01d3a2324895d5bf82b4582bc0d9872faabb65d04b1915	0	0.000011323944937
231	557200569	8bd81f91013e0f9ffe01d3a2324895d5bf82b4582bc0d9872faabb65d04b1915	1	0.000011323944937
232	304430355	91f92193e88068eda44d0143ec136d0c0b1d982544d983628e1ca6d70e500389	0	0.000011304700505
233	304430356	91f92193e88068eda44d0143ec136d0c0b1d982544d983628e1ca6d70e500389	1	0.000011304700505
234	418775883	ba1b6258f2d41a59142f70ae97b6aeb41c847c2a7c2de7c9cf62d25ed9fbc10f	0	0.000011234948218
235	263734940	2ff5551467ca3ce40ea7dbc2531bb27a340449ea9703a7ad68bbe983e3c4fe06	0	0.000011041367479
236	263734941	2ff5551467ca3ce40ea7dbc2531bb27a340449ea9703a7ad68bbe983e3c4fe06	1	0.000011041367479
