rank	node_id	tx_hash	out_degree
1305	46167466	0335075ac79975053ab70e9abbc9cd7782165ee502035e330d1e9f6926e69496	1810
1306	51556304	60bce53811f440cd0048b9188026a44d907ac334ad4f26d44e24c27f52342eb9	1810
1307	58984586	27a19055d2a06b6b33e4b391779f84937f47a61a43a6e893c1e2714abbd618e5	1810
1308	39568859	726c63eaf488bc22a79692e9d971b6e7e2258eb3baeb63a8fa17d495e27028b0	1809
1309	53957652	ece1923430a967bd07b5d62de87b31739cff93c411356e620d5c2c5d8f6db160	1809
1310	89531951	072061a1e3bb40880d39efa9a5ae81adc55b54d84b12621842a85760c1932592	1809
1311	47213797	c240ae76f0065bb7f2569a0f456a5b2763a025fcedacbfef6efa48ac4cc3062c	1808
1312	150230499	f598c6f9fdd01463734eb2527b2444d197342534a70e8760f0304c67df4b73b2	1808
1313	100730098	15376ad3e5e0090e79700d59e1d6d3bcc385279ee73cfbdb9f79e0f3e75f5887	1807
1314	50955600	a94376cf6110627408f8ea6abd45bac6f76ef922540a9ddd26cf63a0748fd161	1806
1315	136654400	0d95c78bc5548361b3ffdb7e845b9875ed668e4b0bdbabb3bd289ec22b75cc3e	1806
1316	53385771	eab1b8a5266d445e01eac23aef8e7050812f200d6ccec175fe28d5448a8352e3	1805
1317	53957481	ae526266da10423b5574825c63cc5176bba4f080083b9591e7e3ba9cc0d705b4	1805
1318	88134135	c167c43eb3613a9bb4395fc693e5517b18cadc660ebb421c1d16a3e6c741e518	1805
1319	89268415	1badc83752e7c2d3c8466552722819f3ce431e26518726a38d6d940a51a5edd3	1805
1320	30433519	8e6868f40e2d74a64c9335aa6d8c9d2bd064f5738e1c5ea3f86b8b71c2147f00	1804
1321	53385770	6701ddcb91754cebda5573d033ec9180e1aa7df7866077cb454878b37ec59d09	1804
1322	45218953	9ae4b0899085c0e777ddbb48bbe8dfedc28b564fd09cba4a8563e75111f8f615	1803
1323	69245933	1639ebdafb1da8944b72db795481d3840cbbc4c82955cbd5e897049ac4d2afd2	1803
1324	36072539	e3451506db5d73e3458fc49191dbec79b3ed59a60b3b647bf4389489cd3a8dd0	1802
1325	50955602	85ce0f73315b47a3e32dc07722d573c48495f424abf045acedd4702fe2d40258	1802
1326	39703034	12b6c0fc789cfa003f2f794428f53fc857ff05a65897fee284ad05b1c8927106	1801
1327	137563621	2453b980815e017839ce14d82cb81f5b448611eb4d42246bf2571b7825f6db38	1801
1328	85565505	1e7feb2c00dce03d51d331d0a5764ba53a9159cc3c307399063e62520b181ac0	1800
1329	104133840	5ed30f43bfc1b6d5f6b05436938507803b6e11831020ea459147e9fbf4838cba	1800
1330	136176834	8e238c8ed9c2056c4eafe518404cf2e36b773e23c78dde10452710313ac274af	1800
1331	59727100	1d6aadd32e5b72e94546952d6712c38defcf40b44233f99ec70b6ba23600fda1	1799
1332	96998817	5a89e13e21a31a87e007563d95d3cda79e196da9d1377f33d7a2f198d8650d39	1799
1333	117768713	878f32e2d88c81f983830ff109500f071936a0846f5b9678a2c2d1e03b4ba864	1799
1334	139837616	508c37029135dfb1f9e9c0c26ca149cbb6216c81d879f4ab99592756c6f588af	1799
1335	45218725	55f24f39d42835f88dc96c9d86c1caed448b80bc3f99e6235f4725f28a42eda9	1798
1336	48188853	7ab785532207f590c11cb3cd2a0e6971bfe511aa8f760f08f629749152057f86	1798
1337	49696959	234b5ac5b15bc01f52eb30e1de94ac876929442335192789557f3fa374a7f1dd	1798
1338	84690127	6686af5dddf7d9efe2e8045edf694d2656ba42df7a351413d696a7ee22f1218e	1798
1339	137327847	f542222eab24c5f01d368857317e78a2d90576406641513cf1949113972cfca3	1798
1340	88336938	75e024ea17531292840b773a4862ebdf3ba222ecb862f701e77c18d550cadb3a	1797
1341	104342465	ca2044fb4653300ad86fe5043551712f199ef6a38eca7c0e28de33e3405035b7	1797
1342	104968843	8b0b6195e26e73de7cb742b3c0e26d4e1078fd989b329de6555d370f71644431	1797
1343	51556307	a011884b0b3b2783a6ce5a0415ce139b434e480d38b7f21c225ab575d6f4c26e	1796
1344	59165649	e9d9fbf2a1eaaa7a21f5cd6098c40be3bf1e5c514c94db64dfc54d37736c0072	1796
1345	90397034	681138f1fcd635863e12670f9d599a483484b9511a8cd79ac1c3851d7d246cd0	1796
1346	97361261	9b1a5bfbe2dc2ff44435b204dfe29a1a4e15797768dcd396e75044764623820d	1796
1347	44745977	7de01c94d5af582e959b5d2165eb79262b1bfa2a02fb3017a5a20561d8badc33	1795
1348	96757563	6f121a2322c9ee685019d88a40689e63b2d954c6df5cae6b6f978b01752b4f79	1795
1349	149296965	8dda41c66cac427629e489b8f5b12bb327f71076e3c2888826a4f217d5468a1a	1795
1350	34552958	6c58f21b476333e017feab594cf4418e2ce5cce58ac0b035f7bbfd6ca38deb4d	1794
1351	49696957	7e54d849f7a88ec25121371fa4a70ed32205f7b53b18900a38c478e47fa40ea4	1794
1352	36126435	836ef392729bc071ff810720785155d2ba4f357934752ba0d0836e877af91cd9	1793
1353	60325679	7708c613e1c230a5d04d65bfc817a9f286cc4f6d348db609693b060c0e3aac13	1793
1354	59058988	289f22e238838f68a4eeef211849bb98e0159b286555fedc3c285c24a7bd918d	1792
1355	84690132	0b1d774236011db35f32ad2fdde0ceb20020e9b9e627025be615efefe1dc3ea2	1791
1356	135383325	027eb93a53fa34b84bd9b5b2e3dbe38e755bf76920ab5acfb65c34549eb51e7c	1791
1357	89131787	06227716bea30fc4d02dbc53473321812bd524222d816739aaf627549e3c5e68	1790
1358	97499718	76aa70cdafd1a1e9ca9bda49b9d11d69e126738dd024b58826d7f3834bb4c487	1790
1359	39628649	e528d98b39d790c51c3f2a7f6b98f59ddfc6b300aed7b33cb53da13a50a96608	1789
1360	49229919	139dc94d0d67c49b91739f99426e091a7bc8494419da7183fe7dac3b89eecce9	1789
1361	82583303	4c6984c84f2551b7b8544cad9cc4a3ff8aad2c43bd872c511c47cfdc60b03d2f	1789
1362	88337319	c11a00a2252bc290f5f69370091bfa1eb522f3195b2fb07d6b06888b38fff874	1789
1363	142493739	bd0575d1724e3885b2835917db152d97e7460a6c5c69bae6e3bddb35f98158fa	1789
1364	49696958	4bc10b43b1496dec0bb49867e31c801c1ff5013d56a6f5a8bee214f86f17f9b3	1788
1365	109721161	ac6615e0f2f6e4fe01d29173d19b4e496349a026b81098baa0c5c0e422ade127	1788
1366	29914133	2f50fdf7adbf58e91d738869948f4b191eb3cafa016c6df7e9182c06e4513852	1787
1367	34900727	8f362d7118e3d3112d76516bc3bd71fe071824302c6d5713671b3bf540595201	1787
1368	39762386	d6ac54f517504ec24b8fa3cce63af9d8418764871edc94679e054806f965395b	1787
1369	88337318	51606a9678a728dfd5b628513c8861d1b92e44bb7f21b206a6f42fdfecd89108	1787
1370	110287528	51da91e0f3c0936f7667ed1b24c207b4292e6b5024ff6068743e85e05ca5b8f3	1787
1371	68728738	88441fb4bb9253418e1d3001b0a1ce67477b87a0965da23fb90b4c66510c4bf7	1786
1372	141523991	218caf230e7ffc43a81f5845c6322f1ba8f020ff9262d421ac1d283a7c824579	1786
1373	142882574	8b61b4082e6a3403bb82a13f874806919a32da4104f40a34cb88d072c98a44ad	1786
1374	28859197	ee4091d3d6cd192538ea7348c6a231491b5d189a8e220e8383ea4e52f3a4fab9	1785
1375	83535314	17977774b13e5a252c6cdfb87690196af67746781a2ede890d980d83ff31da55	1785
1376	104339788	b40b7cdd6cb00178d732392ed0157fe5a4938bc501350cd866a9266cf30678c5	1785
1377	30800682	0bcd230fa88e17caa5814c243ccd901927ac7566797c6697c11acab0b43e2fcf	1784
1378	47676684	77305d4bec116385592808ff4823a0af876fe4ed5639b63a5767c59b4dcc6e81	1784
1379	96137753	bf064df3372981d196883801b7c5a8f7285a54e0b999e11a9fd74d7c08cb45bd	1784
1380	102773522	b4dd168634582767272aee7f979f94874839d1cfbe7f41a346fa90cdb796e05e	1784
1381	48188855	8ed63dc524fea2e412682b76e36f45b0141af221cb033699e55e2e2528788e5d	1783
1382	52751322	4443f2f069123825693c04cdb2a2e6879bab4f185bb734f5ad46c5292cbc3fcf	1783
1383	51556305	f3761e6f2767d9e2cd7905211b9ba37f8b98313f91dd2514e3debe5a60afd718	1781
1384	50955604	5d7b7e05bc057994c06c812d4576ed9d9101f9581240abc291e5da867d3d9fb7	1780
1385	103022770	8de6a107d96edd13c84fa8d1160c49c665b6aed503d5267d6d95a936d51865bc	1780
1386	88539050	ab89f59ff19afbef10899cac15dc4a1baf2b63609eaf8ef3cc0743a6172fa2aa	1779
1387	95689071	3987cf301853e39af726502f9549d93119f77064a04b6129624edfc4a8140575	1779
1388	49229920	f3ae82f6f466482f9ebe760f4034273258f8bd2ba961935f0cd17f052840b1be	1778
1389	51558360	e83bc6b35e6ef1a744a139ad6001063139c8e33f84ba7fa97ab872c2f22a2fb3	1778
1390	45218952	7de06df655812fd03e5c53a978715c234d83a873f65a33bf35ec537f60d9492f	1777
1391	69531607	bb38095904144eb77f0e458a4ae648c322b37ff1ca540f62292692f7cdb73cd5	1777
1392	95792024	8784be00790c56ba0e9e9a1a4532c57cb7d7475695a90d0dde939f9e2eabe434	1777
1393	136401928	562be4a1e1d4f776f1dcfcaf21a3271d29359602348f7d44472b065d42d63d4b	1777
1394	142701435	74552963703d4f125574aa9f763db9f5625582653c1b949b2f013e241e46f2b7	1776
1395	46660158	7c2bf81f34ba59cafe468c039b0e48de63a961c604edc35897e76e31ab81f71b	1774
1396	49229577	ebb0a2535a90eb1717632c6973c200b894819322e4e1db6f66ab05b423929d99	1774
1397	33753051	300cafc07578688e5a31fc0051e20696a3e29a351a2c144576920163eb44823c	1773
1398	40070453	468a42e24f6253db7c56e072efce629f9f69258cc57035db1dba2d28423ca4b0	1773
1399	44745975	fa8a53a75967c86f863d6edd6985f0e8aaa32e655514bb8cf788339a29a3cbf9	1773
1400	185522852	48c09fc5396c91176b6244ed17cfac48495df68990319f1321c3ed3f7990e42b	1773
1401	46658036	3eb8b08605cb776cffeb3693db5cb02fd736ede35fc1f55344339027e6166d09	1772
1402	47677010	90c71ac21d511a8a62082f0c1d196207ef62e3b6e48fbd78cbc1ba0386c72b57	1772
1403	49696960	f2009f100d2bbb02f037edfd384d44ff0a56fb51d7defffcd47927c89ddf52e1	1772
1404	96794234	d6d1750d1fd92d7329680412343dc52453745717917964851071457087ccb05b	1772
1405	130553225	0e7c47f03f970c58705d845b1e1bc18902185aa92ccfb7f6bb1547c102dd561e	1772
1406	161500991	7e326bd175e61684157bd79ccabe6f98e2f19918bfbd4ef00257bbd2ce1d9803	1772
1407	31243058	ece2a484b91a327da8947018129ebc4900970f823de112e9790a860dc04e2dc7	1771
1408	49696955	802ef130ecb222c4337a183e6537042f7094511290d360de4491afdbe7e74116	1771
1409	96340117	d24ebd7c7231397a7e9abb9d2674ba25e8befa9d1c2e46a26cc0094e76256d06	1771
1410	28814785	eee0d547b6d99fe121fa7ab282a3f5c9693f5e744e75b35f5e7f49b8502e0fa7	1770
1411	39877804	0b385773c84fd505507ff83a2bf6f31dcb98cf8813f387216c6be1170a96d3b4	1770
1412	52737410	bfa00aca1af1200ef270dc1f1bc03a9bfdea22c9db7f2471d59e04f4a8585d2f	1770
1413	101418607	169803a2623cb4a039e190828a7995fd1f659789760e2fae01a962adfa7e86cc	1770
1414	105183974	b80b85cab75fc13b27df2b525f416d676de82371d67e44a744810a4394a43db5	1770
1415	128885182	23f1dad47d6396e9270493a82abec89207c50698b845f6ae41b8b7d83a0591b6	1770
1416	137027543	e4f96e5dc6165077cc1ecc47ef9cf99c4e5164aee8d89f40d33ac10dd8df55d7	1770
1417	184889685	faad72f0bf4b5952e6224c469ebfa66742d561cc8dad3cd64e704d0362bc8d17	1770
1418	47676681	e7f16ca8762eb518f15be5fd5fa64e36bc65ea191c0fe29f9a59be8e73c47d90	1769
1419	52737557	6b1773d4e2625323e849dc40588379dbf4ae7f9dc0cf03b0d73dc05cc2f9c1c1	1769
1420	58802114	9672e1fa2689b45101675e90ca3cdae6910fd056116324a59dd309dcbd083a0e	1769
1421	58890531	62d545e608392b2b2541ad9055cd4fbbd8410d30fdcafa5aa49c129f5c061955	1769
1422	95956114	3c50002ade8fef832656092ef1fe1d385554999c609452a430ae950090381dde	1769
1423	102358025	8437b8cce330a4c2a81dfd03b51ecb67d1f9662970e50f2253c85bff98f2bde1	1769
1424	30904826	fbc780beea8e26a5824197ea38bc459f672f42134958cf653bfe79c8752e7fbc	1768
1425	49696956	4bb4aaeba82861dbba74adb219799cc54e1584c766ef44cba829aa2bb84f866f	1768
1426	30266007	983848835a69f6129868da12f330878c313c06317c8a695257c11401e7ecec95	1767
1427	41167803	cf06779e27be03e807ecb5117a2416acb9c934911788e3c400de8d867e6bd889	1767
1428	129649371	1dcad81a0d0d2f0fe312362dd1b0222d06fd4a6b929d1557225715c247b3748a	1767
1429	54640433	bf55044a5fb8ddf8d2cf69dddc5ca4119692a989dc4bf77c142a0969f014092e	1766
1430	62382705	c75fbfa7a0774b5f1828bd61c9f84a8c46b32dbed4567034bb82be0bf65b80f9	1766
1431	82583296	2154c91a005c37f7076bd20f32a7a13e82d928320617a7ef52f202bb4f6bdeca	1766
1432	88390178	b0c8da4a1cdadb1285effb5d4e93f24852bd95065a14c73d37ad4948491e5252	1766
1433	88981747	4bb756521d06644c85e27066bab2b8726a24910974d447a0bb7000e8d9e465d3	1766
1434	141022189	96768772f5ce535e22b68ad1f5f89319e85127a578f1c839953dc19cb443f42c	1766
1435	144792498	a16c14dd8f9d0463c9cf02ba698e7fc7f02d81d6ecd4f6a767fa755065505ac5	1766
1436	37180685	2b5feda1775e14ff33e10016ee51be32f7caf85f863713faf98c5cfebb47fe14	1765
1437	44745447	c8e9fda5c4c1e265c60ffee704eeed1d31eb057ab56014cbe87e6be04ac791e9	1765
1438	136850622	ae7520a63e3ee91d4f00e2093a6382a325d51ecb1eded76730a2947d7c9b6a04	1765
1439	140110057	f2eb28cb6990ab1241d537870258239d2e86059972f9d2c1289c5cfefb267058	1765
1440	98411563	04cf26112e3de7640d1454b97c564dde8b12b6b05ed1432ea0ad0e9b39926b4d	1764
1441	35993511	06937ecd1f16fe28643fcea8473b1714a57fd3cb11617f1c86f2b322e800b711	1763
1442	48188852	a9c1473d2dcae6b94b48c7fcb636beeadd5f388e317a6d7ba3f5a73114ed8c5e	1763
1443	59225442	a88ee9552170d972ac0f580a8079149cb800031cc6ce7f68860795cac6ff1fc5	1763
1444	138420402	5cd446cbe2e3ae20a4bff7d0275d9f3cad663449bb2c5347a245e0658386e836	1763
1445	32739591	55b7903f7d5219886bb4c94b1cd4a1b347c27a03b5d17b6f7384e4d067fa386f	1762
1446	45218726	f2771ea131a4893a203090b9d3e4ac854977c1c436b6c434ff82d95752cf10ff	1762
1447	138640830	bfccef7e44fa190ee61a4f201be0b8c6765e79840bdabcb1988e8a314aa8ad4d	1762
1448	39826428	24d4607889bc42456b8c1dffc85e9eed24d9725dbfab8cf00e0c36fe0d19c2ce	1761
1449	44746140	ab3fec3e3325e1f549d77f6e309499a4f17d4a7631794010b77d958b6c27d1c2	1761
1450	48188854	b3b1fe9a0df55a417d4bfb88a1a8871b9f54208f8538648bec8835f99d2e8c5d	1761
1451	160172710	5677ce6984251ba87cfe81a64e19a8b5602353c8b6b8cece7f4bda14bc7293dd	1761
1452	47676685	e590babc2cb388fec48791af1bacba0fd04597febea9c4ec031e37a52a3328b8	1760
1453	108601026	4db951a82dd34f5033250e80deec852ea348e3cc2980d71c3f42857b39e5bae0	1760
1454	142011695	1ca317958e37580f75bf3c92f7f23d452e4b9a47c4f19713b9034c9048e39572	1759
1455	148150264	0adedb416b6badd2d68b2f3a685f085d5b3d92ef69321fa2185df324777acebd	1759
1456	46167467	2c73118d3397aefd6071de939a133a419191ac5e2aca15a6eb200781c5477eab	1758
1457	46658185	c2b4323d1b898b20646ce8f6590a9936ee17f27549d84f6309ed980fc6a94dc3	1758
1458	48189147	8efecb5146a0e10a3c7e26c8e14faf1e1b3ccf076886d912b51db38c79cc28ec	1757
1459	50357733	b4822af8f776f9c7a4c926e0bd01a3e2b456a48f223cf3df07287224c275e1a8	1757
1460	99042000	99f2895359b523e37c21537ce1d1ee893f882f1c2dbfaca78f4a4fbec701514d	1757
1461	32870918	2420f5b305a60ceed211fae3e2e2c7aa1e21764eb139ed2da8b0df03c7ff04e7	1756
1462	33518157	5d81cee07b92a393df3e0873d05ce39d808b7ec90991b0bb862849c5f8bdb717	1756
1463	49229480	39c08ac8dd5c267d1cc01a10c8d20fa5b26a484cf874b238913debceb09ba482	1756
1464	145258681	8c6c358a74d7a672f1d91b28da2709aed8eba6c83a508b8258eb42be2170628d	1756
1465	226350316	d2cb96d5ce3ef3a4f379a92aab6a917962c7e538ed267db2aa3f6563407d1860	1756
1466	36307786	4c2d34d5f55a5ef387fe3a608c5c16e108b3f31e5ae7951f65f883df3642732f	1755
1467	106258111	b941b99ea67ef8a71facdd225279001083ed5c5fc13fe3e04e60b5f7e539c8b4	1755
1468	135207499	bd58af0136a3bcbef5575ca96148ea143b3d28a411c8586adbc3bd90295d3d77	1755
1469	45218954	c81ea4d965893a61bcabd1938f6c620d8c0e4f0dee2948a73beb6cebef0027c5	1754
1470	48189146	4140685d940862e8092d572a33ef263c3cfd55f3ef88fd16908fab2c8a930942	1754
1471	62382707	7945436e2c528b51774664ddc80645b54c11887589f3d7e4d8ca74eb5d685075	1754
1472	88687380	11f905f8890971c2e36520b657968eb0ae2290cc0f15110981d9efe7cd7000ef	1754
1473	140789220	2f090b6b74da26a3e9e350f3eff8b1ad1d36aed9aab58715cf5ca9d9a8c36de3	1754
1474	44745976	6f488d10ef67416a8d58fba67e7c59f0ee81612a501fae5575a8c7e511913981	1753
1475	47680617	dc427079799b65c339f5e19ede7780540b58a0775aeeeab94b9e606f724ae46b	1753
1476	58717670	f1c05744b926dba656e68d153bf262565833c0e71dea37f2ed0a2b621efec813	1753
1477	85568232	fee7be82163f43be17f8bf3b14bfce4b2c425b4e021a8e29343bc9e6fb4d1ca9	1753
1478	86995881	627c706a4e308d6a7f33f6d45bc9b8dd4e3a0440605217b9b2edb9030531bb06	1753
1479	33488699	61bc686adb9ada7876a6539f3fa21ced578afb2769972aac83cffbc600b04967	1752
1480	47214060	e2795262eb55d3ed530be3a10db6b6d22b4dcf860f7aa70904128f50e26bbf6d	1752
1481	49232693	906c36c01f171d557fb9509c00d6175725f8c0cff21e712c3a85169c8d4b65f6	1752
1482	52737825	f7e2752916ed8ccc608b02dff59d81ed7fa107c74aa931ea43819853a62c898c	1752
1483	59353845	c198a3990b5806dac5f49cdb7b2389dd9812c34a90973e335a63e8e18eddb138	1752
1484	88842490	6eafe6b1abee853bd08746f72980d7a06c7b0e465f3fb1917f24b95c887f99a2	1752
1485	100890166	36d9198f9c938d9b09a2d2f851c901ea47314a535b04e2242dee7beda39ba06a	1752
1486	140593012	8f67d3f9f4cd975da29ef28d71c5eddef4b70ad41fda5541af0cc84999d64f93	1752
1487	98646712	08ea223ccebe9fa8bdd697977ca924717063e8c02cf11314e4e430b304f66995	1751
1488	106035267	9e6ebcad57cb9f91595aa9cd3f3b3e6555167e8d02637f86f9c1c6e9cdb77d8f	1751
1489	128580718	1825fc68487acee66f8475276363c97e67d1353d2a2d15c7a11c18e1a8e2854a	1751
1490	46658186	70d13566878503ac7071eaa063c78c5efae0bbc7d1a8eb4b115250cd1cbc6788	1750
1491	139342183	4f9529f4be8cf0ed084f982a6379bd8acc8a86b2c6c64e626fde2c51f0728f13	1750
1492	40136103	ebca8712f4b7b1ff0cc5b7395ee04568ae460e48c073b965d2f7a10dd8e6a4fd	1749
1493	142050859	597afc42a2b1ccaa2f9aae3252e88d120ba424d258eab3391873d80546da14ca	1749
1494	144549151	73a94e517338c68fc3d9b13990df23ac233d241be4ce7ee48bb45fd124828663	1749
1495	161959484	99bb1ec8de43d0c8d735e13858302587a391445a5d34e92578174302b9a7dbc8	1749
1496	100198913	064cf2b4f04c0777a71cd61dda7f5f2e355d9a810f7a2a42568dfedad8a28301	1748
1497	101335973	249516d11901cd908b5ffe2fb4cd317dce4082fbaf28e183a5192e58dd4be969	1748
1498	104791154	229a37a3613a789f3dd644995bef060d6091fb599aa4d2dfd55f8b4d63cc0425	1748
1499	91602111	890b701c4ba7608916d7ec70d22863ca93cda53c96e58345a35597439c4713c5	1747
1500	142938120	0bd524cafc6c5e1effbd0ba1497fbb0b380a3bdb622677e5261c4c6106a1a805	1747
1501	37367537	9c81f209c5138fac4ca7dfb06cfbce7909b5193d821ed350d975f2061725fce7	1746
1502	47822503	716d2ecebd043545b9fedcc107a7766d11b443c4a8fe4dd0e0bb68ea252fc959	1746
1503	48201051	5291b150808e53fda58fdfb397082d449312a21916b27bcf3d7a5a8dc7a74f1f	1746
1504	48717188	fb4d791dfe0300a8134411fbef1b71b72e3c897ddef7b2ca7955a9b34f2ecd8a	1746
1505	99822394	09ad7041f0d83e841fdaaef6eef0a4f8e35731e4bed028703f4e7fc7eeb1b2ea	1746
1506	105800966	89b5a605cb24eb428cc294b3381c909cab3846c4841ebdda659209e081ab064a	1746
1507	133704185	a1e654c236fc3a87f6afaba2e5f2e61da2c70d1e62eb3239a24292a87d3502fa	1746
1508	134714397	7e0b67fc1b0fd8819c9d13397c9efe6c8809b86bf0427f57ccf9fafd8bf1bdd4	1746
1509	40311689	24c2f5382f83e855cfc83746402bfd1b18b0abc857251030bf8632fa9c71a4ba	1745
1510	119691855	681c8e8451b708c67b28bbda9dca9c7260693f610f995a7b073bb5f7e35ab183	1745
1511	119896576	2232cb8dac97b75ab149fc7f2b92d2358ade6a869695f55af122b48671d537f7	1745
1512	140383879	9704aa2ac470eb699367eff84e7b9d71f934bb0b70a32f2f49f597a9d214e9be	1745
1513	141354270	dc9c61e630194b31d0ecc7e65a96b221b219c4ebd0305ba8c7d05ec73d347ac9	1745
1514	103927691	ea6ee4b1f9c099a7671ba09b7c72d32244a92c70704793a139ffbf65fa3c3082	1744
1515	103927696	592fa14ec7f9c48d8f0658b2f459bdd5320c8c24bff8397f541a29244c317c3a	1744
1516	40009299	857c6e9c3385f97c27a1730a3fcaf4d9e0315ef7acde173173e0d38b2a3b57fb	1743
1517	47676683	736e827a14548b2d19bb9dd750f297805aef81b1541977259ee09346ab12df8c	1743
1518	97491504	114507b4844ed29f0a669e253ad37fe4ac81d0cf820f0fa4fb89c7baebfd67b0	1743
1519	105368219	e2ab39a398649c0cecf6c0ccceea8081cedc6938f1864e9fb4fbc1848a7b78b4	1743
1520	134828331	d81ea1b834210a9bc04f64573fb7b4fd10669a1e0026b20a505b9d25fb3de8b6	1743
1521	135856451	370c9da280bf93432ec4010786775b74c8171544b874d4cf95b9aa2a9119e272	1743
1522	138290582	f64752aabb6962905ef5998e640e357633a6ec28265a60b585e26451ddd21f99	1742
1523	142277971	92a549e9d92a08ceda3a3f7f83da98f43e313808ec276aa4b21e8f0133140483	1742
1524	48716454	30da6159c4816356a006b61734f50bbc3ca96b0283d0c1d61572d9cb0c74ff5d	1741
1525	49229578	985dd35e1c577fd77862141665284e0e1a1c5baad1d119cc44a9f412f20a99f1	1741
1526	58625862	21f3c4673900443e4a98d548dfc4ad4cd6d9667a778951c753c8fbd09dd0339d	1741
1527	79551117	8a744288027cc472d1b5d793f162f1c479c84a7fa1ffbdfe1b14c0e90b976104	1741
1528	139901941	6f05990e1d4146502a91d92cff8dc9a1b82fab5b34c666940cbf8ee81301db0f	1741
1529	141198794	eb15cb6823ad9068b2e12cfd609c5c3fa8e861335b3568d43f52c4be92851e26	1741
1530	35140166	40023512ab87b68a55b87029a05d7ada8dfe1014b90c24a9d20cd123d99d9445	1740
1531	44745445	44b25fc80a9714cb96aa729c0420e205d46dd4527f747582e727ae182189da86	1740
1532	48188856	a21336ff4738ced77737ffba6a9d6eb29d053638c1104dca3638a67d95e2e454	1740
1533	48716096	2c9f76d5833941bdaf8ae104f37fab3fe04362f7cb6922d5290b85186554960e	1740
1534	87376626	a03eafc9d33cebb17b933479ef023062e0660bfc7c3565660fb0a6fe28e71d43	1740
1535	104764251	2e914ea3b9d234441444dadccbac5224fa6897365f53ebc493e1fa4b627b670a	1740
1536	69122884	3d52ff91124bf8a36b44b2a7392f5a7aa60c2bb622a00e3e2dcae0341edf473b	1739
1537	83532707	155becc61fd3aa3419014379c995caf24ecdad735b61e3bb3cda925816d79183	1739
1538	95261188	dce27d292a9799bf125eeb262235996b385783331350beeb94508da04295d527	1739
1539	107267626	1fa807c0b74d0175d4ee90bb405ba9ea74db67fc59098989b619d517b3bde854	1739
1540	135576469	60e848b16eb85566a6cfd6a074b2a97b8ec11bdf0873df4c47bd38810e3fe7df	1739
1541	34738880	860bf6b1d1a359eff353c176fde9798a72114bb1dfd0f0fe155ca4d455861b40	1738
1542	42012571	afbc3ff8afa6c8707921b86df680333a3b84abecf6840ad0f5f1791b9c5ae4a0	1738
1543	47181811	3ef862eac6a71c0e031e890faf789bb2611e4f1d53fd96c5fb90bd563cfc53ba	1738
1544	68619878	9f82161e307b5e2bc35929f8a821f1d4f9f45966187b822df24fc8c7dd108913	1738
1545	96063358	583eaff854066097bdb90258a82aac49cb04071a0ade7adfc8321b8828f1d924	1738
1546	45758255	6924f2666e3636e053a9baf17b7332df8a9e8a61d0ae96aa045348d8ff8e143a	1737
1547	48189148	c96f0f179eff2d2ac4243c2ff2a3f762d5437ce67baeda74fbeb5a507e50694a	1737
1548	87376518	10ccdf5b8e0879d6b588571e0b0f5b38648a38d97d0a8bddfd8b58f422a1145a	1737
1549	93780053	13af413768b6a7844d3ee341f79f411f9ceeeaf2d2485c7b1adbf3dc44849ff1	1737
1550	86484462	7778913cb7a1ecd378d25b77640b46567fc73bb926b648e301de73e2bbf2428d	1736
1551	100520316	0a76d262542071615ec04a8c520fd355aefc16fe6e3635213655c5bd16006309	1736
1552	40263389	0f918bd224433cdccadcd9e53367d65074427caaad95b9470faa7e2dd509a91c	1735
1553	45218724	a2957ae8cbc71f86c2383200db91b9cbf909686907ff54e1c5546ef465dee157	1735
1554	49229917	6cded1ce25d16537080316e67c60f50de1c180023f4ac1f7b9e21b7e690b3651	1735
1555	101486683	27c52ff085461d6ebf1d9b3c704cacedb1b029a0dbc1c76a8f533d659c09587f	1735
1556	105585228	3ad33ceda3f87440a740519268ee0fe6668f4114389dcf975ad31be81da7238d	1735
1557	110087723	6684875f2b4242f8408f6eb9d0717754b8c43d93633608418af3cba4d4d549da	1735
1558	47676682	1025f745aea11bb4fabe717ba4b3a525a8e293680a9414dac29d56f8b8e6bcc4	1734
1559	49229918	19e67b62d64f5eee7f5184af6025ec25990a4e9c40d2ece4dbf066e30998ce79	1734
1560	84690137	819f4f67648d875638550b83190d688a986002084a2dc388efd12197970e91a1	1734
1561	148398045	ff581a5016ba4dcac3c4977f897b6a7db5053a8326cbc654a26cff7c7b2e3643	1734
1562	46165070	9457b7091169028bc95fd14b8ccd0847baa28837dc40b8ac669c9d7174adbff2	1733
1563	48716097	65aeff15b54605b9249e2473c766f5162a678c037715cd38737827b88c513c52	1733
1564	50358965	4b18e53ddcaeaeb98f26824eeea5a8a5edf8d9e76308843b424dc2af4be72f59	1733
1565	79333520	b53bd20886d763d30f322ec4e9e088e3195765e4da50dba9173b61efa3696c8f	1733
1566	47181813	22642afedeef345cd0d1890c92247fd5b736e7acfbc2b7d9ff129109e05b0684	1732
1567	50358853	eab11c78189d28e4c7bb7b514a81fd2f8914e2b59f5eb88ffcd86595fda13f33	1732
1568	88337315	1a88501f3d354e4c160d81825155bc5c74e27e0fc3fc14a1c468c1d85332cfad	1732
1569	134180709	6c0cd4ae9a96a3d2b777c20f16dfc12f7f455bcaee7489633301e5c6d76de6b5	1732
