rank	node_id	label	clustering
0	160	null	1.000000000000000
1	187	null	1.000000000000000
2	404	null	1.000000000000000
3	2028	null	1.000000000000000
4	2613	null	1.000000000000000
5	3938	null	1.000000000000000
6	4114	null	1.000000000000000
7	4625	null	1.000000000000000
8	8091	null	1.000000000000000
9	8204	null	1.000000000000000
10	8639	null	1.000000000000000
11	9438	null	1.000000000000000
12	9711	null	1.000000000000000
13	14168	null	1.000000000000000
14	14586	null	1.000000000000000
15	14653	null	1.000000000000000
16	14914	null	1.000000000000000
17	15509	null	1.000000000000000
18	15857	null	1.000000000000000
19	16802	null	1.000000000000000
20	16989	null	1.000000000000000
21	20156	null	1.000000000000000
22	20198	null	1.000000000000000
23	20352	null	1.000000000000000
24	20406	null	1.000000000000000
25	20705	null	1.000000000000000
26	20712	null	1.000000000000000
27	20853	null	1.000000000000000
28	20891	null	1.000000000000000
29	21443	null	1.000000000000000
30	21485	null	1.000000000000000
31	21807	null	1.000000000000000
32	21843	null	1.000000000000000
33	21844	null	1.000000000000000
34	22275	null	1.000000000000000
35	22335	null	1.000000000000000
36	22399	null	1.000000000000000
37	22801	null	1.000000000000000
38	22941	null	1.000000000000000
39	23177	null	1.000000000000000
40	23226	null	1.000000000000000
41	23227	null	1.000000000000000
42	23293	null	1.000000000000000
43	23301	null	1.000000000000000
44	23581	null	1.000000000000000
45	23683	null	1.000000000000000
46	23705	null	1.000000000000000
47	23799	null	1.000000000000000
48	23857	null	1.000000000000000
49	24021	null	1.000000000000000
50	24039	null	1.000000000000000
51	24062	null	1.000000000000000
52	24068	null	1.000000000000000
53	24097	null	1.000000000000000
54	24154	null	1.000000000000000
55	24410	null	1.000000000000000
56	24421	null	1.000000000000000
57	24426	null	1.000000000000000
58	24458	null	1.000000000000000
59	24485	null	1.000000000000000
60	24511	null	1.000000000000000
61	24515	null	1.000000000000000
62	24544	null	1.000000000000000
63	24576	null	1.000000000000000
64	24581	null	1.000000000000000
65	24639	null	1.000000000000000
66	24662	null	1.000000000000000
67	24673	null	1.000000000000000
68	24694	null	1.000000000000000
69	24731	null	1.000000000000000
70	24784	null	1.000000000000000
71	24812	null	1.000000000000000
72	24820	null	1.000000000000000
73	24877	null	1.000000000000000
74	24999	null	1.000000000000000
75	25039	null	1.000000000000000
76	25089	null	1.000000000000000
77	25152	null	1.000000000000000
78	25165	null	1.000000000000000
79	25627	null	1.000000000000000
80	25660	null	1.000000000000000
81	25717	null	1.000000000000000
82	25745	null	1.000000000000000
83	25800	null	1.000000000000000
84	25818	null	1.000000000000000
85	25859	null	1.000000000000000
86	25868	null	1.000000000000000
87	25995	null	1.000000000000000
88	26084	null	1.000000000000000
89	26151	null	1.000000000000000
90	26451	null	1.000000000000000
91	26720	null	1.000000000000000
92	26828	null	1.000000000000000
93	26856	null	1.000000000000000
94	26968	null	1.000000000000000
95	27010	null	1.000000000000000
96	27410	null	1.000000000000000
97	27460	null	1.000000000000000
98	27505	null	1.000000000000000
99	27528	null	1.000000000000000
100	27534	null	1.000000000000000
101	27640	null	1.000000000000000
102	27713	null	1.000000000000000
103	27765	null	1.000000000000000
104	27801	null	1.000000000000000
105	27807	null	1.000000000000000
106	27810	null	1.000000000000000
107	27831	null	1.000000000000000
108	27837	null	1.000000000000000
109	27858	null	1.000000000000000
110	27928	null	1.000000000000000
111	27929	null	1.000000000000000
112	27959	null	1.000000000000000
113	27964	null	1.000000000000000
114	27968	null	1.000000000000000
115	27973	null	1.000000000000000
116	28010	null	1.000000000000000
117	28020	null	1.000000000000000
118	28079	null	1.000000000000000
119	28137	null	1.000000000000000
120	28140	null	1.000000000000000
121	28167	null	1.000000000000000
122	28222	null	1.000000000000000
123	28225	null	1.000000000000000
124	28228	null	1.000000000000000
125	28257	null	1.000000000000000
126	28482	null	1.000000000000000
127	28483	null	1.000000000000000
128	28484	null	1.000000000000000
129	28506	null	1.000000000000000
130	28536	null	1.000000000000000
131	28537	null	1.000000000000000
132	28603	null	1.000000000000000
133	28609	null	1.000000000000000
134	28729	null	1.000000000000000
135	28847	null	1.000000000000000
136	29140	null	1.000000000000000
137	29649	null	1.000000000000000
138	30257	null	1.000000000000000
139	31202	null	1.000000000000000
140	31794	null	1.000000000000000
141	31797	null	1.000000000000000
142	31832	null	1.000000000000000
143	31834	null	1.000000000000000
144	31842	null	1.000000000000000
145	31869	null	1.000000000000000
146	31919	null	1.000000000000000
147	31974	null	1.000000000000000
148	32027	null	1.000000000000000
149	32029	null	1.000000000000000
150	32034	null	1.000000000000000
151	32037	null	1.000000000000000
152	32043	null	1.000000000000000
153	32045	null	1.000000000000000
154	32054	null	1.000000000000000
155	32070	null	1.000000000000000
156	32148	null	1.000000000000000
157	32223	null	1.000000000000000
158	32226	null	1.000000000000000
159	32282	null	1.000000000000000
160	32345	null	1.000000000000000
161	32377	null	1.000000000000000
162	32402	null	1.000000000000000
163	32422	null	1.000000000000000
164	32538	null	1.000000000000000
165	32592	null	1.000000000000000
166	32615	null	1.000000000000000
167	32620	null	1.000000000000000
168	32621	null	1.000000000000000
169	32658	null	1.000000000000000
170	32659	null	1.000000000000000
171	32660	null	1.000000000000000
172	32675	null	1.000000000000000
173	32761	null	1.000000000000000
174	32826	null	1.000000000000000
175	32923	null	1.000000000000000
176	32983	null	1.000000000000000
177	33069	null	1.000000000000000
178	33092	null	1.000000000000000
179	33121	null	1.000000000000000
180	33135	null	1.000000000000000
181	33260	null	1.000000000000000
182	33264	null	1.000000000000000
183	33300	null	1.000000000000000
184	33311	null	1.000000000000000
185	33331	null	1.000000000000000
186	33344	null	1.000000000000000
187	33365	null	1.000000000000000
188	33369	null	1.000000000000000
189	33398	null	1.000000000000000
190	33505	null	1.000000000000000
191	33507	null	1.000000000000000
192	33538	null	1.000000000000000
193	33577	null	1.000000000000000
194	33581	null	1.000000000000000
195	33582	null	1.000000000000000
196	33698	null	1.000000000000000
197	33701	null	1.000000000000000
198	33718	null	1.000000000000000
199	33722	null	1.000000000000000
200	33768	null	1.000000000000000
201	33770	null	1.000000000000000
202	33811	null	1.000000000000000
203	33828	null	1.000000000000000
204	33837	null	1.000000000000000
205	33845	null	1.000000000000000
206	33907	null	1.000000000000000
207	34039	null	1.000000000000000
208	34088	null	1.000000000000000
209	34217	null	1.000000000000000
