rank	node_id	address	label	in_degree
5572	30673704	1PWEV3JuKpgDjzbUEFcbJpkJ3trHvPHj8V	null	3244
5573	41804872	1Gh2LSum1cx8u4n2rgfP4Lx4PJxfMp2jdB	BTC-e.com	3244
5574	81953927	16jtBCxPqdDKAwPpGSzSKoNW2CUUufx98y	BTC-e.com	3244
5575	127842532	173xkiFLYQeyeKK34uToBwXNdoGJqnujbZ	MaiCoin.com	3244
5576	177764100	38PnCvUtb3BgvWxCDjFQ1E4FyK1jyAEPhs	Cryptopay.me	3244
5577	85103749	1GBv8capptiTt68a7ehDnq7q4BGZFyShkT	BTC-e.com	3243
5578	19034911	1E7yWqUzvD39Ej9jZ6kyhzNXFUYBaHeM2	null	3241
5579	22643951	1HTw7RAKCf4M9R7tFsa1xY7ktzjKSuxTop	null	3241
5580	54753185	1ELs7wvcPQsbdYoLWiixX9fxvRmwYX9H8b	ePay.info	3241
5581	108750374	14Xn6nWiLtTLk1zory4LuuPM6YUGCMhwgD	null	3241
5582	42334005	1CFWeeoG4SxS1YqTWudVBUwTTPH2Kj2GYT	null	3240
5583	48480554	16PBQ38wX4w19RN94ehTEDq1g8vVByFuEb	Huobi.com	3240
5584	234029607	3D6EJGPXF6Y45n5Sp3CzvJ6gTey5K9VT6u	null	3240
5585	178557692	33J44BnoPhwQ4BA6x8TBi71eEckLtk6yop	null	3239
5586	59136399	1Gz1KCSvehAwgDHePZ4pjMEStq8zza31zm	null	3238
5587	75540574	1AmFtAFs6W2TsjMFijNy1xgR4SNWNFK5G2	BTC-e.com	3238
5588	56964497	13rikmRYXndVk1oprwR8Wo6Hv4S6k4WFMb	null	3237
5589	26382774	1CGVyAgAx9gg1va5pGNVJtF6gdKpPUVTSf	null	3236
5590	62708648	1552seyi3ETjEHqZcjz7sUdyRdi6iUuK17	ePay.info	3236
5591	63148119	1GJ2jfP6cDep1gSTNdvWhbXvhJwPMwBcQW	null	3236
5592	201186764	3A8eEzChTahXmURNHUCViGKvRTHyjDRwt7	null	3236
5593	293465527	19pnzEH3EwviGNthuQXbLvvJfJFj4phsHP	null	3236
5594	47831062	1A23EoNpNVo42CViG39gy6pZzXxGTq5JXC	Xapo.com	3235
5595	81270641	1MCaXRP1ULA8da8ysFGVzQEkhvPheEA5xe	null	3235
5596	81270642	1CuES5EmgiM9TUimiiP9VoKvfUS1gyadYx	null	3235
5597	81270643	184pkX21vfpjkaJyxBb9qBzpVJGhGG2VqC	null	3235
5598	81270644	1Q6M9Vyuv5RyeuqpgJfCUCWrM2yrSb45BD	null	3235
5599	81270645	1JXLBBms1fkfpj5mmkG9hXo3ZmXcNngaXH	null	3235
5600	81270647	1EwjChTjmds1twpGrsvChvnSNZAkVHVwSs	null	3235
5601	81270648	13RCrWP7uZAVP6d79CxwvPEeZQ663fssdU	null	3235
5602	81270649	13oXSQBaALRaRVNkDz46LGof62jXffQ7mb	null	3235
5603	81270650	1MAQ8GMyKFMvvFKwuzJKDH6j8BuH3SdXVL	null	3235
5604	81270651	1LabvBnKV6MCEcoAwgfdkyBBWjdcCJ1Bhy	null	3235
5605	81270652	1LCDTXZXAK61w3TEACzZf4mHuyVnbeo9W2	null	3235
5606	81270653	1LpcBeMpvZ5XB4LQbNDvnVBfezdrTXEqBN	null	3235
5607	81270654	15AjyxUNokwLoANQ366EeL2XonGdUZoh2A	SatoshiCircle.com	3235
5608	123556445	3D4UrWbTu26BcYmmVH4hyEcSMzp1oRK7tW	null	3235
5609	168546359	15iELZBCawk9WzETfmAzUqKAC5gKZmcjtr	null	3235
5610	99224620	1M2LHpKrP7ickZd6F5G97LNpQHKvffQamm	null	3234
5611	273516106	3BDjBAmuHyKk2yMFNq3J8UwfUE9RZQY7CR	null	3234
5612	267602271	1LTXrozxWZRKDA8Tax16BDMhn29TipECJg	null	3233
5613	4428299	1NirNYyqe9aT4HPKqvZJY76w82oATL5N7K	ePay.info	3232
5614	98124380	1Nk2jx5pYGTWwB3P9t2dEYuyCRZRnU3mEK	Huobi.com	3232
5615	103680611	14QgYuCdh7t7bromsstkFzXQ4ZEBFTQiMZ	null	3232
5616	41968190	13vo8wH4h4igrMrgdbMjhBN8oes4k36HSV	BTC-e.com	3231
5617	44551133	186PHnp1TshsyPQNYCMAokzbLg8NK5Gykx	BTC-e.com	3231
5618	103680612	18jk3cq2hGMGx6oCB9mHfSxHDGdMdKcUJ2	null	3231
5619	43629479	1DLCNdMHNauWxPUCzjodsMYFdKcGjrXEWj	null	3230
5620	144157549	16Z2hr7ozmmRiPe97Zim8TdvmaPqkovd2w	null	3230
5621	63793052	16qfWz3cyPtyhd2rX43y9oA2bXZ335MJjM	null	3229
5622	103680613	1CZCu1WyxXWGYDPwd7NQScB8UbAbYihXba	null	3229
5623	103680614	14YbRd2aagkzJjxPy5ekDVyiSKp2C61y3w	null	3229
5624	103680615	1AqMpV3fDcJF3h2DHTcxVfR4XdWRaQpHuk	null	3229
5625	189810628	35adjXAtWkQ8DqY1agh6b42xBxGGjvvqxG	null	3229
5626	268371685	154H6d6aSStWJc4UUJcWGAZ6dtsC5CukmZ	null	3229
5627	42780128	15U3v3X2ac2VEm5x1UDJCx14stWhgACiCz	null	3226
5628	20669544	1F5kSuqvrxWK1NAj7sPLEgCaeWGkDtthpE	null	3225
5629	22684506	18ipYoKsS9cjrf9EHV8GCSmySEiZEn3ke5	null	3225
5630	27301992	1EDbwL7kZpM3HYX88EyaiyEHQ9ha33G3an	null	3225
5631	59154223	1sRKXaTMoFh1QS3PNZTk8CzVqHFr9BtXr	null	3225
5632	268386365	1L74s7nojZaemYLEwA1EFqpW53T5cN5ksq	null	3225
5633	66901903	19XKuLce4MQmiRo2tN9751fT9ea4nWpaNF	null	3224
5634	205926191	1En6aUdduwAP3yS8gPm59hh5STwZ8d2fq9	null	3224
5635	145449417	1FoAgo9nMYKFVJavMw9Z23nppYKbFxhkJ1	null	3223
5636	38695094	1HfHr4MEG1rWf2xaEWBUYy9kNF7CndARUq	null	3222
5637	149212381	39rdidmbRorm3QQH9Y9AD2C4Qnjgod7Dac	null	3222
5638	28137869	1AcfXTuDbZ64fZ1VcPyEjpCCpDRPW4ZRXT	null	3221
5639	43686304	1Bb5DcPZWwQdnB3ENgdm48xFRK6H6pdsjZ	BTC-e.com	3221
5640	71737155	1Lw5eh6gLWt6wphZEvwLWSrMMcD5szArJs	null	3221
5641	268225877	17iWYj27MNJjLebQQhSvEDC42CDbfjYpL7	null	3221
5642	269312433	1HkSiYtRuPQcovPk2PW7B5B6mVXbwBZ1f7	null	3221
5643	103354031	1JVc2DeqY3V4AwLu4Fvhjwjhc6DFtDtyG6	null	3220
5644	140425306	1BXWazKEGdVyM4dSjyGZwecKxT2AmDWjdm	LocalBitcoins.com	3219
5645	196053787	1GHFBkS2vcTAixcz1DVebNBhTf9MnxizLA	null	3219
5646	266989704	1AyYA12JxfNhF5EfWa2S7XnFdfrp2Xi13C	BitBay.net	3219
5647	140191107	1G24VuN3wU82qcCnQhWdeHeQVZAmdD6R6q	BitoEX.com	3218
5648	262045137	1Cb4bwkkkh7uF5J4ssPE81Qt6wDkMutPYC	null	3218
5649	42446537	1N9kkQCRcDRkMeMqkzQCM2anEuLbitx91t	null	3217
5650	10975929	1K7hKcfyAEGKCCijtad36CVYPuGhkXaenZ	null	3216
5651	36120573	1A4AXFGpMErmYBkzHAJve846HPVnmSDSTK	null	3216
5652	91793250	17id93nLPT7eZFxYe9sXgLjwBbBXJKspY6	null	3214
5653	30837972	1Ba7axdt8iyHpSnZpFrMAR1ujtkWgD4WVS	null	3213
5654	75636062	13kxWCuDWN1gGSe2vPmsSBVXyPfYLMh6M4	null	3213
5655	36729167	1K8xHjqHyKD8XZYzSERcZZ7SSdFEK1bR7G	null	3212
5656	54298700	12u8EFJR6QJpNYbuQcYt2iMsAtPdnCFwQb	null	3212
5657	69673647	1EGkrePtR6VvUC7K7c7gk4WviUwFYH2Reo	null	3212
5658	138395102	14hELFKmwNvSvAi6Mf4QWukTjj67ouTRqa	null	3212
5659	146445327	1NRuaGW9EPhuHwi467URvk9cGWFvnPHCz	null	3212
5660	268281310	12PPi8QeQJzpdY54EvtYELJgyp42j94bFD	null	3212
5661	74956693	13SSoE2Me5ZEcU2gS2L79qoSRs13N2wwJN	null	3211
5662	96202714	1EJbRtWVfGbFyQspabCfcwHZ4EF7xNTAuQ	BTCCPool	3211
5663	127950056	1FPnH7wsyhcWw7Y29jJzvWrxYXQCZbghd9	SatoshiMines.com	3211
5664	35040532	13HyNjVjdn1ZUaPs7dnKSDhmavxGtqtJ4n	null	3210
5665	279596940	1ABZLMixQ8VyGwCpReXPf6Rq65ebDjWxGN	null	3210
5666	210385724	3EpenuZTMJTbUCyAQV1WGjekg5zcARbrr5	null	3209
5667	219365563	36DGZr61ZKFDcTfYhSaYWoSeQE5Ny8JEpy	Cubits.com	3209
5668	30624007	1Bfd3S2aA5EHMT4dzEjFCyLLqaMhC1JFPh	null	3208
5669	38663216	1PbDwxojthU7Aoyt872dTRjTCVB3MjEReA	Btc38.com	3208
5670	100219102	15fssBRJnSj5kcSuijNqKYnSAdnxvUoFxU	null	3208
5671	141325149	18EJGT6rmf8Ji2vEyd3jJtfpcuenyrFnBh	null	3207
5672	3343731	16WDXTKSypyM67bgkayw4jc78vC7keJyrX	VirWoX.com	3206
5673	42309298	1DAo5rrPvZMnV6Q85RrXKUQUh3sKqBzF1h	null	3206
5674	43210234	1JaxbrU7rMaA2hw5uGgCfXh18d8VaCYoCR	null	3206
5675	115578530	1Mdt8VXRq6pahVZPoraeeaLvbSBTiERFeW	null	3206
5676	241951895	1NRJA4a1TgXMtuiw5naBYyTbZutZ2rVEYe	null	3206
5677	33666484	1RooT1Zusd52MLXn9wWKn26ESRQ1ENybY	ePay.info	3205
5678	161412803	3PAFipVg7movJssqFpf5hovpfKcfnh8DAS	null	3205
5679	22960996	1Arx6a4Ei9GDwJMnTFtvg6JBowHyNaf8k4	null	3203
5680	113770272	3ACb1BBZJ18hZLUfU2Nt1C2jWi3Cs4h1RB	null	3203
5681	44161777	14teui22gdpKyJdMfnVV8TTcjBMxkapCrS	null	3202
5682	91233831	1LiwxmZC1v3d5J7XeMT4c8FKpuJwV3QjqH	null	3202
5683	105631464	1N26ZFKA1YD5Tmy6w43rQzKZ34FJZiNnjf	null	3202
5684	226563188	15LNuXTdbeXfQbW7q7VX7QtC3fSMYZjAy3	null	3202
5685	28870519	1crNHqZgbh67K3Q2e3BWNtJiHhydRcTxm	null	3201
5686	165272687	1HX47vCmCRqN6cy3FSX48ZGfApxVWNp7ok	null	3201
5687	181627666	3HQ16wZWhUcMCg98m5wCEMD3nYcg4FZd82	null	3201
5688	123688092	378oxYiJGrGyDWtMGn2CdNZHWtrG9XQXLo	null	3200
5689	233706927	1CCVx33VufHMqVbcZrRTxUCYH9zQSkFgiW	null	3200
5690	39401218	1E3jLdF2v6gw2g1SsmCueNmMWKfVrJeTVR	null	3199
5691	49431892	1Lrm3ReJvRNnv4RAazyrAkk4Xh5gi11oga	BTC-e.com	3199
5692	271793430	1BBjFEXCpi5cp33Y99qQbvivmieUyWktk8	null	3199
5693	280176205	1B4kz1Ggnv1j7eqje6zLnVaky5TwFsPTHp	null	3199
5694	51276071	1DUo5mRtghn2K7xB1Epid9B7r6wJffKrBf	null	3198
5695	99224625	1JuqvZDYMCYktvzkMq1beMEYwJphyJTgaB	null	3198
5696	277206223	12XQskfWgsesUV3MRbThL74hhAEx7wHkSo	BTC-e.com	3198
5697	28307634	1Q8mpLYP93iBxfZo5kjBmu9kLUufKRWWHX	McxNOW.com	3197
5698	118171169	1H2g7LnHkXjFu4NFWTAn42zdPVtXXN5z96	null	3197
5699	200420379	12ULp22Wb7njNR1M16UaWnTXUbgqdWSFPG	null	3197
5700	74054223	17xopd6mmQm21HUmZeRt26d1mTJFNk8a17	null	3196
5701	82654819	3PBN9oqgu2ardz9t72TDN3Wx3iZkGeFZR6	null	3196
5702	170879214	1Bs6bxenJwGSJnpKNU5GbAwV2mKjuFrPcK	null	3196
5703	268207335	14WS5keMafNkPGPduB36p8UjqKXjcrVfku	BitBay.net	3195
5704	24275393	1KHMBLE5U7fZL1A4ywbHz4QczcxhS1vHb6	null	3194
5705	24472070	1Dgp5LqGZKWP7PrmxTG1Sitb88a16HzwCy	null	3194
5706	38486519	19kv16ooQV9Xbw1hxmGQ83u44F8Ptjv6xb	null	3194
5707	45535299	1E8oABfnHbU23Fkk2QEhQdLcQd8jUASLnk	Xapo.com	3194
5708	52153463	1NbuvQy1gFopPRvE7h9XVuUCazF27pjyRY	ePay.info	3194
5709	268371687	1JVVuJuSK3fWLkYQaFckrEhz9NuEmCFss6	null	3193
5710	268371689	1K8RX6GJvv4CWVdrEdmUWWwNDgfrc8eB1w	null	3193
5711	268371690	1DzHZ6atEMBVYcYqqSZmKVw9ZA2f9pwsQJ	null	3193
5712	8527356	17ZZgZvYCjxBWWDUsWyQ65AmPvC9AoRe8	null	3192
5713	36800438	1MNHamBZBMwYHWWwdLyL9A9tGRX7NSeb9L	BitcoinWallet.com	3192
5714	82331922	12kZdVQUdJwdWaxTLdq8xwXyaZqUdSC9Bh	null	3192
5715	18140791	19xSHTiJAg7JxcFK1EvxopkpeNhBdoB6Vs	null	3191
5716	34736848	1HBGTzHwrmFYcoiAzvJUAUCioaUex49DjF	null	3190
5717	57872243	12Yf6VjXdEJCwgFX6CzcUH4xDj18oZz2g5	null	3190
5718	213898710	1GxH4KKfgcmhpidP5YsU3qrrbCsdTtSoc7	null	3190
5719	57603555	1DGPN46ZZmFGiSNQ1wGT5CdXxrbpjseLSg	null	3188
5720	65276802	1PE44fTFoN4to1n1KpgFSEjRTBr3ey2QDY	null	3188
5721	109071503	1HWBkyd9L7pS3mMzPHUP7ebFdKantuG4nN	null	3188
5722	126058816	1NdcJEgi9uNKZnzpMAVRUaCuUdG98Tm9A	Cex.io	3188
5723	18690780	1JbmKLvmz5PWu9hJdtYXJdbUcE9abkN5xy	null	3187
5724	68042137	1PMNZMN6s1DvbZjeCtzXsEh3wD8QnbZF1S	null	3187
5725	196048544	1KxWgX2kbBULrSuLjpb3LG6KwdoVCPGvUi	null	3186
5726	56141095	14m1G1G2925GViG5YtEdi5UrMq7UBrJ6cG	null	3185
5727	156434082	18rx3ZM8Kv1DVbaeGUrVaka1RgahU7Zos	CoinPayments.net	3185
5728	244277606	37ujw6oDhob2Ar4gqRvWEK4Ai2XRHHkxGw	null	3185
5729	49606581	15ZGBptiC6yFKi4bTBCbPoF6xAGUh74yPt	BTC-e.com	3184
5730	74278471	1bonesgMEU4WvrTA8SE1ocYAPK26pCuD9	BitZillions.com	3184
5731	140821013	3AJKDHkwoS4CNcLCtcfKkpyp6nqPUVcbTX	null	3184
5732	35690122	1Eb6YkUwujeYePpNijbKx6FmrGz68i42wz	BitcoinFog	3183
5733	234325615	1NME2mWMvQDC7TptJuN2e5h3h4mkKEC1WL	null	3183
5734	16787154	1JXfojR4pLEHXqMpQvy2RvhQAmdkfZ3ngm	null	3182
5735	55220990	1Jp2SFKSkE3LTpDudUYLsR2XYoUFSd2N5a	BTC-e.com	3182
5736	266032668	1Gqfdh8JmgCXr6FwwDxybT9rmrzpuzHB2Q	null	3182
5737	33979420	14yX5ttzXRpQdRuk6rpCzQKAkR6m9NsGBb	null	3181
5738	71316439	1EAMiFRtD3zNWSEMag23vuhqTCCcAm9nXc	null	3180
5739	94643102	1MQir7P2aJTgcXycKJab9BVpShCQQkUdLC	null	3180
5740	5962446	1MDWFxXtVAUryF8SeYbxhvWVh4qTRtE7qU	null	3179
5741	48305002	1MvedfYGrBu2qSyRByCzXCuAcBDryynjJ2	null	3178
5742	66520755	1EWbD9oqf9cnJZ6KFyKwubMNyUSnWGqvSE	null	3178
5743	38405730	19WmwWCgxe8TB4ECVX4x4CTngNhbQQxaMe	null	3176
5744	40546272	1PhubQLEZVyt2UF9keR47yRPTnC6ZzoNhS	null	3176
5745	83024545	1ETAvqyq1t4mnA5eXfP3iyovf8y14oMiei	Poloniex.com	3176
5746	115940505	34DzrsHBwHDFKAQk95gFs1ov25yF8JsFTT	null	3176
5747	13714830	1DowN15MRJnui7Qj3VFkhLPDFMm8bYsEX6	BTCOracle.com	3175
5748	47092262	1DtMKGKwQkcxcPKyvpgkfYb7r5WFdG99JE	null	3175
5749	18705617	1EGEsx4EtWWxf1bqM9FUEAMF5GjTZiWFyv	CoinTrader.net	3174
5750	60902704	3PgrxeBqD1ToEbEowoc1gxxcUA27DZNZ1L	Bitstamp.net	3174
5751	289156817	1FUum6pRnBzpzaeQugEFE741QQqFX6Pe6H	null	3174
5752	14047665	19esgbwgze2xWJWCfmJVjcnSggxqNNYMpC	null	3173
5753	68874592	1PW4ExCS3HZjWb1Xr3Yp2mMoKn9gQR2EPs	null	3173
5754	104132719	3LH9agLCDVmxWVibayYDgcXjRMCuwqziyX	Xapo.com	3173
5755	187554322	3M6yfXinSTcjUDqyGqUeb96qdtKZffTjRL	null	3173
5756	23216533	1W6KmJGuctUTs3ovCvUBdzNPVNNmh1AVY	null	3172
5757	268288393	1LY6bgearwCra6yL3hXmAz12ZKN4j92x5f	null	3172
5758	14825240	1BqpWKhcW4yCs4e21ycJ5eqS9p4ELrmu7C	Luno.com	3171
5759	73157470	1Ft7X3JjEJN2YLHpTRZQdTjmDemoCwFbj	ePay.info	3171
5760	268444994	3LASrdWTmShfWjXvVQttQ8UWULGfDjtwBW	null	3171
5761	37272229	16vXtCL3HpFs5g26SEbp4tCKus4qRWQHTF	null	3170
5762	37671256	1BTCPayb5AdF8fSsR7oews2PpuVpRtamk6	ePay.info	3170
5763	54831124	18KynEuWHsf4fG3BEc5SUrDZGuy4qYcayj	null	3170
5764	85846302	1KTjb2u7PktKM9vfwWiHw25EnauJ2KKRBC	null	3170
5765	227820371	1MRS1yzBkVZMQUnpid2VDrS3tMwp572b87	null	3170
5766	260520839	1EBDAny14wVheub8ZFVXVbsG7HrfSdkc24	null	3170
5767	10856272	1AVALonpR4cP8JayCGti4gAoESQsJmnxrM	ePay.info	3169
5768	31133357	1LvaC2EazFoffERQT5UsTXq3aB83L7nq2j	null	3169
5769	35413850	1JRxWERJrUiSHkcjPrkgqyHpFGLozXA126	null	3169
5770	99480237	12VimWKbQCjDqs4ZyJEqMfAudB52uJtudB	null	3169
5771	221304124	17HV1KZWPmN7MVTsEEuBTQiyvYEwQo1S5F	null	3169
5772	21830492	19mPWSu6N24cFtMY4Txusq7TyCdmaFGaFx	null	3168
5773	132020378	143WnRbMi6TJySP8cX65LqGVFmryQJdQMZ	null	3168
5774	25488933	1CQ4ZfzNgYHPsstNY5JPC8ESqGQAB6f9Xo	null	3167
5775	33970993	16DnnYUzkoWUkKdUUwG8HQ9BGD927jsYhv	null	3167
5776	35056404	15G5A8D5TPtEVfN2tcJhb3AW8uE5P3gVjX	null	3167
5777	85516102	1Cd3vc4ZgNz1VHdoE4H6QsQUdFWEScEn2D	null	3167
5778	193029216	1Lh6cFsoAwazhN3Ukpy8L17fCcd7QnVhBD	null	3167
5779	41864104	1CZJnJk1ARambHvRPHq7pvgVzwWh6ixCAu	BTC-e.com	3166
5780	78312297	1VZA2KBPw7qSMyaR7CbdeqFV3kRaWZY8H	null	3166
5781	272571424	13gUKVEQaWZwW8oWBb1Ram41xdu9Lty8vY	null	3166
5782	81512278	16icELfU4awyYFUEpRCqCkxxpaNYqEQxvb	null	3165
5783	127058293	17P9GNyjqUtgZr7udxzthRN6BsGiZLuNCs	null	3165
5784	138429267	3DdywepHp74Sh1gBu9psqUrjLfc2aJWhV4	Xapo.com	3165
5785	203057355	1PrW4jQWHZkVm2Xp4gqiRFuD7J822x4R7n	null	3165
5786	57157450	1CWUW2grvmGeyUUbvzBax2chgqf7ZkKgyJ	Kraken.com	3164
5787	102529589	19vnXw2yzzmZUdvCKcTbUvRtJBFLxg3PbV	null	3164
5788	147884544	3DQqQqioXyokeDVf1a3RmbMwrFcRuPXtfq	null	3164
5789	258650242	1Gz2E8LHmrwLPLfqzSztXPyA6rEgUsasoZ	null	3164
5790	86021413	144sxBPZHLwuDMkvsU5aAofWH5bSAK2CBh	null	3163
5791	107162475	13Zbb3d6pTAbAsHFpuTn42TeWDgyfQpTxA	null	3163
5792	135342915	1BUWzbxXFF4mCTPNMBuw9Rh4utdak5YCzz	null	3163
5793	189366372	31jJeS1mkEBniq77oCBP5GhRiLhahsBXPD	null	3163
5794	232359239	1JJ43mff64yrBMQgpgNdsYGUka3Fd7UDpv	null	3163
5795	68074292	1CYLyWVkq66RhMSwBSCTep2TU2GU181EFq	null	3162
5796	141842472	1M4QJRZuTasb2ovsvCf9RmnQ8np6zhopPj	null	3162
5797	213489385	18mb6p7rYoeAJ29Bymapbxa2F2xaMddpmr	null	3162
5798	234046735	3Fc4hBHXQKrcqaK7sx93syQYUmYC2e4xd3	Cryptopay.me	3162
5799	83015194	1PjWDEwSidyXoL8UWu7Wif4JgEmxzKANQc	null	3161
5800	112872987	3D78Uq8DKi6YK3qZBk5ps3mD7BzenuaGA5	Bitstamp.net	3161
5801	19975111	17FDFiRF2uXpdeUYa76NQkeGMP2nBNWyfJ	null	3160
5802	48088712	1F1KF8ejKyYoqEhKceNvN6jCgDrc12a1xm	null	3160
5803	136474278	38yNDEbpXVffpF7tWmpCcESGdD7MRTD3Kq	Cubits.com	3160
5804	155363823	35nbFWf4fKWyHUm36mRJS11uGXRmDKkv6a	null	3160
5805	190757302	1K9PyHFKS619saXERw2Mjuw4x7Q8oHUWew	Poloniex.com	3160
5806	76486591	1JnTK9SamccFif8KzTgrdhPoQYWwZodk1g	HolyTransaction.com	3159
5807	71801516	1K6z9moX31RNBxTC2xMahd6sPFe5S3Z4tV	null	3158
5808	243611505	1DBYnw4nEzJRCRqTCdmuaLeUvog9D8WpiD	null	3158
5809	74953420	13XN8nvAV2UkD1B4qsF8fVBTgJSK8LnPBT	null	3157
5810	88610555	179TAHK2tYPBAkMxLcp79PnaVjMWJgafBP	BTC-e.com	3157
5811	30974646	17AWVe6vqHGP1CFBDMjf9mnzP2PsQ8jyzA	Bitcoin.de	3156
5812	41847081	1LwhZNvG5UsLsw8bNYCjvsowqFoV7MxyXH	BTC-e.com	3156
5813	117962173	3N1adevFHJZ8vCZAPxgc1Hf8CLyEVpBP7R	null	3156
5814	125376809	18xJqMqZrPFXxy1kh7so7Rg7QjzAgKBHsF	BitoEX.com	3156
5815	264464302	14QXb2bcbYFQkPJNrJrQ4PS4EuzxztWz63	null	3156
5816	109183717	3BT57Z3DXs5Tbeaqe31EZLUbc4fDDrYGHm	null	3155
5817	54773878	1EXbU57m27jHdw95H48LjGePKHDyitTpmJ	null	3154
5818	163009819	1D6jooZ4K8xutamahMJmZRYtYNfvLTiw6m	BTC-e.com	3154
5819	258872565	15iJz6G729BaYzvkCf5vCtHg5tPTgaoXz2	YoBit.net	3154
5820	102208499	386vtTtPmamv84X3kwCpm6Y5FZxbLLjswc	null	3153
5821	26298649	1PZXbHkxhX1h8CocxsynuQ3EEgyu6WLCeL	null	3152
5822	28074655	13SFjomZHkeLg6uvz3FQemnvVq4FTTbZk2	null	3152
5823	103116946	18he9et7eu5Fez8MXXfVb81mcYtKycSQqA	BTC-e.com	3152
5824	89561556	17z2MEdS87ed4wFR9Pz49vv8D9FYAoCr3C	null	3151
5825	236520556	1ATEympHuhVxcnoUhkyCo48fL568fGQryF	Cryptonator.com	3151
5826	830183	1GvZvyqB48xLRsMaNgYVJD3NWS3AiUxMxA	null	3150
5827	24128834	1K1JAUHNkeJXbDPqdtn8HbGk9DSqUZe5Ph	null	3150
5828	85832420	3AyBKKd4YrPFLcpxzG7DBJfYUxew6mkJ3i	null	3150
5829	158987066	113MSURrU2VAFmhMR8FakVXpxp1KBPZhwD	null	3150
5830	246474894	1LrDQMhqCLfsMLHxn2NGx4zt2AtoVZcrsq	null	3150
5831	23523107	1LYuphncGXT4MmML55qo1dFQKKbaDWswU4	BitcoinFog	3149
5832	31622671	1Hqwr7HshsrVZzjmwBWbnE4u7eUw56UW2b	null	3149
5833	38471201	1LLpuXs9wRQTyJUUaYZi1RkPqLZEs3ucV	null	3149
5834	145505398	1LFAYT55Rcbqxo9sDrLqCpfquhdjbDH8hx	null	3149
5835	193601898	3MsQ9romTF1m5oEYueVLUogxJYs22wxeFw	null	3149
5836	207317679	3EqwYjpH429NVP1earJhEmHVLuDWsNE5FK	null	3149
5837	31224310	1KSEqaD3ER4u3jephP99gCi2sZJG75GkFC	null	3148
5838	105294521	14dLXdJmebgmGJLZbyyThRdNicdMnYdDLe	null	3148
5839	48495680	1C3iK769ZrA5c3B4EN592kwefjHZeJFCWg	null	3147
5840	59730609	13ZG3bhg11edxTsgwZcVxV1k2rTz3Gayji	null	3147
5841	105042129	3NfkXEDu8gW3s3Bkq1e4hPj2fcMmiskGei	null	3147
5842	118924228	1DsXEKrg9jjZb4e7be9mNXntiwxmWytpH3	null	3147
5843	202002769	1Nrenk3BqdKXvKQyH6yGESX9gK8YYXHpQd	null	3147
5844	264791053	13TWox3g3n4w86v8emvCC64AT7WW4CRCzB	BTC-e.com	3147
5845	267551084	16AzWEcJVVy5r5VafbiJ4Cn6hy9BjZf5JW	null	3147
5846	268339022	1PdXxJznCkR5p5nTbFhpPgpoC6aRn6meC1	null	3146
5847	268339023	1EYQ7pMF24XFXmFvCVMPtaL7m2opCXFNCz	null	3146
5848	137696078	1HUjqygx17ELnx12uai9QQjtzvvdJP2Z4k	SpectroCoin.com	3145
5849	239833421	3QTaAZzThshkRm6AFiRCR6jUSyH6TQeMZt	null	3145
5850	13452086	1JuLLmh1KU5NRHBqi6K3husyXujB52czhK	null	3144
5851	40888190	1CThh2NhvkABSFU1PcSPmPgrYAFXKmF3yk	null	3144
5852	41737777	17JCrN4ukby8dNP4ZZxTtSxpLGmXFyoMQT	null	3144
5853	54719170	145SnvW2PogqhEFK5LYLkcSwkbKWbPMj3e	Bittrex.com	3144
5854	75319642	1HA4zywgJnR39L58P7y9SfecccNW3xwMk5	ePay.info	3144
5855	88503061	1A812ymGWBxUmowfbdy8e3WZAuaauNY8yG	null	3144
5856	122861644	14wZ2EUtH3dCvoyP4vSx96SeZX66BageC9	null	3144
5857	23455342	1F49tKKACAV3A9Jy7smhMCALojm6YEdWXQ	null	3143
5858	149861935	3Kd1EUax2vjYNL1Hg1i11SoSd8brvKcrHp	null	3143
5859	49052363	1MMumtKaEweCZsdfBYNFQ5v4rPA6Wgni1r	null	3142
5860	21034377	1BTRipkEemQz249QKGo8ysgyB6zT178EVh	null	3141
5861	41866101	1BPbcqWeP1VpqX8uMc5X7H9sPcUAxXKnwb	BTC-e.com	3141
5862	148303892	3Nin3VvP9iUVraakkpMBcazACqAXq17AW7	Cubits.com	3141
5863	178241239	12Vog1XMPrEw6mS8XDvZEScnnpaEWk141M	null	3141
5864	44367664	1LseoayK8LMA7KFpxoyaB9fCxYDQRws4a4	null	3140
5865	193345883	3BtKYo9EEBG5cdWzR2puQiY3VodCKipWek	null	3140
5866	234428910	18ZBdUChrMwg9gbbRVpvBPpXXfds5anF1h	null	3139
5867	48237762	136miaizJGvDsjnUyJavoBHgfP2YfJXPL2	null	3138
5868	191917579	1LF9T2yn6URK8Jk1RzrxndVfeVbYNeY3kJ	null	3138
5869	16000218	1Bet8kSeHDWHByQzGVoWW2ZwDVkgtWYJxZ	BetcoinDice.tm	3137
5870	60857379	1AZZjY968J3dYuNe4xuGYuFRka7ii4aF7n	null	3137
5871	79116318	183w3twnpsgN7fNv3wn6LRotJoiUykeEiM	MercadoBitcoin.com.br	3137
5872	149731952	149aLo2WZU2tYBXggS2uASFX6vQKhokwRE	null	3137
