rank	node_id	address	label	out_degree
5609	174106970	1K4YoQbWZuTteiwTBKzsyyLahDvbB26uRT	null	4582
5610	60156489	3KEgp1Ktfmb6Ex1F3ETnQq5ZJe2xPtG3uB	Bitstamp.net	4581
5611	67143542	15Fz2XX9DoKwp7p3GW3eAb8pc267g4Jois	null	4581
5612	154901037	16aBgkkQuNTXyk6iTETAS2yjMuo9pc7VPA	null	4581
5613	272558703	3Ln2sirFwWUHo66Ez3RYxf9PPpzdrzHzhT	null	4581
5614	132465191	1E4MCcGytdd92VP1B8jKiCLjGX9ZNweGK2	null	4580
5615	268955856	3DoMraATn9hWoQdMtUTHhvNugjihGpux63	null	4580
5616	132576789	14mWDei6Ey3UrEAoRDABRLjzmMAepNccEe	null	4579
5617	45770438	1NahBReHfpB3xAJwB4VQoUrpFiuwKf2NmJ	null	4577
5618	102886419	3MZVuYWyPmh9yQ7jHN6wnXd5Mk1Y5ZNcnD	null	4577
5619	119189719	1Muzjdxpfqt6SDtjEvMW4JazJrEQfpkb9M	null	4577
5620	40629960	171UHSNJk82CcBGWeRxtkYYZjYKU2wuRqi	null	4576
5621	49181486	1ARF7D3a1CTUP2ej3UNuLSY54VnftKNfPm	SecondsTrade.com	4576
5622	56168965	16Bw5WJUP3y7KwfzfqfjHByxfdbKA3z88s	null	4576
5623	76251123	14ZKtsVJezm8deE8p26sapqH6FgZokWCpD	null	4576
5624	255201832	38pTpbCxFgSVDJzvfvH9yG2JMRqLzc7rCT	null	4576
5625	52468688	13kSABBEwHoNjf6PsvLfy9MXMTxeZbLXiV	null	4573
5626	199711633	1PvfFTUk8Mo8fYR19TuxhFn3zS3TLYXHCy	null	4571
5627	155894923	1MBUHUPh3DQ2jaUc4mnVGQjtU9BUX4eaTG	null	4570
5628	91904314	1NKzupYxWZh13NyxozzjUhgYe9cMNxgpKz	Bittrex.com	4569
5629	66030435	3GihRkgr2Qc5JXZhTUbD5445qEvSBJWCfc	null	4566
5630	79449579	15xRMJ7pE7tHSHzuJqxSDYQmbLc7t9VVMa	null	4565
5631	109259032	1KyGtoTeAortCNXKYb3P7r5jW8YNYevaVj	null	4565
5632	132465184	1DfixUtWMYPRjepi5Jjm1TR4JEqKCU4hLS	null	4565
5633	70803116	19NgKpFPZNzMB6B4udRBixoRYuFuZJbGjq	null	4564
5634	137635382	1LLqdAMmijFySyMPLJyHZNZKJVxEJeUwCH	null	4564
5635	169951914	3BxqdFjUemdgogJUwtf8sJ3ertsAAcmmoe	null	4564
5636	194503545	3QzjB5Rh7WQuBkX8S1HdXHMfPfK98XFpNZ	null	4564
5637	98839584	17hj64EwXjEnjC33BxMJofxmWG8vZ2k9C1	Poloniex.com	4561
5638	156431938	1GM1GuDjvvWLaUDoPN6ZaU768bJEANXjaw	Poloniex.com	4561
5639	73169282	3CFPJq7YQDKvwHDhUPSGgQshct3Stz6d9g	null	4560
5640	75614609	14G1EueA1pnG1H6bz7VGwTQNkZarGMuCgc	null	4560
5641	51484807	163Jd6oSNYb97LExuUcbSHHFpU3fBXrA2y	null	4559
5642	63284931	1JReV5q9nqxDUnBx6fx1LRjBMThSXiAZyE	null	4559
5643	117479354	1FCFCZ2rXnjfzqrnLvjApY6XzaShCZgV1p	null	4559
5644	50912784	15GJVYTMjuVw4mZL5iDGxEbHhBa1DuBhBg	Poloniex.com	4557
5645	52972224	18SoBNQhBMyEUaqARdT5jKPC9wU1gxWZAZ	Rollin.io	4555
5646	107828869	1XJcyUAVzgVAVH2x4bUYNm9mBHRFPTuMd	FaucetBOX.com	4554
5647	28274121	1BckY64TE6VrjVcGMizYBE7gt22axnq6CM	null	4553
5648	162483995	3LENCsNndV6Xgq5RyXYXw663P6p44kbbJp	null	4553
5649	22498600	19hB6pmEKxjYh7bjXa4g8fRZjyBsf8RSH3	null	4552
5650	106692898	3PF6p6PiyYATirXj7b5TE2UK965cnRXgxv	null	4551
5651	130859895	15umWWJYbNg45gRz8X66fstRNRRUhV7Ac4	null	4549
5652	191044536	3H5C8xuMgrtADWxHLLivLMf8aq5hr8tLao	null	4549
5653	229954467	3DCfcK2DEPUd7XMa7iR52KTRkQZbnzLbxE	null	4548
5654	85393705	1LUcHNVaYomPcYaWwaFXLXBRs98uNENsHB	null	4547
5655	175411745	35MFeKq5G4dD7SSjiVrj9uBbk3QYRmuYzH	null	4547
5656	56025454	1HFQ2vZm2hske2C383chAQ6oEkU9fRYEgm	null	4546
5657	60836722	15fwrNoTtLdxkJwV1YLEry7h5NdEPMNz2X	null	4545
5658	78666833	15YJxYFsre2u4wiViAZZHsuJwMsPuChyp3	null	4545
5659	89590158	1CjTMpTrtMHxCxdtik9KGuC8KU7UkShmry	FaucetBOX.com	4545
5660	135931345	1BTZeXrfyZm4oibBSJPWc8hdLNbRvsgcbD	null	4545
5661	181318865	39wRu6QCDJC98U6fHvonhTsgVVocod2siA	null	4545
5662	73739166	1DagWXQfp4W5yMU4t9kBd7LFgJFu2AnpWH	Poloniex.com	4544
5663	96344052	1KEqT3CmZ74efgnKETu3S3s6G6XHFosFqF	null	4544
5664	49068778	1FmEQ1Rm6AssrUTmSPw4b6bzX9ZUQdmZ4Q	null	4543
5665	115291438	1821Vd7cStZ137Z1utiAXchxWDbxAnukxi	null	4542
5666	65617343	1BMJJ5mqkhhAWBrGxveSGRZ5WYKWbhJkoR	null	4539
5667	108034082	1MpVfXFvr5UaCxrQQTjtQeSn9rtn2yBNNP	null	4539
5668	236026616	17jYMRASVeNPudpLsWtLuBJ1bwHvu2oMRe	null	4539
5669	184526487	1DkzR4cVEtNbjZfCwF9zw7CzQ2kdT5g4LA	null	4538
5670	130859913	1L9EJRB43AtCjxatbeq1iauxm5D8cjZqM7	null	4537
5671	53534751	1CygfjTNKJmzftTFUqtUy9gDpJDi7nhWaQ	null	4535
5672	240047500	39nV4iyAiW1JAjRqH1jRMwjaKy7TWqneiz	null	4533
5673	41072547	16tPx7Mq65SdtcXBwgHRJD7uezQnrbLwm8	null	4530
5674	53674387	1JosNPNHxtUPcAJFBW4apQSVqXbmETgYiP	null	4530
5675	72390658	1BE3RNVvYicnKN4iW9WuNw2mu95F779U5T	FaucetBOX.com	4530
5676	81385545	155PtcJ3fqaaGS8ca1WbkA6KnEy7cx3g8V	null	4529
5677	116156638	1HUZshwWqUpCdEU4VVuR5asVEBK8yE7WGG	Poloniex.com	4529
5678	196358340	1PvepqFmsndFsNvDXUgwwvqQm86KWn6YKk	null	4529
5679	290469881	12tk5eYFfq2rwAv4oVCykUWLwbvJgwpu2Q	null	4529
5680	52458736	1DcPcvqYczFrawqkashuTDPZyxn8t9BtJ5	null	4528
5681	130859910	18Am9UWZ2CKVHr2ofmHFqnHuGorq9pnFAk	null	4527
5682	66153808	1L2q9yfwc8rdWCPAkTG5qMdpNCZbVuJv7Y	null	4526
5683	214083814	32PBkMwKcaKwSaa7nCKuNa1MgX5mUgQaSC	null	4526
5684	141894282	3LpEqAHf813zZZCYaamUScGvs3bQxKRdT1	null	4525
5685	216694460	13NtnqKpAs2RyyBCrxLeDT4a2a9z7o1JD9	null	4523
5686	258490574	14QfPeRZQXDv7CDcHPYmKx2YKEgEe3XTnS	null	4523
5687	35983292	1ACL1AQf6a7UyzYc99SyLhp4Tac7swXjsc	null	4522
5688	132307741	12g9e1vSvwFcFtt9rEcB9iGmP5D57VT1hy	null	4522
5689	87312960	1HFTRb6BAZY9p5MapGjrokyh56La6vHy9W	null	4521
5690	151051492	17kVGJLtF8MxNVbSQqq25H5pSuKaaNaxU7	null	4521
5691	163684184	3EptL8crhWDopCTn8L7XZYfVrfP5rZSGEA	null	4521
5692	285867072	3MbcTdPJB1XBUCNPmC8oEiVuHQFFAo3TZC	null	4520
5693	41322795	1K8BxbfwVJCJWa5BYE9mRYjQFe2hPkv52k	null	4519
5694	78360658	1ENTBxbbWryJ5ZtvLapccJVYFi4sdkkk4d	BTCC.com	4518
5695	95145129	17durkbrMoi3pkNBPfaYC2DVboFtEC26pF	Poloniex.com	4517
5696	192911539	3Lo7kbDZUjZMxSxZVhD6MFpkUKeGuYGXMG	null	4517
5697	221438967	3QzYZEqiaEcp5KwstzjQJpKX7kJHdNEn7N	null	4516
5698	222155113	1CBwYSxDT2FEUTYnj3gLbEegQSKWbVwz8a	null	4516
5699	140024492	3GEJ76bmyG8D6AYmWFyrrPcCiSonAhLHmB	null	4514
5700	62497298	14yLAspvDjpHnbkXCE3kQdqJ3sKd4s4yHR	FaucetBOX.com	4513
5701	223430497	3J7VFQhLizYynFVeev7yxgKMMfAgdbntEJ	null	4513
5702	169382364	3GBYGRSbk4xWop4NPg3GMX4A3H5MyUDJxC	null	4511
5703	213190838	1HCQUdiL2Fvtwjc4yhHAp4rx62X8ScXS1w	null	4511
5704	106101116	3GBKhzvs1JjADCME5zV1GrWNXdprqffygy	null	4508
5705	116450007	39yVhhurt3wKffZ3ZDauRxFWt1VAsATSz1	null	4507
5706	53663554	1DZZosEtF6Kb3F4aZQBJdtCgtw4tb7R5DT	null	4505
5707	143146055	3DE62pWQHuU5EuLQjGzF5hswaD5ni8KbhE	null	4505
5708	158679149	3MEBVqL4VWttWX8nB8rEaXL6JaWEc9A5ku	null	4505
5709	208156427	3F2mbRczTQKcNsDkif9Zz97kgv4DbJH7sS	null	4505
5710	66171003	3P1nHjR3kpaWDUGd9Eo3N9E42MgLSAcwAp	null	4504
5711	138480014	19xiPjmSFKnU1fQjEroJM7DLCfr6VoE3Z1	null	4503
5712	76598329	1JGBEEstLAgvuZJSWuvf12QTqymLAewyF8	null	4502
5713	188233178	14GHtBZFyTaiRB8wubNFJTSUZ1hahuws5c	null	4502
5714	167012068	3Fzzji5nFaSptmYL8bNsm3KcpYm3qnxqBS	null	4501
5715	66469901	3B9tfcmH7ix3J8fH6MUNdxiTsKNVeVZdxj	null	4500
5716	130859896	15KbNwNTjbutJ4T9dB9chKopNptRgzuRc1	null	4500
5717	16753223	1KrYD3vJCMFLtRhBPPfU3dZH36ekJXJJrS	null	4497
5718	53830681	182sdWTU4LMZiLQXZxkao2wci7jD7vvkVZ	null	4497
5719	101832577	1BHYVRsyGqKtBhMdvBn3oCFfJ4dqhAm2xD	null	4494
5720	102606765	3J8aFXgP4fS6WJxnw1f3jKARQ8CkSkxanH	null	4494
5721	275645606	3JvPoonTwbqvQHmSv6mkLeYMMN4J67n7cV	null	4494
5722	69255477	3ArYogc9g2yUaeV34njHQNezLyGF6m7oge	null	4493
5723	52554838	1GMiH5gPRzAmMaaZt1Uv89LtYuNtCnSf9k	null	4492
5724	69619484	1PvqKjB3TYUmfsxQ88z4UUs8fXbUH7eJwA	null	4489
5725	100239948	38ujoyqKee72XoXvkVufTQm6KaMWz9rD4S	null	4489
5726	236589632	3NnmL6Fv2DkB6Kr5YcRvANyQToA3smWKZk	null	4489
5727	137200219	1AeMDHsaU4gBtdS3jzEWSdm3vQGojWrdx	FaucetBOX.com	4488
5728	50699991	1M9bYvdkpDNxKk89nCYGdAbsR55pwzXHdw	null	4487
5729	52540125	1FcMRd8UXxaCNMLgBpRR8TfRzL8RuNW6FP	null	4487
5730	63148704	1B5BpV2tKwN3DcVR62WTD5XKJiHWWy97V7	FaucetBOX.com	4487
5731	132576821	1shHq6iHZ2UP3U7XESHbdc7qofD6f6nuK	null	4487
5732	138537922	3Eri4VcVr32AS3VEno4zifbnk2oMAtMPsi	null	4486
5733	179447360	39aU3sYa8AfUu1uFqaUuYfxbU6UhEtnWbN	Bitstamp.net	4486
5734	54342097	1KihFRxNzD2pmoTEJNnzK4HBjYbHTV75B1	null	4485
5735	52467398	153csp4GfZBMWDc4M2oVrqdjD62Uq5CZmT	null	4484
5736	60441128	1GTufeXQd6H4vEpJ4XWxHndeCE1rsDMHez	null	4484
5737	66047336	3CuXCQa954AeC8C2ittngA4YngRvgHvRri	null	4484
5738	84657734	13gD7bDegRr2LETRTQhCAodHncfWGuXzqx	BTCC.com	4484
5739	142263468	177fY96syTWNvkPJL8ZDw7NTsLou5rKt4F	Bittrex.com	4484
5740	64836973	1NCo8tuDpyJ4BkdSNfFCG7iq4HnBbPCbNF	FaucetBOX.com	4483
5741	158244646	3DN9dLXKGLoubBRYPxh3nH18qWC6jZP8em	null	4482
5742	208245099	17fP5QGh5GMoyREigBrZRA77KMX7QThYV	null	4482
5743	23605094	1Facb8QnikfPUoo8WVFnyai3e1Hcov9y8T	null	4481
5744	112256669	128JdWhrwYasMHz22cdgAssRYSgecofREq	null	4481
5745	130379444	1D9XjkLKKFcNsAu216huS8yh24TNvpi4eQ	FaucetBOX.com	4480
5746	147304267	3Ejv9Jyd1SroaqAXJTp7StCjHB8navGmXX	null	4480
5747	137854524	15w4GBsFREMrtu6tR2vrssCLALJjt6vnsb	null	4479
5748	101434060	1NT5Y1MYBsfTjBhSTDK9AU4BhLkaRmurKk	Poloniex.com	4478
5749	102196977	18HQd9ZubWCpd6ypysvbRDBusM7mcWxBnd	BTCC.com	4478
5750	113978463	1KJF4132NCKrwJwSmFoPph8oQ7Tfsz76iq	FaucetBOX.com	4478
5751	121857061	1PN9o7qnVzTtVnZ1xhiW7gttpQiKdUGnkU	null	4478
5752	122270290	1CjRzbGQczWG8Nt2ERCDXYjhvXCx3K1Ut1	null	4477
5753	45134389	1MC75xPzoqLmrTW6EYgePhwN4wwGMdz8Wz	null	4476
5754	115546407	3Cpd4WzGoNXR29GnyNtuZzqKY9rF2doyq4	null	4476
5755	127761348	12LaAvbE1Qfn4PDKCxURuDDUFWCUcHK9gK	FaucetBOX.com	4476
5756	68969804	3GwWr3THpompv5iKFunWYr39sisFTcXuhQ	Bitstamp.net	4475
5757	119157200	1CtdYLTpcUQi2zvh8dznUkuHFfpLXgVxsZ	null	4475
5758	142771878	38CbYuKKmvxmdVLUuQjH4VJsqPDowJYtVW	null	4474
5759	148660812	14DvufMvP5AFLJsq1C33jfBaNdTzVQT54P	FaucetBOX.com	4474
5760	129367941	16T8NRHqpgCkLzT64ESa6zFhCFausKVKAX	FaucetBOX.com	4473
5761	145767608	14SDkwUDoGigfZrXkHbFLeFRinvznE9NmR	FaucetBOX.com	4473
5762	160916806	1Q8f8fequRBc2yoo6p4b7cbKYQZgpjc9qR	FaucetBOX.com	4473
5763	234685900	1GoXbgteGdDeTnotjFiVLoXdgw2Ezb1MRN	null	4473
5764	235312684	36wTV1gjh1xWVuvnhQcb5C5UFBgbLPS33j	null	4473
5765	150821265	13eYfdxE87nFVs7C7pi3tF3wtvymUQqaMf	FaucetBOX.com	4472
5766	175089173	1FcxqR8Naw4xVRWn1Evj1nm32D16FUT9N7	null	4472
5767	118144894	1MgwY8dzFKqfDD9hZYCtqg83qw5bU3hvKU	FaucetBOX.com	4471
5768	144688106	39k448zqinCbL1R6M3pcg6yo53K8qsvWbL	null	4471
5769	71936848	3PYw2qZg6dPbGSbYhnWftM3F1R3jQ3qtwz	null	4470
5770	92664724	1changerhBN5XRNQwoT3BYcHai87RemGi	BitZillions.com	4470
5771	103098206	135koEuRQbrCLiXxmqpu5hb6pjrZqAhaDC	FaucetBOX.com	4470
5772	122291613	35xD5up9VQWXdEYBB74qTGkNBqzN2vMksF	null	4469
5773	81547978	1ACmGb6ZEAKW2aTmCZNDbV1Nbi29ebCDvF	FaucetBOX.com	4468
5774	156309762	13qFto5siCrjb6z5kTvWMWNWsTqLsWygK4	FaucetBOX.com	4468
5775	100820442	1QAi5GNA2rgwQuFciNjPzmK3yik9Z3dfT3	FaucetBOX.com	4466
5776	125666395	1JNTEhm3mhadvzGDJuTkkVGDvtWS7vKJt3	null	4466
5777	217130434	3NTQTJPJhuxiu4QwfDLsFYKapz9zaganFP	null	4466
5778	86644010	3N8CypGDnav6KysAehyzrPBVRFYjs7PzoL	null	4465
5779	200733307	34ipzbV9oqJ8RfjgU6J9b2ZV9aYKA5x1vA	null	4465
5780	284098762	3ByVHjNSqoCoxinQDzMVe4ncUM4ThVA3FD	null	4465
5781	60535476	18uJjVJ1nEjkQoFfqXq4GwDWMwnbJt6Lx	null	4464
5782	109392930	1Mng2q8PSEtACgXgieeJNK5bt1VKYM6emE	FaucetBOX.com	4464
5783	125727430	1nNNLyPaMkoKK15uAstYj3fViFfSeRWYf	FaucetBOX.com	4464
5784	132708249	1M6xnazDRvtzUXKekz4Thvs9SJHapfyqpZ	null	4464
5785	226910265	3H5VRvo2nssBBCA8fij4cXdW1TpAtCMMJN	null	4463
5786	71628192	3AvQj9vTXvtE9dmeGdp5K8HDJk3459HZb4	null	4462
5787	137099791	15gdHGuup7Q14HTT8zguEdLShW9ZKP5RrJ	FaucetBOX.com	4462
5788	219690127	3KujhtmKaQcTaoumEgso2KvuUdq9VxZsyT	null	4461
5789	105973612	1NUnpmhRxvbxrfocQT3NPC1XvXoqXc3Hkd	FaucetBOX.com	4459
5790	119375361	1QAyg5B648wbVsMQ14JAzL8E1XDtu39orf	FaucetBOX.com	4459
5791	128666419	1MidfnmaAkqu4jfrjbHC3xcv9YEjg8iBTu	null	4459
5792	137610200	1BJDoc3aBCgMJGM8FgVCSgmWy8zRtGt2n5	FaucetBOX.com	4459
5793	211438231	1JMZ5XB3Ef8KH7xFUeXT4EuPpQZfu1d723	null	4459
5794	45128757	17qqfSeeLm5KYotr1kNwrcQFYDhEoCUmVL	null	4458
5795	99878488	3JwMU9wGAVf8KeVcjKKdPoZVzFdh6exCXG	null	4458
5796	123637215	1Ar3mymcWrRQdahSHPuJj5JAufFn95zRLP	null	4458
5797	138345364	132GBWUJdU34WQdfHUvhu9hrmndNkuYkEN	FaucetBOX.com	4458
5798	107843197	1BmXMihkvPpV6Y48DhEDMfcvKshd1SFwPJ	FaucetBOX.com	4457
5799	120125345	32qG97CpXboepnXeJxS8rWQzzWVLrz386J	null	4457
5800	136982255	16RyE2KEMpWcDnwF4oxPjJesL66fZQHJJf	FaucetBOX.com	4457
5801	76470208	1F9uWWbcG48fs2yr3JJMxvZB3a6cb7ciZA	null	4456
5802	81806634	15fz7v9cG6UVyfNVYpMt1qGBkCdRqQUJpS	FaucetBOX.com	4456
5803	195314152	3MYSwAkXhkuLENKYYmeDG2nXUDouGgtU9t	null	4456
5804	130027019	159VN2b3gQMDpZZMVWNmzyTgQsUtqhQame	null	4455
5805	132465197	1F7eF7YxKzeE3t3p2UdUpjdwDHxLHhXWiw	null	4454
5806	142750140	19VskCQJXVsbE6vM35BQcwr5PJXfwrDTmg	FaucetBOX.com	4454
5807	156742403	1LWR1VWx3RfUh9pRuQTxDZfJTjCY9CQsC2	FaucetBOX.com	4454
5808	140251391	177hYVawNby7fjVsA1pmwSUYphHPGgRndh	FaucetBOX.com	4453
5809	141510009	1Fu19DKdCpnWbfqXyqfE7aFXMNEn5ew7ap	FaucetBOX.com	4453
5810	162475786	1DSdCnBLSwRzviqNRoEozHkH7e6oxwQhXi	FaucetBOX.com	4453
5811	87291624	19zoADtRrDuFc8zvSUfCMyAPBgm9VPRUPe	null	4452
5812	132385383	1LFnqRwaN8ShBTi12h9p83V9ywPprJvYKK	null	4452
5813	164367083	17kqdwJLMrh1FReKvMx14Ly6zcKXuY64gu	FaucetBOX.com	4452
5814	45289169	1HGwVfy9D1GZ3tRgKvsn2DEcev87vo6WAa	null	4451
5815	130731675	3QSufenLD6gj6qZ4zPRkepoqZ4DkryRZXW	null	4451
5816	142950136	15n77jqEHeuZDq8Ma3xysNGFvnS5D1kGQA	FaucetBOX.com	4451
5817	151398769	1GAUURFgN5Gtk3VrhVXrpPGvMLxp7ZusHA	FaucetBOX.com	4451
5818	164847971	32pKxG7ix5XocX5pYcuQkDHGyiPTtcsS7k	null	4451
5819	237223908	3QULho7wHjRVA5Vn3RH6yR1ZxPtFjKqKnA	null	4451
5820	113336575	1FVdxjLmbcFCNtzgbCXFsDVrRRLAy7vGKv	FaucetBOX.com	4450
5821	11002552	1GRWQA3wLGL9i5aW371Nd1HnF4QaBNEGxG	PinballCoin.com	4449
5822	72830858	1G38FujdPcvuE28ChKGdRCGMctjjzvHNDc	FaucetBOX.com	4449
5823	84795625	1EFpFmzCfwqGmL885qDy6joWyiLg9Pd1A2	FaucetBOX.com	4449
5824	87405469	12KMfSUfkBXWVwpwWmihtseXt9XgYyuT8t	null	4449
5825	95535364	1BAx1HfhYcmtpwYpCD7j4W1u1A3coUZpt4	FaucetBOX.com	4449
5826	118259356	14HrK9yP7ruMTFR2jALYtvp6sZvgFtP7Ai	FaucetBOX.com	4448
5827	213648178	1LjKmiRk5wzCVnxueLLuhBa8kvncHC5Gbs	null	4448
5828	61183996	1MwLrrirZNBfxHYuVjYkRKt7zYMxdSpasm	null	4447
5829	67924588	1Lh4K3Zz4dpxFYX8hRa6pJ4RQa59xH3NAi	null	4447
5830	106343874	12zRDLHD3R4yb2dxmwExwUBuuPPmq7DV1j	FaucetBOX.com	4447
5831	133063398	1NH6ELuxDcwm8xatyGPk4rq1Ehf9kJKfF7	FaucetBOX.com	4447
5832	138081629	1N9EQpSQaZpLZp5hDupJaRQFdB4Js5SAMd	null	4446
5833	194789752	3Q8dExXnMJcxWNoiWPChW2wXv57B9ayhUn	null	4446
5834	252220814	33oJb6K5GyuK7JnEHU8TKSFHnkLUfo6kdi	null	4446
5835	77221764	1MLLST1ZJYBLvxQGQi9WC5UxMUo8hWbbxQ	FaucetBOX.com	4445
5836	133187967	1KDgimjoKpCCjiZYPHCi113huhHeW7j4CV	FaucetBOX.com	4444
5837	150662665	3DVZprAiYkgUKtRpUXxXKY3QHu6f9WCk6j	null	4443
5838	215467328	1LuLXSwiGfiJ5eYqxFuUKiwdhTWJtFBZAb	null	4443
5839	41377840	1MksYxR4JzYYEjdQxBhnvbaTheeAUPtYxC	null	4442
5840	81979654	186TBYpsJ6tQFP7RU3edJ8LBtQNK5iPAGf	FaucetBOX.com	4442
5841	137557147	12Df7rhpbgvBBBddjriEM154RJHCzUfYet	null	4442
5842	147829810	1GxG3oNytkorpwxxQeKjuWtesWvnkkdhMJ	null	4442
5843	249804756	3J2BHnXvJCiSR1zyzMEhXG31ZDmq3jE3s5	null	4442
5844	93342140	3NkYJo2yvfyK9mgEaQcjTD1zXSzAZNE6Dx	null	4441
5845	90939882	13YBRZifV2CEXM8NvF3AKZE9N4yAsWWhz2	Genesis-Mining.com	4440
5846	116557313	1KWvujos6KJnLJck69LYMiMD5p8EPK8BhS	FaucetBOX.com	4439
5847	92497298	1DhaBeHkuqv9CLVKh76oabyZEkqWw7XLve	FaucetBOX.com	4438
5848	84103245	12VWC5qnpLoVPQyLz2eyGoS7UwWMLScW8i	FaucetBOX.com	4437
5849	143917192	1FEQTY8oJoLmxRtPpaNt7QHNbd6j8Uv6EU	FaucetBOX.com	4437
5850	66073245	3EuXUpoyVDRAp42u9UowWobNCVGQC3Dzqi	null	4436
5851	21173518	1PPHFT4tFxiPErSMVyfQZmo7BW1JCayNHF	null	4435
5852	119491888	19BwkgcQhAPE3Kbaf9xkSTJJbdQBfqrnmD	null	4434
5853	120362988	1EPU995rq3foQNY9vXj4vKTdN9Qyq3p1tg	Bitcoin.de	4433
5854	60767368	15mcjpqd3TnSgWAxja5T9k3DzFgdJHHDCX	null	4432
5855	133156223	1Fyd5NtaxabEoRUq7FMjRk9W5HxJnkcKHh	FaucetBOX.com	4432
5856	158600556	1DySGHcpq1scngjFT9aAURYjR1wwjKtruk	FaucetBOX.com	4432
5857	165850142	113GUoEqRKEoHWp6KNntbFJMGGECHaeLh9	FaucetBOX.com	4432
5858	93522620	396TnMMHSDnugdh1aG6kSLCyNP7Rbty98g	Bitstamp.net	4431
5859	195418923	3A8vvBPJpGEhkeD3fWsqSGcYYA64rbs3p8	null	4431
5860	70381048	36vpNAtT9o3yLzq8Q1iQKVLNf4NL7vgz1V	null	4429
5861	83320952	1HEBGf4HJJGXjUw5qErZ4tfgLZu12rAjMK	null	4429
5862	94245213	3FnKz8kAzSs2GCdDvHrJyJdjrYyhp4daDp	null	4429
5863	98182526	35YxEowU2KE1XQLgsu58nQoaLuCRNhDtBY	null	4429
5864	74502713	1A6cYM9VqrdwFUQ5USxmRy7LUpiqpwiUCL	null	4428
5865	147972119	35abjANAFTqDKjkn89ULTjnZ7zHuv2eegH	null	4425
5866	23794618	1Dj1koXeutM8HbecrNYyintHdKrHjwRKKB	null	4424
5867	170733815	33pnBeqzA5YYEm6cJuBTbpWS9ttFXu4W7D	null	4424
5868	217869097	3L9BqcYAWtS6FVcbEUPPpTGn7uxzq5Wm8n	null	4424
5869	74505716	13V2YLyNkMibVmcSQyM99tfXDLJNcHJeTK	null	4423
5870	133257285	1CW3ouFzsrEGXvwmhsmWXUii6gtW8NXR4w	null	4423
5871	158850210	1FBhEE6FXXTsdW7mprbm3wEQHKd9sVrkvT	FaucetBOX.com	4423
5872	28126757	1MphRgzvviKQ4ytqngkLxG4MtxNQco85sT	null	4422
5873	122829507	1PQcYDae9vTEpj4rAcU8LSiVMF1DhTNgiS	FaucetBOX.com	4422
5874	159931890	1MJgPXvyasA1aA5bwzriphL9GpYxUBfHR8	FaucetBOX.com	4422
5875	205450486	12pwhGoEvDPmNnwbiEEYbdrnj4FwDfUiZa	null	4422
5876	124662551	1LubGtRhE2GhoR3VYXnLRKwHG1JcN6m5B	null	4421
5877	132465486	1Pfbk8ULojjozGqkDtmfnAJcqXwfBLMepL	null	4420
5878	138366419	36oFnxNg8Kha4FNMumBc9zEEcpD3pqRJHK	Bitstamp.net	4419
5879	169822928	1AEZcsrLpnwPfNfJAqJADuU6mazQD2yV4x	FaucetBOX.com	4418
5880	62891135	17xJHSB9ZPg3zabiPVV6LQHWLwuwbo6SqG	null	4417
5881	67344572	3CgpAFdEBpPhNsYbiXGx9zaH3rrYnmfXm1	null	4417
5882	104522974	178vjyJynH8CM6nvFRFdJULQm6fdEGniU5	FaucetBOX.com	4417
5883	76342426	33QfYXfdcsJBy4Hc4VKY6659hj3pUQ3t7V	null	4416
5884	118827934	15CSiaZPkUvEcgD63H1WnyMmaaFko9b5LF	null	4416
5885	120267547	13HaCQX8rWkHEYMxpLpSJknScZL21kqXqe	FaucetBOX.com	4416
5886	229416014	1LksRTuWAXgqhKU31Ccs1Sh6C8n4KXmtBW	null	4416
5887	40627172	1CntiFzbyiZLcpH5xX5Ysd5cfPChxTZ3aY	null	4415
5888	267406058	15S8znFEbmozQkVnQF5YmfSXZZY9zwZsok	null	4414
5889	99321007	1AEwaYR7EDm4dJ3wTXDpS38LEuT4CYsmkY	null	4413
5890	61415896	1BnpFtKkf5tNWdNJoJcZeRhhqP71SUNcVw	null	4412
5891	120087989	152Gk4VD2RTiZDqxPf9oj3rZFuJCEqhHme	FaucetBOX.com	4411
5892	72859658	1Lv4suP1ZB2VR5qzLoPYNL9DecESjwRGgq	FaucetBOX.com	4410
5893	89818866	1McVLeV4jgRoGJrjzG9sEk95NMmpybUkVX	FaucetBOX.com	4410
5894	145861113	1KBP2PERuF2gcnKpwbTorRH6F6atRMTEsN	null	4410
5895	9332393	1A2YVc9muUTrCsQSf1e9WKMabJwT5KuMHT	null	4408
5896	96722299	1EAdDDbNw1qqCv6bXWPp29HuQDpsQbNqHt	FaucetBOX.com	4408
5897	77994665	1ELkU91S9n5C6Wb3Tx4cnVzQjuqtLbPC2b	FaucetBOX.com	4407
5898	100027807	134cwdMWhdy1XJJ6gbHoRoaaNe9j5cFB69	FaucetBOX.com	4407
5899	136997442	3QKs9EZQKnat945vWbC9fPjNU5SMz2Cz6A	null	4407
5900	138709154	1FKQtqTeB1sv4i1oYqjXC6Kcz2mhA5uEZR	null	4407
5901	191280528	1NWqzSbXabrT7Lea3Zjr1vk5n6oJCVNa2F	Bittrex.com	4407
5902	26856675	13Tz6ABwQ2CtiUs4wgqjavygmHEfyHt46A	CoinTrader.net	4406
