rank	node_id	label	out_degree
2205	2193777	null	1610
2206	7573397	null	1610
2207	47474563	null	1610
2208	58234611	null	1610
2209	7611216	null	1609
2210	51349985	null	1609
2211	56573712	null	1609
2212	57529606	null	1609
2213	121384976	null	1608
2214	43446850	null	1607
2215	25930815	null	1605
2216	41183577	null	1605
2217	57719424	null	1605
2218	44907450	null	1604
2219	113668417	null	1604
2220	44084145	null	1602
2221	55992246	null	1602
2222	57632969	null	1601
2223	56782657	null	1599
2224	55873507	null	1598
2225	56319132	null	1598
2226	63093013	null	1598
2227	56679180	null	1597
2228	103904475	null	1597
2229	56864020	null	1596
2230	65212603	null	1596
2231	111785997	null	1596
2232	4183676	null	1595
2233	22188512	null	1595
2234	37235835	null	1595
2235	55866153	null	1595
2236	56140760	null	1595
2237	56053184	null	1594
2238	56232236	null	1594
2239	6205027	null	1593
2240	48313008	null	1593
2241	57469276	null	1593
2242	57760785	null	1593
2243	5752310	null	1592
2244	19386148	null	1592
2245	55801943	null	1592
2246	66645617	null	1592
2247	23408591	null	1590
2248	62517123	null	1590
2249	97517546	null	1590
2250	98172146	null	1590
2251	56965978	null	1589
2252	23505567	null	1588
2253	48770527	null	1588
2254	62789548	null	1588
2255	62855579	null	1588
2256	24340389	null	1587
2257	27185642	null	1587
2258	58081873	null	1587
2259	67988617	null	1587
2260	92906136	null	1587
2261	139261911	null	1587
2262	8098978	null	1586
2263	15956377	null	1586
2264	22759145	null	1586
2265	22883311	null	1586
2266	57762259	null	1586
2267	49204346	null	1585
2268	56968328	null	1585
2269	6854740	null	1584
2270	48873609	null	1584
2271	52883873	null	1584
2272	87259559	null	1584
2273	23369529	null	1583
2274	30214363	null	1583
2275	57156696	null	1583
2276	57963101	null	1583
2277	12435845	null	1582
2278	53335000	null	1582
2279	62180622	null	1582
2280	22650761	null	1581
2281	1664675	null	1580
2282	6150088	null	1580
2283	49082412	null	1580
2284	57397044	null	1580
2285	54074620	null	1579
2286	54463222	null	1579
2287	54507773	null	1579
2288	58225999	null	1579
2289	52512688	null	1578
2290	54366507	null	1578
2291	7192979	null	1577
2292	49321463	null	1577
2293	49440834	null	1577
2294	58084014	null	1577
2295	58345881	null	1577
2296	14715608	null	1576
2297	46739408	null	1576
2298	53468293	null	1574
2299	54175494	null	1574
2300	54601753	null	1574
2301	18715239	null	1573
2302	29686421	null	1573
2303	43254367	null	1573
2304	54275181	null	1573
2305	57528562	null	1573
2306	42188506	null	1572
2307	57623995	null	1572
2308	14225171	null	1571
2309	14243024	null	1571
2310	14339249	null	1571
2311	14341083	null	1571
2312	14343532	null	1571
2313	14347197	null	1571
2314	14349591	null	1571
2315	14356340	null	1571
2316	14359305	null	1571
2317	14361437	null	1571
2318	14364071	null	1571
2319	14381337	null	1571
2320	14385808	null	1571
2321	42852519	null	1571
2322	27076385	null	1570
2323	57047993	null	1570
2324	57155589	null	1569
2325	54684473	null	1568
2326	19117802	null	1567
2327	54078706	null	1567
2328	59519648	null	1567
2329	63904127	null	1567
2330	57397049	null	1566
2331	57760782	null	1566
2332	6673824	null	1565
2333	46064956	null	1565
2334	57770162	null	1565
2335	121854669	null	1565
2336	128426485	null	1565
2337	57962445	null	1564
2338	117760668	null	1564
2339	12164421	null	1563
2340	43603276	null	1563
2341	4833496	null	1562
2342	47859262	null	1562
2343	57723364	null	1562
2344	58081337	null	1562
2345	57262096	null	1560
2346	6469437	null	1559
2347	42146371	null	1559
2348	42787917	null	1559
2349	56781604	null	1559
2350	13195543	null	1558
2351	55718377	null	1558
2352	57621861	null	1558
2353	30785281	null	1557
2354	54870385	null	1557
2355	47098963	null	1556
2356	56863519	null	1556
2357	28177888	null	1555
2358	43839292	null	1555
2359	46921253	null	1555
2360	56572486	null	1555
2361	14056727	null	1554
2362	32109389	null	1554
2363	57760777	null	1554
2364	28945832	null	1553
2365	42449463	null	1553
2366	56679170	null	1553
2367	139163534	null	1553
2368	47283708	null	1552
2369	56781597	null	1552
2370	42449468	null	1551
2371	58176780	null	1551
2372	6706441	null	1550
2373	57390932	null	1550
2374	68809150	null	1550
2375	26675070	null	1549
2376	29174993	null	1549
2377	47430580	null	1549
2378	56965975	null	1548
2379	57267056	null	1548
2380	107845869	null	1548
2381	57154891	null	1547
2382	57259840	null	1547
2383	60819867	null	1547
2384	106630221	null	1547
2385	118765628	null	1546
2386	55801940	null	1544
2387	58347033	null	1544
2388	25296239	null	1543
2389	34512903	null	1543
2390	43445867	null	1543
2391	45313559	null	1543
2392	47471568	null	1543
2393	54871332	null	1543
2394	48647983	null	1542
2395	55340205	null	1542
2396	55577106	null	1542
2397	58234610	null	1541
2398	42449465	null	1540
2399	47481266	null	1540
2400	47525215	null	1540
2401	55339486	null	1540
2402	55802321	null	1540
2403	55987023	null	1540
2404	3247992	null	1539
2405	6689402	null	1539
2406	18859308	null	1539
2407	40972099	null	1539
2408	55132348	null	1539
2409	23443251	EclipseMC.com	1538
2410	58463985	null	1538
2411	22798318	null	1537
2412	42643761	null	1537
2413	62030075	null	1537
2414	100969426	null	1537
2415	59529336	null	1536
2416	33879059	null	1535
2417	3352132	null	1534
2418	26626757	null	1534
2419	54261310	null	1534
2420	115623110	null	1534
2421	19816788	null	1533
2422	5883477	null	1532
2423	10162020	null	1532
2424	38974162	null	1532
2425	56452997	null	1532
2426	42686271	null	1531
2427	56231032	null	1531
2428	57623993	null	1531
2429	8856363	YABTCL.com	1529
2430	78632286	null	1529
2431	56319130	null	1528
2432	7209496	null	1527
2433	56052731	null	1527
2434	57025504	null	1527
2435	15609856	null	1525
2436	43842085	null	1525
2437	46810450	null	1525
2438	15124912	null	1524
2439	112011813	null	1524
2440	62860835	null	1522
2441	42644763	null	1521
2442	132517635	null	1521
2443	6479075	null	1518
2444	29848164	null	1518
2445	50174421	null	1516
2446	13603690	null	1515
2447	58206199	null	1515
2448	72639058	null	1515
2449	127240314	null	1515
2450	20404730	null	1514
2451	42852518	null	1513
2452	52467166	null	1513
2453	59732355	null	1513
2454	124251463	null	1510
2455	1738038	null	1509
2456	5973343	null	1509
2457	20016786	null	1509
2458	42648288	null	1509
2459	50705122	null	1509
2460	56582254	null	1509
2461	67899774	null	1508
2462	29235229	null	1507
2463	5910622	null	1506
2464	46900022	null	1506
2465	46641773	null	1504
2466	15287564	null	1502
2467	2285618	null	1501
2468	26950276	null	1500
2469	37835636	null	1500
2470	48523602	null	1498
2471	10207476	null	1497
2472	46961209	null	1497
2473	22518511	null	1496
2474	74528602	null	1495
2475	80589365	null	1495
2476	82786298	null	1495
2477	135156103	null	1495
2478	21284290	null	1494
2479	47035823	null	1494
2480	54800405	null	1494
2481	118317671	null	1494
2482	136113274	null	1494
2483	8305002	null	1493
2484	19239471	null	1493
2485	38878517	null	1493
2486	40679694	null	1493
2487	71724784	null	1493
2488	38222822	null	1492
2489	43788813	null	1491
2490	63425626	null	1491
2491	70026867	null	1491
2492	54087906	null	1490
2493	58659871	null	1490
2494	19079407	null	1489
2495	70142131	null	1488
2496	70267111	null	1488
2497	6104970	null	1487
2498	20887688	null	1487
2499	6889903	null	1486
2500	28022666	null	1486
2501	63264934	null	1486
2502	101615990	null	1486
2503	25864021	null	1485
2504	59410833	null	1485
2505	44650813	null	1483
2506	47170380	null	1483
2507	93483973	null	1483
2508	93524215	null	1483
2509	8810109	null	1482
2510	21689249	null	1482
2511	41299207	null	1482
2512	98180057	null	1482
2513	1791097	null	1481
2514	100928774	null	1481
2515	36011043	BitcoinVideoCasino.com	1479
2516	2041520	null	1476
2517	63425632	null	1476
2518	89159352	null	1476
2519	10231541	null	1475
2520	63675851	null	1474
2521	8658817	null	1472
2522	25196492	null	1472
2523	69888219	null	1472
2524	51415394	null	1471
2525	66029215	null	1471
2526	69750157	null	1471
2527	76335462	null	1471
2528	8428127	null	1470
2529	48313016	null	1470
2530	63904120	null	1470
2531	69296819	null	1470
2532	843919	null	1469
2533	22563354	null	1469
2534	26350296	null	1469
2535	30263739	null	1469
2536	43368121	null	1469
2537	54778841	null	1469
2538	17410012	null	1468
2539	25787086	null	1468
2540	37744888	null	1468
2541	87030141	null	1468
2542	6115613	null	1467
2543	27052312	null	1467
2544	52757336	null	1467
2545	23286768	null	1466
2546	23331388	null	1466
2547	53716084	null	1466
2548	78408365	null	1466
2549	13645415	null	1465
2550	47901826	null	1465
2551	48436117	null	1465
2552	60016034	null	1465
2553	63666402	null	1465
2554	21964789	null	1464
2555	33822401	null	1464
2556	46739409	null	1464
2557	48676218	null	1464
2558	64535816	null	1464
2559	64620384	null	1464
2560	105673399	null	1464
2561	6513516	null	1463
2562	47351258	null	1463
2563	64372104	null	1463
2564	29117923	null	1462
2565	42326817	null	1462
2566	6999761	null	1461
2567	26404195	null	1461
2568	58929383	null	1461
2569	67279692	null	1461
2570	8814739	null	1460
2571	41362710	null	1460
2572	80301381	null	1460
2573	512159	null	1458
2574	5665175	null	1458
2575	23115841	null	1458
2576	97373867	null	1458
2577	137698496	null	1458
2578	29339611	null	1457
2579	18616611	null	1456
2580	60396358	null	1456
2581	63763240	null	1456
2582	11529281	Polmine.pl	1455
2583	38926271	null	1455
2584	73036659	null	1455
2585	13940595	null	1454
2586	60211285	null	1454
2587	60571423	null	1454
2588	69667441	null	1454
2589	6001198	null	1453
2590	60448543	null	1453
2591	60672437	null	1453
2592	93993106	null	1452
2593	11244397	null	1450
2594	60107215	null	1449
2595	125954973	null	1449
2596	3354476	null	1448
2597	48126292	null	1448
2598	47823180	null	1447
2599	13814029	null	1446
2600	22828361	null	1446
2601	25637522	null	1446
2602	36791387	null	1446
2603	80472461	null	1446
2604	120285388	null	1446
2605	60015707	null	1445
2606	60671935	null	1445
2607	62855584	null	1445
2608	63979179	null	1445
2609	139235105	null	1444
2610	43446556	null	1443
2611	61424288	null	1443
2612	2691287	null	1442
2613	26378408	null	1442
2614	35757862	null	1442
2615	56320702	null	1442
2616	61607659	null	1442
2617	60806199	null	1441
2618	63092997	null	1441
2619	63094108	null	1441
2620	63903684	null	1441
2621	46415696	null	1440
2622	9593038	null	1439
2623	52363083	null	1439
2624	61206777	null	1439
2625	44207947	null	1438
2626	45769551	null	1438
2627	62675253	null	1438
2628	13933506	null	1437
2629	56542341	null	1437
2630	21210374	null	1436
2631	25631314	null	1436
2632	61057001	null	1436
2633	95382713	null	1436
2634	11692743	null	1435
2635	18606360	null	1435
2636	28054991	null	1435
2637	50435629	null	1434
2638	60875634	null	1434
2639	61727685	null	1434
2640	63425629	null	1433
2641	46083364	null	1432
2642	61329771	null	1432
2643	50472939	null	1431
2644	59087521	null	1431
2645	61878264	null	1431
2646	63763242	null	1431
2647	17425663	null	1430
2648	61491413	null	1430
2649	62024147	null	1430
2650	108400640	null	1430
2651	119103542	null	1430
2652	1640645	null	1429
2653	17495108	LakeBTC.com	1429
2654	19340495	null	1429
2655	45769547	null	1429
2656	70696153	null	1429
2657	842466	null	1428
2658	8474026	null	1428
2659	46324071	null	1428
2660	62854781	null	1427
2661	69534726	null	1427
2662	96165159	null	1427
2663	45984311	null	1426
2664	63982949	null	1426
2665	65146463	null	1426
2666	46083365	null	1425
2667	64112350	null	1425
2668	66515049	null	1425
2669	39499767	null	1424
2670	46415659	null	1424
2671	49308258	null	1424
2672	58714188	null	1424
2673	64372107	null	1424
2674	42147136	null	1423
2675	64238836	null	1423
2676	23894462	null	1422
2677	62777096	null	1422
2678	135069539	null	1422
2679	10099798	null	1421
2680	136112109	null	1421
2681	53828097	null	1420
2682	63265684	null	1420
2683	63663519	null	1420
2684	46641772	null	1418
2685	63185999	null	1418
2686	63664930	null	1418
2687	73529162	null	1418
2688	46570901	null	1417
2689	60804168	null	1417
2690	63264937	null	1417
2691	63764641	null	1417
2692	89215850	null	1417
2693	45793680	null	1416
2694	46415646	null	1416
2695	46570900	null	1416
2696	10187583	null	1415
2697	46495856	null	1415
2698	61876300	null	1415
2699	63439259	null	1415
2700	85334583	null	1415
2701	45793676	null	1414
2702	46495855	null	1414
2703	62162363	null	1414
2704	120879852	null	1414
2705	756476	null	1413
2706	13407972	null	1413
2707	17305729	null	1413
2708	58226998	null	1413
2709	62109018	null	1413
2710	63425633	null	1413
2711	61490885	null	1412
2712	42146489	null	1411
2713	56053923	null	1411
2714	56179989	null	1411
2715	59855093	null	1411
2716	61033537	null	1411
2717	138472303	null	1411
2718	694849	null	1410
2719	6185426	null	1410
2720	6266854	null	1410
2721	43422015	null	1410
2722	45981732	null	1410
2723	61727686	null	1410
2724	61207533	null	1409
2725	62337818	null	1409
2726	62671498	null	1409
2727	101173048	null	1409
2728	114643330	null	1409
2729	36631531	null	1408
2730	54726851	null	1408
2731	61607658	null	1408
2732	62340883	null	1408
2733	8497784	null	1407
2734	14059719	null	1407
2735	61329778	null	1407
2736	62027808	null	1407
2737	118623868	null	1407
2738	62181556	null	1406
2739	62340066	null	1406
2740	21401284	null	1405
2741	45321160	null	1405
2742	50706842	null	1405
2743	63982944	null	1405
2744	10621068	null	1404
2745	62108989	null	1404
2746	62398180	null	1404
2747	63425625	null	1404
2748	263903	null	1403
2749	40536647	null	1403
2750	62339068	null	1403
2751	100896896	null	1403
2752	119426551	null	1403
2753	58178285	null	1402
2754	59730547	null	1402
2755	62671503	null	1402
2756	67884625	null	1402
2757	35334087	null	1401
2758	92863569	null	1401
2759	126706886	null	1401
2760	61068231	null	1400
2761	63903675	null	1400
2762	25324897	null	1399
2763	17943928	OKCoin.com	1398
2764	10864106	null	1397
2765	61424304	null	1397
2766	62777099	null	1397
2767	64535876	null	1397
2768	62161822	null	1396
2769	60211274	null	1395
2770	61329773	null	1395
2771	23245781	null	1394
2772	62340614	null	1394
2773	65560065	null	1394
2774	60806198	null	1393
2775	118546581	null	1393
2776	29598127	null	1392
2777	41195048	null	1392
2778	47180348	null	1392
2779	8967593	null	1391
2780	68031207	null	1391
2781	114425609	null	1391
2782	31150621	null	1390
2783	64597367	null	1390
2784	130276000	null	1390
2785	60447974	null	1389
2786	60447976	null	1389
2787	68121451	null	1389
2788	45125857	null	1388
2789	59732356	null	1388
2790	65022920	null	1388
2791	23108323	null	1387
2792	46570904	null	1387
2793	59732358	null	1387
2794	60671934	null	1387
2795	65286206	null	1387
2796	16236862	null	1386
2797	57024392	null	1386
2798	59855631	null	1386
2799	60571425	null	1386
2800	65166964	null	1386
2801	67763336	null	1386
2802	132085236	null	1386
2803	59684230	null	1385
2804	109869495	null	1384
2805	53730751	null	1383
2806	58929380	null	1383
2807	59037048	null	1383
2808	65761581	null	1383
2809	66056591	null	1383
2810	68701091	null	1383
2811	68768255	null	1383
2812	11086582	null	1382
2813	59087519	null	1382
2814	59465757	null	1382
2815	60015708	null	1382
2816	68302012	null	1382
2817	114557	null	1381
2818	35552671	null	1381
2819	68195483	null	1381
2820	72522669	null	1381
2821	115950215	null	1381
2822	47172174	null	1380
2823	58693337	null	1380
2824	60107220	null	1380
2825	65925958	null	1380
2826	67751128	null	1380
2827	68011030	null	1380
2828	76281929	null	1380
2829	5919041	null	1379
2830	35621373	null	1379
2831	59249134	null	1379
2832	60392986	null	1379
2833	62855580	null	1379
2834	64801694	null	1379
2835	65022246	null	1379
2836	67637457	null	1379
2837	37230422	null	1378
2838	50116849	null	1378
2839	64782612	null	1378
2840	66259143	null	1378
2841	89207330	null	1378
2842	139200391	null	1378
2843	64112355	null	1377
2844	68205960	null	1377
2845	68292069	null	1377
2846	68861089	null	1377
2847	9781963	null	1376
2848	48661528	null	1376
2849	60210544	null	1376
2850	66935723	null	1376
2851	68561486	null	1376
2852	115749007	null	1376
2853	35688098	null	1375
2854	59380042	null	1375
2855	66051135	null	1375
2856	67638619	null	1375
2857	69479545	null	1375
2858	115222080	null	1375
2859	131597681	null	1375
2860	5597063	null	1374
2861	24217772	null	1374
2862	58780974	null	1374
2863	115410431	null	1374
2864	67875235	null	1373
2865	68108317	null	1373
2866	12444384	null	1372
2867	25306271	null	1372
2868	37676353	null	1372
2869	53981784	null	1372
2870	66258102	null	1372
2871	66470253	null	1372
2872	66522362	null	1372
2873	100134616	null	1372
2874	46811068	null	1371
2875	67471697	null	1371
2876	68687101	null	1371
2877	87880851	null	1371
2878	23201916	null	1370
2879	30903982	null	1370
2880	46221693	null	1370
2881	66661364	null	1370
2882	139802246	null	1370
2883	48313023	null	1369
2884	59745164	null	1369
2885	66648689	null	1369
2886	66805013	null	1369
2887	29066276	null	1368
2888	40848449	null	1368
2889	65926948	null	1368
2890	139808476	null	1368
2891	37475849	null	1367
2892	46498375	null	1367
2893	59991652	null	1367
2894	69061058	null	1367
2895	69240226	null	1367
2896	65287064	null	1366
2897	65561828	null	1366
2898	66316027	null	1366
2899	68996649	null	1366
2900	5036596	BitMillions.com	1365
2901	18119137	null	1365
2902	14276407	null	1364
2903	56137221	null	1364
2904	61382009	null	1364
2905	62109164	null	1364
2906	63663513	null	1364
2907	63763590	null	1364
2908	67495826	null	1364
2909	39687257	null	1363
2910	42019829	null	1363
2911	62180614	null	1363
2912	64620208	null	1363
2913	139222435	null	1363
2914	10102816	null	1362
2915	5611148	null	1361
2916	6929685	null	1361
2917	61607003	null	1361
2918	66521832	null	1361
2919	66648229	null	1361
2920	68447097	null	1360
2921	19485702	null	1359
2922	31200243	null	1359
2923	47432838	null	1359
2924	138892105	null	1359
2925	14811614	null	1358
2926	29217579	null	1358
2927	62024973	null	1358
2928	64534988	null	1358
2929	66660630	null	1358
2930	66806009	null	1358
2931	69472574	null	1358
2932	90168338	null	1358
2933	107796340	null	1358
2934	61491425	null	1357
2935	64782605	null	1357
2936	64868372	null	1357
2937	67058803	null	1357
2938	55459926	null	1356
2939	65276606	null	1356
2940	13140758	ActionCrypto.com	1355
2941	62677645	null	1355
2942	64782598	null	1355
2943	69533860	null	1355
2944	139222410	null	1355
2945	6221307	null	1354
2946	22286725	null	1354
2947	61030194	null	1354
2948	61424667	null	1354
2949	64596111	null	1354
2950	69356148	null	1354
2951	8347002	null	1353
2952	49818074	null	1353
2953	62768459	null	1353
2954	63903681	null	1353
2955	64238127	null	1353
2956	64535873	null	1353
2957	65667785	null	1353
2958	65761583	null	1353
2959	66470997	null	1353
2960	18917528	null	1352
2961	69664669	null	1352
2962	7550379	null	1351
2963	34743914	BTCPop.co	1351
2964	69750141	null	1351
2965	99706053	null	1351
2966	54893843	null	1350
2967	58354585	null	1350
2968	63094104	null	1350
2969	63094394	null	1350
2970	64112351	null	1350
2971	64994240	null	1350
2972	65165123	null	1350
2973	23433493	null	1349
2974	46170665	null	1349
2975	60887081	null	1349
2976	65431892	null	1349
2977	67760015	null	1349
2978	69887891	null	1349
2979	5734084	null	1348
2980	23155047	null	1348
2981	34845961	null	1348
2982	49447873	null	1348
2983	63979202	null	1348
2984	121355929	null	1348
2985	62855589	null	1347
2986	63265826	null	1347
2987	64930476	null	1347
2988	66300498	null	1347
2989	67638232	null	1347
2990	77181558	null	1347
2991	118158380	null	1347
2992	120667122	null	1347
2993	30010017	null	1346
2994	43619512	null	1346
2995	47526020	null	1346
2996	138420922	null	1346
2997	4045844	null	1345
2998	46739413	null	1345
2999	64372110	null	1345
3000	5176720	null	1344
3001	34905571	null	1344
3002	66516201	null	1344
3003	114222957	null	1344
3004	40272332	null	1343
3005	66637734	null	1343
3006	67360444	null	1343
3007	134822400	null	1343
3008	152245	null	1342
3009	12559725	null	1342
3010	70015515	null	1342
3011	65660241	null	1341
3012	29984568	null	1340
3013	53323630	null	1340
3014	61329776	null	1340
3015	66452049	null	1340
3016	67269122	null	1340
3017	55770531	null	1339
3018	65426929	null	1339
3019	66797648	null	1339
3020	66929057	null	1339
3021	6246947	null	1338
3022	10016492	null	1338
3023	31358907	null	1338
3024	65558763	null	1338
3025	67040187	null	1338
3026	67280084	null	1338
3027	67875769	null	1338
3028	70141559	null	1338
3029	70365688	null	1338
3030	13358925	null	1337
3031	29773654	null	1337
3032	30074233	null	1337
3033	56854039	null	1337
3034	60675349	null	1337
3035	65760610	null	1337
3036	66202274	null	1337
3037	67278071	null	1337
3038	68030012	null	1337
3039	70263488	null	1337
3040	18683762	null	1336
3041	50473457	null	1336
3042	59087520	null	1336
3043	65139639	null	1336
3044	108680911	null	1336
3045	138892108	null	1336
3046	65924947	null	1335
3047	66048679	null	1335
3048	32310731	null	1334
3049	62337820	null	1334
3050	67141980	null	1334
3051	67497300	null	1334
3052	59249142	null	1333
3053	62398239	null	1333
3054	64030989	null	1333
3055	64982562	null	1333
3056	67058779	null	1333
3057	67828757	null	1333
3058	139802450	null	1333
3059	25740698	null	1332
3060	27831259	null	1332
3061	28107922	null	1332
3062	39880324	null	1332
3063	59382906	null	1332
3064	65274370	null	1332
3065	65559653	null	1332
3066	65757380	null	1332
3067	10530111	null	1331
3068	48035004	null	1331
3069	59037046	null	1331
3070	61206763	null	1331
3071	65918133	null	1331
3072	66320774	null	1331
3073	66935435	null	1331
3074	68298719	null	1331
3075	75504797	null	1331
3076	101872219	null	1331
3077	120686900	null	1331
3078	138458116	null	1331
3079	48126273	null	1330
3080	57366588	null	1330
3081	63979193	null	1330
3082	64890081	null	1330
3083	66051132	null	1330
3084	68435432	null	1330
3085	9741011	null	1329
3086	20333014	null	1329
3087	62399922	null	1329
3088	67160913	null	1329
3089	25033872	null	1328
3090	45984314	null	1328
3091	57160468	null	1328
3092	63983888	null	1328
3093	68107800	null	1328
3094	5568816	null	1327
3095	10053284	null	1327
3096	28585579	null	1327
3097	31091115	null	1327
3098	49248599	null	1327
3099	62648599	null	1327
3100	64128999	null	1327
3101	64596108	null	1327
3102	64785547	null	1327
3103	67766024	null	1327
3104	119430389	null	1327
3105	139011326	null	1327
3106	60672421	null	1326
3107	65663852	null	1326
3108	95121069	null	1326
3109	9870299	null	1325
3110	61607668	null	1325
3111	61876299	null	1325
3112	66580706	null	1325
3113	67266147	null	1325
3114	23069901	null	1324
3115	58929382	null	1324
3116	61492410	null	1324
3117	63591285	null	1324
3118	67363162	null	1324
3119	68194564	null	1324
3120	139222374	null	1324
3121	58591702	null	1323
3122	58658508	null	1323
3123	62670314	null	1323
3124	121637585	null	1323
3125	5583793	null	1322
3126	67058120	null	1322
3127	67360174	null	1322
3128	61607001	null	1321
3129	61727684	null	1321
3130	62024152	null	1321
3131	68696017	null	1321
3132	68863600	null	1321
3133	69471849	null	1321
3134	139813594	null	1321
3135	14960229	null	1320
3136	60804160	null	1320
3137	66257046	null	1320
3138	69887877	null	1320
3139	46937727	null	1319
3140	54366855	null	1319
3141	60875921	null	1319
3142	62769594	null	1319
3143	63763974	null	1319
3144	67173290	null	1319
3145	70006717	null	1319
3146	70026861	null	1319
3147	120877337	null	1319
3148	66521634	null	1318
3149	68580595	null	1318
3150	69230888	null	1318
3151	6044957	null	1317
3152	47475435	null	1317
3153	48437774	null	1317
3154	55999713	null	1317
3155	62854736	null	1317
3156	66647966	null	1317
3157	69355125	null	1317
3158	51253948	null	1316
3159	67168579	null	1316
3160	67360155	null	1316
3161	67497294	null	1316
3162	69246522	null	1316
3163	72803078	null	1316
3164	9201082	null	1315
3165	22818138	null	1315
3166	39899194	null	1315
3167	48979745	null	1315
3168	54183061	null	1315
3169	63264930	null	1315
3170	63663509	null	1315
3171	64463936	null	1315
3172	25653352	null	1314
3173	66315303	null	1314
3174	66935260	null	1314
3175	49082783	null	1313
3176	68690461	null	1313
3177	69356820	null	1313
3178	10077372	null	1312
3179	11626653	null	1312
3180	27423773	null	1312
3181	48648857	null	1312
3182	68447099	null	1312
3183	119428467	null	1312
3184	59466692	null	1311
3185	68580572	null	1311
3186	68788521	null	1311
3187	69535451	null	1311
3188	1586363	null	1310
3189	7385308	null	1310
3190	23661071	null	1310
3191	30252656	null	1310
3192	54078710	null	1310
3193	70261821	null	1310
3194	5649507	null	1309
3195	50254568	null	1309
3196	59736577	null	1309
3197	67485340	null	1309
3198	68867021	null	1309
3199	69000862	null	1309
3200	69750567	null	1309
3201	106184716	null	1309
3202	48557200	null	1308
3203	48766624	null	1308
3204	69667425	null	1308
3205	70364878	null	1308
3206	72645278	null	1308
3207	119213982	null	1308
3208	138459415	null	1308
3209	21965109	null	1307
3210	27575592	null	1307
3211	59981839	null	1307
3212	67884826	null	1307
3213	69476233	null	1307
3214	69697792	null	1307
3215	72526589	null	1307
3216	86455024	null	1307
3217	26701366	null	1306
3218	48875069	null	1306
3219	59732359	null	1306
3220	63383438	null	1306
3221	66469436	null	1306
3222	68565715	null	1306
3223	68700282	null	1306
3224	116312146	null	1306
3225	21384214	null	1305
3226	60015706	null	1305
3227	68573198	null	1305
3228	68696000	null	1305
3229	72956871	null	1305
3230	12596152	null	1304
3231	25963887	null	1304
3232	56559063	null	1304
3233	69648152	null	1304
3234	73331959	null	1304
3235	6312330	null	1303
3236	23991502	null	1303
3237	36359601	null	1303
3238	40537556	null	1303
3239	48979749	null	1303
3240	63094106	null	1303
3241	67362974	null	1303
3242	69062502	null	1303
3243	6553232	null	1302
3244	24986035	null	1302
3245	56855254	null	1302
3246	59150028	null	1302
3247	60210542	null	1302
3248	73463075	null	1302
3249	118727245	null	1302
3250	119368072	null	1302
3251	127731440	null	1302
3252	60571427	null	1301
3253	68768862	null	1301
3254	6483633	null	1300
3255	46009505	null	1300
3256	60448193	null	1300
3257	68863584	null	1300
3258	58602794	null	1299
3259	59257830	null	1299
3260	66804605	null	1299
3261	68788517	null	1299
3262	73203923	null	1299
3263	77276915	null	1299
3264	49813749	null	1298
3265	59665810	null	1298
3266	60098196	null	1298
3267	67279471	null	1298
3268	69887898	null	1298
3269	7529034	null	1297
3270	21154499	null	1297
3271	22439944	null	1297
3272	24031581	null	1297
3273	29429715	null	1297
3274	60229061	null	1297
3275	60876347	null	1297
3276	62854787	null	1297
3277	64452977	null	1297
3278	19327801	BitYes.com	1296
3279	50478875	null	1296
3280	60392987	null	1296
3281	68449143	null	1296
3282	69325165	null	1296
3283	23032622	null	1295
3284	34190456	null	1295
3285	50086097	null	1295
3286	67637461	null	1295
3287	68209567	null	1295
3288	68778042	null	1295
3289	69038753	null	1295
3290	69535471	null	1295
3291	73086887	null	1295
3292	25131242	null	1294
3293	37276987	null	1294
3294	41824081	null	1294
3295	58851417	null	1294
3296	59465754	null	1294
3297	69894720	null	1294
3298	59257832	null	1293
3299	68123275	null	1293
3300	139222446	null	1293
3301	13720428	null	1292
3302	59037044	null	1292
3303	70291778	null	1292
3304	9566574	null	1291
3305	30684548	Bitfinex.com	1291
3306	34484436	null	1291
3307	50010142	null	1291
3308	57266819	null	1291
3309	58943097	null	1291
3310	68997180	null	1291
3311	69061068	null	1291
3312	46496154	null	1290
3313	46571128	null	1290
3314	58659872	null	1290
3315	59380035	null	1290
3316	68196399	null	1290
3317	68303324	null	1290
3318	70029918	null	1290
3319	93115052	null	1290
3320	101758091	null	1290
3321	137423695	null	1290
3322	34137811	null	1289
3323	35552666	null	1289
3324	59054397	null	1289
3325	69000226	null	1289
3326	20892853	null	1288
3327	34614294	null	1288
3328	49658374	null	1288
3329	6946031	null	1287
3330	25747837	null	1287
3331	29334681	null	1287
3332	34343504	null	1287
3333	39021306	null	1287
3334	70147088	null	1287
3335	30188476	null	1286
3336	49073187	null	1286
3337	103187317	null	1286
3338	59380032	null	1285
3339	68863583	null	1285
3340	70148060	null	1285
3341	11298501	null	1284
3342	34818911	null	1284
3343	69536430	null	1284
3344	84543494	null	1284
3345	84545146	null	1284
3346	84545344	null	1284
3347	5545879	null	1283
3348	6204883	null	1283
3349	10366817	null	1283
3350	19819286	null	1283
3351	37002240	null	1283
3352	69356154	null	1283
3353	69760131	null	1283
3354	70367485	null	1283
3355	117839627	null	1283
3356	6709191	null	1282
3357	19669015	null	1282
3358	35688273	null	1282
3359	68997159	null	1282
3360	69475675	null	1282
3361	69693479	null	1282
3362	137072861	null	1282
3363	33516443	null	1281
